year,leurs_DET airs_NOUN,leurs_DET verts_ADJ
1800,1.886498623981936e-07,0.0
1801,1.381085894536227e-07,0.0
1802,7.832440473976021e-08,0.0
1803,1.8918290400904425e-07,0.0
1804,1.9033252973699177e-07,3.9549615138412264e-08
1805,1.421438877713399e-07,0.0
1806,2.564685619432794e-07,0.0
1807,1.5942949005420815e-07,0.0
1808,1.4049658503267892e-07,0.0
1809,1.0391540516963005e-07,4.518061036407062e-09
1810,1.0296557917399696e-07,0.0
1811,1.0780430415024966e-07,5.0141535368197765e-09
1812,2.667208214290895e-07,0.0
1813,2.0705339420779012e-07,1.1502966579257645e-08
1814,1.5104050810066383e-07,0.0
1815,1.537417375629957e-07,0.0
1816,1.0429217844887262e-07,4.6352077731626196e-09
1817,1.588010940523077e-07,1.401186100480345e-08
1818,5.364529886975333e-08,2.384235475716423e-09
1819,8.591371281063687e-08,1.035105001712111e-09
1820,2.5038275097699625e-07,0.0
1821,1.4200543052567127e-07,0.0
1822,8.72228582693424e-08,0.0
1823,1.353928098524193e-07,0.0
1824,1.5494847005470547e-07,6.736890156844311e-09
1825,1.6025906202088436e-07,1.7610886082763955e-09
1826,1.5149733556540923e-07,0.0
1827,9.770309539192112e-08,9.217273055917019e-10
1828,9.997808092521154e-08,4.586150570418113e-09
1829,1.1830983304150777e-07,0.0
1830,1.7012042263786498e-07,1.0436835840010872e-09
1831,9.510636012066698e-08,3.1182412207897414e-09
1832,1.5694764599061273e-07,2.705993873419743e-09
1833,2.2588075054841283e-07,3.4750886612755494e-09
1834,1.7455573164681937e-07,2.333632664885954e-08
1835,1.406734426723233e-07,4.5378527602224494e-09
1836,1.0148332352244438e-07,6.720750067579218e-10
1837,1.0158520957759265e-07,0.0
1838,9.405121303984743e-08,6.312161904276081e-10
1839,9.088917574118227e-08,0.0
1840,8.981260979368244e-08,2.5478754661634184e-09
1841,9.502411835171642e-08,8.346713542550788e-09
1842,1.09344717280635e-07,6.708265054555795e-10
1843,9.74640315121178e-08,5.906911071384968e-10
1844,1.1416207801318023e-07,0.0
1845,4.185171054160719e-08,1.1160455892778032e-09
1846,9.133021894314197e-08,8.196302303531411e-09
1847,6.417936226910115e-08,0.0
1848,7.964769821455775e-08,0.0
1849,8.128032291665477e-08,0.0
1850,4.8880770542325536e-08,0.0
1851,4.6435958633850305e-08,2.579775504329973e-09
1852,1.6211258824228025e-07,1.3021090872200602e-09
1853,9.73424918448984e-08,0.0
1854,9.248282384355377e-08,4.1565315633818045e-09
1855,1.1356845419641104e-07,1.0613874223963649e-09
1856,1.1027413204800496e-07,1.0872097000458325e-08
1857,1.0007093553809909e-07,4.393358121745905e-09
1858,1.04235298392652e-07,3.4255731584664773e-09
1859,1.2883198241553373e-07,3.5645213447565993e-09
1860,9.566314140840859e-08,4.577183909670879e-10
1861,7.969978632615948e-08,9.431927461278633e-10
1862,7.861296413835817e-08,0.0
1863,7.841554694465458e-08,9.989241656072068e-10
1864,1.0212770273909655e-07,1.9178911792039344e-09
1865,1.0119715088130476e-07,1.2237795665726026e-08
1866,9.244664234131506e-08,3.4059290943133647e-09
1867,9.268870115874961e-08,9.7056229719783e-10
1868,1.0620729096189052e-07,9.87974813071446e-10
1869,1.8215526154108375e-07,1.953407657850903e-09
1870,9.518521082441112e-08,9.17447806614291e-09
1871,6.266494922968491e-08,1.0621177271019633e-09
1872,9.494322972258828e-08,1.2094678591978436e-09
1873,7.72194583831265e-08,0.0
1874,1.0276327522262818e-07,1.1949218281515073e-09
1875,7.895707676564001e-08,5.149374260327022e-09
1876,8.94810217033637e-08,1.813804439976252e-09
1877,7.792867950939808e-08,5.566334504436554e-09
1878,1.0266450534146543e-07,5.435179861734696e-09
1879,1.1118971743329098e-07,4.887460214320072e-09
1880,8.086486347202992e-08,6.417846254436199e-10
1881,1.0737661404469634e-07,5.5780060570498335e-09
1882,1.118104702158007e-07,1.3310770263785798e-09
1883,1.1438003311159406e-07,6.319338941018771e-10
1884,1.181703774832954e-07,1.9805090900604227e-09
1885,8.572695131547903e-08,6.445635691854079e-10
1886,9.873799999837729e-08,5.162771099520569e-09
1887,9.989254978748363e-08,0.0
1888,7.735549889531512e-08,3.1703073499755874e-09
1889,8.833842990441099e-08,0.0
1890,8.061895417910137e-08,1.9663159989136147e-09
1891,8.732681422429778e-08,0.0
1892,1.0029619978979554e-07,2.5074049503359674e-09
1893,9.9766346517427e-08,6.158416554491453e-10
1894,9.830401559440816e-08,1.0082462864602348e-08
1895,9.328852534906673e-08,0.0
1896,1.0083919566028499e-07,0.0
1897,9.905413378419325e-08,5.826713556089658e-10
1898,9.73237049839426e-08,0.0
1899,8.954677177541726e-08,1.1055156790007459e-09
1900,5.5544270072260815e-08,0.0
1901,6.482937253693422e-08,0.0
1902,7.46363142400952e-08,1.4730852093691738e-09
1903,9.342380824506336e-08,0.0
1904,7.954445280233813e-08,5.374625189347171e-10
1905,5.728442398211797e-08,1.5482277682110634e-09
1906,1.0751345680404256e-07,1.5432553013283723e-09
1907,7.611408170404843e-08,5.142843373384665e-10
1908,8.74227243929937e-08,4.911389073214423e-10
1909,9.131632561221181e-08,0.0
1910,1.1115833142838483e-07,1.6032452032632705e-09
1911,8.086969005560718e-08,2.6601871816467337e-09
1912,8.439262089154909e-08,5.209421227725386e-10
1913,1.198475674257793e-07,1.590896969716482e-09
1914,1.0112083170810138e-07,1.3393487430235496e-09
1915,6.832842192050492e-08,1.1780761921542648e-09
1916,9.998590799753515e-08,0.0
1917,6.68951898319392e-08,1.0966424435210342e-09
1918,8.155327257952649e-08,1.1486376294556067e-09
1919,1.2798909510003398e-07,0.0
1920,1.0979736009275598e-07,7.572231730534895e-10
1921,8.405749696294151e-08,1.5145494858259667e-09
1922,1.2690049133734504e-07,7.377935484775833e-10
1923,9.554353530560888e-08,0.0
1924,1.0055467192238154e-07,1.289162443462999e-09
1925,8.908524051776112e-08,6.598906754362588e-09
1926,1.0811754602713108e-07,0.0
1927,1.0703256236865855e-07,0.0
1928,9.940655920637198e-08,1.1426041224282812e-09
1929,1.2254447256943024e-07,0.0
1930,9.348207452575252e-08,1.0503603542488804e-09
1931,1.1633463614657558e-07,0.0
1932,8.110057425625428e-08,1.0959536611565568e-09
1933,5.7353312543639845e-08,1.1470662197865522e-09
1934,7.308763727564838e-08,1.1981580172459871e-09
1935,8.138433482685059e-08,0.0
1936,8.123559069872499e-08,1.2124714565686645e-09
1937,6.547381470323188e-08,0.0
1938,7.649476430060531e-08,9.075650453382877e-09
1939,6.117620365841958e-08,1.5294050470515685e-09
1940,6.085878911932241e-08,0.0
1941,1.6233264865661567e-07,0.0
1942,7.58552971547033e-08,0.0
1943,9.580676185727555e-08,0.0
1944,1.0603514510876266e-07,0.0
1945,9.149717072887142e-08,0.0
1946,9.744773166175946e-08,0.0
1947,7.390940259810463e-08,0.0
1948,7.610321417494958e-08,1.0871887834440486e-09
1949,5.006674186347482e-08,0.0
1950,6.70027759941405e-08,0.0
1951,8.742349344448286e-08,0.0
1952,5.588746121443222e-08,1.0544803918932644e-09
1953,4.201792791480585e-08,2.1547654771580937e-09
1954,4.788542540268281e-08,9.772536113672459e-10
1955,7.414630021074231e-08,0.0
1956,4.534993758298356e-08,8.72114158667614e-10
1957,6.714628852932947e-08,0.0
1958,6.038737820901474e-08,1.6544486891589827e-09
1959,9.998464456373313e-08,7.750747821333448e-10
1960,8.304999910002664e-08,3.460416619915918e-09
1961,7.087122311233429e-08,2.779263708063695e-09
1962,6.468795565872654e-08,1.2683912808952869e-09
1963,6.595373935880389e-08,1.939815863494232e-09
1964,8.517555327713922e-08,1.2167936658258327e-09
1965,6.730613089089843e-08,0.0
1966,9.637989828448212e-08,5.539074754423723e-10
1967,8.677390361810922e-08,0.0
1968,1.0420084683993025e-07,3.5931326802796093e-09
1969,6.358461177025099e-08,9.083515606356229e-10
1970,8.921526339911168e-08,4.5987250119061684e-10
1971,9.40326732035146e-08,4.1107179882260425e-09
1972,8.259536166121961e-08,0.0
1973,6.615844849733321e-08,5.513203782392395e-10
1974,5.5130603415776136e-08,1.6876715580593782e-09
1975,6.682431896720686e-08,5.711480177694739e-10
1976,4.97076848571254e-08,0.0
1977,4.583889934295371e-08,5.876781838942691e-10
1978,6.178215161689593e-08,5.940591352171509e-10
1979,6.96384847564957e-08,0.0
1980,5.742002096020826e-08,1.1370301367108482e-09
1981,6.768338045581856e-08,6.325549528618524e-10
1982,5.959202153960064e-08,0.0
1983,7.830991677337806e-08,6.315316047889041e-10
1984,7.19077029032178e-08,1.1598016991243298e-09
1985,6.015558084992989e-08,2.4062232206745193e-09
1986,6.234264771087794e-08,0.0
1987,4.277571941102565e-08,6.110816852533674e-10
1988,5.336932984434384e-08,5.996553809062277e-10
1989,7.134558510646372e-08,2.7440609784434855e-09
1990,7.192219286800139e-08,3.2691906959314565e-09
1991,6.271768021592905e-08,5.861465202094962e-10
1992,6.942529445774781e-08,0.0
1993,5.705383482323967e-08,5.539207426075166e-10
1994,6.435410382366058e-08,5.274926606624319e-10
1995,6.235818617028599e-08,5.422450821690461e-10
1996,7.313186389801274e-08,5.338092190498855e-10
1997,6.13746503619339e-08,1.438468344439059e-09
1998,5.1018981039874234e-08,9.536258449571733e-10
1999,6.763897908435013e-08,9.140402323914998e-10
2000,7.554833558742757e-08,1.3254094488601709e-09
2001,7.97380550476845e-08,4.3812117822561447e-10
2002,5.8270244962521645e-08,8.76244299341522e-10
2003,7.167107307637366e-08,1.2500769308587678e-09
2004,6.386947482006633e-08,2.2023955992267474e-09
2005,8.737274237446968e-08,2.702249757291497e-09
2006,1.037708292628281e-07,1.2353669198716943e-09
2007,6.950394615401478e-08,7.988958938831558e-10
2008,8.174284071849058e-08,0.0
2009,7.390698275600016e-08,1.430457752249481e-09
2010,8.644541260593996e-08,9.447586046817946e-10
2011,8.871615253536191e-08,3.82397197240536e-10
2012,1.1472331484796428e-07,3.404252713057332e-10
2013,1.2160585427523074e-07,0.0
2014,1.3663958675635968e-07,1.7323561474213989e-09
2015,1.3365950124466508e-07,2.438232948875907e-09
2016,1.2863022025300097e-07,3.935546111222266e-09
2017,1.0716504039720576e-07,2.5156112748447867e-09
2018,1.20038200268624e-07,2.0651733656507076e-09
2019,1.2168211460661382e-07,2.04079020349468e-09
