year,belles_ADJ îles_NOUN,belles_ADJ iles_NOUN,belles_ADJ villes_NOUN
1800,2.2009151834367913e-08,0.0,1.8550569791386806e-07
1801,1.4287095950749062e-08,0.0,3.547962137417926e-07
1802,5.818384352096473e-08,0.0,2.976327380110888e-07
1803,1.950339223455444e-09,0.0,3.939685200293752e-07
1804,5.6852570651244605e-08,0.0,5.93244237734325e-07
1805,5.685755422035754e-09,8.528632911009026e-09,3.354595605742361e-07
1806,8.645007376628655e-09,0.0,3.486819650788675e-07
1807,3.4163463169534225e-08,0.0,4.5266585857461905e-07
1808,1.3596443970698147e-08,0.0,4.2148977286160516e-07
1809,2.0331274441787173e-08,0.0,3.4563166195766826e-07
1810,4.212228077449254e-08,0.0,1.9891076874500868e-07
1811,1.0028307073639553e-08,2.5070767684098882e-09,3.8107566524558933e-07
1812,2.6672082320544632e-09,0.0,3.787435787216964e-07
1813,6.901780125190271e-08,0.0,3.7672214148187777e-07
1814,3.1466772298927026e-08,0.0,3.901879779277806e-07
1815,4.5852800667489646e-08,0.0,2.211723284517575e-07
1816,2.7811246638975717e-08,0.0,2.75794860726819e-07
1817,5.1376822796100896e-08,0.0,3.5029651712648047e-07
1818,1.668964877410417e-08,0.0,3.743249692433892e-07
1819,1.1386155129855524e-08,0.0,3.9333988866019354e-07
1820,3.441279616822612e-08,0.0,3.465012525794009e-07
1821,1.8736827200882544e-08,0.0,3.1162304026111087e-07
1822,4.411270992932259e-08,1.0025615893027862e-09,3.127992158624693e-07
1823,5.929612356680991e-09,0.0,3.1624597340851324e-07
1824,4.29476756380609e-08,1.6842225392110777e-09,2.8126515871917945e-07
1825,1.0566531649658373e-08,0.0,2.7561037541090627e-07
1826,1.5854372037438225e-08,0.0,2.71285927055942e-07
1827,1.013900075008678e-08,0.0,3.5302156220495817e-07
1828,1.559291185060374e-08,0.0,2.9626534114868264e-07
1829,1.3717081692732336e-08,0.0,4.415185799189203e-07
1830,4.4878394334091354e-08,0.0,2.891003418881155e-07
1831,2.182768810143898e-08,7.795603274018958e-09,2.8687819053629937e-07
1832,1.6235963684607668e-08,1.3529969367098715e-09,1.5018265742128278e-07
1833,2.7800709290204395e-08,3.475088550253247e-09,4.5871169618294516e-07
1834,1.5868701908061666e-08,0.0,2.5389923052898666e-07
1835,3.781543966852041e-08,3.025235173481633e-09,2.677332986422698e-07
1836,2.5538851033957144e-08,2.0162250202737653e-09,2.9571299364761217e-07
1837,1.461157062010443e-08,2.7831563720326358e-09,3.0753878377254296e-07
1838,2.0830134062066463e-08,1.8936485712828244e-09,3.642117292201874e-07
1839,3.146163862766116e-08,1.3982950353153e-09,2.5728627406351734e-07
1840,3.758116307039927e-08,2.5478754661634184e-09,2.7389660317567177e-07
1841,7.0626033910059505e-09,3.2102742686390684e-09,2.516854920031619e-07
1842,4.561620414733625e-08,4.695785538189057e-09,2.5893902488860476e-07
1843,5.493427224223524e-08,1.1813822142769936e-09,2.0201635209105007e-07
1844,3.951764071530306e-08,4.390849017710252e-09,1.6685226000845432e-07
1845,2.6785095030845696e-08,2.2320912340667576e-09,2.578065334546409e-07
1846,3.102885770545072e-08,2.9272506640865004e-09,2.3125279824398604e-07
1847,2.1572894581822766e-08,2.1572894581822766e-09,1.6718993833819695e-07
1848,1.528592186161859e-08,0.0,1.922807939536142e-07
1849,6.535943697372204e-08,1.0893239421605472e-08,1.290429878508803e-07
1850,6.1100964288129944e-09,1.3577992064028876e-09,2.1589006848898862e-07
1851,7.739326512989919e-09,1.2898877521649865e-09,1.3737304982441856e-07
1852,1.7578472011337e-08,3.906327261660181e-09,1.4323200048238505e-07
1853,2.149895550473957e-08,2.388772735173461e-09,2.627650133035786e-07
1854,3.013485283531736e-08,0.0,2.4679405896677054e-07
1855,2.175844215912548e-08,5.306937111981824e-10,1.5496256366986927e-07
1856,3.6240326295455816e-08,5.694908100650764e-09,1.3150061306532734e-07
1857,3.5635014938861787e-08,4.881509085841174e-10,1.913551557208848e-07
1858,3.0830157982109085e-08,9.787352039936081e-10,1.5953384036038187e-07
1859,3.3099126994784456e-08,2.036869339860914e-09,1.4869145559259778e-07
1860,2.1512764902809067e-08,1.3731551729012637e-09,1.35026922976067e-07
1861,2.2165028923382124e-08,3.3011746669586728e-09,1.5185403867690184e-07
1862,2.755971628687348e-08,4.517986262886353e-10,2.0330938355073158e-07
1863,1.748117206545885e-08,1.9978483867255648e-09,1.5683109211295232e-07
1864,2.9247839705703882e-08,3.3563094525845827e-09,1.3569079726494238e-07
1865,1.6003271596787272e-08,4.706844358715045e-10,1.5720860346846166e-07
1866,1.4110277390955162e-08,6.325297008391573e-09,1.8100080012573017e-07
1867,2.135237053835226e-08,0.0,1.4704018269640073e-07
1868,1.531360993567432e-08,2.9639244392143382e-09,1.2003893345990946e-07
1869,3.1742874995188686e-08,1.4650557433881772e-09,1.1183259118752176e-07
1870,9.17447806614291e-09,5.734048791339319e-10,1.5481931825434003e-07
1871,2.1242353653860846e-08,0.0,1.2426777118434984e-07
1872,2.6003558417642125e-08,6.047339295989218e-10,9.8571632634048e-08
1873,2.334541804316359e-08,5.986004469882289e-10,8.979007048992571e-08
1874,1.3144139998644278e-08,0.0,9.14115219075029e-08
1875,1.830888685105947e-08,1.716458086775674e-09,1.2930651394071901e-07
1876,1.1487427897804992e-08,1.813804439976252e-09,1.0580525611203484e-07
1877,2.1646856751544874e-08,6.184815992682502e-10,1.6760851906383323e-07
1878,1.8117265909722846e-08,6.039088673581716e-10,1.4735375941654638e-07
1879,1.710611030603104e-08,6.10932526790009e-10,1.2646303559904482e-07
1880,2.3746030919369332e-08,1.2835692508872398e-09,1.2193908105473383e-07
1881,2.370652651961791e-08,1.3945015142624584e-09,1.478171611779544e-07
1882,1.5307385581309063e-08,1.3310770263785798e-09,8.851662158804174e-08
1883,1.8958017378167824e-08,0.0,1.086926317839243e-07
1884,1.5183903911974994e-08,1.9805090900604227e-09,8.38415488146893e-08
1885,1.0313017106966527e-08,2.5782542767416317e-09,1.0441929987337062e-07
1886,1.7424351739236954e-08,4.517424767591649e-09,1.1809839151055712e-07
1887,1.2404957061562527e-08,2.6115698492645834e-09,8.618180658004349e-08
1888,9.510921827882157e-09,6.340614699951175e-10,6.530833474016617e-08
1889,8.771191772893872e-09,3.132568371366773e-09,8.771191772893872e-08
1890,6.554386366985909e-09,0.0,9.634948128223186e-08
1891,1.9760081571007504e-08,0.0,8.860165934265751e-08
1892,1.3790726782758611e-08,1.8805537127519756e-09,9.340083551023781e-08
1893,1.539604177480669e-08,1.847525021858587e-09,1.1639406949370823e-07
1894,8.822155450616265e-09,1.2603078580752936e-09,1.0649601733803138e-07
1895,1.3240951446391591e-08,1.2037228991346183e-09,9.38903852443218e-08
1896,8.255840455717589e-09,5.3073260231073505e-09,8.078929880639407e-08
1897,2.0393496669157685e-08,2.330685422435863e-09,8.681803365107044e-08
1898,1.4711722506888236e-08,1.13167097914868e-09,7.751945929612702e-08
1899,8.844125432005967e-09,1.1055156790007459e-09,8.346643198819947e-08
1900,1.86877908703309e-08,0.0,6.644548022904928e-08
1901,8.38310842965484e-09,0.0,8.327221223680681e-08
1902,1.0802624572647801e-08,1.9641135384773634e-09,6.285163323127563e-08
1903,5.940242076007962e-09,0.0,6.426262189052068e-08
1904,1.3436562973367927e-08,3.7622376325430196e-09,8.330668777034589e-08
1905,9.805441791854719e-09,0.0,7.07023986024069e-08
1906,1.388929860013377e-08,1.0288369045596824e-09,9.773950893077199e-08
1907,6.685696440911215e-09,0.0,9.154260993682328e-08
1908,1.7189861978295085e-08,1.4734167219643268e-09,8.349361735326966e-08
1909,1.4302557360679202e-08,1.6502950672681038e-09,8.856583377792049e-08
1910,4.275320542035388e-09,5.344150677544235e-10,1.0795184124390289e-07
1911,4.788336838146279e-09,0.0,8.193376288545551e-08
1912,1.2502610502451716e-08,5.209421227725386e-10,8.387168293211289e-08
1913,1.590896836489719e-08,0.0,8.643873172786698e-08
1914,1.339348720819089e-08,2.678697486047099e-09,1.1116594578197692e-07
1915,2.3561523843085297e-09,0.0,1.3194453174492082e-07
1916,3.4061130804730055e-08,0.0,1.2965205087311915e-07
1917,1.4256351654751143e-08,1.0966424435210342e-09,1.1734073979141613e-07
1918,5.743188147278033e-09,0.0,1.1601240146319469e-07
1919,6.4454939163738345e-09,1.8415696745321952e-09,8.471220525052559e-08
1920,6.815008557481406e-09,0.0,8.253732630691957e-08
1921,8.330022005509363e-09,0.0,8.254294669995943e-08
1922,1.1804696775641332e-08,0.0,8.705963949751094e-08
1923,9.554353752605493e-09,0.0,7.537322943562685e-08
1924,5.156649773851996e-09,2.578324886925998e-09,1.366512236700146e-07
1925,2.639562701745035e-08,0.0,1.1218141793278846e-07
1926,5.57306911730393e-09,1.1146138456652466e-09,7.57937428375044e-08
1927,1.0034302277972529e-08,0.0,7.804457169413581e-08
1928,1.1426041446327417e-08,2.2852082448565625e-09,1.0626218482912009e-07
1929,1.4482528065684619e-08,0.0,1.1586022452547695e-07
1930,1.3654684494213143e-08,3.1510810627466412e-09,9.138135226294253e-08
1931,1.3686427990933225e-08,0.0,7.755642172924126e-08
1932,2.4110979879310435e-08,0.0,9.425201596968691e-08
1933,6.882397318719313e-09,2.2941324395731044e-09,8.947116469926186e-08
1934,1.0783422155213884e-08,1.1981580172459871e-09,8.626737724171107e-08
1935,5.98414207075848e-09,0.0,9.215578700150218e-08
1936,2.424942913137329e-09,0.0,7.274828561776303e-08
1937,1.2591118148108649e-09,0.0,7.176937089070634e-08
1938,1.2965214457594243e-09,1.2965214457594243e-09,9.205302120562919e-08
1939,1.5294050470515685e-09,0.0,7.035263394072899e-08
1940,0.0,0.0,8.368083825871508e-08
1941,2.9515025978810172e-09,0.0,6.198155233505531e-08
1942,6.068423541449874e-09,0.0,7.282108072104165e-08
1943,1.1612940831184915e-08,2.9032352077962287e-09,9.580676163523094e-08
1944,1.927911696952833e-08,0.0,8.996921252446555e-08
1945,0.0,0.0,1.2635322832466045e-07
1946,5.568441707737293e-09,1.3921104269343232e-09,1.1136883415474585e-07
1947,3.5762612871081956e-09,0.0,1.06095754404123e-07
1948,1.4133454406817236e-08,1.0871887834440486e-09,1.0002136718867405e-07
1949,6.8719057111366055e-09,0.0,1.0896879132360482e-07
1950,1.1698897850465073e-08,2.1270722960764488e-09,7.763814124928103e-08
1951,1.2793682557799002e-08,0.0,7.782823274737893e-08
1952,4.2179215675730575e-09,0.0,9.279427359842884e-08
1953,1.0773827163745864e-08,1.0773827385790469e-09,8.834538789415092e-08
1954,8.795282724349818e-09,2.9317608341017376e-09,8.111204863325838e-08
1955,3.754243138587299e-09,0.0,9.291751723594643e-08
1956,8.72114114258693e-09,0.0,7.064124929456739e-08
1957,7.951533653738352e-09,2.6505113104313693e-09,6.802979157782829e-08
1958,1.5717262158432277e-08,8.272243445794913e-10,7.52774127477096e-08
1959,1.5501495642666896e-09,0.0,7.595733109155844e-08
1960,1.3841666701708277e-09,1.3841666701708277e-09,6.990041612198183e-08
1961,6.25334317660986e-09,6.948159270159238e-10,8.337791257417848e-08
1962,3.170978146727066e-09,6.341956404476434e-10,8.498221859554178e-08
1963,5.1728425987107585e-09,0.0,9.957722113540513e-08
1964,6.083968440151466e-09,6.083968329129164e-10,8.578395238600933e-08
1965,8.755269398363907e-09,5.472043373977442e-10,7.38725844939836e-08
1966,1.2185964237687585e-08,1.1078149508847446e-09,9.582599602708797e-08
1967,1.0846738618397467e-08,4.930335584241163e-10,7.789930123180966e-08
1968,9.431973424511852e-09,4.491415683816058e-09,8.174377086334061e-08
1969,8.175163657142548e-09,4.5417578031781147e-10,8.720174804466296e-08
1970,5.978342709767048e-09,0.0,7.679870606125405e-08
1971,8.735275613958038e-09,5.138397485282553e-10,8.221435621180717e-08
1972,7.69522046084603e-09,5.130146862875051e-10,7.69522046084603e-08
1973,9.923766697284009e-09,0.0,7.222296716236087e-08
1974,1.6876715136504572e-08,4.500457451150908e-09,6.300640364997889e-08
1975,6.8537762132336866e-09,5.711480177694739e-10,5.88282453861666e-08
1976,5.713526984862938e-09,2.285410749536254e-09,6.57055565511655e-08
1977,5.289103821581875e-09,5.876781838942691e-10,6.170620991952092e-08
1978,1.1881182260253809e-08,1.1881182704343018e-09,8.792075334440597e-08
1979,8.192762912528906e-09,1.7555920051037788e-09,6.203092084433592e-08
1980,2.2740602734216964e-09,1.1370301367108482e-09,6.253665674194053e-08
1981,5.060439622894819e-09,6.325549528618524e-10,8.539491602732596e-08
1982,4.345251713999687e-09,0.0,6.642027727821187e-08
1983,7.57837881337764e-09,0.0,5.052253015946917e-08
1984,8.118611560803402e-09,1.1598016991243298e-09,5.625038212997424e-08
1985,5.414002135495366e-09,0.0,6.556957998782309e-08
1986,4.196139880008332e-09,0.0,6.114375139532058e-08
1987,6.721898593298192e-09,0.0,4.827545296848257e-08
1988,1.4391728697660255e-08,0.0,6.236415828198005e-08
1989,4.390497743145261e-09,0.0,8.780995131019154e-08
1990,7.628111475810329e-09,5.44865097484859e-10,8.772327930728352e-08
1991,7.6199047072123e-09,0.0,8.557739050729651e-08
1992,1.2121876835635703e-08,0.0,9.036308767917944e-08
1993,1.772546376344053e-08,0.0,7.810282198761342e-08
1994,3.164955852952289e-09,0.0,8.967375464408178e-08
1995,8.675921314704738e-09,0.0,9.977309645137211e-08
1996,1.2811421257197253e-08,1.6014276571496566e-09,7.153043668495229e-08
1997,1.102825741838842e-08,1.438468344439059e-09,9.445942339425528e-08
1998,1.0966696883940585e-08,9.536258449571733e-10,7.533644463819655e-08
1999,1.2339542720951613e-08,4.570201161957499e-10,8.272063922731832e-08
2000,6.627047355323157e-09,0.0,7.422293180070483e-08
2001,4.8193329327261836e-09,4.3812117822561447e-10,8.718611610447624e-08
2002,8.762443215459825e-09,8.76244299341522e-10,9.288189772860278e-08
2003,5.8336921959778465e-09,4.1669229178253886e-10,7.833815374169717e-08
2004,9.250062049659391e-09,8.809582507929292e-10,8.369103454697324e-08
2005,9.457874483587148e-09,4.5037495954858286e-10,7.431187043493992e-08
2006,1.6883348052942893e-08,0.0,8.482853530722423e-08
2007,1.078509459517818e-08,7.988958938831558e-10,1.0545425510599671e-07
2008,1.830699147831183e-08,0.0,1.1324789284117287e-07
2009,2.0503227560197956e-08,0.0,1.2111209457543737e-07
2010,2.267420740054149e-08,0.0,1.2518052017185255e-07
2011,3.326855591012645e-08,0.0,1.5525326091392344e-07
2012,3.982975727012672e-08,6.808505426114664e-10,1.7872326907308889e-07
2013,2.0360612751346707e-08,0.0,1.230004187391387e-07
2014,2.4686075406066266e-08,2.1654451842767486e-10,1.4205321008375904e-07
2015,3.08103977886276e-08,2.2165753954528356e-10,1.4230414535632008e-07
2016,2.5477483234226384e-08,2.0713400439298368e-10,1.3815838428854477e-07
