year,deux_DET yeux_NOUN,deux_DET vieux_ADJ
1800,1.166484995707151e-06,1.7607321112222962e-07
1801,1.673971325999446e-06,5.0004833385131064e-08
1802,1.1323471369451e-06,7.608656460433849e-08
1803,1.924984864842827e-06,1.2872239096850535e-07
1804,1.2433409821710484e-06,4.2021466750696845e-08
1805,6.908192631271959e-07,1.0518647242108159e-07
1806,6.282038427229963e-07,4.8988376022407465e-08
1807,6.491057611412998e-07,3.4163463169534225e-08
1808,7.228775942280663e-07,4.5321479902327155e-08
1809,1.1362923331148522e-06,1.2876473753919981e-07
1810,7.933029806395098e-07,8.424455977262824e-08
1811,5.56571016829821e-07,1.4791752533938052e-07
1812,6.267939069992678e-07,6.668020358091553e-08
1813,5.463909253933252e-07,9.489947139229571e-08
1814,3.901879637169259e-07,7.237357291245416e-08
1815,3.80308513125982e-07,8.631115555601809e-08
1816,1.1495315490606117e-06,9.270415723960923e-08
1817,1.558430271941802e-06,1.3544798527220792e-07
1818,1.4114673660969856e-06,1.0967483277113388e-07
1819,1.6251148053925135e-06,9.212434193273111e-08
1820,5.304317092225119e-07,9.967844150082783e-08
1821,7.938498018944529e-07,1.3017164590678476e-07
1822,6.576804167934824e-07,1.443688688596012e-07
1823,7.046355960937944e-07,1.4428722661108395e-07
1824,6.122148938914052e-07,1.3894836214944917e-07
1825,9.93253998160526e-07,1.5849796852762665e-07
1826,7.847914247349763e-07,1.5061652902659262e-07
1827,7.465991185284793e-07,9.401618505933129e-08
1828,6.604056608239262e-07,1.4125343206217167e-07
1829,1.3279850143987915e-06,1.337415476143633e-07
1830,8.182479191987113e-07,1.2002360882945595e-07
1831,8.466025072095817e-07,1.1381580300451333e-07
1832,1.3502909368412475e-06,1.5424165500377285e-07
1833,8.780390228224633e-07,1.9112987281744154e-07
1834,9.315861575487361e-07,1.288165254464957e-07
1835,6.708459210358342e-07,1.686568680270284e-07
1836,9.241031442286385e-07,1.2971047347321019e-07
1837,9.059173891046157e-07,1.2454624709334894e-07
1838,9.253629258410001e-07,1.5275431408667828e-07
1839,8.571548448799149e-07,1.5311330514578003e-07
1840,7.235966101859503e-07,1.337634589759773e-07
1841,5.29695270756747e-07,1.7656508788377323e-07
1842,6.044146800832095e-07,1.5898588046070472e-07
1843,7.300942233001706e-07,1.3054274017321177e-07
1844,6.53687643570322e-07,1.1141779232559657e-07
1845,6.26101570588844e-07,1.646167238078533e-07
1846,7.523034408762896e-07,1.7153688247617538e-07
1847,4.217500899628135e-07,1.644933256272907e-07
1848,4.786906921960821e-07,1.230918957872973e-07
1849,5.404722855928412e-07,2.3546155958342752e-07
1850,6.958720817351605e-07,1.5343130677081263e-07
1851,5.262741797906756e-07,1.6123596946471253e-07
1852,6.491013921916533e-07,1.1979403957695922e-07
1853,5.995819503112898e-07,1.540758347573501e-07
1854,4.95146824874837e-07,1.4703729878107197e-07
1855,6.920246278241393e-07,1.9901013459389105e-07
1856,5.679376684497583e-07,1.289120117320408e-07
1857,7.288092831458926e-07,1.508386304749365e-07
1858,6.464546000728433e-07,1.683424599718819e-07
1859,5.336597901361984e-07,2.2609248961913408e-07
1860,7.062594917783827e-07,1.7027124421531425e-07
1861,6.456154384437696e-07,1.8392258915866933e-07
1862,6.397468812480156e-07,1.7981585109794196e-07
1863,7.312125065439545e-07,1.4384507984743777e-07
1864,6.779745485019362e-07,1.495955128660853e-07
1865,8.495854153522941e-07,1.5438449452176428e-07
1866,7.011348301944054e-07,2.092213513549268e-07
1867,7.720822807755212e-07,1.8198042717187946e-07
1868,6.821966245240674e-07,1.8277533797572687e-07
1869,6.421827585256779e-07,1.8069021301414523e-07
1870,9.208882190137047e-07,1.9037042164882223e-07
1871,5.820405242218385e-07,1.7631154047847986e-07
1872,5.678451735491308e-07,1.7900124760217295e-07
1873,6.518759114726436e-07,1.6341791830853936e-07
1874,6.434654018505626e-07,1.613144471335204e-07
1875,7.63251740920623e-07,1.8251671107805123e-07
1876,1.616099709167429e-06,1.7412522979043388e-07
1877,8.089739083061431e-07,2.1152070139862644e-07
1878,6.944952222198708e-07,1.1595050253276895e-07
1879,7.490032878365582e-07,2.046623919227386e-07
1880,6.193221651074055e-07,1.8740111329407227e-07
1881,7.014342635613957e-07,1.331748933353083e-07
1882,8.698588302991084e-07,2.1230678903805256e-07
1883,6.87544067901058e-07,1.8894824016513212e-07
1884,7.215655060122117e-07,1.9408989615499195e-07
1885,7.193329345511756e-07,2.1270598082878678e-07
1886,7.189158779397076e-07,2.1231896774054348e-07
1887,8.709585550548127e-07,2.0239666653765198e-07
1888,8.236458413080072e-07,2.1304464681293211e-07
1889,8.1321474176832e-07,1.754238247997364e-07
1890,7.773502446184466e-07,2.2219369810727585e-07
1891,8.165375788848905e-07,2.1098667879471122e-07
1892,6.682234463539771e-07,2.1626367541216496e-07
1893,6.928218603263758e-07,1.761307153458347e-07
1894,7.858019230866375e-07,2.2874588267995932e-07
1895,8.034850367266699e-07,1.9139194407102877e-07
1896,9.057836685144594e-07,1.9814016738450846e-07
1897,7.469846519114753e-07,2.249111439311946e-07
1898,6.507107883635399e-07,2.0313494530910248e-07
1899,8.252674277287042e-07,1.9788730298841983e-07
1900,7.423205747869588e-07,2.128331804129857e-07
1901,8.506060424906536e-07,2.2131405685854588e-07
1902,6.628882971426719e-07,1.6596760055165305e-07
1903,6.993285026624108e-07,1.971080454410412e-07
1904,6.175444262623841e-07,1.494145820402082e-07
1905,7.013471634564894e-07,1.7030504295689752e-07
1906,6.40965398090998e-07,1.769599542456035e-07
1907,6.64455342302972e-07,1.470853199236899e-07
1908,6.512502128686037e-07,2.0529606636898734e-07
1909,7.519844729131364e-07,1.8373284582651195e-07
1910,7.604726661725181e-07,2.0574980297283219e-07
1911,7.496407050666676e-07,2.325003549685789e-07
1912,7.51719483105262e-07,1.8128786294369093e-07
1913,7.843121672124198e-07,2.1742257771961704e-07
1914,8.002608815615986e-07,2.1362611768438455e-07
1915,6.420515035188146e-07,1.7671142593655986e-07
1916,7.570361333364417e-07,2.2304548608076402e-07
1917,6.755317691897744e-07,1.8204264407017945e-07
1918,7.213444206399799e-07,2.2628161389093293e-07
1919,7.66093009474389e-07,2.21909147057886e-07
1920,9.283556181571839e-07,1.5825964361226852e-07
1921,8.436040417336699e-07,1.8023138181888498e-07
1922,8.65431861285515e-07,2.0805777367627343e-07
1923,9.522505308723339e-07,2.3461245213241e-07
1924,8.237747746164814e-07,2.1142264117202103e-07
1925,9.93135458315919e-07,2.397602827386436e-07
1926,8.9503491551568e-07,2.441004376407818e-07
1927,9.454542748699168e-07,2.1183527287860215e-07
1928,9.083702607881605e-07,2.1823738549642258e-07
1929,8.756359157757743e-07,2.060975123896469e-07
1930,7.930220853324954e-07,2.247771107022345e-07
1931,7.265212005336252e-07,2.429340995036e-07
1932,7.17849637510426e-07,1.9727165678773417e-07
1933,6.630042825861437e-07,1.5944221232189193e-07
1934,5.715213973189748e-07,2.0608317186088243e-07
1935,7.396399688275324e-07,1.7593377066305038e-07
1936,7.17783084525081e-07,1.5277139553404595e-07
1937,7.000661526035401e-07,2.052352270354163e-07
1938,7.999537388059252e-07,1.8929213574381265e-07
1939,6.775264296265959e-07,1.376464551228196e-07
1940,5.147639203784138e-07,2.0793419697184845e-07
1941,6.699910954921506e-07,2.1250819060014692e-07
1942,7.555187409025166e-07,2.032921884165262e-07
1943,8.506479396430677e-07,2.7290410642422103e-07
1944,9.446767492704566e-07,2.2813621747275192e-07
1945,7.907969461484754e-07,2.810270274267168e-07
1946,7.392106340375904e-07,2.227376718622054e-07
1947,8.261163486622536e-07,1.728526282107623e-07
1948,8.664894579624161e-07,1.8482209185322063e-07
1949,7.549279672502962e-07,2.3266310122949108e-07
1950,9.571825145826551e-07,2.2227905205340903e-07
1951,7.420335812469148e-07,1.812438270576422e-07
1952,6.875212434920286e-07,1.9507887571990068e-07
1953,6.485843826453674e-07,1.7992291390100945e-07
1954,7.251221987303325e-07,1.7395114682017265e-07
1955,5.969246856807331e-07,1.8771216048207862e-07
1956,7.805421660123102e-07,2.2151700385109052e-07
1957,6.758804111939298e-07,1.6521520507239984e-07
1958,6.468894397926306e-07,1.5717262158432277e-07
1959,4.991481503680006e-07,1.643158533681799e-07
1960,6.913912642403375e-07,1.6679207703873544e-07
1961,6.913418317822106e-07,1.8204177365532814e-07
1962,5.974123205021442e-07,2.1879750100595174e-07
1963,6.621238597404044e-07,2.0497389030538216e-07
1964,6.795792515390531e-07,1.965121754210486e-07
1965,6.577396369777944e-07,1.7455817769018722e-07
1966,6.425326617431892e-07,1.811277474672579e-07
1967,7.218011290888171e-07,2.2728847248743023e-07
1968,6.773055147846208e-07,2.0750340645747656e-07
1969,5.654488361983567e-07,1.5669064801215882e-07
1970,6.028928325463312e-07,1.499184421049904e-07
1971,5.904018536284639e-07,1.716224726777682e-07
1972,5.089105634681346e-07,1.3594889303192303e-07
1973,5.121766193383337e-07,1.6594742824338482e-07
1974,4.5285853289556144e-07,1.3613883353968959e-07
1975,4.117977177031662e-07,1.484984846200632e-07
1976,4.919346743292863e-07,1.4683764426592916e-07
1977,4.501614938590137e-07,1.47507220660259e-07
1978,5.019799651506673e-07,1.324751845999117e-07
1979,4.7283944937248634e-07,1.515661072204466e-07
1980,4.963136603919338e-07,1.409917427253049e-07
1981,5.205927493534546e-07,1.3346909177869293e-07
1982,6.28819986303597e-07,1.4401405579178572e-07
1983,6.037442332740284e-07,1.635666819765902e-07
1984,4.830573949732297e-07,1.8034916138276458e-07
1985,4.740259775815048e-07,1.822714068566711e-07
1986,5.868601533620676e-07,1.6604724706326124e-07
1987,4.7481045939434807e-07,1.5888124416107985e-07
1988,4.779253508502279e-07,1.8829179104784544e-07
1989,4.434402747222066e-07,1.5147217347077913e-07
1990,4.587763982044635e-07,1.819849462236789e-07
1991,4.2554237822400864e-07,1.4126130665204073e-07
1992,4.716512265190431e-07,1.4711550644364024e-07
1993,4.331660328205089e-07,1.5620564397522685e-07
1994,5.037554942077804e-07,1.8092998388397064e-07
1995,4.6253504137894197e-07,1.729761827107268e-07
1996,4.686844992107808e-07,1.686837158842991e-07
1997,4.7085864807172584e-07,1.5679304965487972e-07
1998,4.772897455040948e-07,1.749903422165744e-07
1999,4.830702522440333e-07,1.6955445580890682e-07
2000,4.5461545283842497e-07,1.8290650238839135e-07
2001,4.1621510860068156e-07,1.4589434549350244e-07
2002,4.911349442693336e-07,1.6736265884276236e-07
2003,5.004474346037568e-07,1.662602304719485e-07
2004,5.030271736927716e-07,1.651796672774708e-07
2005,4.3596297061299083e-07,1.5673048991970973e-07
2006,5.394435760308625e-07,1.7912821270726909e-07
2007,5.088966830157915e-07,2.0291955848961152e-07
2008,5.666652072022771e-07,2.128719849281424e-07
2009,6.251100472809412e-07,2.5700557060304163e-07
2010,7.439974254452864e-07,2.768142834952414e-07
2011,8.278899343849844e-07,3.2197844390680075e-07
2012,1.0573608761887954e-06,3.7276568676247734e-07
2013,1.2163374805140847e-06,3.9605576418466626e-07
2014,1.2466467467220355e-06,4.0667060474675054e-07
2015,1.2966966380645317e-06,3.9477206925653263e-07
2016,1.3411926857997969e-06,4.173750234315321e-07
2017,1.124981338307407e-06,3.5671369502665584e-07
2018,1.3134502125922154e-06,3.985784573501405e-07
2019,1.2614633959628918e-06,3.607096807911603e-07
