year,nos_DET iles_NOUN,nos_DET villes_NOUN
1847,2.534815113364175e-08,1.9852455821478543e-06
1848,1.2067832733109185e-08,2.4385066197396554e-06
1849,5.865590679832167e-09,2.5113106723040346e-06
1850,1.2220192857625989e-08,2.0373777545046323e-06
1851,1.0964046337491595e-08,2.1012270714493297e-06
1852,2.40890174474373e-08,1.9531635757630283e-06
1853,1.791579506971175e-08,1.6410868663996325e-06
1854,1.1430461910322265e-08,1.807052139923826e-06
1855,2.2819829581521844e-08,1.530520652437417e-06
1856,1.3460691894451315e-08,1.778364474347427e-06
1857,1.2203772437047178e-08,1.4873957780991987e-06
1858,1.565976370798694e-08,1.462230367010875e-06
1859,1.4258085379026397e-08,1.6788895784713986e-06
1860,1.327383358784573e-08,1.7480265448455157e-06
1861,1.9335450851531988e-08,1.6788830734526528e-06
1862,2.0782737364388737e-08,1.7037326536240016e-06
1863,1.4983863039219614e-08,1.567312068573301e-06
1864,1.1986819759002287e-08,1.7342531037911613e-06
1865,9.884373597390805e-09,1.5683205045746718e-06
1866,1.8489329178805747e-08,1.6285206143606956e-06
1867,1.6014277903764196e-08,1.654808730933155e-06
1868,9.87974813071446e-09,1.549638525055741e-06
1869,6.836926691455858e-09,1.478729551251945e-06
1870,5.734048791339319e-09,1.5688357102305872e-06
1871,4.248470908407853e-09,2.414193680522203e-06
1872,2.4189357183956872e-09,1.9049118478164928e-06
1873,1.2570609608797412e-08,1.7910125009734656e-06
1874,1.5533983654947292e-08,1.6029875951062422e-06
1875,3.432916173551348e-09,1.451551447928523e-06
1876,9.673623679873344e-09,1.4099306984149962e-06
1877,1.7317484335421796e-08,1.4126119722845942e-06
1878,9.058633121394877e-09,1.340073731981306e-06
1879,9.774920428640144e-09,1.5450483452639219e-06
1880,1.2835692730917003e-08,1.4696867616237341e-06
1881,1.9523020977629812e-08,1.3826482678780394e-06
1882,3.9932310791357395e-09,1.3590296958909676e-06
1883,8.847074461915128e-09,1.3062073414005226e-06
1884,1.0562715146988921e-08,1.3414648591947298e-06
1885,1.2891271161663553e-08,1.2220925782457925e-06
1886,3.355801142523873e-08,1.2358383152388797e-06
1887,8.487601899087593e-09,1.2418014740944727e-06
1888,1.521747572397203e-08,1.0842450812731386e-06
1889,1.3783301056058406e-08,1.2480152253857568e-06
1890,1.9007720730712663e-08,1.2866260341581892e-06
1891,2.230977025341474e-08,1.275481480433882e-06
1892,2.3820346806147086e-08,1.117048853416236e-06
1893,1.9706933418461858e-08,1.1023565793522039e-06
1894,1.827446372004715e-08,1.101509024437064e-06
1895,1.745398225949657e-08,1.0496463662690303e-06
1896,1.1794058341063618e-08,1.0927194651344507e-06
1897,2.388952524690069e-08,1.0389030418167522e-06
1898,9.053367611144836e-09,1.197307867073505e-06
1899,2.04520400615138e-08,1.1386811280544862e-06
1900,1.0901211600078398e-08,9.587875142713642e-07
1901,1.1736351668290013e-08,1.0372698868721386e-06
1902,1.86590785600238e-08,8.583176249743474e-07
1903,2.052083702963614e-08,1.0627633493243138e-06
1904,1.289910045443321e-08,1.0238660763661755e-06
1905,1.3417973898643965e-08,1.1038863032553081e-06
1906,1.7490227210981146e-08,1.1533261545793039e-06
1907,1.0799971361663552e-08,1.0265114998020408e-06
1908,8.840500553830566e-09,1.0024144678766334e-06
1909,1.4302557360679202e-08,1.1821613812301734e-06
1910,1.4429207051414039e-08,1.137235278392268e-06
1911,1.3832972434180135e-08,1.019383738309898e-06
1912,1.0939784356178706e-08,1.0819968281339243e-06
1913,1.7499866000747488e-08,1.054764663166452e-06
1914,1.607218474974914e-08,1.1652334173106738e-06
1915,8.246533234057551e-09,2.015688284728867e-06
1916,2.0876177675432928e-08,2.1062963924123324e-06
1917,2.4126133979507358e-08,2.2020580132675605e-06
1918,4.479686666059024e-08,2.212276044133432e-06
1919,1.6574126959767455e-08,1.6841154248936618e-06
1920,2.4988364710765154e-08,1.33801334456507e-06
1921,2.650461700115514e-08,1.1230384231453172e-06
1922,5.1645547283207804e-09,1.1059524744894134e-06
1923,5.307974060286824e-09,1.0063918569613861e-06
1924,7.734974438733389e-09,9.926550532668443e-07
1925,1.979672092922158e-08,9.183478706376036e-07
1926,1.560459372829115e-08,8.459918952041789e-07
1927,1.44939923396592e-08,1.00566003347069e-06
1928,3.08503115276082e-08,8.592383089478517e-07
1929,1.8938690837799754e-08,9.992944782766244e-07
1930,1.575540553577781e-08,9.621300911533126e-07
1931,8.097803405604509e-08,8.371531752260353e-07
1932,7.671675850140502e-09,8.449802617604973e-07
1933,1.032359597807897e-08,7.719755501511827e-07
1934,3.5944740517379614e-09,8.303235219386806e-07
1935,2.0346083040578833e-08,7.396399368531092e-07
1936,2.3036956786626206e-08,8.523674317473251e-07
1937,1.762756551837441e-08,9.405565215558909e-07
1938,1.0372171899142302e-08,1.0164728152517455e-06
1939,4.28233404292655e-08,8.809373301943424e-07
1940,1.2678914584896006e-08,1.1182802133191672e-06
1941,6.788455886308498e-08,1.1628919764916645e-06
1942,6.068423519245414e-08,1.2652662597645303e-06
1943,6.967764720755554e-08,1.6025858471380161e-06
1944,2.2492303131116387e-08,1.8154501759681807e-06
1945,1.5249528306782167e-08,1.67962663155663e-06
1946,5.568441707737293e-08,1.380973550624276e-06
1947,3.337843779149807e-08,1.0585733463130964e-06
1948,9.784699050996437e-09,1.019783031352972e-06
1949,2.846932423139492e-08,8.786222629453277e-07
1950,1.914365066468804e-08,9.975969348374747e-07
1951,2.5587364671508794e-08,9.339387929685472e-07
1952,1.2653764924763777e-08,7.644982602528216e-07
1953,1.2928592973970865e-08,6.755189669860329e-07
1954,2.0522326282801373e-08,7.417354712657698e-07
1955,1.0324168631115072e-08,7.480329635711769e-07
1956,1.5698055078061657e-08,7.543787337027652e-07
1957,8.835037590415595e-09,6.855989429510601e-07
1958,1.3235589513271862e-08,9.207007156675218e-07
1959,2.9452842387200917e-08,8.076279200963654e-07
1960,2.0762500052562416e-09,7.412212745805391e-07
1961,2.779263652552544e-09,8.143242613556367e-07
1962,8.87873907728931e-09,6.646370049878669e-07
1963,7.759263898066138e-09,8.541656519867047e-07
1964,1.0951142881410192e-08,8.827837838509822e-07
1965,7.1136563306595235e-09,9.592492240528827e-07
1966,1.0524242144427376e-08,8.125822716920084e-07
1967,8.874604107145245e-09,1.0215654775436178e-06
1968,1.8414805180722027e-08,9.47239580995074e-07
1969,3.088395228445506e-08,1.1649608637753772e-06
1970,9.657322413980651e-09,9.01809968922862e-07
1971,1.0276795081587409e-08,1.0842018873802317e-06
1972,2.616374938924082e-08,1.0368026899243432e-06
1973,1.268036875501366e-08,9.333854187332236e-07
1974,1.0126029126311664e-08,9.901006325918615e-07
1975,1.770558810676448e-08,9.395385021093716e-07
1976,1.5426522614880867e-08,7.678980402658908e-07
1977,5.876781949964993e-09,9.344083302664785e-07
1978,1.603959642881847e-08,8.578213943621904e-07
1979,1.345953837272873e-08,8.894999687925065e-07
1980,1.0233271396931087e-08,8.266208819662779e-07
1981,4.427884781055269e-09,7.527404086715705e-07
1982,4.966001831974154e-09,8.075960504783097e-07
1983,5.052252616266628e-09,8.550937984352913e-07
1984,1.3917620667047714e-08,7.005202249388276e-07
1985,1.0828004715079942e-08,7.826240953079378e-07
1986,9.591176797218992e-09,7.007553701754432e-07
1987,1.283271516827611e-08,7.999058997398834e-07
1988,7.795519785247507e-09,7.237840673468554e-07
1989,9.329807815205982e-09,8.341945729739564e-07
1990,2.45189291092629e-08,7.49734384797307e-07
1991,3.5168791212569772e-09,8.36431098605317e-07
1992,5.509944334125549e-09,7.928809750978871e-07
1993,1.6617621612091682e-08,8.829496742635001e-07
1994,3.6924485691258724e-09,8.608679955557363e-07
1995,3.795715630694474e-09,8.51324777784157e-07
1996,2.6690460952494277e-09,8.428847841912557e-07
1997,2.8769365778558154e-09,8.558886790410725e-07
1998,4.7681292247858664e-09,7.714832896965618e-07
1999,5.027221139375371e-09,8.230932166952698e-07
2000,2.6508188977203417e-09,9.317628482108375e-07
2001,6.133696495158603e-09,6.847834121970209e-07
2002,2.190610692842654e-09,7.491888496247157e-07
2003,4.166923084358842e-09,7.900485883283181e-07
2004,1.5504865250037803e-07,7.422073267093765e-07
2005,1.3511248786457486e-09,7.462713167427637e-07
2006,1.6471559116659762e-09,8.326373261979825e-07
2007,1.5977917877663117e-09,6.45507901353426e-07
2008,8.514879357157668e-10,6.96517151510534e-07
2009,1.430457752249481e-09,8.310959493940118e-07
2010,9.447586046817946e-10,6.693614942321346e-07
2011,1.147191591721608e-09,6.684303102133526e-07
2012,2.7234021704458655e-09,6.028931309742802e-07
2013,8.367375126105969e-10,5.137568255264569e-07
2014,2.1654451842767486e-09,6.165022181647828e-07
2015,1.773260274728905e-09,6.354921779916367e-07
2016,3.728412162340433e-09,7.79445249676769e-07
2017,1.0062445321423752e-09,6.452542962165353e-07
2018,1.0325866828253538e-09,5.80571859032375e-07
2019,2.5509878098795014e-09,6.061146908820092e-07
