year,des_DET allées_NOUN,des_DET vallées_NOUN
1968,3.426950172524812e-07,7.50515568803678e-07
1969,2.8703910182059644e-07,7.080600692432881e-07
1970,3.0075661605621917e-07,6.80611321968172e-07
1971,3.0522081395645273e-07,6.119831459372449e-07
1972,3.5038903511974695e-07,6.576848279316039e-07
1973,3.561529773321581e-07,6.489040969004378e-07
1974,2.8015347730558915e-07,6.728183858939474e-07
1975,2.593011938500922e-07,6.648162664824042e-07
1976,2.7882011810476115e-07,4.965054669625601e-07
1977,2.9383909705416045e-07,5.600573373953921e-07
1978,3.249503528479636e-07,6.499006950377861e-07
1979,3.1425097546389225e-07,5.811009264888867e-07
1980,2.774353653478556e-07,6.327572643627377e-07
1981,2.903427365197331e-07,5.857458722502429e-07
1982,3.327221183013762e-07,5.294999549931845e-07
1983,2.652432726790721e-07,5.538532201754265e-07
1984,3.183655721272771e-07,6.233933902421995e-07
1985,3.344650281178474e-07,4.914711029258001e-07
1986,3.2789834136792706e-07,5.436998251617808e-07
1987,3.3792816900302114e-07,5.120864798868752e-07
1988,3.346077033228312e-07,4.7432741956399127e-07
1989,3.742899288283752e-07,4.813083167576337e-07
1990,3.39450950903597e-07,5.742878341763458e-07
1991,3.405511179721543e-07,4.3374841807164444e-07
1992,3.27290674562164e-07,4.6393730679383793e-07
1993,3.7168082300809147e-07,4.940973186151609e-07
1994,3.418152356715609e-07,4.689409784930376e-07
1995,3.258892835589222e-07,4.5385913338691353e-07
1996,3.27225050611446e-07,4.1476974921295096e-07
1997,3.620145285765375e-07,4.133198916456138e-07
1998,3.280472817834834e-07,4.544027034647513e-07
1999,3.391089311577389e-07,4.940387423602033e-07
2000,3.4460644826594944e-07,4.0778431031895934e-07
2001,3.071229368600825e-07,4.092051901771754e-07
2002,3.7590881341031945e-07,3.8510936706259713e-07
2003,3.4210438570880797e-07,4.0502489362381766e-07
2004,3.6163336503136634e-07,3.60311912084299e-07
2005,3.702082214118718e-07,3.4633834822273e-07
2006,3.62786099827872e-07,3.883170303087269e-07
2007,3.443241389788909e-07,3.626987370441981e-07
2008,3.972191198187147e-07,4.5043712582071294e-07
2009,4.024354396392482e-07,4.2961413182496244e-07
2010,4.256137593472431e-07,4.515946015470895e-07
2011,5.303849057725074e-07,4.2369608971304373e-07
2012,6.311484455068239e-07,4.629783713072655e-07
2013,6.127707514735903e-07,4.1976331788262655e-07
2014,6.459522907675819e-07,4.398019224360894e-07
2015,6.618694072813014e-07,4.3755197653982947e-07
2016,6.822994258470771e-07,5.288130981995209e-07
2017,4.953238672555926e-07,3.831276171872844e-07
2018,7.277154878693182e-07,4.132928247413403e-07
2019,6.607058224972207e-07,4.0739273954315536e-07
