year,jeunes_ADJ oies_NOUN,jeunes_ADJ voix_NOUN
1800,2.2009151834367913e-08,0.0
1801,4.524246932646747e-08,1.1905912700171939e-08
1802,3.8043282302169246e-08,1.5664880947952042e-08
1803,1.950339223455444e-09,7.801356893821776e-09
1804,7.4155526164076946e-09,4.943701981119375e-08
1805,2.842877711017877e-09,2.842877755426798e-08
1806,5.76333825108577e-09,2.0171682990621775e-08
1807,0.0,5.693910232196231e-09
1808,2.2660739951163578e-09,2.2660739951163578e-09
1809,0.0,9.036122072814123e-09
1810,0.0,0.0
1811,2.5070767684098882e-09,7.521229861140455e-09
1812,0.0,0.0
1813,0.0,0.0
1814,0.0,1.5733386149463513e-08
1815,0.0,0.0
1816,6.952811659743929e-09,2.3176038865813098e-09
1817,0.0,0.0
1818,4.768470951432846e-09,1.668964877410417e-08
1819,0.0,1.1386155129855524e-08
1820,1.0679833017945839e-08,2.7292905713238724e-08
1821,2.9584464655840748e-08,7.88919063410276e-09
1822,1.0025615893027862e-08,1.5038423839541792e-08
1823,5.929612356680991e-09,1.581229902569703e-08
1824,0.0,9.263223965660927e-09
1825,4.4027217427355936e-09,7.924898959288385e-09
1826,1.7615968683770689e-09,2.642395191543301e-09
1827,1.8434546111834038e-09,5.530363722527909e-09
1828,5.503380862137419e-09,9.172301251858528e-10
1829,2.571952872898464e-09,3.429270423183084e-09
1830,7.305785310052215e-09,4.174734336004349e-09
1831,1.5591206103948707e-09,6.236482441579483e-09
1832,2.705993873419743e-09,8.117981842303834e-09
1833,4.6334514003376626e-09,1.2741991461950875e-08
1834,1.3068342852307069e-08,9.334531370086552e-09
1835,6.806779140333674e-09,1.2100940693926532e-08
1836,6.048674894287842e-09,1.747394939854985e-08
1837,3.478945576063097e-09,7.653680356156656e-09
1838,4.418513332993257e-09,1.0730675015224733e-08
1839,2.7965900706306e-09,2.586845759822154e-08
1840,5.732719632334238e-09,6.3696887764308485e-09
1841,7.0626033910059505e-09,1.6693427085101575e-08
1842,8.720744570922534e-09,2.1466448174578545e-08
1843,4.1348376944583265e-09,1.9492807368237663e-08
1844,3.2931368743049916e-09,5.488561161115513e-09
1845,2.7901139176833567e-09,6.138250796539069e-09
1846,7.610851726624901e-09,1.6978054517835517e-08
1847,9.168480197274675e-09,4.853901280910122e-09
1848,1.6090443422100975e-09,2.413566457803995e-09
1849,2.3462361831150247e-08,1.8434713311421547e-08
1850,7.467895635215882e-09,1.3577992064028876e-08
1851,1.9348316282474798e-09,5.8044946626978344e-09
1852,1.1067927019325907e-08,2.148479971708639e-08
1853,7.1663179834757784e-09,2.448492075757258e-08
1854,3.117398783558656e-09,1.0910895298366086e-08
1855,7.429711956774554e-09,1.539011762474729e-08
1856,1.5531567143511893e-08,1.346069211649592e-08
1857,2.440754598431738e-09,1.8061584228235006e-08
1858,1.4681028059904122e-09,1.3702292633865909e-08
1859,5.092173349652285e-09,3.0043821652725455e-08
1860,3.204028820036342e-09,1.2358396972445007e-08
1861,1.4619487842537637e-08,2.4994607272788016e-08
1862,1.671654947799084e-08,1.8975542914745347e-08
1863,1.4983863039219614e-09,2.2475793670651e-08
1864,3.835782358407869e-09,5.130359070903978e-08
1865,6.118897832863013e-09,3.577201823645737e-08
1866,2.919367858567057e-09,3.8924902412418305e-08
1867,4.85281148598915e-10,2.814630661873707e-08
1868,8.891772984576107e-09,1.333765986544222e-08
1869,9.767038289254515e-10,2.6859355628516823e-08
1870,5.734048791339319e-10,1.6628741050794815e-08
1871,2.1242354542039266e-09,2.2304472935275044e-08
1872,9.675743095627354e-09,1.2094679036067646e-08
1873,4.190203295451056e-09,1.0774807712721213e-08
1874,9.559374625212058e-09,1.9716210886144836e-08
1875,4.577221712764867e-09,1.3731664694205392e-08
1876,1.209202959984168e-08,1.269663130187837e-08
1877,1.0514186854493346e-08,2.040989244278535e-08
1878,7.850815109122777e-09,1.7513357875031943e-08
1879,1.9549841301369497e-08,2.1382637882538802e-08
1880,1.0910338854586143e-08,2.1820676820993867e-08
1881,5.5780060570498335e-09,2.370652651961791e-08
1882,6.655385131892899e-10,3.0614771162618126e-08
1883,1.2638677882037541e-09,2.8437025179073316e-08
1884,1.7824581810543805e-08,2.3766109080725073e-08
1885,7.7347630522695e-09,1.5469526104539e-08
1886,3.872078380151578e-09,1.677900662855336e-08
1887,9.14049436140374e-09,1.8933882017790893e-08
1888,6.340614699951175e-09,1.014498351992188e-08
1889,3.7590820456401275e-09,1.8168895721260014e-08
1890,8.520702365899524e-09,1.7696843102044113e-08
1891,3.187110020341777e-09,1.784781566982474e-08
1892,1.6924983192723175e-08,1.3163876211308434e-08
1893,7.390099865389743e-09,8.005941687372342e-09
1894,1.8904617871129403e-09,2.3315696040526745e-08
1895,7.824198622330414e-09,9.027921521465032e-09
1896,4.7176231254830725e-09,2.1229304536518612e-08
1897,6.992056267307589e-09,2.855089675790623e-08
1898,6.224190274295438e-09,2.093591255913907e-08
1899,1.6582735185011188e-09,1.8241008703512307e-08
1900,2.07642125715779e-09,9.34389543516545e-09
1901,4.470991132876634e-09,2.6267072072982955e-08
1902,1.4730852093691738e-09,1.8659077838378835e-08
1903,4.860198465905796e-09,1.4040573148577096e-08
1904,2.6873125946735854e-09,1.289910045443321e-08
1905,6.192911072844254e-09,1.186974607492175e-08
1906,1.646139019539916e-08,1.2346042410626978e-08
1907,8.742833790265081e-09,1.5942815068115124e-08
1908,5.40252820258047e-09,3.830883343880487e-08
1909,1.0451868703853506e-08,2.640472018811124e-08
1910,1.12227167559098e-08,1.4429207162436342e-08
1911,1.5961122423746588e-09,1.2236860413850081e-08
1912,1.354449502555255e-08,2.344239469209697e-08
1913,1.590896969716482e-09,2.7575547179026216e-08
1914,3.3483718020477227e-09,5.1564928327252346e-08
1915,2.3561523843085297e-09,6.361611326610728e-08
1916,6.592477230782379e-09,3.076489463182952e-08
1917,8.773139548168274e-09,2.3029491202919417e-08
1918,3.44591288836682e-09,2.5270027848023346e-08
1919,3.6831393490643904e-09,5.800944435918609e-08
1920,9.843901693784574e-09,1.0601124422748853e-08
1921,3.0290989716519334e-09,1.5902768879527684e-08
1922,5.164554894854234e-09,2.8036154731125862e-08
1923,3.1847844361720945e-09,1.6985516992917837e-08
1924,1.1602461658100083e-08,2.1915761649893284e-08
1925,3.299453377181294e-09,3.079489729884699e-08
1926,5.57306911730393e-09,3.4553028882555736e-08
1927,6.689534814974252e-09,3.0102906833917586e-08
1928,7.998228745975666e-09,9.14083297942625e-09
1929,2.2280812750352652e-09,2.0052731031228177e-08
1930,3.1510811737689437e-09,2.6259009189288918e-08
1931,9.124285327288817e-09,2.6232321204133768e-08
1932,5.4797681947604815e-09,1.9727165678773417e-08
1933,1.3764794637438627e-08,1.8353059516584835e-08
1934,8.38710612072191e-09,3.714289675826876e-08
1935,5.98414207075848e-09,1.555876849579363e-08
1936,1.576212893539264e-08,2.9099314957647948e-08
1937,7.554670999887492e-09,2.2664012888640173e-08
1938,2.5930428915188486e-09,2.3337385357535823e-08
1939,3.058810094103137e-09,1.3764645423464117e-08
1940,2.5357829169792012e-09,3.296517903095264e-08
1941,3.24665290207804e-08,1.7709016475464523e-08
1942,1.2136847082899749e-08,3.034211815133858e-08
1943,4.935499831049128e-08,2.322588166236983e-08
1944,6.4263723231761105e-09,2.5705489292704442e-08
1945,2.178504043826024e-09,1.3071024262956144e-08
1946,5.568441707737293e-09,2.645009899993056e-08
1947,4.7683483828109274e-09,1.3112957830685446e-08
1948,7.610321262063735e-09,1.7395020535104777e-08
1949,3.9268033269479474e-09,1.1780409536754632e-08
1950,0.0,2.2334258886758107e-08
1951,9.595261474260042e-09,1.9190522948520083e-08
1952,2.1089607837865287e-09,2.4253049346611988e-08
1953,8.619062019654677e-09,2.5857186614075545e-08
1954,5.863521668203475e-09,1.4658803948464083e-08
1955,8.447047061821422e-09,2.627970197011109e-08
1956,1.2209597777257386e-08,1.657016923672927e-08
1957,5.301022731885041e-09,8.835037590415595e-09
1958,4.1361216673863055e-09,1.2408365002158916e-08
1959,8.525822714489095e-09,1.3176271629333769e-08
1960,2.7683333403416555e-09,2.2146666722733244e-08
1961,4.16889545107324e-09,2.084447814354462e-08
1962,1.9025869768540815e-09,1.77574772664002e-08
1963,2.5864212993553792e-09,1.681173777967615e-08
1964,5.475571551727398e-09,1.520992043424485e-08
1965,4.924839203113152e-09,1.6963333848707407e-08
1966,7.754704434148607e-09,8.862519607077957e-09
1967,4.930335584241163e-10,1.0846738618397467e-08
1968,7.635406862327443e-09,1.8414805680322388e-08
1969,3.633406214786916e-09,1.3171097990039016e-08
1970,5.518470042042978e-09,1.2876429700270364e-08
1971,5.652237344833111e-09,1.3359833239690033e-08
1972,2.0520587451500205e-09,6.412683717371692e-08
1973,4.9618833486420044e-09,1.6539610570021068e-08
1974,2.812785782069227e-09,9.00091468025721e-09
1975,1.7134440533084216e-09,2.8557400888473694e-09
1976,3.4281160132820787e-09,7.998937512354587e-09
1977,2.938390863960194e-09,8.815172591880582e-09
1978,5.940591352171509e-10,1.3069301196821925e-08
1979,7.607565244427406e-09,1.1703946256602649e-08
1980,1.7055452605774235e-09,1.4781392110307934e-08
1981,1.2651099057237047e-09,1.644642821929665e-08
1982,3.1037510339615437e-09,1.1794254461960918e-08
1983,1.89459470334441e-09,9.47297440490047e-09
1984,4.059305780401701e-09,8.118611560803402e-09
1985,2.4062232206745193e-09,1.7445119127046382e-08
1986,5.994485463567401e-10,1.1988970705090196e-08
1987,6.721898593298192e-09,7.332980445085013e-09
1988,5.996553809062277e-10,1.0194141530917022e-08
1989,1.0976244357863152e-09,1.0427432250992297e-08
1990,3.2691906959314565e-09,1.5256222951620657e-08
1991,7.033758464558559e-09,7.033758464558559e-09
1992,2.2039776670368383e-09,1.1019888113139586e-08
1993,5.539207426075166e-10,8.308811416668505e-09
1994,4.747434001473039e-09,1.3714808844156323e-08
1995,2.1689803286761844e-09,1.9520822291951845e-08
1996,2.135236876199542e-09,7.473328622609188e-09
1997,2.3974471297094624e-09,1.006927874414032e-08
1998,4.768129224785866e-10,1.382757464085671e-08
1999,3.656160929565999e-09,1.279656292041409e-08
2000,3.092622158362701e-09,1.590491294223284e-08
2001,3.5049694258049158e-09,4.8193329327261836e-09
2002,4.81934359086722e-09,6.133709984368352e-09
2003,5.8336921959778465e-09,1.2084076850271686e-08
2004,2.2023955992267474e-09,1.1011977996133737e-08
2005,1.8014998381943315e-09,9.007498746882447e-09
2006,3.706100981659688e-09,9.882935358973555e-09
2007,5.192823504529542e-09,8.38840730210677e-09
2008,5.960415716543821e-09,1.0217855006544596e-08
2009,4.76819250749827e-09,1.3827758493789588e-08
2010,5.196172381261022e-09,1.4171378737160012e-08
2011,7.647944000321871e-09,6.883149605840799e-09
2012,3.4042526575461807e-09,8.851056776393307e-09
2013,5.578249862026041e-09,1.3666713094551142e-08
2014,4.7639794331644225e-09,1.775665126046988e-08
2015,4.876465897751814e-09,1.884089151360513e-08
2016,5.799752234025846e-09,2.2163337831671015e-08
2017,5.282783988036499e-09,1.0565567976072998e-08
2018,2.8396134332808742e-09,1.755397427416483e-08
2019,3.06118530524202e-09,1.3775333762566788e-08
