year,beaux_ADJ airs_NOUN,beaux_ADJ verres_NOUN
1889,8.771191772893872e-08,1.3783300722991498e-08
1890,3.211649257650606e-08,1.9007721618891082e-08
1891,8.350228597464593e-08,1.9122660788184476e-08
1892,5.7043461065831025e-08,8.775916882086676e-09
1893,7.082179120931897e-08,1.0469308087124318e-08
1894,7.05772382758596e-08,6.301539290376468e-10
1895,6.078800396380757e-08,9.027921521465032e-09
1896,5.838058647622546e-08,3.5382172747233653e-09
1897,6.176316702521945e-08,2.9133566670225264e-09
1898,6.846609512667357e-08,2.319925584970406e-08
1899,3.4823743888523495e-08,4.4220627160029835e-09
1900,6.125442775228862e-08,1.2977633190303095e-08
1901,4.0797793643410074e-08,6.147612641171918e-09
1902,3.191684427861219e-08,6.38336894454028e-09
1903,5.994244389739833e-08,6.480264325148255e-09
1904,7.524475087450355e-08,1.0211787859759625e-08
1905,5.418797011103038e-08,3.6125313851442797e-09
1906,6.121579276818778e-08,8.745113966313056e-09
1907,4.217131444050892e-08,7.71426478252124e-09
1908,5.353414156417102e-08,1.080505640516094e-08
1909,5.8310426431784634e-08,1.320236009405562e-08
1910,4.756294180729981e-08,7.481810726517324e-09
1911,4.096688221988387e-08,4.25629931299909e-09
1912,6.772247718167534e-08,7.293189607793238e-09
1913,7.10600641107284e-08,8.484783542428431e-09
1914,6.094036919535029e-08,4.018046340092951e-09
1915,1.6493066246070498e-08,7.068456930880984e-09
1916,2.7468654906215306e-08,1.3184954461564757e-08
1917,4.496233874107247e-08,1.973956464951243e-08
1918,5.398596858441351e-08,0.0
1919,5.340552139410093e-08,6.4454939163738345e-09
1920,6.209229752585088e-08,5.300562211374427e-09
1921,8.481477209443256e-08,6.058197943303867e-09
1922,9.960213054327482e-08,1.0329110011753073e-08
1923,7.431163684401554e-08,1.3800733000834953e-08
1924,6.961477394540339e-08,3.867487219366694e-09
1925,6.158979659609543e-08,1.2097995494286806e-08
1926,5.907453304310195e-08,5.57306911730393e-09
1927,1.2041163088838402e-07,8.919379901328739e-09
1928,5.827281057690925e-08,6.8556245125250825e-09
1929,7.798284173965442e-08,1.3368487650211591e-08
1930,5.882017828362507e-08,1.05036033204442e-08
1931,6.84321435073798e-08,3.4216069977333063e-09
1932,7.342889862815838e-08,3.287861094491973e-09
1933,6.079450853846424e-08,3.4411986593596566e-09
1934,5.990790441501304e-08,8.38710612072191e-09
1935,3.8298509252854274e-08,1.555876849579363e-08
1936,2.7886843056990074e-08,9.699771652549316e-09
1937,2.0145789036973838e-08,7.554670666820584e-09
1938,3.8895642262559704e-08,7.779128452511941e-09
1939,2.4470480752825097e-08,1.3764645423464117e-08
1940,4.0572528225979454e-08,7.607348528892999e-09
1941,7.67390702094417e-08,1.4757512545315876e-08
1942,4.8547388331598995e-08,1.2136847082899749e-08
1943,5.516146828199453e-08,0.0
1944,5.7837350908584995e-08,3.2131861615880553e-09
1945,5.2284097051824574e-08,4.357008087652048e-09
1946,6.960552134671616e-08,8.352662561605939e-09
1947,5.3643918418444514e-08,8.344609447874518e-09
1948,3.370285339698853e-08,1.195907639583993e-08
1949,3.6322930441201606e-08,7.853606653895895e-09
1950,5.424034488221707e-08,4.2541445921528975e-09
1951,3.5182625701679626e-08,6.396841278899501e-09
1952,2.003512733494972e-08,6.326882129314981e-09
1953,4.74048422738349e-08,7.54167928107563e-09
1954,4.788542762312886e-08,8.795282724349818e-09
1955,3.754243049769457e-08,7.508486277174597e-09
1956,4.186147961604547e-08,7.849027205963921e-09
1957,2.7388617263035542e-08,1.1485549400447326e-08
1958,4.136121828368644e-08,9.099467845885556e-09
1959,5.813060877102316e-08,6.975672928177801e-09
1960,6.367166527354584e-08,8.997083078554624e-09
1961,6.948159025910172e-08,1.389631876236308e-08
1962,6.151697595768724e-08,6.976152100435229e-09
1963,5.108182232760328e-08,5.819448034571906e-09
1964,3.711220830648898e-08,9.125952438182594e-09
1965,4.705957334927291e-08,6.0192477668863376e-09
1966,4.7636043665200134e-08,7.200797291773142e-09
1967,8.332267054100839e-08,3.451234853457663e-09
1968,1.059974152894938e-07,8.533690198930799e-09
1969,4.995933711171574e-08,7.2668124850849836e-09
1970,6.806112795576524e-08,7.817832603507213e-09
1971,7.399292378806877e-08,6.166076982339064e-09
1972,1.1645433461993093e-07,7.69522046084603e-09
1973,4.7413552861641506e-08,4.410563025913916e-09
1974,3.7691331833400454e-08,3.937900228123681e-09
1975,2.8557400888473694e-08,5.140332159925265e-09
1976,2.742492810625663e-08,3.4281160132820787e-09
1977,5.641710654202825e-08,1.3516598507123945e-08
1978,5.3465322280565886e-08,4.752473081737207e-09
1979,3.101546042216796e-08,4.096381456264453e-09
1980,3.183684427199296e-08,4.548120546843393e-09
1981,3.415796845374075e-08,5.69299452024552e-09
1982,2.296775925003658e-08,5.586751949948621e-09
1983,3.852342689292243e-08,7.57837881337764e-09
1984,4.697196764880118e-08,9.858314165001048e-09
1985,3.549179372619449e-08,9.02333674446254e-09
1986,3.596691344753822e-08,8.991728250862252e-09
1987,3.4220574485210875e-08,9.166225112267057e-09
1988,2.338656018840979e-08,5.99655392008458e-09
1989,2.9087047104248143e-08,1.3171493229435782e-08
1990,2.8332985735346483e-08,9.262707045820662e-09
1991,3.692722927439718e-08,8.7921980806982e-09
1992,5.344645770399836e-08,6.060938417817852e-09
1993,5.317639040214317e-08,1.1078414630105726e-08
1994,2.9539588497495828e-08,1.002236071911966e-08
1995,4.9344302421872044e-08,8.133675954979935e-09
1996,2.9893316044748985e-08,1.1743802375008272e-08
1997,3.787966562640577e-08,4.794894259418925e-09
1998,3.576096796464867e-08,7.152193948201102e-09
1999,6.489685677735224e-08,8.683382013430219e-09
2000,3.534425208062686e-08,9.719669513685858e-09
2001,3.2420968798518857e-08,1.1829271784336015e-08
2002,4.118348240211844e-08,1.0953053575235572e-08
2003,4.583615198505697e-08,8.333845613606172e-09
2004,4.9333662044404036e-08,4.845270407116686e-09
2005,3.828187233878566e-08,1.4411998705554652e-08
2006,3.294311845536413e-08,1.93540827808647e-08
2007,4.074369019946289e-08,1.3181781888249589e-08
2008,7.28022193641209e-08,1.2346575317678798e-08
2009,3.0039612131105287e-08,1.1443662017995848e-08
2010,3.779034574158402e-08,1.9367551118421034e-08
2011,2.2561435386592166e-08,2.0267052036615496e-08
2012,2.4170194734551842e-08,2.5531894820574053e-08
2013,2.398647502843687e-08,2.4823213706781644e-08
2014,2.858387643245308e-08,2.295371892557796e-08
2015,4.566145223039442e-08,1.7510945582444037e-08
2016,3.997686448542481e-08,2.38204105329487e-08
2017,2.188581876838569e-08,1.9370206771895937e-08
2018,3.459165276442633e-08,2.1942467398616827e-08
2019,2.831596385144408e-08,2.1683396411731337e-08
