year,dix_DET îles_NOUN,dix_DET iles_NOUN,dix_DET villes_NOUN
1800,9.118077315406481e-08,6.288328968651058e-09,9.118077315406481e-08
1801,1.904946067554647e-08,2.3811825844433088e-09,8.810375362600098e-08
1802,2.2378401354217203e-09,0.0,6.265952379180817e-08
1803,0.0,0.0,8.386458461018265e-08
1804,1.2359254952798437e-08,0.0,5.9324420931261557e-08
1805,0.0,0.0,1.2508662150523264e-07
1806,0.0,0.0,2.4782355012575863e-07
1807,1.7081731584767113e-08,0.0,9.11025637151397e-08
1808,3.6257183921861724e-08,0.0,1.11037628869326e-07
1809,4.518060991998141e-08,0.0,1.0617443280125372e-07
1810,0.0,0.0,7.488405628919281e-08
1811,5.0141535368197765e-09,0.0,8.273353557797236e-08
1812,0.0,0.0,4.800974817698034e-08
1813,5.7514832008109806e-08,0.0,5.7514832008109806e-08
1814,0.0,0.0,6.608021863030444e-08
1815,2.4275012222574333e-08,2.4275012222574333e-08,5.933891955578474e-08
1816,1.3905623319487859e-08,0.0,4.8669683394564345e-08
1817,1.401186100480345e-08,0.0,1.214361304846534e-07
1818,1.1921177378582115e-09,0.0,1.502068418535174e-07
1819,6.210630232317271e-09,0.0,1.3042323132594902e-07
1820,8.306536791735653e-09,0.0,1.2341141086835705e-07
1821,7.88919063410276e-09,0.0,9.072569184809254e-08
1822,2.606660132187244e-08,0.0,1.1228689800191205e-07
1823,2.9648061783404955e-09,0.0,8.004976725928259e-08
1824,4.210556348027694e-09,3.3684450784221553e-09,5.5579342017608724e-08
1825,7.924898959288385e-09,8.805443041381977e-10,1.3120110509134975e-07
1826,2.2019960965735663e-08,1.7615968683770689e-09,1.0481501078185573e-07
1827,5.530363722527909e-09,0.0,7.465991291866203e-08
1828,2.7516904310687096e-09,1.8344602503717056e-09,1.0731592414714441e-07
1829,4.286587973467704e-09,8.57317605795771e-10,1.0202079758769855e-07
1830,3.1310507520032616e-09,2.0873671680021744e-09,6.053365098068753e-08
1831,2.182768810143898e-08,0.0,2.5569578276929406e-07
1832,4.058990921151917e-09,1.3529969367098715e-09,1.8400758872161305e-07
1833,2.4325620628928846e-08,0.0,6.71850450828515e-08
1834,2.0535967593104942e-08,9.334530925997342e-10,5.8807543945604834e-08
1835,9.075705520444899e-09,3.025235173481633e-09,8.24376584773745e-08
1836,2.6210924986003192e-08,0.0,8.938597773067158e-08
1837,9.045257876039159e-09,2.7831563720326358e-09,1.0297678887383199e-07
1838,2.5248647617104325e-09,2.5248647617104325e-09,1.199310784016916e-07
1839,5.5931801412612e-09,2.0974426639952526e-09,9.857980032279556e-08
1840,4.458782232319436e-09,0.0,1.0764773605842493e-07
1841,9.630822361827995e-09,0.0,4.879616755104621e-08
1842,7.379091560011375e-09,6.708265054555795e-10,6.909512917374627e-08
1843,1.1223130869097986e-08,1.7720733769266417e-09,1.0159886754124159e-07
1844,2.195424508855126e-09,1.6465684371524958e-09,9.165897218998964e-08
1845,3.9061593959388574e-09,5.580227946389016e-10,6.696273724404733e-08
1846,1.4050803187615202e-08,2.3418005312692003e-09,8.898842063231882e-08
1847,2.1572894581822766e-08,2.6966118227278457e-09,1.0786447468547067e-07
1848,1.126331028444838e-08,0.0,9.815170631810588e-08
1849,5.02764896381791e-09,0.0,7.541473778793772e-08
1850,2.7155984128057753e-09,6.788996032014438e-10,9.097254860535031e-08
1851,1.2898877521649865e-08,2.579775504329973e-09,5.611011788531073e-08
1852,3.906327261660181e-09,0.0,7.356916142953196e-08
1853,1.4332636411040767e-08,0.0,8.002388329764187e-08
1854,3.6369650624479277e-09,2.0782657816909023e-09,4.831968036800305e-08
1855,1.539011762474729e-08,5.306937111981824e-10,6.262185436867185e-08
1856,3.1063134287023786e-09,0.0,6.73034605824796e-08
1857,2.4407544874094356e-09,0.0,7.127003609497251e-08
1858,2.4468380654951716e-09,0.0,7.878818575335345e-08
1859,0.0,0.0,4.7357211041543223e-08
1860,3.661747127736703e-09,1.373155145145688e-09,6.545372696620255e-08
1861,0.0,0.0,8.866011658170692e-08
1862,6.325180934574348e-09,0.0,8.900433123848472e-08
1863,3.496234635136375e-09,4.994620828036034e-10,7.392039069742395e-08
1864,9.589455896019672e-10,0.0,6.041357369923617e-08
1865,2.3534221238463715e-09,0.0,9.837304393300883e-08
1866,3.8924903300596725e-09,0.0,8.368853987583691e-08
1867,1.94112459439566e-09,4.85281148598915e-10,6.357183046645787e-08
1868,2.9639244392143382e-09,4.93987406535723e-10,8.051994759838976e-08
1869,4.883519144627257e-10,0.0,4.6393433206226575e-08
1870,4.013834153937523e-09,0.0,3.841812556970581e-08
1871,1.0621177271019633e-09,0.0,3.929835501459422e-08
1872,6.047339295989218e-10,6.047339295989218e-10,5.1402384571019866e-08
1873,4.190203295451056e-09,2.3944017879529156e-09,4.309923085088485e-08
1874,4.779687312606029e-09,5.974609140757536e-10,5.795370849881465e-08
1875,1.5448122780981066e-08,5.721527140956084e-10,4.691652133459456e-08
1876,7.255217759905008e-09,6.04601479992084e-10,4.2322103821490487e-08
1877,6.184815992682502e-10,0.0,5.0097008097438334e-08
1878,3.0195443923020093e-09,0.0,6.944951719267678e-08
1879,2.443730107160036e-09,0.0,8.4919623333235e-08
1880,1.9253538763308597e-09,2.5671385017744797e-09,4.7492060506471034e-08
1881,4.8807553554297556e-09,0.0,6.484432102382698e-08
1882,5.324308105514319e-09,0.0,4.2594466176382184e-08
1883,6.319338941018771e-10,0.0,5.8137920255774134e-08
1884,1.3203393933736152e-08,6.601696966868076e-10,6.667713758901073e-08
1885,7.090199094506033e-09,6.445635691854079e-10,4.383032248256313e-08
1886,3.2267319927115068e-09,0.0,3.743009102663564e-08
1887,4.570247291724172e-09,6.528924623161458e-10,5.223139531995713e-08
1888,5.072491537916335e-09,4.4384300679212174e-09,4.4384302455569014e-08
1889,2.5060546970934183e-09,6.265136742733546e-10,4.8868065150031725e-08
1890,3.9326319978272295e-09,0.0,5.833403937671733e-08
1891,3.824531802365527e-09,0.0,3.505821055682645e-08
1892,4.387958441043338e-09,0.0,3.0715711307749416e-08
1893,1.847525021858587e-09,1.2316833108982905e-09,5.049901563580761e-08
1894,3.150769645188234e-09,0.0,3.7179083589578e-08
1895,4.213029924926559e-09,0.0,3.1296794489321655e-08
1896,1.179405795248556e-09,0.0,3.4202767729141215e-08
1897,4.661370844871726e-09,0.0,5.069240827104693e-08
1898,8.487532454637403e-09,1.13167097914868e-09,5.0925195393958234e-08
1899,5.527578395003729e-09,5.527578395003729e-10,3.592925956752424e-08
1900,4.15284251431558e-09,0.0,2.8031686971630165e-08
1901,1.676621730339889e-09,3.353243460679778e-09,3.0738064760171824e-08
1902,1.4730852093691738e-09,0.0,2.1114220427609354e-08
1903,1.0800440541913758e-09,1.0800440541913758e-09,3.726151875937944e-08
1904,1.6123875568041512e-09,0.0,3.6009990544982884e-08
1905,2.0643036169332163e-09,0.0,4.283430010687539e-08
1906,7.201858220895474e-09,5.144184522798412e-10,3.0865107802924285e-08
1907,1.028568674676933e-09,0.0,2.3657079406547155e-08
1908,1.964555629285769e-09,0.0,2.4556944921982904e-08
1909,1.6502950117569526e-09,0.0,2.970531171042623e-08
1910,3.206490406526541e-09,5.344150677544235e-10,5.18382625713798e-08
1911,1.5961122423746588e-09,0.0,3.511446866610868e-08
1912,3.6465949149189214e-09,0.0,4.584290547171577e-08
1913,2.121195885607108e-09,0.0,2.0681660051202755e-08
1914,6.696743715117748e-10,0.0,3.281404303834279e-08
1915,2.3561523843085297e-09,0.0,3.1808056522031336e-08
1916,0.0,0.0,5.383856560570166e-08
1917,0.0,0.0,3.070598852961126e-08
1918,0.0,0.0,6.547234487896958e-08
1919,0.0,0.0,4.511845741461684e-08
1920,0.0,0.0,1.665890891899835e-08
1921,7.572747429129834e-10,0.0,1.3630945039366793e-08
1922,0.0,0.0,2.877394766898078e-08
1923,0.0,0.0,4.883336135463878e-08
1924,1.289162443462999e-09,0.0,1.8048273875415077e-08
1925,3.299453377181294e-09,0.0,1.5397448649423495e-08
1926,1.1146138456652466e-09,0.0,2.229227646921572e-08
1927,1.1149224876660924e-09,1.1149224876660924e-09,4.1252131488533905e-08
1928,0.0,0.0,2.2852082781632532e-08
1929,1.1140406375176326e-09,0.0,1.6710609784809094e-08
1930,7.352522590764465e-09,0.0,2.7309369543537798e-08
1931,0.0,0.0,2.9653927313688655e-08
1932,0.0,0.0,2.7398840751757803e-08
1933,4.588264879146209e-09,0.0,4.588264967964051e-08
1934,7.188948103475923e-09,2.3963160344919743e-09,4.193553237996639e-08
1935,7.180970484910176e-09,0.0,3.4708022234042346e-08
1936,0.0,0.0,3.8799084833840425e-08
1937,1.2591118148108649e-09,0.0,2.2664012444550963e-08
1938,3.8895642262559704e-09,0.0,1.4261735792331365e-08
1939,1.5294050470515685e-09,0.0,1.8352860564618823e-08
1940,0.0,0.0,4.3108308034334186e-08
1941,0.0,0.0,2.3612021227137348e-08
1942,0.0,0.0,4.854738722137597e-08
1943,0.0,0.0,4.064529335323641e-08
1944,0.0,0.0,4.177142187700156e-08
1945,2.178504043826024e-09,0.0,1.3071024262956144e-08
1946,0.0,0.0,3.341064935824534e-08
1947,0.0,1.1920870957027319e-09,2.8610090296865565e-08
1948,0.0,0.0,2.5005341797168512e-08
1949,9.817008317369869e-10,9.817008317369869e-10,2.9451024508020396e-08
1950,0.0,0.0,4.254144569948437e-08
1951,0.0,0.0,3.1984203729962246e-08
1952,2.1089607837865287e-09,0.0,2.4253049346611988e-08
1953,0.0,0.0,3.232148060305917e-08
1954,0.0,0.0,2.7363101562372094e-08
1955,1.8771215692936494e-09,0.0,3.378819002364253e-08
1956,4.360570571293465e-09,0.0,3.8373022093196596e-08
1957,4.417518795207798e-09,0.0,4.064117353763663e-08
1958,8.272243445794913e-10,0.0,6.617794579000247e-08
1959,3.1002992395556817e-09,0.0,3.022791617013354e-08
1960,0.0,0.0,2.7683334291594974e-08
1961,5.55852741612739e-09,6.948159270159238e-10,3.265634873628187e-08
1962,0.0,0.0,2.600202081426417e-08
1963,0.0,0.0,5.043521511538529e-08
1964,6.083968329129164e-10,0.0,4.258777852594875e-08
1965,3.830430195250756e-09,0.0,5.1984413218519876e-08
1966,5.539074754423723e-10,0.0,3.7665708774170525e-08
1967,4.437302081328198e-09,0.0,3.204718113103411e-08
1968,2.6948494546985557e-09,4.4914158503495116e-10,4.581244028578624e-08
1969,4.541757636644661e-09,0.0,4.8596808577272554e-08
1970,1.8394900047624674e-09,0.0,5.932355406912393e-08
1971,3.5968783507200897e-09,0.0,4.6759415450736697e-08
1972,4.1041173792777386e-09,1.5390440033513642e-09,4.6171321876897764e-08
1973,5.513203671370093e-09,5.513203782392395e-10,3.473318477276166e-08
1974,4.500457340128605e-09,5.625571675160757e-10,5.738083119766202e-08
1975,3.998036124386317e-09,0.0,3.1413140977321063e-08
1976,3.428116124304381e-09,5.713526873840635e-10,3.6566571548490856e-08
1977,7.05213826224238e-09,0.0,4.4663542642098264e-08
1978,3.5643548113029055e-09,5.940591352171509e-10,4.574255418887674e-08
1979,7.607565244427406e-09,5.851973350345929e-10,5.793453539126858e-08
1980,1.0233271119375331e-08,0.0,3.865902375999042e-08
1981,7.590659267808775e-09,0.0,2.9097527054489092e-08
1982,6.2075020679230875e-09,0.0,4.221101423951268e-08
1983,3.157658134966823e-09,0.0,5.5574780777334354e-08
1984,1.739702604197646e-09,0.0,3.88533569761762e-08
1985,7.2186697730458604e-09,0.0,3.549179261597146e-08
1986,3.5966913891627428e-09,0.0,2.6375736483785772e-08
1987,4.277571630240118e-09,0.0,4.52200454859053e-08
1988,1.7989661427186832e-09,0.0,3.17817343553628e-08
1989,9.87861958900993e-09,0.0,6.256459350595378e-08
1990,1.1442166825137434e-08,5.44865097484859e-10,6.156975640436713e-08
1991,5.8614650910726596e-09,0.0,5.0994748423960345e-08
1992,1.0468894195980738e-08,0.0,5.565043803557046e-08
1993,1.0524494165053966e-08,0.0,5.3176390624187775e-08
