year,dernières_ADJ allées_NOUN,dernières_ADJ vallées_NOUN
1800,0.0,0.0
1801,0.0,0.0
1802,0.0,1.7902721083373763e-08
1803,0.0,1.755305234496518e-08
1804,0.0,0.0
1805,0.0,0.0
1806,0.0,3.1698359492793315e-08
1807,1.4234775136401367e-08,0.0
1808,0.0,1.3596443970698147e-08
1809,0.0,1.8072244145628247e-08
1810,0.0,0.0
1811,0.0,0.0
1812,0.0,0.0
1813,0.0,0.0
1814,0.0,0.0
1815,0.0,0.0
1816,0.0,0.0
1817,0.0,1.401186100480345e-08
1818,0.0,0.0
1819,0.0,7.24573512300708e-09
1820,0.0,0.0
1821,0.0,2.9584463767662328e-09
1822,0.0,2.0051231786055723e-09
1823,0.0,1.581229902569703e-08
1824,0.0,1.6842225392110777e-09
1825,0.0,0.0
1826,0.0,2.642395191543301e-09
1827,0.0,0.0
1828,0.0,1.7427371545863934e-08
1829,0.0,2.571952872898464e-09
1830,0.0,1.0436835840010872e-09
1831,0.0,1.5591206548037917e-08
1832,2.4353944638733083e-08,4.058990654698391e-08
1833,2.3167257001688313e-09,2.3167257001688313e-09
1834,3.733812370398937e-09,1.213489042584115e-08
1835,0.0,7.563087933704082e-09
1836,0.0,2.016224964762614e-09
1837,6.957890930081589e-10,3.478945576063097e-09
1838,0.0,8.837027110075724e-09
1839,0.0,6.9914749545318955e-09
1840,0.0,2.5478754661634184e-09
1841,0.0,1.0914932957462042e-08
1842,0.0,3.3541325272778977e-09
1843,0.0,9.451057714215949e-09
1844,0.0,0.0
1845,0.0,0.0
1846,0.0,7.610851504580296e-09
1847,1.6179670936367074e-09,1.294373674909366e-08
1848,0.0,8.84974404868899e-09
1849,0.0,0.0
1850,0.0,1.1541293254424545e-08
1851,0.0,3.8696632564949596e-09
1852,0.0,1.4323200403509873e-08
1853,0.0,5.3747388761848924e-09
1854,5.195664454227256e-10,1.558699391779328e-09
1855,0.0,5.306937111981824e-09
1856,5.177189232874468e-10,1.0354378687793542e-08
1857,0.0,2.4407544874094356e-09
1858,2.936205500958522e-09,0.0
1859,0.0,6.110608019582742e-09
1860,0.0,1.373155145145688e-09
1861,0.0,6.6023493339173456e-09
1862,6.776979422085105e-09,9.035972525772706e-10
1863,4.994620828036034e-10,1.9978483312144135e-09
1864,1.9178911792039344e-09,9.589456340108882e-09
1865,0.0,4.706844358715045e-10
1866,4.865612912574591e-10,1.4596839292835284e-09
1867,0.0,8.249779526181555e-09
1868,9.87974813071446e-10,5.433861360870651e-09
1869,4.883519144627257e-10,1.4650557211837167e-08
1870,0.0,6.307453670473251e-09
1871,0.0,4.248470908407853e-09
1872,8.4662747923403e-09,5.442605477412599e-09
1873,0.0,0.0
1874,2.3898436563030145e-09,5.377148060148329e-09
1875,3.432916173551348e-09,6.293679799540541e-09
1876,0.0,9.069021977836655e-09
1877,0.0,3.710889595609501e-09
1878,6.039088673581716e-10,1.0266450800600069e-08
1879,0.0,3.0546627449723474e-09
1880,0.0,6.417846254436199e-09
1881,1.3945015142624584e-09,2.091752326904839e-09
1882,0.0,5.324308105514319e-09
1883,6.319338941018771e-10,1.4534479397809719e-08
1884,0.0,3.300848483434038e-09
1885,0.0,5.156508553483263e-09
1886,1.936039106809062e-09,5.162771099520569e-09
1887,6.528924623161458e-10,3.264462256069578e-09
1888,1.9021844099853524e-09,3.1703073499755874e-09
1889,3.132568426877924e-09,6.265136742733546e-10
1890,0.0,2.0974036729626278e-08
1891,8.286486163910922e-09,1.466070642663908e-08
1892,2.5074049503359674e-09,6.268512375839919e-09
1893,1.2316833108982905e-09,9.853466487186324e-09
1894,0.0,5.671385139294216e-09
1895,1.8055843487019274e-09,8.426059849853118e-09
1896,6.486732040400511e-09,2.358811590497112e-09
1897,2.9133566670225264e-09,7.574727511894253e-09
1898,1.13167097914868e-09,4.52668391659472e-09
1899,0.0,9.949641111006713e-09
1900,1.038210628578895e-09,3.633737311048435e-09
1901,0.0,5.029864968975062e-09
1902,0.0,4.419255628107521e-09
1903,0.0,5.940242076007962e-09
1904,1.0749250378694342e-09,5.912087708281888e-09
1905,4.64468330463319e-09,1.0321517862621477e-08
1906,4.115347618238729e-09,4.115347618238729e-09
1907,0.0,6.1714118260169926e-09
1908,0.0,1.964555629285769e-09
1909,1.1001967115120692e-09,4.400786846048277e-09
1910,2.137660271017694e-09,5.34415089958884e-09
1911,5.320374141248863e-10,5.852411444351446e-09
1912,2.0837684910901544e-09,4.167536982180309e-09
1913,2.121195885607108e-09,1.060597942803554e-09
1914,0.0,2.0090231700464756e-09
1915,0.0,1.1780762143587253e-08
1916,0.0,3.2962386153911893e-09
1917,0.0,1.0966424435210342e-09
1918,0.0,3.44591288836682e-09
1919,9.207848372660976e-10,1.8415696745321952e-09
1920,0.0,2.2716695191604686e-09
1921,0.0,9.844571380313027e-09
1922,4.426761179843197e-09,8.115729421831475e-09
1923,0.0,1.0615948120573648e-09
1924,0.0,2.578324886925998e-09
1925,1.0998177923937646e-09,1.0998177923937646e-09
1926,2.229227691330493e-09,3.343841648018042e-09
1927,1.1149224876660924e-09,5.574612327308159e-09
1928,1.1426041224282812e-09,2.2852082448565625e-09
1929,0.0,0.0
1930,0.0,1.0503603542488804e-09
1931,2.2810713318222042e-09,4.5621426636444085e-09
1932,0.0,1.0959536611565568e-09
1933,4.588264879146209e-09,3.4411986593596566e-09
1934,1.1981580172459871e-09,2.3963160344919743e-09
1935,0.0,5.98414207075848e-09
1936,1.2124714565686645e-09,3.6374143697059935e-09
1937,1.2591118148108649e-09,2.5182236296217297e-09
1938,0.0,6.482607339819424e-09
1939,1.5294050470515685e-09,4.588215141154706e-09
1940,2.5357829169792012e-09,2.5357829169792012e-09
1941,1.1806010391524069e-08,0.0
1942,3.034211770724937e-09,0.0
1943,0.0,0.0
1944,0.0,9.639558484764166e-09
1945,6.535512131478072e-09,0.0
1946,1.3921104269343232e-09,4.1763312808029696e-09
1947,3.5762612871081956e-09,3.5762612871081956e-09
1948,0.0,2.174377566888097e-09
1949,9.817008317369869e-10,3.9268033269479474e-09
1950,2.1270722960764488e-09,4.2541445921528975e-09
1951,1.0661401761424827e-09,4.264560704569931e-09
1952,1.0544803918932644e-09,1.0544803918932644e-09
1953,0.0,3.232148326759443e-09
1954,1.9545072227344917e-09,1.2704297169818801e-08
1955,8.447047505910632e-09,5.631364707880948e-09
1956,1.744228317335228e-09,1.744228317335228e-09
1957,8.835037701437898e-10,5.301022731885041e-09
1958,0.0,4.9633461784992505e-09
1959,7.750747821333448e-10,1.5501495642666896e-09
1960,2.7683333403416555e-09,6.920833350854139e-10
1961,6.948159270159238e-10,2.08444772553662e-09
1962,6.341956404476434e-10,2.5367825617905737e-09
1963,6.466053248388448e-10,3.879631726988464e-09
1964,0.0,0.0
1965,0.0,0.0
1966,1.1078149508847446e-09,2.215629901769489e-09
1967,0.0,3.451234853457663e-09
1968,8.982831700699023e-10,1.3474247273492779e-09
1969,4.5417578031781147e-10,4.541757636644661e-09
1970,1.3796175313274261e-09,5.978342709767048e-09
1971,5.138397485282553e-10,2.569198631618974e-09
1972,5.130146862875051e-10,5.130146862875051e-10
1973,5.513203782392395e-10,1.6539611902288698e-09
1974,1.1251143350321513e-09,3.937900228123681e-09
1975,5.711480177694739e-10,2.8557400888473694e-09
1976,0.0,5.713526873840635e-10
1977,0.0,4.7014254711541525e-09
1978,0.0,0.0
1979,0.0,1.1703946700691858e-09
1980,0.0,2.8425752862659692e-09
1981,0.0,2.5302198114474095e-09
1982,0.0,2.483000915987077e-09
1983,1.2630632095778083e-09,1.89459470334441e-09
1984,5.799008495621649e-10,1.1598016991243298e-09
1985,1.8046674155058895e-09,6.015558051686298e-10
1986,0.0,3.5966913891627428e-09
1987,1.2221633705067347e-09,1.8332451112712533e-09
1988,1.798966087207532e-09,1.1993107618124554e-09
1989,1.0976244357863152e-09,1.6464366536794728e-09
1990,5.44865097484859e-10,3.2691906959314565e-09
1991,0.0,0.0
1992,1.65298330578878e-09,7.162927584403178e-09
1993,5.539207426075166e-10,1.661762283333701e-09
1994,0.0,3.6924485691258724e-09
1995,3.253470381991974e-09,5.422450821690461e-10
1996,2.135236876199542e-09,1.6014276571496566e-09
1997,2.3974471297094624e-09,9.58978896292706e-10
1998,4.768129224785866e-10,1.9072516899143466e-09
1999,0.0,3.1991407301035224e-09
2000,1.3254094488601709e-09,0.0
2001,0.0,2.190605918883648e-09
2002,0.0,1.3143663935011318e-09
2003,0.0,2.9168460979889232e-09
2004,4.404791253964646e-10,0.0
2005,1.3511248786457486e-09,1.3511248786457486e-09
2006,0.0,2.8825228870488218e-09
2007,1.5977917877663117e-09,1.5977917877663117e-09
2008,8.514879357157668e-10,2.554463751636149e-09
2009,0.0,4.76819250749827e-10
2010,1.4171379625338432e-09,4.723793023408973e-10
2011,1.529588788962144e-09,7.64794394481072e-10
2012,2.382976926895708e-09,6.808505426114664e-10
2013,0.0,8.367375126105969e-10
2014,6.496335691608124e-10,2.3819897165822113e-09
2015,2.21657536769726e-09,1.329945265027277e-09
2016,1.4499380585064614e-09,2.0713399884186856e-09
2017,1.509366853724714e-09,7.54683426862357e-10
2018,3.614053500911041e-09,1.0325866828253538e-09
2019,1.7856913725466939e-09,1.2754939326953263e-09
