year,six_DET allées_NOUN,six_DET vallées_NOUN
1954,9.772536113672459e-10,0.0
1955,9.385607846468247e-10,5.631364707880948e-09
1956,0.0,8.72114158667614e-10
1957,0.0,4.417518795207798e-09
1958,0.0,4.9633461784992505e-09
1959,3.100299128533379e-09,0.0
1960,2.7683333403416555e-09,2.076250060767393e-09
1961,2.08444772553662e-09,2.779263708063695e-09
1962,4.43936931660005e-09,1.2683912808952869e-09
1963,0.0,1.2932106496776896e-09
1964,4.867174552281028e-09,3.041984220075733e-09
1965,5.472043373977442e-10,2.188817405102128e-09
1966,1.1078149508847446e-09,1.1078149508847446e-09
1967,4.930335584241163e-10,1.9721342336964653e-09
1968,2.6948494546985557e-09,8.982831700699023e-10
1969,2.2708788183223305e-09,3.6334062425424918e-09
1970,4.5987250119061684e-10,1.3796175313274261e-09
1971,2.0553589941130213e-09,4.624557625731995e-09
1972,0.0,1.0260293725750103e-09
1973,1.6539611902288698e-09,4.410563081425067e-09
1974,2.812785782069227e-09,1.1251143350321513e-09
1975,5.711480177694739e-10,0.0
1976,5.713526873840635e-10,1.142705374768127e-09
1977,0.0,4.11374712072643e-09
1978,5.346532105932056e-09,5.940591352171509e-10
1979,2.3407893401383717e-09,0.0
1980,3.4110904101325445e-09,2.2740602734216964e-09
1981,1.2651099057237047e-09,5.060439622894819e-09
1982,6.207502289967692e-10,0.0
1983,2.5261264191556165e-09,6.315316047889041e-10
1984,0.0,0.0
1985,1.2031116103372597e-09,2.4062232206745193e-09
1986,1.1988970927134801e-09,2.9972427317837003e-09
1987,1.2221633705067347e-09,3.0554083707556856e-09
1988,5.996553809062277e-10,3.597932174415064e-09
1989,1.0976244357863152e-09,3.2928733073589456e-09
1990,1.089730194969718e-09,1.634595292454577e-09
1991,4.68917216167597e-09,0.0
1992,1.1019888335184191e-09,5.509944167592096e-10
1993,2.7696036575264316e-09,3.877445142741465e-09
1994,4.2199412852994556e-09,3.692448513614721e-09
1995,1.0844901643380922e-09,2.7112254663563817e-09
1996,0.0,2.135236876199542e-09
1997,3.835915585170824e-09,4.794894259418925e-09
1998,9.536258449571733e-10,7.152193726156497e-09
1999,4.570201161957499e-10,3.6561609573215748e-09
2000,1.7672125984802278e-09,2.6508188977203417e-09
2001,2.6287270971092624e-09,1.3143635346768434e-09
2002,8.76244299341522e-10,1.314366449012283e-09
2003,8.333845835650777e-10,1.2500768753476166e-09
2004,3.0833537945085254e-09,4.404791253964646e-10
2005,2.702249757291497e-09,2.2518747977429143e-09
2006,2.8825228870488218e-09,2.8825228870488218e-09
2007,1.9972397347078896e-09,2.3966876816494675e-09
2008,2.1287198670449925e-09,4.2574396230676825e-09
2009,9.53638501499654e-10,4.291373256748443e-09
2010,2.8342759250676863e-09,4.723793189942427e-09
2011,1.147191591721608e-09,5.735957875341313e-09
2012,1.7021263287730903e-09,4.085103255668798e-09
2013,1.952387529424726e-09,1.2551062411603198e-08
2014,1.7323561751769745e-09,2.815078670170834e-09
2015,2.659890530054554e-09,3.768178130636457e-09
2016,2.899876033746196e-09,4.349814286541687e-09
2017,1.257805665177969e-09,2.7671724911471074e-09
2018,2.5814667070633845e-09,1.290733298020541e-09
2019,1.275493877184175e-09,4.08158040698936e-09
