year,profondes_ADJ allées_NOUN,profondes_ADJ vallées_NOUN
1800,0.0,1.477757365364596e-07
1801,2.3811825844433088e-09,2.0478169915350009e-07
1802,0.0,1.4769744893783354e-07
1803,1.950339223455444e-09,3.70564464446943e-07
1804,0.0,2.3729768372504623e-07
1805,0.0,3.439882050315646e-07
1806,0.0,1.0374009207225754e-07
1807,0.0,2.2490945639219717e-07
1808,2.039466551195801e-08,2.1980918063491117e-07
1809,0.0,2.371982077420398e-07
1810,0.0,2.4805342491163174e-07
1811,0.0,1.5293167621166504e-07
1812,0.0,2.7738965968637785e-07
1813,0.0,1.2940837734731758e-07
1814,0.0,9.44003133440674e-08
1815,0.0,2.1038343334112142e-07
1816,0.0,1.7382029682266875e-07
1817,0.0,9.029865566390072e-08
1818,0.0,2.2173389879753813e-07
1819,0.0,1.759678553980848e-07
1820,0.0,3.0496855174533266e-07
1821,0.0,1.6961759286004963e-07
1822,0.0,2.0753024898567674e-07
1823,9.882686891060644e-10,1.630643282624078e-07
1824,0.0,2.0463303940232436e-07
1825,0.0,2.2629988905009668e-07
1826,0.0,1.7792127948723646e-07
1827,0.0,1.1337245808817897e-07
1828,0.0,1.8252879385727283e-07
1829,0.0,2.2547453681909246e-07
1830,8.349468672008697e-09,2.1812986972236104e-07
1831,0.0,3.149423548620689e-07
1832,0.0,1.1635773944362882e-07
1833,0.0,2.5599820219213143e-07
1834,0.0,1.9882550361671747e-07
1835,0.0,2.6697699695432675e-07
1836,0.0,2.7487868692332995e-07
1837,0.0,2.1639040426180145e-07
1838,0.0,2.802599965434638e-07
1839,0.0,1.8667238066427672e-07
1840,0.0,2.1848032361049263e-07
1841,0.0,1.55377279043023e-07
1842,0.0,1.9655216476621717e-07
1843,0.0,1.7602594937216054e-07
1844,3.2931368743049916e-09,1.4819114824149437e-07
1845,0.0,1.8303147442111367e-07
1846,0.0,1.8968584925005416e-07
1847,0.0,2.0817843449094653e-07
1848,0.0,2.5020639782269427e-07
1849,0.0,1.7931948548266519e-07
1850,0.0,1.8533958723310207e-07
1851,0.0,1.2060451126671978e-07
1852,1.9531636308300904e-09,1.4844043505490845e-07
1853,0.0,2.1200358446549217e-07
1854,0.0,1.8288739056515624e-07
1855,3.714855978387277e-09,1.7035267774190288e-07
1856,0.0,1.868965284756996e-07
1857,9.763018171682347e-10,1.6353055798390415e-07
1858,0.0,1.7176802202811814e-07
1859,4.582956236731661e-09,1.3596103087820666e-07
1860,5.492620580582752e-09,1.1534503130405938e-07
1861,5.187560159214399e-09,1.9193971922959463e-07
1862,4.517986262886353e-10,1.7529787044168188e-07
1863,2.4973103585068657e-09,1.1337789374010754e-07
1864,0.0,1.8603545015594136e-07
1865,0.0,1.8262555556702864e-07
1866,4.865612912574591e-10,1.756486227577625e-07
1867,4.85281148598915e-10,1.5626052629613696e-07
1868,3.457911734727759e-09,2.0204085160457907e-07
1869,4.883519144627257e-10,1.567609615449328e-07
1870,0.0,1.5768634398227732e-07
1871,0.0,1.0090118252037428e-07
1872,6.047339295989218e-10,1.300177956409243e-07
1873,1.1972008939764578e-09,1.5144591714033595e-07
1874,0.0,1.3442870283597586e-07
1875,5.721527140956084e-10,1.6020275950268115e-07
1876,0.0,2.3398077075853507e-07
1877,0.0,1.4843558915345056e-07
1878,6.039088673581716e-10,1.9928992855966499e-07
1879,1.832797580370027e-09,1.521221975053777e-07
1880,2.5671385017744797e-09,1.655804311440079e-07
1881,0.0,1.5827592392270162e-07
1882,5.324308105514319e-09,1.4508739809571125e-07
1883,1.2638677882037541e-09,1.8642049326444976e-07
1884,3.300848483434038e-09,1.815466674770505e-07
1885,6.445635691854079e-10,1.3600291026705236e-07
1886,0.0,1.5746451254017302e-07
1887,1.3057849246322917e-09,1.2470246701923315e-07
1888,2.53624587998047e-09,1.1032669533506123e-07
1889,0.0,1.3344741489618173e-07
1890,6.554386478008212e-10,1.6975860717138858e-07
1891,6.374220040683554e-10,1.2365987345219764e-07
1892,6.268512375839919e-10,1.3978782931189926e-07
1893,6.158416554491453e-10,1.465703149960973e-07
1894,3.780923574225881e-09,1.4682586879644077e-07
1895,6.018614495673091e-10,1.4324302810564404e-07
1896,2.358811590497112e-09,1.6747561915053666e-07
1897,0.0,1.4916386703589524e-07
1898,1.13167097914868e-09,1.4315638452444546e-07
1899,0.0,1.6306356087625318e-07
1900,4.15284251431558e-09,1.4638770551300695e-07
1901,2.235495566438317e-09,1.3133536924669897e-07
1902,4.910283846193408e-10,1.330686956180216e-07
1903,1.6200660812870638e-09,1.4418587568343355e-07
1904,2.1498500757388683e-09,1.3382816632656613e-07
1905,1.0321518084666081e-09,1.398565672161567e-07
1906,5.144184522798412e-10,1.6512832701209845e-07
1907,1.028568674676933e-09,1.0645685932786364e-07
1908,4.911389073214423e-10,1.6846064454512089e-07
1909,5.500983557560346e-10,1.4192536923474108e-07
1910,5.344150677544235e-10,1.7154724218926276e-07
1911,5.320374141248863e-10,1.3141324473053828e-07
1912,1.5628263128064646e-09,1.1304444313964268e-07
1913,0.0,1.1719607329041537e-07
1914,0.0,1.2188073128527321e-07
1915,0.0,1.73177198803387e-07
1916,0.0,8.24059682713596e-08
1917,0.0,1.0418103357778818e-07
1918,9.189101035644853e-09,1.252014953934122e-07
1919,0.0,1.2338516341969807e-07
1920,0.0,9.389567168227586e-08
1921,7.572747429129834e-10,1.1434848801172848e-07
1922,0.0,9.886433360861702e-08
1923,0.0,1.2632978041438037e-07
1924,0.0,9.281969681751434e-08
1925,0.0,1.1438105218530836e-07
1926,2.229227691330493e-09,6.464760105018286e-08
1927,2.2298449753321847e-09,1.0591763555112266e-07
1928,0.0,7.198406137831626e-08
1929,0.0,9.469345485513259e-08
1930,0.0,1.3024468614730722e-07
1931,2.2810713318222042e-09,1.094914239274658e-07
1932,0.0,9.863583017022393e-08
1933,0.0,1.1700075219778228e-07
1934,0.0,1.2820291317439114e-07
1935,0.0,8.018750463634206e-08
1936,0.0,1.297344454087579e-07
1937,0.0,1.44797851930889e-07
1938,0.0,1.309486634681889e-07
1939,0.0,1.3611705185212486e-07
1940,0.0,1.4453962648985907e-07
1941,2.9515025978810172e-09,1.6528414903405064e-07
1942,0.0,1.6688164805600536e-07
1943,0.0,1.683876433844489e-07
1944,0.0,1.4138018400444707e-07
1945,4.357008087652048e-09,1.524952892850706e-07
1946,0.0,1.1136883415474585e-07
1947,0.0,7.867775053682635e-08
1948,1.0871887834440486e-09,1.6199112451431574e-07
1949,0.0,1.7474275182394194e-07
1950,0.0,1.1379836450942094e-07
1951,0.0,1.2793681491984898e-07
1952,0.0,1.0228459501604448e-07
1953,0.0,1.206668684972101e-07
1954,1.9545072227344917e-09,1.3095198880819225e-07
1955,1.8771215692936494e-09,1.0605737088553724e-07
1956,0.0,1.3953825828139088e-07
1957,0.0,1.042534449879895e-07
1958,8.272243445794913e-10,1.04230267083949e-07
1959,0.0,9.84344978860463e-08
1960,0.0,1.1973041580404242e-07
1961,0.0,1.0630683533463525e-07
1962,0.0,1.090816468263256e-07
1963,0.0,9.763740393964326e-08
1964,0.0,1.2046257324982435e-07
1965,0.0,1.3297065493134141e-07
1966,0.0,8.862519962349324e-08
1967,0.0,1.0255097748768094e-07
1968,8.982831700699023e-10,1.149802457689475e-07
1969,4.5417578031781147e-10,7.766406184828156e-08
1970,4.5987250119061684e-10,7.219998110485903e-08
1971,5.138397485282553e-10,8.324204259224643e-08
1972,2.0520587451500205e-09,7.079602681869801e-08
1973,5.513203782392395e-10,9.923766697284009e-08
1974,0.0,7.763289033846377e-08
1975,0.0,7.653383704564476e-08
1976,0.0,7.313314398516013e-08
1977,0.0,6.346924408262566e-08
1978,0.0,7.544551294813573e-08
1979,0.0,5.617894416332092e-08
1980,5.685150683554241e-10,8.357171310535705e-08
1981,0.0,7.211126273887203e-08
1982,0.0,7.635227916580334e-08
1983,0.0,6.883694680936969e-08
1984,0.0,6.668859953151696e-08
1985,0.0,6.61711396787723e-08
1986,0.0,5.454981888419752e-08
1987,0.0,4.7053291041265766e-08
1988,0.0,4.9771397669928774e-08
1989,0.0,5.3234785468703194e-08
1990,0.0,9.971031289524035e-08
1991,0.0,5.2753186707832356e-08
1992,5.509944167592096e-10,5.895640242670197e-08
1993,0.0,5.373031086719493e-08
1994,0.0,4.800183361908239e-08
1995,0.0,4.771756678678685e-08
1996,5.338092190498855e-10,5.3380922793166974e-08
1997,0.0,4.890792482115103e-08
1998,0.0,5.0065356305140085e-08
1999,4.570201161957499e-10,4.4787970665538523e-08
2000,0.0,4.0204085394179856e-08
2001,0.0,4.6440845835604705e-08
2002,4.38122149670761e-10,4.030723843584383e-08
2003,0.0,4.750292248445476e-08
2004,4.404791253964646e-10,4.184551727348662e-08
2005,0.0,3.783149793434859e-08
2006,8.235779835885637e-10,5.3120778886750486e-08
2007,0.0,5.1129337208521974e-08
2008,4.257439678578834e-10,5.492097088222181e-08
2009,0.0,5.1019661384543724e-08
2010,0.0,4.818268806161541e-08
2011,0.0,6.577231914661752e-08
2012,0.0,5.991484641754141e-08
2013,1.1156500168141292e-09,4.99253367536312e-08
2014,0.0,5.630157318137208e-08
2015,6.649726325136385e-10,6.006919051060322e-08
2016,1.2428040818690533e-09,8.616774493930279e-08
2017,2.515611330355938e-10,4.201070780140981e-08
2018,2.8396134332808742e-09,5.730856145191865e-08
2019,1.02039510174734e-09,6.632568272380013e-08
