year,les_DET airs_NOUN,les_DET verres_NOUN
1962,2.598933818376281e-06,2.1023584935164763e-06
1963,2.8651081862562933e-06,2.181646408416782e-06
1964,2.677554412855443e-06,1.7625255708253462e-06
1965,2.7135862268323763e-06,2.0492802690341705e-06
1966,2.6227519995813964e-06,1.8146009210795455e-06
1967,3.0997019209166865e-06,1.9721341999456854e-06
1968,3.874295273931239e-06,1.8176759795096586e-06
1969,2.6033354814103404e-06,1.6781795437736946e-06
1970,2.76521328146373e-06,1.3474264193291674e-06
1971,3.0943429010221735e-06,1.7922730535246956e-06
1972,3.6531776146375705e-06,1.4769693024163644e-06
1973,2.7147015728701263e-06,1.7239788263623268e-06
1974,2.1073391138770603e-06,1.6347911611092059e-06
1975,2.064700005632858e-06,1.719726654414444e-06
1976,2.120289774865114e-06,1.3735318447061218e-06
1977,2.1050632454944207e-06,1.5397168340314238e-06
1978,2.7017809429707995e-06,1.2724746625281114e-06
1979,2.590083479248051e-06,1.3834064702678006e-06
1980,2.4861163652190044e-06,1.4224246740468516e-06
1981,2.3834669704569933e-06,1.3334258426311862e-06
1982,2.230976434702825e-06,1.7312724196472118e-06
1983,2.3897155401186865e-06,1.6179839832375364e-06
1984,2.6808815292156396e-06,1.4543913238185269e-06
1985,2.4356993861829324e-06,1.5399829038642565e-06
1986,2.50089924236363e-06,1.3967151062388439e-06
1987,2.3923847791706976e-06,1.2667723581216705e-06
1988,2.2888845663260327e-06,1.451166056654074e-06
1989,2.4295917810945866e-06,1.4033128223900349e-06
1990,2.481860441605477e-06,1.4640525307640928e-06
1991,2.812917117012148e-06,1.2994868114901692e-06
1992,2.4552311685965833e-06,1.314672630314817e-06
1993,2.629461711478598e-06,1.2308119181625443e-06
1994,2.501897675699638e-06,1.1937158888031263e-06
1995,2.6591697732669672e-06,1.2889165645901812e-06
1996,2.4144190717834135e-06,1.1348784525466726e-06
1997,2.427655047654298e-06,1.1502952190767246e-06
1998,2.6777814383649456e-06,1.3231558568804758e-06
1999,2.632435851523951e-06,1.239895567550775e-06
2000,2.6777688617585227e-06,1.1769636074632217e-06
2001,2.6076973185240604e-06,1.3432795498147243e-06
2002,2.7203005288356508e-06,1.1557661849792566e-06
2003,2.9714327283159037e-06,1.380918291715716e-06
2004,2.8291974274452514e-06,1.1236622583510325e-06
2005,2.84321721011338e-06,1.3376136109854997e-06
2006,3.0950060931900225e-06,1.4301432145202853e-06
2007,3.3805279358034568e-06,1.5818138763279421e-06
2008,3.5519819263640784e-06,1.5875992716019027e-06
2009,3.661018190825871e-06,1.9025088420221437e-06
2010,4.531534784746327e-06,2.332609099653382e-06
2011,4.854914891438966e-06,2.6962827348597784e-06
2012,6.316590933863608e-06,3.386890995216163e-06
2013,7.086329823380311e-06,3.3859977861538937e-06
2014,6.7843399875755495e-06,3.570819160358951e-06
2015,7.366123313090611e-06,3.3286312373093097e-06
2016,8.214520626381727e-06,3.530391950334888e-06
2017,7.32973659722802e-06,3.2184730400786066e-06
2018,8.429521308528365e-06,3.613537217006524e-06
2019,8.10168209142148e-06,3.3879668137615226e-06
