year,certains_DET yeux_NOUN,certains_DET vieux_ADJ
1844,3.732221598440333e-08,1.811225303072206e-08
1845,3.0691253538606134e-08,1.7298706023183286e-08
1846,2.868705717418152e-08,1.8734404694242812e-08
1847,2.2112216946368335e-08,1.1325769655456952e-08
1848,4.666228647920434e-08,1.528592186161859e-08
1849,2.5976186535103807e-08,2.513824481908955e-09
1850,2.0366988096043315e-08,4.752297222410107e-09
1851,3.5471913406581734e-08,1.5478653025979838e-08
1852,2.6042180856222785e-08,1.0416872697760482e-08
1853,3.702597650701023e-08,4.060913649794884e-08
1854,2.3900057044556888e-08,9.871762518542937e-09
1855,4.9354515141430966e-08,1.2736649068756378e-08
1856,4.4523828179876546e-08,1.5531567143511893e-08
1857,3.514686497396724e-08,2.391939540880017e-08
1858,4.942612719105455e-08,2.0064071737380118e-08
1859,5.041251660564683e-08,2.2914780295479886e-08
1860,4.119465657481669e-08,1.830873586072812e-08
1861,3.112536212102057e-08,1.2733101684148096e-08
1862,2.5752521892741242e-08,3.7047488687935726e-08
1863,3.1466110828048954e-08,3.3963421408600425e-08
1864,2.7809422320501653e-08,3.691940542172034e-08
1865,4.000817765970055e-08,3.85961249627087e-08
1866,2.4814625021463144e-08,6.811858188626729e-09
1867,3.833720896295745e-08,1.455843445796745e-08
1868,2.173544610961642e-08,2.5687344695768388e-08
1869,4.150991372853241e-08,2.539429910797253e-08
1870,2.5229815125982213e-08,4.587239033071455e-09
1871,3.717412155879174e-08,1.274541272522356e-08
1872,4.837871592222598e-08,2.963196266136947e-08
1873,2.7535620339413924e-08,2.2746816319418883e-08
1874,3.5847656565390906e-08,2.6885740744830855e-08
1875,7.49520032705675e-08,2.517471980878483e-08
1876,2.720706704373299e-08,3.929909553335165e-08
1877,6.246664119302636e-08,3.834585826645309e-08
1878,4.710489148740393e-08,1.8721174777081018e-08
1879,5.6205791576502406e-08,1.710611030603104e-08
1880,3.401458670282409e-08,3.144744642469277e-08
1881,2.998178416646624e-08,1.1156012114099667e-08
1882,3.194584929921973e-08,1.8635078369300118e-08
1883,4.297150574261721e-08,4.107570461542309e-08
1884,3.1688145440966764e-08,1.7164412113856997e-08
1885,5.027595945117369e-08,4.0607504969703e-08
1886,4.646494122795275e-08,3.4203357923701105e-08
1887,3.9173548849191775e-08,2.5462805419707024e-08
1888,3.36052567995182e-08,4.05799331915091e-08
1889,3.884384947028252e-08,5.513320233685448e-08
1890,3.342737198153145e-08,4.7191583085748334e-08
1891,4.908149509041948e-08,3.633305389882935e-08
1892,3.447681962143179e-08,3.3849967051580165e-08
1893,3.202376586131095e-08,4.187723279258648e-08
1894,3.528861869384059e-08,4.9782161282152515e-08
1895,3.7315410761351586e-08,3.8519131884129365e-08
1896,3.7740985669998395e-08,3.302336115673654e-08
1897,2.6220211779559577e-08,3.8456310136325556e-08
1898,4.074015658162011e-08,4.243766293932083e-08
1899,2.819064981451902e-08,2.984892333302014e-08
1900,4.256663455048937e-08,3.52991600394148e-08
1901,3.8003424518429085e-08,2.6825946353170593e-08
1902,4.9593867235131484e-08,5.254003720978062e-08
1903,3.2401319849384436e-08,4.1581696308412575e-08
1904,3.9772227289347484e-08,3.9772227289347484e-08
1905,4.5930754311029887e-08,5.2639740788507083e-08
1906,6.070137636982054e-08,5.6071609577657e-08
1907,4.4228454398886896e-08,4.1657032823216866e-08
1908,4.9605029861510275e-08,5.255186330543893e-08
1909,4.510806483892793e-08,4.400786757230435e-08
1910,4.0615543372979346e-08,5.6647995627656655e-08
1911,6.810078856389623e-08,6.331245216983916e-08
1912,5.46989227245831e-08,5.6261749037389563e-08
1913,5.249959678099714e-08,5.939348568517744e-08
1914,4.2859159332664376e-08,4.821655363862476e-08
1915,3.7698437704847265e-08,4.476689552390667e-08
1916,4.9443579452912445e-08,4.504859418830165e-08
1917,6.141197417264266e-08,3.289927263949721e-08
1918,5.054005569604669e-08,5.2837330954957906e-08
1919,4.1435317399418636e-08,5.708866157583259e-08
1920,5.3005621225565847e-08,4.316172175222732e-08
1921,4.316466079012926e-08,4.392193519997534e-08
1922,4.721878654745382e-08,5.6072309462251724e-08
1923,5.095655009057509e-08,4.88333622428172e-08
1924,3.480738541838946e-08,4.383152285569736e-08
1925,3.739380427525418e-08,4.5092527933832116e-08
1926,7.133528523439736e-08,4.012609911008269e-08
1927,4.459689784130916e-08,5.1286434654684854e-08
1928,4.4561561107769876e-08,5.141718650847338e-08
1929,4.233354422567004e-08,6.907051641746875e-08
1930,3.781297164273667e-08,4.411513376822995e-08
1931,2.737285687004487e-08,6.158892684737793e-08
1932,3.06867030674951e-08,4.7126006652575825e-08
1933,5.391211210792335e-08,4.588264879146209e-08
1934,3.9539214569117576e-08,4.912447693072863e-08
1935,3.949533677882755e-08,4.4282652211791174e-08
1936,3.3949199451654977e-08,6.30485175179274e-08
1937,3.27369078512163e-08,5.66600308893328e-08
1938,2.7226949583791793e-08,4.797129449229942e-08
1939,3.364691281149135e-08,4.5882150523368637e-08
1940,2.5357829391836617e-08,4.3108308922512606e-08
1941,2.066051862925633e-08,7.673906665672803e-08
1942,4.8547388331598995e-08,7.282108338557691e-08
1943,5.2258234184421326e-08,6.387117412742782e-08
1944,2.5705489292704442e-08,5.1410978585408884e-08
1945,2.6142048970001497e-08,7.406913882235244e-08
1946,5.8468637043063154e-08,5.290019622350428e-08
1947,4.291513522325374e-08,7.271731394808967e-08
1948,3.479004218043258e-08,5.218506338167117e-08
1949,4.319483837278426e-08,5.104844191805569e-08
1950,4.3604982735701014e-08,6.16850961421278e-08
1951,3.091806555222121e-08,5.863770979885885e-08
1952,3.057993147592697e-08,6.854122513999528e-08
1953,2.4779802321184263e-08,7.649417721466989e-08
1954,3.811289217559022e-08,4.0067397399923266e-08
1955,2.3464019616170617e-08,4.1296674524460286e-08
1956,3.4012452632126156e-08,9.418832647156705e-08
1957,3.887416683001632e-08,6.537927887961814e-08
1958,3.8052320405768114e-08,6.286904952190753e-08
1959,2.2477167904710882e-08,6.355613102471125e-08
1960,3.598833281381886e-08,5.882708253857061e-08
1961,4.863711611235999e-08,7.087122444460192e-08
1962,3.361236844412474e-08,6.849312761403326e-08
1963,2.9743845164631466e-08,7.241979638195062e-08
1964,2.494427064902993e-08,5.4147318628849916e-08
1965,2.2435377999840966e-08,4.1587530752451585e-08
1966,3.212663335361299e-08,6.314545375474268e-08
1967,4.289391819511934e-08,5.965705973665081e-08
1968,3.503304357721504e-08,6.51255303019127e-08
1969,1.8621207575897358e-08,5.268439107197764e-08
1970,1.9774516912818285e-08,6.484202419443363e-08
1971,3.1858063742618015e-08,6.217460857271817e-08
1972,2.5650733759263744e-08,4.206720394250851e-08
1973,2.8117339345712367e-08,5.402939518006633e-08
1974,1.4626486743996026e-08,5.906850386594442e-08
1975,1.599214449754527e-08,5.768595023880607e-08
1976,1.7711933031350213e-08,4.856497692884432e-08
1977,2.2331770210826107e-08,5.3478716566246476e-08
1978,2.2574247471318643e-08,5.346532194749898e-08
1979,1.3459538261706427e-08,4.7400984470868934e-08
1980,3.0131299455504745e-08,5.344041476007533e-08
1981,1.7711538513598413e-08,5.9460164791858006e-08
1982,1.9243256987877544e-08,6.145427366988088e-08
1983,1.768288515613392e-08,5.620631338132398e-08
1984,1.4497521627632182e-08,4.755187088534285e-08
1985,2.285912126254175e-08,4.571823986054824e-08
1986,3.117132341134976e-08,4.6756986726848027e-08
1987,2.505434903987691e-08,5.866384089614485e-08
1988,1.3792074038398994e-08,4.55738087268287e-08
1989,1.5915555096057687e-08,4.445378998241267e-08
1990,1.0897302171741785e-08,4.794812946684601e-08
1991,2.2859715009815318e-08,5.2167042241535455e-08
1992,1.652983172562017e-08,5.01404908703762e-08
1993,1.938722604677423e-08,5.040678807688437e-08
1994,1.1604838756618108e-08,4.2199412852994556e-08
1995,1.7351841741231055e-08,5.4224509327127635e-08
1996,1.7615703784557013e-08,4.750902160566284e-08
1997,1.2466725873849782e-08,4.6510475470995516e-08
1998,1.096669710598519e-08,5.0065358081496925e-08
1999,1.0054442389773044e-08,4.204585213329892e-08
2000,9.277866475088103e-09,4.1971297548570874e-08
2001,1.708672597855454e-08,3.8992783224500727e-08
2002,5.6955880012310445e-09,4.0745359086713506e-08
2003,1.916784508892988e-08,5.708684458483049e-08
2004,1.5857248847339633e-08,4.2726476578991424e-08
2005,1.5763123695222703e-08,4.3686371853368655e-08
2006,2.47073390635677e-08,5.023825622174627e-08
2007,1.118454290294224e-08,5.232768085505768e-08
2008,2.086145434176956e-08,4.4277374655621315e-08
2009,2.098004658890318e-08,5.054283924721403e-08
2010,1.1337103700270745e-08,5.337886044287643e-08
2011,1.9119860139582556e-08,4.703485423362963e-08
2012,1.565956214699682e-08,5.31063433228951e-08
2013,1.7850400713115278e-08,5.020425142276963e-08
2014,2.663497555843719e-08,5.4136128468940115e-08
2015,2.881547933597517e-08,5.186786289357315e-08
2016,2.5891750965456595e-08,5.509764555711172e-08
2017,1.6603034946882644e-08,4.7293493565803146e-08
2018,2.0135439759982887e-08,5.705041328241123e-08
2019,2.1683395745597522e-08,4.5662679859503896e-08
