year,mes_DET iles_NOUN,mes_DET villes_NOUN
1913,2.121195885607108e-09,1.2727175757731857e-08
1914,6.696743715117748e-10,1.8081208752462885e-08
1915,0.0,2.0027295377644805e-08
1916,0.0,3.296238504368887e-08
1917,0.0,4.3865698851064394e-09
1918,0.0,4.5945506954581106e-08
1919,0.0,1.9336482248721865e-08
1920,0.0,3.104614876292544e-08
1921,0.0,6.058197943303867e-09
1922,2.2133805899215986e-09,1.9920425642361295e-08
1923,0.0,2.7601465557580696e-08
1924,0.0,6.445812328337297e-09
1925,0.0,9.898360131543882e-09
1926,4.458455382660986e-09,3.343841648018042e-09
1927,2.2298449753321847e-09,1.2264147031260109e-08
1928,1.1426041224282812e-09,1.599645738092903e-08
1929,0.0,1.2254446790649354e-08
1930,1.0503603542488804e-09,5.2518016602221e-09
1931,0.0,1.2545892325022123e-08
1932,0.0,1.6439305028370654e-08
1933,0.0,2.5235457501437963e-08
1934,0.0,2.3963160344919743e-08
1935,0.0,1.9149254626427137e-08
1936,0.0,1.091224310911798e-08
1937,0.0,4.0291578073947676e-08
1938,0.0,7.779128563534243e-09
1939,0.0,1.070583532936098e-08
1940,0.0,1.77504799747652e-08
1941,0.0,1.4757512545315876e-08
1942,0.0,1.8205270180260413e-08
1943,0.0,4.6451763546784264e-08
1944,0.0,2.2492303131116387e-08
1945,2.178504043826024e-09,1.3071024707045353e-08
1946,0.0,8.352662561605939e-09
1947,0.0,2.264965504039651e-08
1948,0.0,1.8482209318548826e-08
1949,0.0,6.8719057111366055e-09
1950,0.0,2.0207187478860078e-08
1951,0.0,2.0256663457729474e-08
1952,0.0,5.272402070488624e-09
1953,0.0,7.54167928107563e-09
1954,0.0,1.172704333640695e-08
1955,0.0,5.631364707880948e-09
1956,8.72114158667614e-10,1.3953826538681824e-08
1957,0.0,1.6786571077620493e-08
1958,8.272243445794913e-10,6.617794756635931e-09
1959,0.0,3.720358998648976e-08
1960,1.3841666701708277e-09,1.2457499698470542e-08
1961,1.3896318540318475e-09,2.0149661827950638e-08
1962,6.341956404476434e-10,6.341956571009888e-09
1963,0.0,1.8104948984465352e-08
1964,6.083968329129164e-10,1.3384730546128765e-08
1965,5.472043373977442e-10,1.4774517276272547e-08
1966,5.539074754423723e-10,2.1048483844765542e-08
1967,0.0,4.240088635754091e-08
1968,0.0,1.9762230407671666e-08
1969,9.083515606356229e-10,2.2254613485372943e-08
1970,9.197450023812337e-10,1.0577067804939944e-08
1971,0.0,1.3873673099240591e-08
1972,0.0,2.1546616935097518e-08
1973,0.0,1.764225232570027e-08
1974,0.0,1.968950008590653e-08
1975,0.0,1.5420996479775795e-08
1976,0.0,2.1711402231616717e-08
1977,5.876781838942691e-10,1.7630345627850375e-08
1978,5.940591352171509e-10,2.673266097374949e-08
1979,0.0,8.192762579461998e-09
1980,1.1370301367108482e-09,1.6486936704751542e-08
1981,0.0,3.162774764309262e-09
1982,1.2415004579935385e-09,1.924325687685524e-08
1983,0.0,2.1472075228956555e-08
1984,1.1598016991243298e-09,1.91367283131072e-08
1985,0.0,1.0828004493035337e-08
1986,1.1988970927134801e-09,1.9182353483415682e-08
1987,1.2221633705067347e-09,1.8332450224534114e-08
1988,1.1993107618124554e-09,2.99827696004229e-08
1989,1.0976244357863152e-09,9.329807704183679e-09
1990,0.0,1.0352437018745775e-08
1991,2.930732601047481e-09,1.758439494015107e-08
1992,0.0,7.713921779117783e-09
1993,0.0,1.32940979336027e-08
1994,0.0,1.3187316072471589e-08
1995,0.0,6.506941097050856e-09
1996,0.0,1.2277612482236577e-08
1997,0.0,1.4864172670492337e-08
1998,4.768129224785866e-10,1.4304387896402204e-08
1999,4.570201161957499e-10,1.2339543387085428e-08
2000,0.0,1.8997535100595542e-08
2001,2.190605918883648e-09,1.3143635679835342e-08
2002,4.38122149670761e-10,2.01536185517881e-08
2003,0.0,1.12506919336397e-08
2004,0.0,1.101197791286701e-08
2005,0.0,9.457873928475635e-09
2006,4.1178899179428186e-10,1.0294725238946256e-08
2007,0.0,7.988959105365012e-09
2008,0.0,1.1069342858993636e-08
2009,9.53638501499654e-10,1.811913130644882e-08
2010,0.0,1.2754241218715379e-08
2011,7.64794394481072e-10,1.070712163375731e-08
2012,0.0,9.53190759656053e-09
2013,5.578250084070646e-10,1.6734750030167334e-08
2014,0.0,1.7323561252169384e-08
2015,0.0,1.795426074480133e-08
2016,2.0713400439298368e-10,1.7813524877396958e-08
2017,0.0,3.069045728665287e-08
2018,2.5814667070633845e-10,1.677953409551236e-08
2019,7.65296326310505e-10,1.70916181208014e-08
