year,pouvons_VERB ôter_VERB,pouvons_VERB voter_VERB
1800,0.0,0.0
1801,0.0,0.0
1802,0.0,0.0
1803,1.5602713787643552e-08,0.0
1804,0.0,4.943701892301533e-09
1805,2.842877711017877e-09,0.0
1806,0.0,0.0
1807,0.0,0.0
1808,6.798221985349073e-09,0.0
1809,0.0,0.0
1810,0.0,0.0
1811,0.0,0.0
1812,2.6672082320544632e-09,0.0
1813,1.4378708002027452e-08,0.0
1814,9.440030979135372e-09,6.293354282149721e-09
1815,0.0,0.0
1816,0.0,0.0
1817,1.556873407970727e-09,0.0
1818,0.0,0.0
1819,0.0,0.0
1820,0.0,1.6613073583471305e-08
1821,1.97229765852569e-09,0.0
1822,2.0051231786055723e-09,9.023054303725075e-09
1823,1.9765373782121287e-09,0.0
1824,1.6842225392110777e-09,0.0
1825,1.7610886082763955e-09,0.0
1826,5.284790383086602e-09,8.807984341885344e-10
1827,1.2904182611350734e-08,0.0
1828,1.1923991571904935e-08,0.0
1829,6.001223074036943e-09,2.571952872898464e-09
1830,4.174734158368665e-08,2.0873671680021744e-09
1831,1.5591206103948707e-09,1.2472964883158966e-08
1832,8.117981842303834e-09,2.705993873419743e-09
1833,1.1583628500844156e-09,2.3167257001688313e-09
1834,1.8669061851994684e-09,0.0
1835,1.5126175867408165e-09,5.294161553592858e-09
1836,9.409050427677812e-09,0.0
1837,0.0,0.0
1838,6.312161904276081e-10,3.1560809521380406e-09
1839,0.0,2.0974426639952526e-09
1840,3.821813088222825e-09,0.0
1841,1.2841097074556274e-09,6.420548537278137e-10
1842,2.0124795163667386e-09,5.366612043644636e-09
1843,5.906911071384968e-10,5.906911071384968e-10
1844,2.195424508855126e-09,7.683985892015244e-09
1845,0.0,4.464182357111213e-09
1846,2.9272506640865004e-09,9.367202125076801e-09
1847,2.6966118227278457e-09,3.775256551818984e-09
1848,0.0,1.850401076808339e-08
1849,1.6758829879393033e-09,1.9272654583346593e-08
1850,0.0,1.5614691761811628e-08
1851,7.094382858952031e-09,1.9348316282474798e-09
1852,1.9531636308300904e-09,1.9531636308300904e-09
1853,2.388772735173461e-09,4.777545470346922e-09
1854,1.558699391779328e-09,1.558699391779328e-09
1855,5.306937111981824e-09,5.837630823180007e-09
1856,2.0708756931497874e-09,1.0354378465748937e-09
1857,4.881509085841174e-10,1.9526036343364694e-09
1858,1.9574704079872163e-09,9.787352039936081e-10
1859,8.656694916453489e-09,3.5645213447565993e-09
1860,5.492620580582752e-09,1.8308735638683515e-09
1861,2.357981809808507e-09,1.8863854922557266e-09
1862,9.035972525772706e-10,1.3553959066214816e-09
1863,4.994620828036034e-10,5.9935452156878455e-09
1864,0.0,1.342523781033833e-08
1865,0.0,6.589582213223366e-09
1866,0.0,6.811858188626729e-09
1867,0.0,2.91168689159349e-09
1868,3.457911734727759e-09,1.0373735648272486e-08
1869,6.348574999037737e-09,1.4162205630441349e-08
1870,0.0,2.1789386295267832e-08
1871,3.18635318130589e-09,5.3105885911008954e-08
1872,1.2094678591978436e-09,2.4794090336399677e-08
1873,2.3944017879529156e-09,1.3169209722718733e-08
1874,5.974609140757536e-10,1.6728906260254917e-08
1875,5.721527140956084e-10,3.6045619822289154e-08
1876,0.0,2.6602464231473277e-08
1877,6.184815992682502e-10,2.4739264858908427e-08
1878,0.0,1.7513357875031943e-08
1879,0.0,1.710611030603104e-08
1880,0.0,8.984985200299889e-09
1881,6.972507571312292e-10,1.8825771164188154e-08
1882,0.0,6.655385131892899e-09
1883,6.319338941018771e-10,8.847074184359371e-09
1884,3.300848483434038e-09,1.1883054540362536e-08
1885,0.0,1.0957580620640783e-08
1886,6.453463874400711e-10,2.6459201052375647e-08
1887,6.528924623161458e-10,2.6768590899450828e-08
1888,0.0,1.9021843655764314e-08
1889,1.8795409673089125e-09,1.7542383545787743e-08
1890,6.554386478008212e-10,8.520702365899524e-09
1891,6.374220040683554e-10,2.4859458491732767e-08
1892,0.0,2.570090096298827e-08
1893,1.2316833108982905e-09,7.390100087434348e-09
1894,3.150769645188234e-09,1.1342770278588432e-08
1895,0.0,1.9861428057765806e-08
1896,5.89702897624278e-10,8.255840455717589e-09
1897,4.661370844871726e-09,2.3889525024856084e-08
1898,0.0,1.0185038590293516e-08
1899,2.2110313580014918e-09,1.2713430308508578e-08
1900,3.114631885736685e-09,1.453494924419374e-08
1901,0.0,1.956058603980182e-08
1902,0.0,2.4060391012881155e-08
1903,0.0,2.7001101798873606e-08
1904,2.1498500757388683e-09,2.6873125946735854e-08
1905,5.160759042333041e-10,3.612531429553201e-08
1906,0.0,1.6975809202790515e-08
1907,0.0,2.4171363577352167e-08
1908,0.0,2.1118973236866623e-08
1909,5.500983557560346e-10,2.0903737407707013e-08
1910,0.0,2.4583092894658876e-08
1911,3.7242617878519013e-09,9.044636151145369e-09
1912,0.0,2.0837685354990754e-08
1913,0.0,1.856046338843953e-08
1914,1.3393487430235496e-09,1.5402511266415786e-08
1915,0.0,1.0602685840410686e-08
1916,1.0987462051303964e-09,1.4283700444650549e-08
1917,0.0,1.4256351654751143e-08
1918,0.0,1.2635013924011673e-08
1919,0.0,1.1970202606903513e-08
1920,0.0,2.953170330499688e-08
1921,0.0,1.741731914250977e-08
1922,1.4755870969551665e-09,1.623145884366295e-08
1923,1.0615948120573648e-09,1.3800733000834953e-08
1924,1.289162443462999e-09,2.9650736976805092e-08
1925,0.0,2.859526304632709e-08
1926,0.0,2.0063049888108253e-08
1927,1.1149224876660924e-09,5.574612327308159e-09
1928,0.0,9.14083297942625e-09
1929,0.0,1.3368487650211591e-08
1930,6.302162347537887e-09,1.1553964007759987e-08
1931,0.0,1.3686427990933225e-08
1932,0.0,8.767629289252454e-09
1933,0.0,4.588264879146209e-09
1934,0.0,7.188948103475923e-09
1935,1.196828414151696e-09,1.795242710045386e-08
1936,0.0,1.2124714565686645e-08
1937,0.0,8.813782592653752e-09
1938,0.0,3.8895642262559704e-09
1939,0.0,0.0
1940,0.0,2.5357829169792012e-09
1941,0.0,5.9030051957620344e-09
1942,0.0,0.0
1943,0.0,2.9032352077962287e-09
1944,0.0,6.4263723231761105e-09
1945,0.0,1.3071024262956144e-08
1946,4.1763312808029696e-09,1.3921104269343232e-08
1947,0.0,3.337843779149807e-08
1948,0.0,2.8266908813634473e-08
1949,0.0,1.47255123650325e-08
1950,0.0,2.5524867552917385e-08
1951,2.1322803522849654e-09,2.4521224162299404e-08
1952,0.0,2.8470971358274255e-08
1953,0.0,1.8315507332999914e-08
1954,0.0,1.7590565448699635e-08
1955,0.0,9.385607846468247e-09
1956,0.0,6.104799332717903e-09
1957,0.0,8.835037701437898e-10
1958,0.0,7.445019267748876e-09
1959,4.650448914844674e-09,1.3176271629333769e-08
1960,6.920833350854139e-10,9.689166802218097e-09
1961,6.948159270159238e-10,6.25334317660986e-09
1962,0.0,5.0735651235811474e-09
1963,3.879631726988464e-09,7.1126584622049904e-09
1964,6.083968329129164e-10,9.734349326606662e-09
1965,0.0,1.094408652591028e-08
1966,0.0,4.431259803538978e-09
1967,0.0,6.409436092980059e-09
1968,0.0,1.122853987567396e-08
1969,4.5417578031781147e-10,9.991866889436096e-09
1970,4.5987250119061684e-10,1.1496812390987543e-08
1971,5.138397485282553e-10,8.735275613958038e-09
1972,0.0,4.104117490300041e-09
1973,0.0,6.615844760915479e-09
1974,0.0,1.2938814464291681e-08
1975,5.711480177694739e-10,5.140332159925265e-09
1976,2.856763492431469e-09,1.1427053969725876e-08
1977,0.0,9.990529292736028e-09
1978,5.940591352171509e-10,2.3762365408686037e-09
1979,1.7555920051037788e-09,1.1703946700691858e-09
1980,0.0,7.95921106799824e-09
1981,1.8976649140967083e-09,8.855769451088236e-09
1982,0.0,6.828252629986764e-09
1983,0.0,6.315316269933646e-09
1984,1.739702604197646e-09,5.799008384599347e-09
1985,0.0,1.8046674155058895e-09
1986,5.994485463567401e-10,6.593933843390687e-09
1987,0.0,4.888653482026939e-09
1988,0.0,4.797243047249822e-09
1989,0.0,2.1952488715726304e-09
1990,0.0,3.814055737905164e-09
1991,1.7584396161396398e-09,1.7584396161396398e-09
1992,1.1019888335184191e-09,3.30596661157756e-09
1993,4.4313659408601325e-09,1.661762283333701e-09
1994,1.5824779264761446e-09,4.747434001473039e-09
1995,1.0844901643380922e-09,2.7112254663563817e-09
1996,2.135236876199542e-09,2.135236876199542e-09
1997,1.917957792585412e-09,1.917957792585412e-09
1998,0.0,1.43043876743576e-09
1999,4.570201161957499e-10,1.8280804647829996e-09
2000,1.3254094488601709e-09,1.7672125984802278e-09
2001,2.190605918883648e-09,2.6287270138425356e-09
2002,0.0,5.257465574004527e-09
2003,0.0,1.2500769308587678e-09
2004,0.0,2.642874807889939e-09
2005,1.3511248786457486e-09,1.8014998381943315e-09
2006,4.1178899179428186e-10,4.941467679486777e-09
2007,7.988958938831558e-10,1.997239706952314e-09
2008,8.514879357157668e-10,1.2772318758180745e-09
2009,1.907277002999308e-09,9.53638501499654e-09
2010,9.447586046817946e-10,2.3618964561933353e-09
2011,0.0,0.0
2012,1.0212758416727752e-09,2.0425516833455504e-09
2013,1.3945624655065103e-09,2.7891249310130206e-09
2014,8.661780737106994e-10,1.9489005964601347e-09
2015,1.5516027351836215e-09,2.881548111233201e-09
2016,1.4499380585064614e-09,3.72841224560716e-09
2017,1.0062445321423752e-09,1.2578056374223934e-09
2018,3.3559066636712487e-09,2.581466596041082e-09
2019,1.2754939326953263e-09,1.53059265262101e-09
