year,gros_ADJ ans_NOUN,gros_ADJ vents_NOUN
1907,0.0,2.2114226894132116e-08
1908,0.0,6.875944702500192e-09
1909,5.500983557560346e-10,2.0353638774395222e-08
1910,5.344150677544235e-10,1.1222716089775986e-08
1911,0.0,4.788336838146279e-09
1912,0.0,3.646594803896619e-09
1913,0.0,5.30298971401777e-10
1914,6.696743715117748e-10,5.357394972094198e-09
1915,0.0,3.534228465440492e-09
1916,0.0,1.0987462051303964e-09
1917,0.0,6.57985488317081e-09
1918,0.0,3.44591288836682e-09
1919,0.0,2.762354567309444e-09
1920,0.0,3.028892692213958e-09
1921,0.0,1.6660044011018726e-08
1922,7.377935484775833e-10,1.2542490601674672e-08
1923,0.0,9.554353752605493e-09
1924,0.0,1.1602462102189293e-08
1925,0.0,0.0
1926,0.0,2.7865345586519652e-08
1927,0.0,1.8953683067479687e-08
1928,0.0,6.8556245125250825e-09
1929,0.0,8.912325100141061e-09
1930,0.0,3.1510811737689437e-09
1931,0.0,4.5621426636444085e-09
1932,0.0,9.863582839386709e-09
1933,0.0,1.605892663292252e-08
1934,0.0,3.5944740517379614e-09
1935,1.196828414151696e-09,1.0771455727365264e-08
1936,0.0,2.424942913137329e-09
1937,0.0,3.777335333410292e-09
1938,0.0,3.8895642262559704e-09
1939,0.0,4.588215141154706e-09
1940,0.0,5.0715658339584024e-09
1941,0.0,1.4757512545315876e-08
1942,0.0,1.2136847082899749e-08
1943,0.0,0.0
1944,0.0,0.0
1945,0.0,4.357008087652048e-09
1946,0.0,6.960552134671616e-09
1947,0.0,8.344609447874518e-09
1948,0.0,6.523132700664291e-09
1949,9.817008317369869e-10,0.0
1950,1.0635361480382244e-09,5.317680518146517e-09
1951,0.0,3.1984206394497505e-09
1952,0.0,2.1089607837865287e-09
1953,0.0,2.1547654771580937e-09
1954,0.0,4.886268278880834e-09
1955,0.0,0.0
1956,0.0,3.488456634670456e-09
1957,0.0,5.301022731885041e-09
1958,8.272243445794913e-10,4.1361216673863055e-09
1959,0.0,2.325224457422337e-09
1960,0.0,5.536666680683311e-09
1961,0.0,2.08444772553662e-09
1962,0.0,3.170978146727066e-09
1963,0.0,2.5864212993553792e-09
1964,6.083968329129164e-10,3.041984220075733e-09
1965,0.0,2.73602163147757e-09
1966,1.6617224263271169e-09,2.215629901769489e-09
1967,0.0,9.860671390526932e-09
1968,0.0,4.940557296606585e-09
1969,0.0,2.2708788183223305e-09
1970,0.0,4.598724956395017e-09
1971,0.0,5.652237344833111e-09
1972,0.0,1.5390440033513642e-09
1973,5.513203782392395e-10,3.859242703185828e-09
1974,0.0,9.563471792262135e-09
1975,0.0,1.1422960355389478e-09
1976,5.713526873840635e-10,1.142705374768127e-09
1977,0.0,3.526069214387917e-09
1978,0.0,8.316828115084718e-09
1979,0.0,8.192762912528906e-09
1980,0.0,9.096241093686785e-09
1981,0.0,2.5302198114474095e-09
1982,0.0,4.345251713999687e-09
1983,1.2630632095778083e-09,2.5261264191556165e-09
1984,0.0,4.639206796497319e-09
1985,0.0,2.4062232206745193e-09
1986,5.994485463567401e-10,4.196139880008332e-09
1987,0.0,1.8332451112712533e-09
1988,0.0,2.99827696004229e-09
1989,0.0,3.2928733073589456e-09
1990,1.089730194969718e-09,1.3076762783725826e-08
1991,5.861465202094962e-10,1.1722930404189924e-09
1992,1.65298330578878e-09,4.4079553340736766e-09
1993,0.0,6.093128224193833e-09
1994,0.0,4.2199412852994556e-09
1995,0.0,3.795715741716776e-09
1996,0.0,7.473328622609188e-09
1997,0.0,1.917957792585412e-09
1998,0.0,2.3840645013706308e-09
1999,0.0,3.656160929565999e-09
2000,0.0,3.5344251969604557e-09
2001,4.3812117822561447e-10,4.3812117822561447e-10
2002,4.38122149670761e-10,8.762443215459825e-09
2003,0.0,5.8336921959778465e-09
2004,0.0,5.285749615779878e-09
2005,0.0,4.954124666056714e-09
2006,0.0,1.2353669198716943e-09
2007,0.0,1.997239706952314e-09
2008,0.0,2.9802078582719105e-09
2009,0.0,6.198650481792356e-09
2010,0.0,3.7790344187271785e-09
2011,0.0,1.911985902935953e-09
2012,0.0,1.7021263287730903e-09
2013,0.0,4.183687618564136e-09
2014,0.0,8.445236510112863e-09
2015,0.0,2.438232948875907e-09
2016,0.0,3.72841224560716e-09
2017,0.0,4.528100561174142e-09
2018,0.0,3.0977600484760615e-09
2019,0.0,1.02039510174734e-09
