year,anciens_ADJ airs_NOUN,anciens_ADJ verres_NOUN
1928,1.9424270192303084e-08,3.4278122562625413e-09
1929,8.912325322185666e-09,3.342121912552898e-09
1930,1.575540553577781e-08,5.2518016602221e-09
1931,2.737285687004487e-08,3.4216069977333063e-09
1932,1.6439305028370654e-08,5.4797681947604815e-09
1933,1.1470662641954732e-08,0.0
1934,9.585264137967897e-09,4.7926320689839486e-09
1935,9.574627313213568e-09,5.98414207075848e-09
1936,9.699771208460106e-09,3.6374143697059935e-09
1937,8.813782592653752e-09,5.0364472592434595e-09
1938,7.779128452511941e-09,3.8895642262559704e-09
1939,1.070583532936098e-08,4.588215141154706e-09
1940,7.607348528892999e-09,0.0
1941,2.6563522936839945e-08,0.0
1942,1.517105907566929e-08,9.102635090130207e-09
1943,1.7419411690866582e-08,2.9032352077962287e-09
1944,1.2852744646352221e-08,6.4263723231761105e-09
1945,8.714016175304096e-09,1.089252066321933e-08
1946,2.7842208538686464e-09,4.1763312808029696e-09
1947,2.3841741914054637e-09,2.3841741914054637e-09
1948,2.174377566888097e-09,1.0871887834440486e-09
1949,8.835307596655184e-09,1.9634016634739737e-09
1950,9.571825110299415e-09,2.1270722960764488e-09
1951,9.595261474260042e-09,2.1322803522849654e-09
1952,7.381362854275153e-09,1.0544803918932644e-09
1953,1.0773827385790469e-09,0.0
1954,1.07497895029951e-08,4.886268278880834e-09
1955,4.6928039232341234e-09,7.508486277174597e-09
1956,5.232684729961079e-09,2.616342476002842e-09
1957,1.0602045130703175e-08,7.951533653738352e-09
1958,6.617794756635931e-09,3.3088973783179654e-09
1959,6.975672928177801e-09,0.0
1960,1.1765417085030094e-08,4.844583401109048e-09
1961,7.64297514166401e-09,3.47407969059077e-09
1962,9.512934440181198e-09,1.2683912808952869e-09
1963,9.052474325699222e-09,5.819448034571906e-09
1964,1.2776333768727e-08,2.4335873316516654e-09
1965,1.2585700037703873e-08,1.1491291473930687e-08
1966,7.200797291773142e-09,3.8773522170743036e-09
1967,4.437302081328198e-09,4.437302081328198e-09
1968,1.392338955241712e-08,2.245707841908029e-09
1969,1.317109776799441e-08,4.087581828571274e-09
1970,7.3579600190498695e-09,3.6789800095249348e-09
1971,1.2332153964678128e-08,5.138397485282553e-10
1972,1.898154339263769e-08,1.5903454553267693e-08
1973,5.513203671370093e-09,0.0
1974,4.500457340128605e-09,2.2502286700643026e-09
1975,3.4268881066168433e-09,3.4268881066168433e-09
1976,5.713526984862938e-09,6.8562320265641574e-09
1977,5.876781727920388e-09,1.1753563677885381e-09
1978,1.4257419356233925e-08,2.3762365408686037e-09
1979,2.3407893401383717e-09,2.925986564150662e-09
1980,2.2740602734216964e-09,3.97960553399912e-09
1981,1.8976649140967083e-09,1.2651099057237047e-09
1982,3.724501262958313e-09,6.207502289967692e-10
1983,4.4207211225000265e-09,8.209910973278056e-09
1984,5.799008495621649e-09,2.3196033982486597e-09
1985,1.0226448909911312e-08,1.8046674155058895e-09
1986,5.994485352545098e-09,4.7955883708539204e-09
1987,4.888653482026939e-09,0.0
1988,2.398621523624911e-09,4.797243047249822e-09
1989,8.232182935330457e-09,2.1952488715726304e-09
1990,5.448650863826288e-09,1.089730194969718e-09
1991,4.103025752488776e-09,5.861465202094962e-10
1992,2.7549720282848966e-09,1.1019888335184191e-09
1993,3.323524400133948e-09,5.539207315052863e-09
1994,3.6924485691258724e-09,0.0
1995,8.133675954979935e-09,3.253470381991974e-09
1996,9.074756945892659e-09,2.6690460952494277e-09
1997,4.315405033317177e-09,1.917957792585412e-09
1998,5.2449422582867555e-09,2.3840645013706308e-09
1999,8.226361730701015e-09,4.113180906983871e-09
2000,3.5344251969604557e-09,0.0
2001,7.886181485616817e-09,1.3143635069212678e-09
2002,3.9430991805033955e-09,1.752488598683044e-09
2003,2.9168461535000745e-09,1.6667691671301554e-09
2004,6.607186797680242e-09,8.809582507929292e-10
2005,4.503749373441224e-09,2.251874686720612e-09
2006,2.8825228870488218e-09,4.117890028965121e-09
2007,3.1955835755326234e-09,1.997239706952314e-09
2008,1.2772318758180745e-09,0.0
2009,5.721831008997924e-09,3.337734755248789e-09
2010,5.196172381261022e-09,1.4171379625338432e-09
2011,4.5887662558641296e-09,3.823971805871906e-09
2012,7.148930780687124e-09,1.7021263287730903e-09
2013,4.462600067256517e-09,1.1156500168141292e-09
2014,8.012147389990787e-09,2.165445156521173e-09
2015,1.0196246513771712e-08,3.768178213903184e-09
2016,8.28536009245262e-09,3.72841224560716e-09
2017,4.2765391228272165e-09,2.264050280587071e-09
2018,4.130346731301415e-09,2.581466596041082e-09
2019,7.397864543179367e-09,7.65296326310505e-10
