year,plusieurs_DET oies_NOUN,plusieurs_DET voies_NOUN
1931,0.0,1.813451779852926e-07
1932,0.0,1.5891327809214317e-07
1933,4.588264879146209e-09,1.4108914747623658e-07
1934,3.5944740517379614e-09,2.0129053979189848e-07
1935,0.0,1.8072108787237084e-07
1936,1.2124714565686645e-09,1.6732105834194044e-07
1937,0.0,1.9390322325563147e-07
1938,0.0,1.9707125886725407e-07
1939,0.0,1.4376407619920428e-07
1940,0.0,2.941508130405168e-07
1941,2.9515025978810172e-09,2.0070218376133653e-07
1942,3.034211770724937e-09,2.3970273410611753e-07
1943,0.0,2.525814597476028e-07
1944,0.0,1.4780656520940738e-07
1945,0.0,1.5031677946808486e-07
1946,1.3921104269343232e-09,2.3805088122941243e-07
1947,1.1920870957027319e-09,1.6689219783927456e-07
1948,1.0871887834440486e-09,1.9025803865702073e-07
1949,0.0,2.0615718021588236e-07
1950,0.0,1.637845690183326e-07
1951,4.264560704569931e-09,2.1109575243372092e-07
1952,0.0,1.8875198648515834e-07
1953,0.0,2.1978607378514425e-07
1954,9.772536113672459e-10,2.2770008900607763e-07
1955,0.0,2.571656612104789e-07
1956,0.0,2.3808716065332192e-07
1957,8.835037701437898e-10,2.809541888026956e-07
1958,8.272243445794913e-10,3.250991564840433e-07
1959,7.750747821333448e-10,3.7126081053884263e-07
1960,1.3841666701708277e-09,3.3842874813672097e-07
1961,6.948159270159238e-10,3.0849825805034925e-07
1962,6.341956404476434e-10,3.158294372695991e-07
1963,0.0,3.1812982470569295e-07
1964,6.083968329129164e-10,3.163663571115194e-07
1965,1.0944086747954884e-09,3.3215304107159227e-07
1966,0.0,3.201585307976984e-07
1967,4.930335584241163e-10,3.2983944464604065e-07
1968,0.0,3.2517850812041615e-07
1969,1.3625273131978588e-09,3.3472755056607184e-07
1970,1.3796175313274261e-09,3.0857445665333216e-07
1971,1.0276794970565106e-09,2.6565515298671016e-07
1972,3.0780880067027283e-09,2.9652248834111106e-07
1973,5.513203782392395e-10,3.175605396421588e-07
1974,5.625571675160757e-10,3.4541010052180354e-07
1975,0.0,3.426888177671117e-07
1976,5.713526873840635e-10,3.319559169767672e-07
1977,0.0,3.1088174878846075e-07
1978,1.7821774056514528e-09,2.679206581035487e-07
1979,1.1703946700691858e-09,2.6392400087615897e-07
1980,0.0,2.973333828037994e-07
1981,6.325549528618524e-10,3.093193612357936e-07
1982,0.0,2.942355941115693e-07
1983,0.0,3.2523879056611804e-07
1984,0.0,2.52836773739773e-07
1985,0.0,3.0559034414068265e-07
1986,5.994485463567401e-10,3.0152262553428955e-07
1987,0.0,2.9759678454865934e-07
1988,1.1993107618124554e-09,2.7764043508682335e-07
1989,1.0976244357863152e-09,2.826382861087495e-07
1990,1.6345953479657283e-09,3.399958146133031e-07
1991,5.861465202094962e-10,2.8838409349418725e-07
1992,0.0,3.283926730546227e-07
1993,5.539207426075166e-10,2.9690152203443176e-07
1994,1.5824779264761446e-09,3.2757293055851733e-07
1995,5.422450821690461e-10,3.4378337332441333e-07
1996,0.0,3.362998164391229e-07
1997,4.79489448146353e-10,3.3228619855663055e-07
1998,0.0,3.380603565972251e-07
1999,1.3710603763428253e-09,3.135157875533423e-07
2000,0.0,3.362121958616626e-07
2001,0.0,3.3691519263356895e-07
2002,2.6287327870022636e-09,2.983611828710764e-07
2003,8.333845835650777e-10,2.9793498868002644e-07
2004,4.404791253964646e-10,3.0437107767511407e-07
2005,4.5037495954858286e-10,3.022016059617272e-07
2006,8.235779835885637e-10,3.2572510022532697e-07
2007,1.1983438685803094e-09,2.808119035080381e-07
2008,8.514879357157668e-10,3.112188409204464e-07
2009,4.76819250749827e-10,3.051643204798893e-07
2010,2.3618964561933353e-09,3.023227463927469e-07
2011,1.529588788962144e-09,3.0094659919654987e-07
2012,6.808505426114664e-10,2.8357425918557055e-07
2013,1.6734750252211938e-09,2.543681958400157e-07
2014,1.0827225782605865e-09,2.2932064069891567e-07
2015,2.21657536769726e-09,2.413850630489378e-07
2016,2.4856081637381067e-09,2.0671973466335203e-07
2017,2.0124890642847504e-09,2.2489565054684135e-07
2018,1.5488800242380307e-09,2.323319989727679e-07
2019,2.806086474294034e-09,2.0637490294461713e-07
