year,grosses_ADJ îles_NOUN,grosses_ADJ villes_NOUN
1800,0.0,1.5720821977538435e-08
1801,0.0,8.572257570449437e-08
1802,0.0,1.7902721083373763e-08
1803,0.0,1.3652374342143503e-08
1804,0.0,8.651478111687538e-08
1805,0.0,1.02343598484822e-07
1806,0.0,1.181484350354367e-07
1807,0.0,5.693910232196231e-09
1808,0.0,4.5321478125970316e-08
1809,2.259030518203531e-09,1.3554183553310395e-08
1810,0.0,2.8081521108447305e-08
1811,0.0,2.2563691359778204e-08
1812,0.0,0.0
1813,0.0,2.0130190847567064e-08
1814,0.0,0.0
1815,0.0,8.091670444798638e-09
1816,4.6352077731626196e-09,3.476405652236281e-08
1817,0.0,1.8682481339737933e-08
1818,0.0,4.768470773797162e-08
1819,0.0,3.1053151161586356e-08
1820,7.119888678630559e-09,2.088500679064964e-07
1821,0.0,2.5639868894700157e-08
1822,0.0,3.107940926838637e-08
1823,0.0,1.2056878517796576e-07
1824,0.0,1.364220310051678e-07
1825,1.7610886082763955e-09,5.459374818883589e-08
1826,0.0,2.2460359616616188e-07
1827,0.0,8.111200600069424e-08
1828,0.0,1.1190207516165174e-07
1829,0.0,2.0575622983187714e-08
1830,0.0,8.349468672008697e-09
1831,0.0,1.1069756311599122e-07
1832,0.0,1.2176972319366541e-08
1833,1.0425265983826648e-08,3.243415847009601e-08
1834,1.8669061851994684e-09,3.173740381612333e-08
1835,0.0,1.0361430469174593e-07
1836,0.0,8.669767481706003e-08
1837,0.0,1.3707045809496776e-07
1838,0.0,8.079567237473384e-08
1839,0.0,3.2859933440931854e-08
1840,0.0,6.879263736436769e-08
1841,1.2841097074556274e-09,3.531301828729738e-08
1842,3.3541325272778977e-09,1.0599058697380315e-07
1843,5.906911071384968e-10,8.446883015267304e-08
1844,0.0,3.896878553177885e-08
1845,0.0,3.236532108985557e-08
1846,0.0,4.9177810268474786e-08
1847,5.393223645455691e-10,4.0988499705463255e-08
1848,0.0,1.930853166243196e-08
1849,0.0,2.262441967104678e-08
1850,0.0,5.7706465383944305e-08
1851,0.0,3.611685883697646e-08
1852,0.0,1.8229528109259263e-08
1853,0.0,5.852493245583901e-08
1854,0.0,8.676759932768618e-08
1855,0.0,3.343370380548549e-08
1856,0.0,3.7793480345271746e-08
1857,0.0,6.785297301803439e-08
1858,0.0,3.2787628612140907e-08
1859,0.0,5.906921174414492e-08
1860,0.0,2.242820151820979e-08
1861,0.0,1.8863854478468056e-08
1862,0.0,3.207770404856092e-08
1863,0.0,4.994620894649415e-08
1864,0.0,4.027571520737183e-08
1865,0.0,2.9653119071326728e-08
1866,0.0,3.405929049904444e-08
1867,0.0,5.046923945428716e-08
1868,0.0,8.101393689230463e-08
1869,0.0,2.6371003158942585e-08
1870,0.0,3.268407766654491e-08
1871,0.0,2.973929724703339e-08
1872,0.0,5.6844989160254045e-08
1873,0.0,4.309923085088485e-08
1874,0.0,9.678866774720518e-08
1875,0.0,2.1169650921137873e-08
1876,0.0,4.897271921322499e-08
1877,0.0,4.143826615177204e-08
1878,0.0,1.2078177569208037e-08
1879,0.0,4.154341226580982e-08
1880,0.0,2.8238524407697696e-08
1881,0.0,4.5321300490286376e-08
1882,0.0,3.1945848633085916e-08
1883,0.0,3.09647596452578e-08
1884,0.0,3.564916539744445e-08
1885,0.0,4.834226885463977e-08
1886,0.0,2.3232470169887165e-08
1887,0.0,5.6801642500659e-08
1888,0.0,2.4728397107764977e-08
1889,0.0,2.944614330147033e-08
1890,0.0,3.342736931699619e-08
1891,0.0,3.250852387282066e-08
1892,0.0,3.57305189879753e-08
1893,0.0,1.3548516086814288e-08
1894,0.0,2.457600345451283e-08
1895,0.0,2.6481902892783182e-08
1896,0.0,2.94851449922362e-08
1897,0.0,2.0976168357833558e-08
1898,0.0,3.1120951149432585e-08
1899,0.0,2.1557555740514545e-08
1900,0.0,2.6474371139784125e-08
1901,0.0,3.4650181390816215e-08
1902,0.0,1.6694965410124496e-08
1903,0.0,1.7820726228023887e-08
1904,0.0,4.03096898082822e-08
1905,0.0,2.631987072732045e-08
1906,0.0,1.9033482345776065e-08
1907,0.0,1.9542804707839423e-08
1908,0.0,2.9468335327464956e-08
1909,0.0,3.4106097501762633e-08
1910,0.0,3.2599320576309765e-08
1911,0.0,3.937076797910777e-08
1912,0.0,2.3963337980603683e-08
1913,0.0,1.8030165804816534e-08
1914,0.0,1.2723813114234872e-08
1915,0.0,3.062998032987707e-08
1916,0.0,1.0987461607214755e-08
1917,0.0,1.4256351654751143e-08
1918,0.0,2.2972752589112133e-09
1919,0.0,1.749491218561161e-08
1920,0.0,1.817335615328375e-08
1921,0.0,3.4077363153528495e-08
1922,0.0,2.2871599725249325e-08
1923,0.0,2.0170300985000722e-08
1924,0.0,1.2891624656674594e-08
1925,0.0,4.9491799103407175e-08
1926,0.0,2.8979959765251806e-08
1927,0.0,2.3413372574054847e-08
1928,0.0,2.2852082892654835e-08
1929,0.0,2.6736975300423182e-08
1930,0.0,3.361153133596417e-08
1931,0.0,6.843213995466613e-09
1932,0.0,3.3974561830518724e-08
1933,0.0,2.6382522833046096e-08
1934,1.1981580172459871e-09,2.875579241390369e-08
1935,0.0,2.5133395809007197e-08
1936,0.0,3.273672888326473e-08
1937,0.0,3.399602022113868e-08
1938,0.0,2.463390735840676e-08
1939,0.0,1.6823456405745674e-08
1940,0.0,1.2678914806940611e-08
1941,0.0,4.132103725851266e-08
1942,0.0,5.158160121254696e-08
1943,0.0,1.7419411690866582e-08
1944,3.2131861615880553e-09,6.4263723231761105e-09
1945,0.0,8.714016175304096e-09
1946,0.0,1.2528993842408909e-08
1947,2.3841741914054637e-09,2.8610090296865565e-08
1948,0.0,1.0871888278529696e-08
1949,0.0,3.141442661558358e-08
1950,0.0,2.3397795700930146e-08
1951,1.0661401761424827e-09,2.8785784422780125e-08
1952,0.0,3.690681538159879e-08
1953,0.0,2.3702419582605216e-08
1954,0.0,1.5636057781875934e-08
1955,0.0,1.8771215692936494e-08
1956,0.0,1.831439710997529e-08
1957,0.0,1.5903067307476704e-08
1958,0.0,3.391619785020339e-08
1959,0.0,2.325224279786653e-08
1960,0.0,2.2146666722733244e-08
1961,6.948159270159238e-10,5.002674541287888e-08
1962,0.0,1.8391673961559718e-08
1963,0.0,4.2029345337368795e-08
1964,0.0,2.1902286206909594e-08
1965,0.0,3.502107759345563e-08
1966,0.0,4.154306054715562e-08
1967,0.0,3.451235031093347e-08
1968,0.0,2.8745061442236874e-08
1969,0.0,2.9067249940339934e-08
1970,0.0,3.127133041402885e-08
1971,0.0,2.6719666479380066e-08
1972,0.0,2.1033601527165047e-08
1973,0.0,3.3079221140042137e-08
1974,0.0,2.193973003272731e-08
1975,0.0,2.227477224892027e-08
1976,5.713526873840635e-10,2.513951891103261e-08
1977,0.0,2.8796231177352638e-08
1978,0.0,2.673266052966028e-08
1979,0.0,3.5697038214266286e-08
1980,1.1370301367108482e-09,3.1268328370970266e-08
1981,6.325549528618524e-10,2.783241725978769e-08
1982,0.0,2.4209258597807093e-08
1983,0.0,2.3998200759933752e-08
1984,0.0,2.8995042811175153e-08
1985,0.0,2.5866899733273385e-08
1986,5.994485463567401e-10,3.6566362382473017e-08
1987,6.110816852533674e-10,2.4443266966045485e-08
1988,1.1993107618124554e-09,2.0388283061834045e-08
1989,0.0,2.250130037850795e-08
1990,0.0,2.5608660081388734e-08
1991,5.861465202094962e-10,3.751337729340776e-08
1992,0.0,3.0855687782604946e-08
1993,0.0,2.1048988330107932e-08
1994,0.0,2.8484603120659813e-08
1995,0.0,2.982347879765257e-08
1996,0.0,3.5765218342476146e-08
1997,0.0,2.6851409984374186e-08
1998,4.768129224785866e-10,3.003921378308405e-08
1999,9.140402323914998e-10,2.422206613061917e-08
2000,1.3254094488601709e-09,2.5624583344097118e-08
2001,4.3812117822561447e-10,3.417345340039901e-08
2002,0.0,2.8039817578928705e-08
2003,1.2500769308587678e-09,3.208530685583355e-08
2004,4.404791253964646e-10,2.114299846311951e-08
2005,0.0,2.296912349208924e-08
2006,4.1178899179428186e-10,5.1473623585707173e-08
2007,1.1983438685803094e-09,2.2768533725070483e-08
2008,2.1287198670449925e-09,2.2138685551453818e-08
2009,0.0,2.4794601927169424e-08
2010,9.447586046817946e-10,2.645324137517946e-08
2011,3.82397197240536e-10,2.7532598423363197e-08
2012,2.0425516833455504e-09,2.5531894820574053e-08
2013,5.578250084070646e-10,2.5381037715987986e-08
2014,1.2992671383216248e-09,3.204858955996315e-08
2015,1.10828768384863e-09,2.571227497583095e-08
2016,1.2428040818690533e-09,1.822779260862717e-08
2017,1.509366853724714e-09,2.8174847344075715e-08
2018,7.744400121190154e-10,2.116802733098666e-08
2019,5.1019755087367e-10,2.6785372142512642e-08
