year,jolis_ADJ airs_NOUN,jolis_ADJ verres_NOUN
1888,2.9800888867725916e-08,6.340614699951175e-10
1889,2.7566601445982997e-08,0.0
1890,2.0974036729626278e-08,6.554386478008212e-10
1891,3.6970476458009216e-08,3.824531802365527e-09
1892,3.19694137829174e-08,0.0
1893,2.0938616174248637e-08,5.542574843531156e-09
1894,1.8904618315218613e-08,4.411077725308132e-09
1895,2.467631965430428e-08,0.0
1896,2.240870955461105e-08,5.89702897624278e-10
1897,2.680288169187861e-08,1.1653427112179315e-09
1898,1.6975064909274806e-08,2.26334195829736e-09
1899,1.9899282222013426e-08,1.1055156790007459e-09
1900,1.5054054003371675e-08,3.114631885736685e-09
1901,8.941982265753268e-09,3.353243460679778e-09
1902,1.5712908307818907e-08,9.820567692386817e-10
1903,1.674068350610014e-08,5.400220270956879e-10
1904,2.418581246388385e-08,0.0
1905,1.7030505006232488e-08,0.0
1906,1.2860461140462576e-08,0.0
1907,2.5199932807140613e-08,0.0
1908,1.9154416719402434e-08,9.822778146428846e-10
1909,3.300590023513905e-08,1.1001967115120692e-09
1910,1.3894791983659616e-08,5.344150677544235e-10
1911,2.553779587799454e-08,2.128149656499545e-09
1912,1.9795800554334164e-08,0.0
1913,2.8636144122629048e-08,0.0
1914,1.9420557606508737e-08,0.0
1915,1.4136913861761968e-08,0.0
1916,1.648119329900055e-08,2.197492410260793e-09
1917,1.2063066989753679e-08,0.0
1918,1.6080926812378493e-08,0.0
1919,1.5653341733923298e-08,0.0
1920,2.0445025228355007e-08,7.572231730534895e-10
1921,2.2718241510233383e-08,5.300923255902035e-09
1922,1.770704471937279e-08,7.377935484775833e-10
1923,3.8217415010421973e-08,3.1847844361720945e-09
1924,1.0313299547703991e-08,1.289162443462999e-09
1925,7.698724324711748e-09,5.499089184013428e-09
1926,1.4489979882625903e-08,0.0
1927,2.3413372574054847e-08,0.0
1928,1.0283437212876834e-08,0.0
1929,4.0105462062456354e-08,1.1140406375176326e-09
1930,1.8906487042613662e-08,2.100720708497761e-09
1931,1.0264820993199919e-08,2.2810713318222042e-09
1932,7.6716757391182e-09,0.0
1933,1.605892663292252e-08,0.0
1934,9.585264137967897e-09,3.5944740517379614e-09
1935,5.98414207075848e-09,2.393656828303392e-09
1936,4.849885826274658e-09,2.424942913137329e-09
1937,1.7627565185307503e-08,1.2591118148108649e-09
1938,3.8895642262559704e-09,6.482607339819424e-09
1939,7.647025235257843e-09,0.0
1940,1.2678914806940611e-08,0.0
1941,2.3612020783048138e-08,0.0
1942,3.034211770724937e-09,6.068423541449874e-09
1943,1.1612940831184915e-08,0.0
1944,2.2492303131116387e-08,0.0
1945,8.714016175304096e-09,6.535512131478072e-09
1946,9.744772988540262e-09,1.3921104269343232e-09
1947,3.5762612871081956e-09,0.0
1948,8.697510267552389e-09,1.0871887834440486e-09
1949,8.835307596655184e-09,0.0
1950,9.571825110299415e-09,0.0
1951,1.7058242818279723e-08,1.0661401761424827e-09
1952,1.1599284199803606e-08,2.1089607837865287e-09
1953,7.54167928107563e-09,2.1547654771580937e-09
1954,5.863521668203475e-09,2.9317608341017376e-09
1955,1.5016972554349195e-08,0.0
1956,9.593255967388359e-09,8.72114158667614e-10
1957,5.301022731885041e-09,4.417518795207798e-09
1958,8.272243334772611e-09,1.6544486891589827e-09
1959,6.975672928177801e-09,1.5501495642666896e-09
1960,9.689166802218097e-09,6.920833350854139e-10
1961,1.181187059273725e-08,2.08444772553662e-09
1962,7.610347907416326e-09,1.9025869768540815e-09
1963,1.4225316924409981e-08,1.2932106496776896e-09
1964,9.125952438182594e-09,6.083968329129164e-10
1965,1.1491291473930687e-08,0.0
1966,2.658755882123387e-08,1.1078149508847446e-09
1967,9.860671390526932e-09,1.4791006197611978e-09
1968,3.233819256820425e-08,4.4914158503495116e-10
1969,1.589615195030092e-08,2.7250546263957176e-09
1970,1.1956685419534097e-08,9.197450023812337e-10
1971,1.5929032315398217e-08,2.569198631618974e-09
1972,5.0788454331041066e-08,0.0
1973,8.269805285010534e-09,5.513203782392395e-10
1974,1.3501372464475025e-08,1.6876715580593782e-09
1975,6.282628195464213e-09,0.0
1976,4.570821499072508e-09,1.142705374768127e-09
1977,8.815172591880582e-09,2.938390863960194e-09
1978,1.0099005187669263e-08,1.1881182704343018e-09
1979,9.363157360553487e-09,1.7555920051037788e-09
1980,3.97960553399912e-09,2.8425752862659692e-09
1981,8.855769451088236e-09,0.0
1982,8.069752865935698e-09,1.8622506869903077e-09
1983,6.315316269933646e-09,3.157658134966823e-09
1984,8.69851302098823e-09,1.1598016991243298e-09
1985,1.142956040922627e-08,2.4062232206745193e-09
1986,1.4386765556650971e-08,5.994485463567401e-10
1987,4.888653482026939e-09,4.277571630240118e-09
1988,4.197587610832443e-09,1.1993107618124554e-09
1989,9.878619700032232e-09,1.6464366536794728e-09
1990,8.172976073694826e-09,5.44865097484859e-10
1991,8.7921980806982e-09,2.344586080837985e-09
1992,7.713921945651236e-09,1.65298330578878e-09
1993,9.416652346772025e-09,1.661762283333701e-09
1994,8.439882570598911e-09,4.2199412852994556e-09
1995,1.7351842629409475e-08,1.0844901643380922e-09
1996,1.0676184380997711e-08,5.338092190498855e-10
1997,7.671831170341648e-09,1.917957792585412e-09
1998,7.629006759657386e-09,9.536258449571733e-10
1999,9.597422412355172e-09,1.3710603763428253e-09
2000,9.277866475088103e-09,2.6508188977203417e-09
2001,3.066848330846028e-09,1.7524847129024579e-09
2002,3.504977197366088e-09,3.504977197366088e-09
2003,8.750538071922165e-09,3.333538334260311e-09
2004,5.285749615779878e-09,1.3214374039449694e-09
2005,4.503749373441224e-09,1.8014998381943315e-09
2006,4.941467679486777e-09,4.941467679486777e-09
2007,5.192823504529542e-09,3.595031605740928e-09
2008,1.0643598891135753e-08,4.6831836186811415e-09
2009,7.1522885392028e-09,1.4781396551200032e-08
2010,2.3618964561933353e-09,1.795041271179798e-08
2011,1.2619107536693264e-08,2.7532598423363197e-08
2012,9.872333173177594e-09,3.9148904562580356e-08
2013,6.414987652192394e-09,1.6734750474256543e-08
2014,9.961047986450922e-09,1.537466154388767e-08
2015,1.906254887273917e-08,1.4851055496478693e-08
2016,2.2991875070488277e-08,1.3463710146766061e-08
2017,9.056201122348284e-09,1.5345229087415646e-08
2018,1.2132893800753664e-08,1.626323964387666e-08
2019,1.3010037491767434e-08,9.183556137770665e-09
