year,certaines_DET îles_NOUN,certaines_DET iles_NOUN,certaines_DET villes_NOUN
1885,7.541393687304776e-08,7.734762830224895e-09,1.0422593099690403e-06
1886,8.647641625003644e-08,1.8069698570766235e-08,1.0060950117463108e-06
1887,1.1686775369668112e-07,8.487601899087593e-09,9.519171833005657e-07
1888,1.3378696550603308e-07,8.87686035788704e-09,9.263638176548739e-07
1889,1.528693314156726e-07,1.0650732740202784e-08,9.159629890120868e-07
1890,9.962667602003705e-08,1.3764211992395303e-08,1.0428029035836062e-06
1891,1.0007525297339726e-07,1.2748440525456317e-08,9.682440449410024e-07
1892,1.0907211223099011e-07,1.1910173958185055e-08,1.0330508857236964e-06
1893,9.668713873978163e-08,1.4780199397712579e-08,1.1232951955264525e-06
1894,8.25501635937087e-08,6.9316932194141145e-09,9.994241167987639e-07
1895,7.764012655009367e-08,1.2639090662958097e-08,1.1327032787278313e-06
1896,7.076434749286875e-08,1.297346352568951e-08,1.1345883166313797e-06
1897,7.458193174159078e-08,1.2236098800855189e-08,1.0476431029360356e-06
1898,9.109951104591119e-08,1.6975064465185596e-08,1.0428348140578692e-06
1899,7.904436749583965e-08,4.9748205555033564e-09,1.0767722571358718e-06
1900,1.422348554491748e-07,2.803168763776398e-08,1.0921975750477486e-06
1901,1.5145483178713448e-07,3.3532434051686266e-08,1.1607810392888496e-06
1902,1.222660621635896e-07,1.5712908807419268e-08,9.796016158247767e-07
1903,1.1826482726462473e-07,1.5660639007819555e-08,1.1216257647106431e-06
1904,1.0534265371120455e-07,1.5048950530172078e-08,1.1808051993966728e-06
1905,1.3263150577813576e-07,1.0837593600321327e-08,1.1333027245541416e-06
1906,1.2757576950406246e-07,2.5720923224614722e-08,1.1183457075958358e-06
1907,9.925687471934452e-08,1.4914245616282074e-08,1.2121682075871831e-06
1908,9.380753418497534e-08,5.893667109901912e-09,1.0751030998790156e-06
1909,8.856583821881259e-08,9.901770681164379e-09,1.039135817393344e-06
1910,9.779795395736812e-08,8.016226127338655e-09,1.095016429530915e-06
1911,1.7663641682652553e-07,3.51144697763317e-08,1.3620158298977003e-06
1912,7.44947250552741e-08,6.251305251225858e-09,1.1236721775276237e-06
1913,1.0393860150337275e-07,7.424185766158331e-09,1.0791584088565287e-06
1914,1.1250529247108787e-07,1.0714790221744153e-08,1.1699210773485902e-06
1915,8.717763932963862e-08,8.246533123035249e-09,1.08618623073653e-06
1916,6.702351784682037e-08,4.394984820521586e-09,1.1657697811529033e-06
1917,1.2392059556276536e-07,3.2899273305631027e-09,1.1174786891388067e-06
1918,1.0682329776301458e-07,1.1486376294556067e-08,1.200326337880142e-06
1919,2.0625580177124903e-07,1.4732557507279864e-08,1.091130073405111e-06
1920,1.9536357509508662e-07,1.817335570919454e-08,9.972629158028212e-07
1921,1.287367072944079e-07,1.3630945094877944e-08,8.420895092342562e-07
1922,1.0550447981927391e-07,5.902348387820666e-09,9.687229507449047e-07
1923,1.0934426608599779e-07,8.492758496458919e-09,1.005330279468808e-06
1924,8.895220515725555e-08,1.0313299547703991e-08,8.560038509131118e-07
1925,1.2867867549282153e-07,1.2097995494286806e-08,8.149649559641148e-07
1926,1.2149290906648957e-07,1.4489979549558996e-08,9.307025550242543e-07
1927,9.365348874190715e-08,1.2264147475349318e-08,8.36191887287896e-07
1928,1.1426041179873891e-07,1.3711249469139375e-08,8.032506961797026e-07
1929,1.5707972300660344e-07,5.570202965543558e-09,9.78127687289998e-07
1930,1.8171233939767717e-07,1.05036033204442e-08,8.570940721597253e-07
1931,1.6081552534075172e-07,1.9389105432310316e-08,8.428558544437692e-07
1932,1.5891328164485685e-07,8.767629289252454e-09,8.899143608687154e-07
1933,1.6058927565509862e-07,2.867665482852999e-08,7.960639436532801e-07
1934,1.5935501807007313e-07,2.875579241390369e-08,8.17143792630759e-07
1935,2.656959203761744e-07,1.6755597798123745e-08,8.665037896093963e-07
1936,1.6974601013686197e-07,2.3036957230715416e-08,8.535798841080577e-07
1937,2.0901255570748845e-07,1.2591117926064044e-08,8.486413598518538e-07
1938,1.7762343906824185e-07,1.1668693011834819e-08,8.894137053516715e-07
1939,1.7588158041093038e-07,3.058810182920979e-08,8.702314460151683e-07
1940,1.4453962027261014e-07,1.77504799747652e-08,1.0523498801262576e-06
1941,1.0035108788386538e-07,2.066051907334554e-08,6.493305448884712e-07
1942,1.8205270180260413e-07,6.068423541449874e-09,8.61716117128708e-07
1943,1.2774235358392616e-07,8.709705845433291e-09,7.403249853155103e-07
1944,1.3816700850100005e-07,1.2852744646352221e-08,8.193624765340246e-07
1945,1.9170834919535196e-07,8.714016175304096e-09,9.171501957894179e-07
1946,1.4895580857654522e-07,5.568441707737293e-09,9.215771115123061e-07
1947,1.2993749498591e-07,8.344609447874518e-09,9.083703460532888e-07
1948,1.3698578360532565e-07,8.697510267552389e-09,9.61074910321713e-07
1949,2.2284609446643344e-07,1.4725512031965593e-08,8.874575314621325e-07
1950,1.744199327191609e-07,9.571825110299415e-09,8.667819315633096e-07
1951,1.343336566428377e-07,1.2793682113709792e-08,7.654886644559156e-07
1952,1.3391900921533306e-07,2.1089608059909892e-08,7.254825149516364e-07
1953,2.04702715222993e-07,1.4005975379483004e-08,9.168527199676646e-07
1954,1.3877001947548706e-07,5.863521668203475e-09,8.756192286796249e-07
1955,2.1305330388798893e-07,1.5016972110259985e-08,7.639884600507685e-07
1956,1.7267860652481204e-07,3.1396109267944894e-08,7.282153191567886e-07
1957,1.8553578584601382e-07,1.0602045019680872e-08,7.553957246386744e-07
1958,1.8612548124963268e-07,1.1581140768601728e-08,7.974442581826224e-07
1959,1.6044048489760598e-07,1.3951346411467114e-08,8.797099013690968e-07
1960,1.1696208446210221e-07,1.5225833482901407e-08,8.505703945616006e-07
1961,1.5216468751688694e-07,1.2506686297708569e-08,8.337790866619343e-07
1962,1.179603899004178e-07,1.2049717224016376e-08,8.866055232203962e-07
1963,1.513056426816206e-07,6.466053026343843e-09,9.873663415760348e-07
1964,1.1985417947002475e-07,1.1559539714323108e-08,9.101616740281315e-07
1965,1.1655452247794074e-07,6.5664520487729305e-09,9.526827255967873e-07
1966,1.5841754219536597e-07,1.384768699708161e-08,8.51355792974573e-07
1967,9.762064179241747e-08,5.916402701089396e-09,7.272245028389079e-07
1968,9.656544053271432e-08,8.533690087908496e-09,9.041219826144697e-07
1969,1.1218141571234241e-07,3.1792304344691047e-09,9.487731986723702e-07
1970,1.2692481377030163e-07,1.9774517273640768e-08,9.385997969957316e-07
1971,1.2229386303630463e-07,7.1937562573509695e-09,9.408405858835067e-07
1972,1.5800852359859618e-07,7.695220294312577e-09,9.74214863447287e-07
1973,1.4168933315517052e-07,1.212904837677442e-08,9.466171064786977e-07
1974,1.4288952243646236e-07,7.875800234202757e-09,9.70973680125553e-07
1975,1.3650437580281505e-07,1.3136404852787109e-08,9.760919823520453e-07
1976,1.2055541720457086e-07,9.712995518995626e-09,8.444592651812854e-07
1977,1.4515650725854812e-07,1.1165885549502264e-08,1.0084557402478822e-06
1978,1.1762371121548654e-07,3.5643548113029055e-09,9.427718552501574e-07
1979,1.36350985613376e-07,1.0533552030622673e-08,8.567288816152541e-07
1980,1.5577312240111496e-07,1.0233271230397634e-08,8.94842735021939e-07
1981,1.2587842901368163e-07,8.85576922904363e-09,8.248516820685836e-07
1982,1.961570772479604e-07,8.690502983910164e-09,8.702918172787122e-07
1983,1.5661983354675613e-07,9.472973627744352e-09,9.60559589202603e-07
1984,1.8614816621465025e-07,1.1018116474748041e-08,8.263586934731393e-07
1985,1.612169517883899e-07,1.1429560298203967e-08,8.975212466566518e-07
1986,2.0081525775594855e-07,9.591176741707841e-09,9.18954604856026e-07
1987,1.8576883853427262e-07,1.161055201981398e-08,8.891238607589003e-07
1988,2.2007352917796652e-07,6.596209134457354e-09,8.940861775386111e-07
1989,1.2842205698859743e-07,9.87861958900993e-09,1.0240836019193011e-06
1990,1.6618386045053057e-07,5.4486510858708925e-09,1.005276125454202e-06
1991,1.4653663082953017e-07,7.033758353536257e-09,9.911737492984685e-07
1992,1.911950686661612e-07,4.407955389584828e-09,9.394454849598333e-07
1993,1.279556922639813e-07,2.769603768548734e-09,1.0956552287666455e-06
1994,1.5930278518538898e-07,1.5824779264761446e-09,1.0175333429174316e-06
1995,1.9412373575278252e-07,1.626735190995987e-09,9.245278747016528e-07
1996,1.9217132063431563e-07,5.871901409548741e-09,1.0313194351851962e-06
1997,2.1193432964139447e-07,2.397447240731765e-09,1.144541357689377e-06
1998,1.4685838189976153e-07,3.3376904573501065e-09,1.079027590833448e-06
1999,1.76409769458985e-07,3.1991407856146736e-09,1.037892708666277e-06
2000,1.8467371276642552e-07,0.0,1.0841849586995522e-06
2001,1.9584017341145454e-07,1.7524846851468823e-09,1.0173173521366152e-06
2002,1.9715496613059713e-07,3.943099347036849e-09,1.050178845218852e-06
2003,1.7376069116892268e-07,3.3335384452826133e-09,1.1254858662823608e-06
2004,1.9777513138308223e-07,1.3214373761893938e-09,1.008697211091203e-06
2005,1.6934098301391032e-07,2.2518747977429143e-09,9.417340294248788e-07
2006,1.7253958883856058e-07,3.2943118788431036e-09,9.475264590719235e-07
2007,1.6537145519635033e-07,2.7961355453243186e-09,9.159341161080192e-07
2008,1.9115904237310133e-07,2.128719839289417e-09,1.0443499434131809e-06
2009,2.0074090478772177e-07,3.814554005998616e-09,8.988042736746138e-07
2010,1.691117930135988e-07,9.447586046817946e-10,8.096581467498254e-07
2011,2.0802406908160265e-07,7.64794394481072e-10,9.45285862030687e-07
2012,1.977870827118977e-07,3.404252713057332e-10,7.448504817375579e-07
2013,1.7404140173482574e-07,1.1156500168141292e-09,6.688321647629891e-07
2014,1.3339142501678225e-07,2.1654452120323242e-09,6.743196081515634e-07
2015,2.0946638024099684e-07,1.10828768384863e-09,6.751688772510533e-07
2016,1.719212274764459e-07,1.449938086262037e-09,6.582718583558744e-07
2017,1.5043356249577755e-07,1.5093667704579872e-09,6.656307434127484e-07
2018,1.437876919752057e-07,1.8070267504555204e-09,6.487225974183275e-07
2019,1.6708969674539276e-07,5.1019755087367e-10,6.877462936927259e-07
