year,des_DET yeux_NOUN,des_DET vieux_ADJ
1800,1.0602122330283237e-05,3.898763907272951e-07
1801,1.1441582699944775e-05,4.667117856627101e-07
1802,1.090947046122892e-05,1.857407312400028e-07
1803,1.3311065231391694e-05,3.725147883493207e-07
1804,1.0984905742361661e-05,3.1145323120540525e-07
1805,1.0530019238785826e-05,2.0753007845542015e-07
1806,8.708404237722789e-06,3.1410193024328237e-07
1807,7.980015013231423e-06,2.2775640573513556e-07
1808,1.0709465982472466e-05,2.198091770821975e-07
1809,7.599378562872516e-06,3.2755942935835947e-07
1810,1.1433859754106379e-05,2.644343233271229e-07
1811,7.714275000125781e-06,1.830166063143679e-07
1812,7.158786687000429e-06,2.9606011509031305e-07
1813,9.10172251167296e-06,2.904499183387088e-07
1814,6.548235120362733e-06,2.0453401106124147e-07
1815,6.613592255177991e-06,1.6453064155541597e-07
1816,8.468524598015392e-06,2.618892445127585e-07
1817,1.1369846518505256e-05,2.490997452753163e-07
1818,9.409384986724945e-06,1.8716247929262408e-07
1819,9.650284226836447e-06,2.525656164209522e-07
1820,9.022085947663072e-06,2.919154429292803e-07
1821,1.0320047039158453e-05,2.4062031744875867e-07
1822,9.027064294286902e-06,3.2884020129131386e-07
1823,8.342964719076917e-06,4.0222535346856603e-07
1824,8.29816411851425e-06,2.534755054739435e-07
1825,8.9005417152066e-06,3.3548738542776846e-07
1826,7.318554139601474e-06,3.100410426171152e-07
1827,6.5516374760932194e-06,2.4610119098156247e-07
1828,7.668961146123365e-06,2.7700348415038434e-07
1829,9.511081429991464e-06,3.1034897496340363e-07
1830,9.024731738804803e-06,3.1727981131268734e-07
1831,8.941556956187924e-06,3.617159762825395e-07
1832,1.0300365687498925e-05,2.990123260104838e-07
1833,9.116315631274574e-06,3.1739141803655e-07
1834,8.919143880348201e-06,3.248416797774212e-07
1835,1.071008853159583e-05,4.061378078290545e-07
1836,8.775955805617741e-06,3.346933614700731e-07
1837,8.410002401149086e-06,3.298040276433767e-07
1838,7.925550661980196e-06,3.932476886348013e-07
1839,7.313082996063258e-06,3.7264562102734544e-07
1840,7.73216533644927e-06,2.726226682181476e-07
1841,8.010918833178948e-06,4.0321044636471015e-07
1842,8.077422386065791e-06,2.94492835006821e-07
1843,8.383087788388366e-06,2.95936246175188e-07
1844,7.862912944744949e-06,2.7662349033619194e-07
1845,8.35583313829602e-06,3.543444631048942e-07
1846,7.889526372650835e-06,3.9166613419183705e-07
1847,6.610474081014672e-06,2.7181847528368053e-07
1848,6.909236233809679e-06,3.86170651900386e-07
1849,7.121664566511754e-06,4.3489162315779595e-07
1850,7.33686792386834e-06,3.6456908247828324e-07
1851,6.66871976306993e-06,3.411753213278246e-07
1852,7.478012506112464e-06,3.483141881588381e-07
1853,8.465213099384528e-06,3.1054044669076575e-07
1854,8.018988957303463e-06,3.5174647905478196e-07
1855,8.90769412364989e-06,3.9642820581775595e-07
1856,8.179441664424303e-06,3.2668065230723187e-07
1857,8.72765006931786e-06,3.0753506052860757e-07
1858,9.040087860512358e-06,4.5364377321277516e-07
1859,9.33395415358973e-06,3.849683123391401e-07
1860,9.603389365508974e-06,3.272686592836749e-07
1861,8.792913931188195e-06,4.2443672576553126e-07
1862,8.384479215806095e-06,3.6324608831961314e-07
1863,9.209081497374427e-06,3.366374397018035e-07
1864,8.835245338900677e-06,3.3563095414024247e-07
1865,8.830981826690731e-06,4.113782061665461e-07
1866,8.87779745539774e-06,3.41079472221395e-07
1867,9.06553677282318e-06,4.2607684669349055e-07
1868,8.191299386339779e-06,3.561649286609736e-07
1869,8.984210325024833e-06,3.291491843526728e-07
1870,8.133748352179282e-06,3.750067847363425e-07
1871,8.069970505175661e-06,4.205986217087343e-07
1872,8.63015821295221e-06,3.930770606785927e-07
1873,8.457027092845237e-06,3.639490691043079e-07
1874,8.333981874386609e-06,3.6146386328539393e-07
1875,8.326538633696146e-06,3.4157517347921384e-07
1876,8.824158669540338e-06,3.984323724282035e-07
1877,8.998907432555825e-06,4.236598876161679e-07
1878,7.89973223902507e-06,5.054717249208807e-07
1879,8.910450588928143e-06,4.2154345436529184e-07
1880,8.535093812156447e-06,4.036825274056355e-07
1881,8.269393568127725e-06,5.020205335881656e-07
1882,9.256975374682952e-06,4.918329530312349e-07
1883,8.229674762105788e-06,4.0949315494032135e-07
1884,8.912950931971864e-06,4.198679128819549e-07
1885,8.320026665842306e-06,3.802925121476619e-07
1886,8.24881779237785e-06,4.872365337860174e-07
1887,8.511106543096503e-06,3.91735463622922e-07
1888,8.268161820979003e-06,4.831548494621529e-07
1889,8.056965704383856e-06,4.874276413602274e-07
1890,7.762359771845695e-06,4.542189948608666e-07
1891,7.941003005385028e-06,4.774290776055068e-07
1892,7.870744099136573e-06,5.039884101165626e-07
1893,7.72696547102214e-06,4.409426148654916e-07
1894,9.011200859276869e-06,5.142056194173961e-07
1895,8.467588543226157e-06,4.88109630936151e-07
1896,8.20217724850636e-06,4.6704470513248e-07
1897,7.984928060977836e-06,5.232388495812756e-07
1898,8.161611432910831e-06,5.188711398318446e-07
1899,8.71864924079091e-06,5.903453565991867e-07
1900,8.453629675386765e-06,4.770577959334332e-07
1901,7.994132587896274e-06,4.057424316528113e-07
1902,7.4243491923198235e-06,4.4143451738420936e-07
1903,7.939944296708745e-06,5.416420698622915e-07
1904,7.487390178084752e-06,5.218761014447182e-07
1905,7.862416140369533e-06,4.665326045483198e-07
1906,8.249214261013549e-06,5.478556381888211e-07
1907,7.760036396575742e-06,5.708556116701402e-07
1908,8.377356138566938e-06,5.819996076183998e-07
1909,9.004010252056105e-06,5.148920436681692e-07
1910,9.120327646883197e-06,6.001481152040355e-07
1911,8.167838160488827e-06,5.208646225440816e-07
1912,8.427280477008026e-06,5.641802971467769e-07
1913,8.446602080880439e-06,5.255262696124419e-07
1914,8.213556412783873e-06,6.06724970708683e-07
1915,8.043903903853789e-06,4.1232665992652073e-07
1916,9.184419411667477e-06,6.021129088651378e-07
1917,9.843462436265327e-06,6.097332114762821e-07
1918,9.65774535188757e-06,5.524946899981842e-07
1919,9.517231859490494e-06,5.745697304604391e-07
1920,9.26311066962171e-06,5.57316280236364e-07
1921,1.0362547470776917e-05,5.300923096029919e-07
1922,1.1274223396640082e-05,5.319491549471422e-07
1923,1.0738031221535493e-05,5.467213171073126e-07
1924,1.0202431752759367e-05,6.574728672603669e-07
1925,1.135121965489816e-05,6.246964971978741e-07
1926,1.0446161070376547e-05,5.394730830943217e-07
1927,1.283833216803032e-05,5.251284633800424e-07
1928,1.0495961106471441e-05,5.793003143850228e-07
1929,1.051765781312497e-05,5.581343813787498e-07
1930,9.208508771507695e-06,5.556406499351851e-07
1931,8.550596334089278e-06,5.121005042241222e-07
1932,8.789548132881464e-06,4.3838147867347743e-07
1933,8.264611778940889e-06,4.11796779786755e-07
1934,8.302036818008673e-06,4.840558389673788e-07
1935,8.929537131052712e-06,5.206203432805978e-07
1936,8.580660221468861e-06,4.837761125031648e-07
1937,8.5367779547596e-06,5.061629622105102e-07
1938,9.057498800757458e-06,4.2136946376558626e-07
1939,8.208316870650378e-06,4.2976280401063605e-07
1940,6.349600219834883e-06,4.817987484528885e-07
1941,9.769473393816952e-06,5.07658423742896e-07
1942,9.715546383404217e-06,6.007739257185563e-07
1943,1.0637453357276172e-05,5.429050009553293e-07
1944,1.0725614970397146e-05,5.141097698668773e-07
1945,1.2559076139950776e-05,4.988774282566055e-07
1946,1.1352660578722862e-05,5.359625170342497e-07
1947,1.078838843682206e-05,5.34054995782185e-07
1948,1.1165428446702208e-05,5.207634465875799e-07
1949,9.994696398507585e-06,4.6532618824812744e-07
1950,1.0906562806667353e-05,4.8178186418113e-07
1951,1.0490819278174968e-05,4.808292164426575e-07
1952,1.0525822830231846e-05,4.1124735439268534e-07
1953,8.98644941571547e-06,4.2017925760973185e-07
1954,9.890783616128829e-06,4.133782720572299e-07
1955,9.04772610965665e-06,3.9231840531783746e-07
1956,1.0580489174571994e-05,4.79662775276779e-07
1957,9.061214228722747e-06,4.31149830504296e-07
1958,9.229341571881378e-06,4.2105720154950177e-07
1959,8.80252429169559e-06,4.379172562352096e-07
1960,9.599196204135296e-06,4.0210041163390997e-07
1961,9.462003362159521e-06,4.2105845299289513e-07
1962,9.550351933285128e-06,4.832570734691899e-07
1963,9.550360431376248e-06,4.77841332724438e-07
1964,9.302996176074885e-06,4.1553504814828557e-07
1965,8.50136680696778e-06,4.569156324407686e-07
1966,9.526100740231414e-06,4.165384090981661e-07
1967,9.262621063044207e-06,4.545769378694331e-07
1968,9.358763605860076e-06,5.156145430618153e-07
1969,8.053899279047982e-06,3.9604128687642515e-07
1970,7.515236518429447e-06,4.2952092371706385e-07
1971,7.99586052835366e-06,4.0696108172255663e-07
1972,7.284808361873729e-06,4.247761626885449e-07
1973,7.0591060534752614e-06,3.7269257724403815e-07
1974,6.16000103548231e-06,4.3429414020579316e-07
1975,6.018757716219625e-06,3.832403336900825e-07
1976,6.126043629706146e-06,3.982328227181142e-07
1977,6.315777241638898e-06,4.3253115222796623e-07
1978,6.80613564441046e-06,4.4910870933279057e-07
1979,7.151696522100792e-06,4.061269418542679e-07
1980,7.123493844574114e-06,4.212696662619919e-07
1981,7.296521488342478e-06,4.510116919931306e-07
1982,7.23856834383696e-06,4.4383641650824757e-07
1983,7.117361263908606e-06,4.1996852573333854e-07
1984,7.256879115402626e-06,4.4826337131098626e-07
1985,6.984062792980694e-06,4.168781657654108e-07
1986,7.453543219071435e-06,4.3340130950753064e-07
1987,7.0176618578443595e-06,4.2897933205665595e-07
1988,6.925419967274138e-06,4.221573828289138e-07
1989,7.159255602573467e-06,4.500260137874079e-07
1990,6.741070791349557e-06,4.2063584970719603e-07
1991,6.6527630622204015e-06,4.4605749671688955e-07
1992,6.92710193561652e-06,4.457544786617973e-07
1993,6.907391480126535e-06,4.553228585280067e-07
1994,6.865844682124589e-06,4.652485152689678e-07
1995,6.895730763289976e-06,4.896472969306842e-07
1996,6.4836466151518835e-06,4.249121516863852e-07
1997,6.464476598466717e-06,4.042095937961676e-07
1998,6.737843591508863e-06,4.124431889351854e-07
1999,6.526247403826346e-06,4.378252835834928e-07
2000,6.656206267052767e-06,4.4445395808168087e-07
2001,6.43380941767191e-06,4.048239574672152e-07
2002,7.434494676772374e-06,4.4907519303194476e-07
2003,7.852982832901034e-06,4.4711083369008975e-07
2004,7.5758003958981135e-06,4.3122906845383113e-07
2005,7.482079155352039e-06,4.539779627776852e-07
2006,8.111831135693137e-06,4.826166950522293e-07
2007,1.1211705214009271e-05,5.005082748255063e-07
2008,1.2071118788981039e-05,5.521899169025346e-07
2009,1.3533561116219062e-05,5.378521379384438e-07
2010,1.8462944467501075e-05,5.810265690797678e-07
2011,2.103490487570525e-05,6.592527626025912e-07
2012,2.684627719418131e-05,7.727653610345442e-07
2013,2.999508797074668e-05,7.276827531654817e-07
2014,3.18222984105887e-05,8.570832150667229e-07
2015,3.196456850673712e-05,7.742497807328164e-07
2016,3.1986253134164144e-05,7.458895581180514e-07
2017,3.177971848344896e-05,7.154398460329503e-07
2018,3.5892970231543586e-05,7.566278696913287e-07
2019,3.3741404308784695e-05,7.857042376713252e-07
