year,petites_ADJ îles_NOUN,petites_ADJ iles_NOUN,petites_ADJ villes_NOUN
1800,2.320393377885921e-06,6.917161954334006e-08,1.333125706715066e-06
1801,1.719213855722046e-06,7.38166616720548e-08,1.557293444420793e-06
1802,1.7969856571653509e-06,2.2378401354217203e-08,1.83279101406697e-06
1803,1.3671877923115971e-06,6.436119437402965e-08,2.492533472064906e-06
1804,2.7486983071867144e-06,1.5572661271612276e-07,1.6882742102097836e-06
1805,1.1968514854743262e-06,1.421438877713399e-08,1.5920114719847334e-06
1806,8.904357855499256e-07,2.0171682990621775e-08,1.6022079796229605e-06
1807,1.577213083692186e-06,6.832692145408714e-08,1.3836202015227173e-06
1808,1.9510896436258918e-06,4.305540457494317e-08,2.2842026052849462e-06
1809,1.7959292790692416e-06,4.969867184456689e-08,2.186741539844661e-06
1810,9.079691949409607e-07,5.8503168531842675e-08,1.1256009853077842e-06
1811,1.4365549532158184e-06,1.4290337713163126e-07,1.749939533723932e-06
1812,9.92201421468053e-07,1.8670456736202823e-08,1.2189141216367716e-06
1813,1.682308834460855e-06,9.489947405683097e-08,2.2171968652173746e-06
1814,8.338694215126452e-07,2.8320094269673746e-08,1.5859252999739226e-06
1815,1.5697841035944293e-06,3.236668177919455e-08,1.7262231040149345e-06
1816,1.7822374047682388e-06,2.7811246638975717e-08,1.3581159237219254e-06
1817,7.940054160826548e-07,4.5149327165816544e-08,1.6284895991702797e-06
1818,6.723544174747076e-07,3.337929666002992e-08,1.8871223801397718e-06
1819,1.0495964488654863e-06,2.6912730821671005e-08,1.668589220571448e-06
1820,1.7799721945266356e-06,3.9159386844289656e-08,1.7918385992743424e-06
1821,1.1863370446008048e-06,2.859831615964481e-08,1.3579268949293066e-06
1822,1.080761421690113e-06,8.421517350143404e-08,1.4166194830522727e-06
1823,8.963597224465047e-07,3.3601135762673096e-08,1.8441093978527334e-06
1824,1.0181124707742129e-06,4.463189817727198e-08,1.2446404298316338e-06
1825,1.172004431282403e-06,2.7296873650328735e-08,1.5400719746150315e-06
1826,1.3555487612393335e-06,7.046387195952519e-08,1.9685844563355204e-06
1827,9.72422299128084e-07,5.3460184445963677e-08,1.6775436502136643e-06
1828,1.1575443750189152e-06,6.695779797283308e-08,2.244462171063777e-06
1829,1.2808325209334726e-06,1.0630738156436337e-07,1.7566437742755348e-06
1830,1.101086127164308e-06,8.453837097022188e-08,1.4872490894379808e-06
1831,1.200522888211708e-06,3.1182412651986624e-08,1.5185835309239337e-06
1832,1.239345237991074e-06,1.0959275442701255e-07,1.4084697667060553e-06
1833,3.479721954136039e-06,2.3283093664172583e-07,1.920565546598141e-06
1834,1.7548918549437076e-06,5.6007187110296286e-08,1.542064519632902e-06
1835,1.455138090022956e-06,1.4899283229397042e-07,1.9467388483462855e-06
1836,9.126778763857146e-07,5.712637474175608e-08,1.8038492921590432e-06
1837,9.664510116635938e-07,1.0575994258132937e-07,1.7867863818521457e-06
1838,8.616100899416779e-07,1.3318661395977927e-07,2.6473205976262904e-06
1839,1.0263485137329553e-06,1.1046531156466699e-07,2.002358542085858e-06
1840,7.828347179383854e-07,1.0191502058942703e-07,2.040848151807495e-06
1841,9.919747299136361e-07,7.897274478807503e-08,1.6263248880932224e-06
1842,8.848201673572476e-07,7.982835281694634e-08,1.705911774063651e-06
1843,8.913528972698259e-07,1.0809647138509959e-07,1.7555340114938645e-06
1844,7.13512974925834e-07,6.696044613230256e-08,1.8562314105796673e-06
1845,6.322398462543788e-07,8.202935108947429e-08,1.6751844691964557e-06
1846,1.012828761304263e-06,7.845031646525058e-08,1.7393723261704963e-06
1847,7.658377398911398e-07,9.2224127890006e-08,1.5548663361286685e-06
1848,9.356592727272073e-07,8.84974407089345e-08,1.552727775910867e-06
1849,7.633647101101815e-07,9.217356256030484e-08,1.4764529194799536e-06
1850,5.791013677480805e-07,9.029364633761361e-08,1.7746436160592793e-06
1851,7.094382681316347e-07,5.997978047567187e-08,1.6142945391539598e-06
1852,4.77874039006565e-07,7.487127207106425e-08,1.4258094047647774e-06
1853,8.910122346605931e-07,9.674529577452518e-08,1.5210509825003271e-06
1854,7.518126494687749e-07,7.533713586305169e-08,1.520770955387718e-06
1855,6.899018103467824e-07,7.695058812373645e-08,1.6849525366069429e-06
1856,5.767388984168065e-07,7.403380503090418e-08,1.3890398258276093e-06
1857,5.350133847059624e-07,4.295728051051384e-08,1.6089454267786962e-06
1858,4.5853744268242735e-07,4.208561377172515e-08,1.5483591369047645e-06
1859,6.013856932440831e-07,4.8884864156661934e-08,1.6671775553422918e-06
1860,5.350727860786719e-07,4.302552908397317e-08,1.6844036359042747e-06
1861,7.083377795424894e-07,5.8477950315438676e-08,1.4006412811795599e-06
1862,6.28903706001438e-07,4.472806486299774e-08,1.6282822415114584e-06
1863,5.08951870870078e-07,4.1455353483321744e-08,1.5623174510759341e-06
1864,5.6338052445426e-07,4.507044226720325e-08,1.7165125925089342e-06
1865,4.509156781296042e-07,2.3534222237664437e-08,1.6812848571134964e-06
1866,4.807225764125178e-07,4.379051787850585e-08,1.4718478767439258e-06
1867,5.420590696303407e-07,4.464586567110018e-08,1.5810460354259703e-06
1868,4.129734634261695e-07,4.297690514576402e-08,1.5990372229657268e-06
1869,5.200947725825245e-07,2.441759583415859e-08,1.487031602298572e-06
1870,4.684717964664742e-07,2.465641024684828e-08,1.697278454226847e-06
1871,3.356292097578262e-07,3.82362392858937e-08,1.4614739587415215e-06
1872,4.305705658680381e-07,2.842249535728314e-08,1.5366289162210833e-06
1873,4.68105554318754e-07,3.950762789139972e-08,1.5503751495948848e-06
1874,3.614638615090371e-07,2.4495896755460933e-08,1.5844663936448455e-06
1875,4.022233497380512e-07,1.7736734303497315e-08,1.5905845458519252e-06
1876,4.78844356166519e-07,1.632423995978627e-08,1.6034030811962197e-06
1877,5.331311285772244e-07,3.2161042495815195e-08,1.5332158351810676e-06
1878,6.44370743430045e-07,4.046189328033023e-08,1.4940704930466175e-06
1879,5.247910621619667e-07,5.498392785519002e-08,2.074726809464522e-06
1880,5.236962579147075e-07,3.979064833181667e-08,1.7142066999209504e-06
1881,4.322954794133693e-07,4.8807551777940716e-08,1.7528883882178548e-06
1882,5.091369530418888e-07,4.3260003357303844e-08,1.7244103132085797e-06
1883,4.4677724986286194e-07,3.79160326469119e-08,1.69611056222152e-06
1884,7.044010885692842e-07,3.5253062780071787e-07,1.931656431253259e-06
1885,4.698868281138857e-07,2.964992396048416e-08,1.9375581583602752e-06
1886,4.749749393795355e-07,1.329413516493183e-07,1.8153594254499694e-06
1887,4.929337933390343e-07,5.157850402337516e-08,1.862049341827543e-06
1888,3.563425536867726e-07,5.262710156550554e-08,1.577544924025176e-06
1889,4.147520655806147e-07,4.698852573703505e-08,1.6922134569163916e-06
1890,4.55529857390502e-07,4.3914390623900346e-08,1.6595706711086677e-06
1891,3.971139221903286e-07,4.5894384292921586e-08,1.637537185406046e-06
1892,3.2909690617088927e-07,3.635737289009455e-08,1.8410621218656331e-06
1893,3.7012082998444384e-07,4.126139135918194e-08,1.5734754019725017e-06
1894,3.894351152666786e-07,3.78092355202142e-08,1.8980236768939562e-06
1895,3.376442805347324e-07,4.814891552129552e-08,1.5594229587634345e-06
1896,3.272851074598293e-07,4.245860951712643e-08,1.6417328837503575e-06
1897,2.9133568091310735e-07,3.146425264777264e-08,1.7148017925627812e-06
1898,2.585868230653432e-07,3.508180157485441e-08,1.532848288299249e-06
1899,3.3552402101122425e-07,4.145683796252797e-08,1.8456584136572474e-06
1900,4.194371001631225e-07,3.426095107617044e-08,1.9700045728043847e-06
1901,3.420308303248021e-07,4.3033289820471055e-08,1.9242029072330524e-06
1902,3.6778027379114064e-07,6.432471694184372e-08,1.6370886228855852e-06
1903,2.656908293374727e-07,3.024123396144773e-08,1.9527197618884884e-06
1904,2.746433551692462e-07,3.654744951120392e-08,1.803186704840698e-06
1905,3.261599772486079e-07,3.457708586118713e-08,1.758786659866729e-06
1906,3.0813666285212093e-07,3.39516171843357e-08,1.8416180935787452e-06
1907,2.3348509614606883e-07,2.468564858082445e-08,1.862737850188978e-06
1908,3.118732081475173e-07,3.1432890512661515e-08,2.0136694374173203e-06
1909,2.711985018777341e-07,1.925344284003927e-08,1.8312773839568308e-06
1910,2.6934520747090573e-07,3.0996074040778865e-08,1.9527527541640666e-06
1911,2.2877608785165648e-07,2.926205855402486e-08,1.9908838986282262e-06
1912,2.2556794476713549e-07,2.0316743343240518e-08,2.2176505538595848e-06
1913,2.89012945131617e-07,2.9166443149541976e-08,2.0808931875393455e-06
1914,3.0068378009673324e-07,2.009023103433094e-08,1.937368002913331e-06
1915,2.485740822066873e-07,2.5917675783304617e-08,2.1240713605763517e-06
1916,2.274404664603935e-07,1.3184954683609362e-08,2.0063105363732348e-06
1917,2.544210531141289e-07,1.5352994542361387e-08,2.068267733079665e-06
1918,2.664839371391281e-07,2.2972751700933713e-08,1.9756566658202246e-06
1919,2.4584954871897935e-07,1.5653342511079416e-08,1.9796872905430973e-06
1920,2.1202248490226339e-07,1.514446346106979e-08,1.7900756041910881e-06
1921,2.665607041762996e-07,3.9378285743296715e-08,1.7561201284266303e-06
1922,2.257648219483599e-07,2.3609393107193455e-08,2.100498328161393e-06
1923,2.1762693336313532e-07,2.653987118961254e-08,1.778171263566719e-06
1924,2.436516979287262e-07,1.6759111653996683e-08,1.8937796202322943e-06
1925,2.958509810468968e-07,2.9695081282810065e-08,1.6695233737706872e-06
1926,2.641634750943922e-07,1.6719207796001e-08,1.933854943736435e-06
1927,2.675813846053643e-07,2.3413371907921032e-08,1.8942533435151176e-06
