year,petites_ADJ îles_NOUN,petites_ADJ iles_NOUN,petites_ADJ villes_NOUN
1928,3.1078832307684934e-07,6.969885013585753e-08,1.727617481073196e-06
1929,2.8519440320451395e-07,7.352668252025296e-08,2.06988748274739e-06
1930,3.088059372657881e-07,4.411513498947528e-08,2.029296291006233e-06
1931,3.170689240050706e-07,2.167017854048936e-08,1.7073819051915962e-06
1932,2.575491180323297e-07,1.753525857850491e-08,1.8839442859075461e-06
1933,3.750906500954443e-07,4.244145013210243e-08,1.597863287017276e-06
1934,3.211063415164972e-07,2.516131836216573e-08,2.003320254573282e-06
1935,4.06921657258863e-07,2.393656917121234e-08,1.7186455982809434e-06
1936,2.825058516009449e-07,2.424942913137329e-08,1.7059472980918144e-06
1937,2.757454922175384e-07,3.9032466481181416e-08,1.7690520719426672e-06
1938,2.567112460383214e-07,4.4081729599909636e-08,1.653064894746592e-06
1939,3.0588100230488635e-07,4.7411556458598625e-08,1.4758758553057305e-06
1940,5.096923700875777e-07,2.5357829303018775e-07,1.792798562938458e-06
1941,3.0400477157854766e-07,7.083606057278757e-08,1.475751306045936e-06
1942,3.307290796783491e-07,3.9444753019424184e-08,1.6263374886804627e-06
1943,2.8742027780026547e-07,2.6129116648121453e-08,1.7012958304363224e-06
1944,2.8597355594683904e-07,2.79547204939945e-07,1.4395074483530834e-06
1945,2.9191954808993614e-07,4.57485849203465e-08,1.799444309114051e-06
1946,3.2993017384796985e-07,3.480276067335808e-08,2.022736406814829e-06
1947,2.68219594090624e-07,2.145756794469378e-08,1.952638600144496e-06
1948,2.89192229274704e-07,3.261566394741067e-08,1.662311682082418e-06
1949,3.3083318839999265e-07,2.5524221625161658e-08,2.111638426782747e-06
1950,2.1908844871632027e-07,1.5953042220573366e-08,1.5548898097961228e-06
1951,3.7528133134401287e-07,3.838104589704017e-08,1.5917472966364699e-06
1952,2.9630899689436774e-07,2.5307528850326833e-08,1.8063248568012114e-06
1953,2.715004541187227e-07,3.6631013222709896e-08,1.7701398640213029e-06
1954,3.293344548183086e-07,4.8862680568362293e-08,1.9359393217399656e-06
1955,2.965851990666124e-07,3.378818824728569e-08,1.7860811603043203e-06
1956,2.7384385248296894e-07,3.5756680505372174e-08,1.6517841601171313e-06
1957,2.659346307609667e-07,4.5058692110799825e-08,1.553199599158006e-06
1958,3.242719515128556e-07,3.7225095672610564e-08,1.809139671848925e-06
1959,2.4724886316107586e-07,1.1626121954044777e-08,1.6323075113788832e-06
1960,2.505341569758457e-07,1.3841666590685975e-08,1.9925080234628467e-06
1961,3.043293759219523e-07,2.709782043197606e-08,1.7599687645031281e-06
1962,2.7080153586211964e-07,2.0928456578861443e-08,1.7415012365518123e-06
1963,2.7610047936832416e-07,1.8104948984465352e-08,2.4105445870503672e-06
1964,2.944640584701119e-07,2.494427059351878e-08,2.013793481303594e-06
1965,2.1724012810864224e-07,2.243537777779636e-08,2.24463213527315e-06
1966,3.135116344310518e-07,1.6063317120895704e-08,2.3729396829708094e-06
1967,2.5884261845021683e-07,2.5637744260897932e-08,1.8365500489281317e-06
1968,2.98679140087188e-07,3.0092486724697665e-08,2.222352508240988e-06
1969,2.51613386126337e-07,2.1800437122188043e-08,2.162785087023167e-06
1970,3.039757245915098e-07,3.127132980340619e-08,2.4051332268015813e-06
1971,2.5537835313116375e-07,2.466430815140086e-08,2.216704569235617e-06
1972,3.1139990142037277e-07,2.821580757927933e-08,2.610218778897888e-06
1973,2.3761907641528524e-07,4.520827023846152e-08,2.426360902418878e-06
1974,2.8409135666151997e-07,4.050411583911284e-08,2.5135053718372546e-06
1975,2.0332869610228954e-07,5.425906257627844e-08,2.978536802089593e-06
1976,2.576800568476756e-07,4.8564977706000434e-08,2.4830987079837996e-06
1977,2.28606808150289e-07,1.1577260466966166e-07,2.52466536565521e-06
1978,2.5841572437457216e-07,4.396037611709147e-08,2.7706917045122736e-06
1979,2.4636807438582764e-07,2.3993090847440612e-08,3.123198176524511e-06
1980,2.5867436193038884e-07,3.6953479443102566e-08,2.753318494086443e-06
1981,2.138035739562838e-07,1.9609203649739726e-08,2.610554339810278e-06
1982,2.9423560476971033e-07,2.3588508479832626e-08,2.265738267226425e-06
1983,2.9366219678195193e-07,1.7682884934089316e-08,2.7951587924235355e-06
1984,3.4040181162708905e-07,2.377593527613797e-08,2.8461533752022206e-06
1985,3.146136862142157e-07,1.8046674155058895e-08,2.252224991394769e-06
1986,3.440834746015753e-07,2.6375736039696562e-08,2.637573601305121e-06
1987,3.972031095145212e-07,2.8720839040374813e-08,2.716258038049091e-06
1988,3.777828965212393e-07,2.6984491918735642e-08,2.752418104989829e-06
1989,2.870287971745711e-07,1.4269117887266702e-08,2.4734966999062635e-06
1990,3.0512444482155843e-07,2.9967580417178397e-08,2.0851987905246006e-06
1991,3.475848870948539e-07,1.7584395661796037e-08,2.056788247273289e-06
1992,3.7081923665027716e-07,2.3692760031668314e-08,2.2309763920702608e-06
1993,2.9690150427086337e-07,7.75489034099408e-09,3.0338239085381247e-06
1994,3.6713490203510446e-07,1.1604838645595805e-08,2.2666359384970747e-06
1995,3.231780567602982e-07,1.0302656394678422e-08,2.750809336760085e-06
1996,3.42705504863261e-07,1.1743802819097482e-08,2.547871510216737e-06
1997,3.730427806658554e-07,1.7741109470392757e-08,2.4233396018757958e-06
1998,2.846573181614076e-07,5.721755180765342e-09,2.8608776361238597e-06
1999,2.687278310986585e-07,1.188252293782277e-08,2.1420531837179624e-06
2000,3.1102942443794745e-07,1.281229122795935e-08,2.265566656944884e-06
2001,3.373532990735839e-07,1.0953029677684967e-08,2.3439483953779927e-06
2002,3.3034410762411426e-07,1.1391175724906333e-08,2.2414328029185526e-06
2003,2.9668490242329426e-07,8.750538127433316e-09,2.187217859273005e-06
2004,3.6515720580609923e-07,7.047666006343434e-09,2.1755263261979962e-06
2005,3.643533545982791e-07,8.557124231423074e-09,1.7915916004085375e-06
2006,3.393141412288969e-07,4.94146779050908e-09,1.8275195365902164e-06
2007,3.1995779181670514e-07,7.58951093637883e-09,2.0184105444798206e-06
2008,3.15050527888161e-07,5.108927586539025e-09,1.9316003374569846e-06
2009,4.1483275481368764e-07,6.675469510497578e-09,2.621552340542621e-06
2010,3.571187505713169e-07,3.779034363216027e-09,1.814881327888429e-06
2011,7.410857847389707e-07,2.294383100176489e-09,1.8297706025904859e-06
2012,5.399144811235601e-07,5.446804340891731e-09,1.7433177763592766e-06
2013,3.70116879366833e-07,1.6734749697100426e-09,1.519236421998471e-06
2014,3.7180694789640256e-07,2.381989674948848e-09,1.467089135509525e-06
2015,4.0563330117038277e-07,1.5516028045725605e-09,1.5256687921905154e-06
2016,4.7661535518273013e-07,4.1426801711264005e-09,1.5700757991510272e-06
2017,3.0765926339881844e-07,3.5218559180094644e-09,1.3453488945103231e-06
2018,4.042576904339512e-07,2.839613377769723e-09,1.5623037077361346e-06
2019,4.050968414048839e-07,2.040790147983529e-09,1.6392647737006882e-06
