year,véritables_ADJ iles_NOUN,véritables_ADJ villes_NOUN
1800,0.0,0.0
1801,0.0,0.0
1802,0.0,0.0
1803,0.0,5.851017448321727e-09
1804,0.0,0.0
1805,0.0,0.0
1806,0.0,4.610670600868616e-08
1807,0.0,0.0
1808,9.064295980465431e-09,9.064295980465431e-09
1809,0.0,6.7770917766551975e-09
1810,0.0,0.0
1811,0.0,2.5070767684098882e-09
1812,0.0,0.0
1813,0.0,0.0
1814,0.0,0.0
1815,0.0,0.0
1816,0.0,2.3176038865813098e-09
1817,0.0,1.556873407970727e-09
1818,0.0,0.0
1819,0.0,0.0
1820,0.0,1.1866481131050932e-08
1821,0.0,6.903041693817613e-09
1822,0.0,0.0
1823,0.0,0.0
1824,0.0,8.421112696055388e-10
1825,2.641632912414593e-09,8.805443041381977e-10
1826,0.0,5.284790383086602e-09
1827,0.0,1.8434546111834038e-09
1828,9.172301251858528e-10,1.8344602503717056e-09
1829,4.286587973467704e-09,0.0
1830,0.0,5.218417697960831e-09
1831,0.0,1.091384405071949e-08
1832,0.0,2.1647950987357945e-08
1833,0.0,2.3167257001688313e-09
1834,0.0,2.8003592777992026e-09
1835,0.0,5.294161553592858e-09
1836,0.0,1.0753200108126748e-08
1837,0.0,2.0177884252348122e-08
1838,0.0,1.3255539776935166e-08
1839,1.3982950353153e-09,2.027527834513876e-08
1840,1.2739377330817092e-09,1.7835128929277744e-08
1841,0.0,1.4125206782011901e-08
1842,0.0,6.708265054555795e-09
1843,0.0,2.4218335781256428e-08
1844,1.097712254427563e-09,7.1351298203126134e-09
1845,5.580227946389016e-10,2.4553003186156275e-08
1846,2.3418005312692003e-09,2.8101606375230404e-08
1847,0.0,1.7258315665458213e-08
1848,0.0,6.43617736884039e-09
1849,0.0,1.0893239199560867e-08
1850,6.788996032014438e-10,4.0055077477063605e-08
1851,1.2898877521649865e-09,1.2253933867611977e-08
1852,0.0,9.765818376195057e-09
1853,0.0,1.2541057081705276e-08
1854,5.195664454227256e-10,1.1430461910322265e-08
1855,0.0,1.8574279891936385e-08
1856,0.0,6.212626857404757e-09
1857,0.0,2.2943092758964667e-08
1858,3.4255731584664773e-09,1.6149130033227266e-08
1859,5.092173349652285e-10,1.9350258284589472e-08
1860,0.0,2.4716793944890014e-08
1861,4.715963730639317e-10,3.8670901147952463e-08
1862,1.8071945051545413e-09,1.9427341513278407e-08
1863,0.0,1.9479021062807078e-08
1864,4.794727948009836e-10,6.712618905169165e-09
1865,2.3534221238463715e-09,1.7886009118228685e-08
1866,0.0,2.1895258939252926e-08
1867,1.455843445796745e-09,2.717574432153924e-08
1868,0.0,3.062721987134864e-08
1869,4.883519144627257e-10,1.2208797528501236e-08
1870,5.734048791339319e-10,1.6055336615750093e-08
1871,0.0,3.292564798584863e-08
1872,0.0,2.2979889990892843e-08
1873,5.986004469882289e-10,1.4366410283628284e-08
1874,0.0,2.7483201492373155e-08
1875,1.1443054281912168e-09,9.7265964171811e-09
1876,6.04601479992084e-10,2.0556450763820067e-08
1877,1.2369631985365004e-09,3.216104360603822e-08
1878,1.2078177347163432e-09,2.1740719446938783e-08
1879,0.0,2.3215436684154156e-08
1880,0.0,2.9522093214495726e-08
1881,0.0,4.5321300490286376e-08
1882,0.0,3.1945848633085916e-08
1883,1.8958017378167824e-09,3.222862687835004e-08
1884,6.601696966868076e-09,3.6969503014461225e-08
1885,3.2228177904158883e-09,2.4493415295978593e-08
1886,1.936039106809062e-09,2.5168509054651622e-08
1887,0.0,3.0685946228459215e-08
1888,6.340614699951175e-10,2.53624587998047e-08
1889,0.0,4.573549716724301e-08
1890,6.554386478008212e-10,3.47382496102e-08
1891,0.0,1.5935549768641977e-08
1892,1.2537024751679837e-09,2.1312942521944933e-08
1893,1.2316833108982905e-09,4.618812354806323e-08
1894,1.8904617871129403e-09,3.528862180246506e-08
1895,1.2037228991346183e-09,2.2870734639468537e-08
1896,1.179405795248556e-09,3.4792471126365854e-08
1897,0.0,2.9716238358901137e-08
1898,5.6583548957434e-10,3.451596342074481e-08
1899,0.0,4.2009595802028343e-08
1900,2.595526460424935e-09,4.464305547458025e-08
1901,0.0,4.973977496547377e-08
1902,4.910283846193408e-10,3.289890315727462e-08
1903,1.6200660812870638e-09,3.348136701220028e-08
1904,5.374625189347171e-10,2.579820090886642e-08
1905,1.5482277682110634e-09,3.1996705729397945e-08
1906,3.0865106026567446e-09,4.78409170057148e-08
1907,5.142843373384665e-10,5.965698335330671e-08
1908,4.911389073214423e-10,3.929111258571538e-08
1909,1.1001967115120692e-09,3.300590023513905e-08
1910,0.0,3.366815093386322e-08
1911,5.320374141248863e-10,2.8197982615552064e-08
1912,5.209421227725386e-10,3.229841283314272e-08
1913,5.30298971401777e-10,4.295421618394357e-08
1914,6.696743715117748e-10,5.6922321078900495e-08
1915,0.0,6.243804051564439e-08
1916,0.0,5.6036057571873243e-08
1917,1.0966424435210342e-09,7.347504293875318e-08
1918,0.0,5.054005569604669e-08
1919,0.0,4.327688785110695e-08
1920,0.0,3.407504323149624e-08
1921,7.572747429129834e-10,2.3475516641724425e-08
1922,0.0,3.6889677090812256e-08
1923,1.0615948120573648e-09,3.503262746562541e-08
1924,0.0,2.4494086758863887e-08
1925,0.0,5.169143690864075e-08
1926,2.229227691330493e-09,3.6782257240020044e-08
1927,0.0,3.2332753363562006e-08
1928,0.0,3.085031252680892e-08
1929,0.0,4.121950425428622e-08
1930,0.0,3.676261073337628e-08
1931,0.0,3.9918749195066994e-08
1932,0.0,7.452484851455665e-08
1933,0.0,4.473558234963093e-08
1934,1.1981580172459871e-09,4.4331848414458364e-08
1935,0.0,3.111753699158726e-08
1936,0.0,2.3036957230715416e-08
1937,2.5182236296217297e-09,4.0291578073947676e-08
1938,1.2965214457594243e-09,4.537825049055755e-08
1939,0.0,3.211750509990452e-08
1940,0.0,4.564409294971483e-08
1941,0.0,2.9515025090631752e-08
1942,0.0,3.034211815133858e-08
1943,0.0,4.3548528338988035e-08
1944,0.0,2.8918675454292497e-08
1945,0.0,1.742803235060819e-08
1946,1.3921104269343232e-09,5.290019799986112e-08
1947,0.0,4.172304812755101e-08
1948,0.0,5.6533817627268945e-08
1949,0.0,6.577395339490977e-08
1950,2.1270722960764488e-09,5.8494489252325366e-08
1951,1.0661401761424827e-09,3.4116485636559446e-08
1952,0.0,4.74516177462192e-08
1953,0.0,4.3095308654983455e-08
1954,0.0,3.9090146231046674e-08
1955,1.8771215692936494e-09,4.223523575319632e-08
1956,8.72114158667614e-10,4.186147961604547e-08
1957,0.0,4.4175187952077977e-08
1958,0.0,8.272243690043979e-08
1959,0.0,6.278105502133258e-08
1960,6.920833350854139e-10,6.22874978262189e-08
1961,0.0,5.489045662443459e-08
1962,0.0,3.9320131151043825e-08
1963,0.0,6.466053292797369e-08
1964,0.0,5.41473177406715e-08
1965,5.472043373977442e-10,5.2531618166540284e-08
1966,5.539074754423723e-10,5.760637833418514e-08
1967,9.860671168482327e-10,6.45873967641819e-08
1968,1.7965663401398047e-09,5.749012288447375e-08
1969,9.083515606356229e-10,6.494713744586988e-08
1970,4.5987250119061684e-10,5.5184699476740207e-08
1971,1.0276794970565106e-09,5.7550053611521435e-08
1972,0.0,6.720492251588439e-08
1973,0.0,5.127279578687194e-08
1974,1.6876715580593782e-09,5.794338875375615e-08
1975,0.0,4.9118728639996334e-08
1976,5.713526873840635e-10,7.71326114090698e-08
1977,0.0,5.9355496517810025e-08
1978,0.0,5.405938097169383e-08
1979,0.0,4.096381189810927e-08
1980,0.0,5.969408078954075e-08
1981,1.8976649140967083e-09,4.99718417756867e-08
1982,0.0,6.207502423194455e-08
1983,0.0,4.16810870262907e-08
1984,0.0,5.4510678637598176e-08
1985,0.0,5.0530687190075696e-08
1986,0.0,5.2152024920815165e-08
1987,0.0,5.988600548789691e-08
1988,0.0,5.396898572485043e-08
1989,5.488122178931576e-10,4.170972900396919e-08
1990,5.44865097484859e-10,4.576866885486197e-08
1991,0.0,4.6305576262284376e-08
1992,0.0,6.99762878753063e-08
1993,0.0,6.647049133334804e-08
1994,5.274926606624319e-10,5.327675722810454e-08
1995,0.0,4.337960746170211e-08
1996,0.0,4.911044726441105e-08
1997,0.0,6.521056405972558e-08
1998,0.0,5.5787111818972335e-08
1999,0.0,5.8498574873055986e-08
2000,0.0,3.666966108539782e-08
2001,0.0,4.4688359679412315e-08
2002,0.0,5.958461102295587e-08
2003,0.0,6.41706137116671e-08
2004,0.0,4.404791198453495e-08
2005,0.0,5.224349663990324e-08
2006,0.0,3.706101026068609e-08
2007,0.0,4.393927355295091e-08
2008,0.0,6.173287658839399e-08
2009,0.0,4.815874277142029e-08
2010,0.0,4.6765549654992355e-08
2011,0.0,3.976930784688193e-08
2012,0.0,4.22127328647548e-08
2013,0.0,3.0401462680629265e-08
2014,2.1654451842767486e-10,3.421403249603827e-08
2015,0.0,3.1697027225163765e-08
2016,2.0713400439298368e-10,2.9205894591655124e-08
2017,0.0,3.5218558736005434e-08
2018,0.0,2.3749493038849323e-08
2019,0.0,3.061185438468783e-08
