year,différents_DET airs_NOUN,différents_DET verres_NOUN
1900,6.748368974740515e-09,0.0
1901,1.1736351446245408e-08,1.1177477832191585e-09
1902,3.928227076954727e-09,4.910283846193408e-10
1903,4.320176216765503e-09,1.6200660812870638e-09
1904,1.6123875568041512e-09,0.0
1905,7.741138396966107e-09,0.0
1906,4.115347618238729e-09,5.144184522798412e-10
1907,4.114274698707732e-09,1.028568674676933e-09
1908,1.964555629285769e-09,4.911389073214423e-10
1909,4.950885035270858e-09,0.0
1910,9.619471441624228e-09,5.878565634276356e-09
1911,5.852411444351446e-09,1.0640748282497725e-09
1912,5.2094213387476884e-09,5.209421227725386e-10
1913,7.42418571064718e-09,0.0
1914,2.678697486047099e-09,0.0
1915,1.1780761921542648e-09,0.0
1916,4.394984820521586e-09,0.0
1917,4.386569774084137e-09,0.0
1918,1.1486376294556067e-09,1.1486376294556067e-09
1919,9.207848372660976e-10,6.4454939163738345e-09
1920,3.028892692213958e-09,6.057785384427916e-09
1921,1.5145494858259667e-09,2.2718242842501013e-09
1922,1.4755870969551665e-09,3.6889677978990676e-09
1923,1.0615948120573648e-09,2.1231896241147297e-09
1924,5.156649773851996e-09,3.867487219366694e-09
1925,2.1996355847875293e-09,0.0
1926,5.57306911730393e-09,0.0
1927,0.0,0.0
1928,1.1426041224282812e-09,1.1426041224282812e-09
1929,4.4561625500705304e-09,0.0
1930,3.1510811737689437e-09,3.1510811737689437e-09
1931,2.2810713318222042e-09,7.983749661377715e-09
1932,7.6716757391182e-09,2.1919073223131136e-09
1933,0.0,1.1470662197865522e-09
1934,2.3963160344919743e-09,0.0
1935,1.4361940969820353e-08,0.0
1936,2.424942913137329e-09,0.0
1937,7.554670666820584e-09,5.0364472592434595e-09
1938,0.0,0.0
1939,9.176430282309411e-09,0.0
1940,7.607348528892999e-09,0.0
1941,1.4757512545315876e-08,0.0
1942,3.034211770724937e-09,0.0
1943,2.9032352077962287e-09,0.0
1944,6.4263723231761105e-09,3.2131861615880553e-09
1945,0.0,2.178504043826024e-09
1946,0.0,1.3921104269343232e-09
1947,1.1920870957027319e-09,0.0
1948,2.174377566888097e-09,1.0871887834440486e-09
1949,2.945102384188658e-09,9.817008317369869e-10
1950,1.0635361480382244e-09,1.0635361480382244e-09
1951,0.0,2.1322803522849654e-09
1952,0.0,2.1089607837865287e-09
1953,2.1547654771580937e-09,0.0
1954,1.9545072227344917e-09,6.840775057526116e-09
1955,0.0,1.8771215692936494e-09
1956,1.744228317335228e-09,6.104799332717903e-09
1957,2.6505113659425206e-09,0.0
1958,3.3088973783179654e-09,6.617794756635931e-09
1959,1.5501495642666896e-09,2.325224457422337e-09
1960,4.152500121534786e-09,6.920833350854139e-10
1961,6.948159270159238e-10,6.25334317660986e-09
1962,8.8787386332001e-09,0.0
1963,6.466053248388448e-10,3.879631726988464e-09
1964,6.083968329129164e-10,6.083968329129164e-10
1965,6.5664522708175355e-09,0.0
1966,3.3234448526542337e-09,0.0
1967,3.944268467392931e-09,4.930335695263466e-09
1968,2.6948494546985557e-09,1.7965663401398047e-09
1969,4.5417578031781147e-10,2.7250546263957176e-09
1970,3.6789800095249348e-09,0.0
1971,2.569198631618974e-09,2.569198631618974e-09
1972,4.6171320100540925e-09,5.130146862875051e-10
1973,4.410563025913916e-09,1.102640756478479e-09
1974,1.1251143350321513e-09,2.812785782069227e-09
1975,1.7134440533084216e-09,5.711480177694739e-09
1976,2.856763492431469e-09,5.713526873840635e-10
1977,1.1753563677885381e-09,0.0
1978,3.5643548113029055e-09,1.1881182704343018e-09
1979,3.5111840102075575e-09,0.0
1980,5.116635559687666e-09,3.411090521154847e-09
1981,0.0,1.2651099057237047e-09
1982,0.0,1.2415004579935385e-09
1983,2.5261264191556165e-09,0.0
1984,1.739702604197646e-09,4.059305780401701e-09
1985,1.2031116103372597e-09,0.0
1986,1.1988970927134801e-09,5.994485463567401e-10
1987,6.110816852533674e-10,0.0
1988,1.798966087207532e-09,1.1993107618124554e-09
1989,2.1952488715726304e-09,0.0
1990,2.724325431913144e-09,0.0
1991,3.5168792322792797e-09,0.0
1992,2.2039776670368383e-09,0.0
1993,1.661762283333701e-09,1.1078414852150331e-09
1994,2.1099706426497278e-09,0.0
1995,4.337960657352369e-09,5.422450821690461e-10
1996,1.6014276571496566e-09,1.067618438099771e-09
1997,4.315404922294874e-09,0.0
1998,3.814503379828693e-09,0.0
1999,1.8280804647829996e-09,0.0
2000,3.5344251969604557e-09,1.7672125984802278e-09
2001,6.133696661692056e-09,0.0
2002,3.066854992184176e-09,0.0
2003,1.2500769308587678e-09,0.0
2004,3.0833537945085254e-09,0.0
2005,3.1526248278623825e-09,4.5037495954858286e-10
2006,3.294311934354255e-09,2.8825228870488218e-09
2007,4.393927444112933e-09,7.988958938831558e-10
2008,2.554463751636149e-09,8.514879357157668e-10
2009,3.337734755248789e-09,0.0
2010,2.3618964561933353e-09,0.0
2011,1.911985902935953e-09,0.0
2012,2.382976926895708e-09,0.0
2013,1.3945624655065103e-09,1.3945624655065103e-09
2014,1.5158115873603606e-09,8.661780737106994e-10
2015,2.881548111233201e-09,8.866301581811342e-10
2016,2.899876117012923e-09,2.0713400439298368e-10
2017,1.2578056374223934e-09,7.54683426862357e-10
2018,2.581466596041082e-09,0.0
2019,3.826481798085979e-09,0.0
