year,tes_DET oies_NOUN,tes_DET voies_NOUN
1901,5.588738916095792e-10,1.397184767881754e-08
1902,0.0,1.0311596021495006e-08
1903,0.0,1.6200660590826033e-08
1904,5.374625189347171e-10,2.9022976022474722e-08
1905,0.0,2.9416326707831786e-08
1906,5.144184522798412e-10,4.1153477070565714e-08
1907,0.0,3.1371342856800766e-08
1908,2.9468334439286537e-09,4.125566954726878e-08
1909,1.1001967115120692e-09,3.5206294768386215e-08
1910,3.206490406526541e-09,1.603245225467731e-08
1911,2.128149656499545e-09,2.606983251496331e-08
1912,1.0418842455450772e-09,3.073558596522474e-08
1913,0.0,2.4393752795504042e-08
1914,6.696743715117748e-10,2.8795998474606677e-08
1915,0.0,2.3561524287174507e-08
1916,0.0,3.296238504368887e-08
1917,4.386569774084137e-09,1.6449636319748606e-08
1918,3.44591288836682e-09,5.054005569604669e-08
1919,2.762354567309444e-09,3.1306683467846597e-08
1920,0.0,4.391894492528081e-08
1921,0.0,1.6660044011018726e-08
1922,1.4755870969551665e-09,2.4347186822204492e-08
1923,0.0,4.140219900250486e-08
1924,0.0,6.187979861849158e-08
1925,0.0,2.9695080838720855e-08
1926,0.0,3.0094573277850145e-08
1927,0.0,2.5643217327342427e-08
1928,1.1426041224282812e-09,1.9424270192303084e-08
1929,4.4561625500705304e-09,3.11931371843599e-08
1930,0.0,2.10072066408884e-08
1931,0.0,1.8248571542756054e-08
1932,4.383814644626227e-09,3.397456405096477e-08
1933,1.1470662197865522e-09,2.4088391503696016e-08
1934,3.5944740517379614e-09,2.516131836216573e-08
1935,0.0,2.5133395809007197e-08
1936,3.6374143697059935e-09,4.607391446143083e-08
1937,1.2591118148108649e-09,2.5182236740306507e-08
1938,0.0,6.87156370693387e-08
1939,0.0,1.6823456405745674e-08
1940,0.0,5.832300686847702e-08
1941,0.0,2.3612020783048138e-08
1942,9.102635090130207e-09,3.034211726316016e-08
1943,2.9032352077962287e-09,6.387117412742782e-08
1944,0.0,4.177142010064472e-08
1945,0.0,8.278315677401338e-08
1946,0.0,3.480276067335808e-08
1947,0.0,3.5762614203349585e-08
1948,0.0,3.152847383169899e-08
1949,0.0,3.141442661558358e-08
1950,0.0,3.935083658923588e-08
1951,0.0,3.1984203729962246e-08
1952,1.0544803918932644e-09,2.847097024805123e-08
1953,0.0,1.185120990232491e-08
1954,0.0,1.9545073115523337e-08
1955,9.385607846468247e-10,3.2849628350817284e-08
1956,0.0,4.098936656760088e-08
1957,0.0,2.7388617263035542e-08
1958,1.6544486891589827e-09,2.481672983778438e-08
1959,2.325224457422337e-09,3.2553141515734296e-08
1960,1.3841666701708277e-09,4.567750067074883e-08
1961,6.948159270159238e-10,5.002674807741414e-08
1962,6.341956404476434e-10,3.04413912965984e-08
1963,1.939815863494232e-09,3.814971250015731e-08
1964,6.083968329129164e-10,2.981144575642247e-08
1965,1.6416130677043839e-09,2.7360216592331454e-08
1966,1.1078149508847446e-09,4.542041442956446e-08
1967,1.9721342336964653e-09,3.254021624377046e-08
1968,1.3474247273492779e-09,2.3804504478697197e-08
1969,9.083515606356229e-10,1.7712856015261735e-08
1970,9.197450023812337e-10,3.2191075416410087e-08
1971,0.0,3.545494231538271e-08
1972,1.5390440033513642e-09,2.7189777540570503e-08
1973,0.0,1.1577728109557484e-08
1974,0.0,1.7439271360331077e-08
1975,0.0,3.255543745694922e-08
1976,5.713526873840635e-10,2.571087143188322e-08
1977,1.7630346071939584e-09,1.586731124270102e-08
1978,1.1881182704343018e-09,3.7425726739925835e-08
1979,5.851973350345929e-10,1.9896709724243067e-08
1980,5.685150683554241e-10,2.5583178242527538e-08
1981,0.0,2.8464972212649542e-08
1982,6.207502289967692e-10,2.2967759139014277e-08
1983,6.315316047889041e-10,1.8945948254689426e-08
1984,5.799008495621649e-10,3.4794050585151837e-08
1985,1.2031116103372597e-09,2.285912081845254e-08
1986,5.994485463567401e-10,3.057187569766029e-08
1987,6.110816852533674e-10,2.383218494772521e-08
1988,0.0,2.2786904585458956e-08
1989,1.0976244357863152e-09,2.1952487827547884e-08
1990,0.0,2.288433365027487e-08
1991,0.0,1.9928982020189778e-08
1992,2.7549720282848966e-09,2.0937788391961476e-08
1993,0.0,1.9941146733870596e-08
1994,5.274926606624319e-10,2.8484602898615208e-08
1995,0.0,2.060531301140145e-08
1996,4.804283193493575e-09,3.576521767634233e-08
1997,4.79489448146353e-10,2.5412940307667498e-08
1998,1.43043876743576e-09,3.146965354972053e-08
1999,1.3710603763428253e-09,2.3765045487067482e-08
2000,1.7672125984802278e-09,2.5182780416521666e-08
2001,8.762423564512289e-10,1.7962968223983466e-08
2002,4.38122149670761e-10,4.687907040334949e-08
2003,2.9168460979889232e-09,2.3751460132004354e-08
2004,8.809582507929292e-10,3.8321682938047275e-08
2005,0.0,3.2877372824202666e-08
2006,4.1178899179428186e-10,3.0060596845071785e-08
2007,7.988958938831558e-10,4.2341482542340714e-08
2008,1.2772318758180745e-09,3.916844670825981e-08
2009,9.53638501499654e-10,4.148327348296732e-08
2010,0.0,3.448368879332975e-08
2011,1.911985902935953e-09,5.81243750907845e-08
2012,3.404252713057332e-10,4.9702090443304314e-08
2013,1.3945624655065103e-09,5.550358661565724e-08
2014,8.661780737106994e-10,3.529675574043267e-08
2015,2.659890530054554e-09,6.228576587830048e-08
2016,1.0356699942093428e-09,9.051755922584448e-08
2017,7.54683426862357e-10,4.565834608172281e-07
2018,1.290733298020541e-09,4.930601571473403e-08
2019,2.5509878653906526e-09,5.7397225194932844e-08
