year,grands_ADJ ans_NOUN,grands_ADJ vents_NOUN
1939,0.0,2.0494027808126702e-07
1940,0.0,2.510425076707179e-07
1941,0.0,2.449747285027115e-07
1942,0.0,2.730790527039062e-07
1943,0.0,2.787105870538653e-07
1944,0.0,1.9279116258985596e-07
1945,0.0,1.5903079031431844e-07
1946,0.0,2.2830610646451532e-07
1947,0.0,2.2530446130986093e-07
1948,0.0,2.217865073816938e-07
1949,0.0,1.4234662160106382e-07
1950,0.0,1.8718236560744117e-07
1951,1.0661401761424827e-09,1.7591312939657655e-07
1952,0.0,1.8769750909086724e-07
1953,0.0,1.3682760879873967e-07
1954,0.0,1.5342881454216695e-07
1955,0.0,1.7738798874233908e-07
1956,0.0,1.5872477376888128e-07
1957,0.0,1.5372965833648777e-07
1958,0.0,1.4890038357862068e-07
1959,0.0,1.4493897992906568e-07
1960,6.920833350854139e-10,2.013962472346975e-07
1961,0.0,1.3548910260396951e-07
1962,6.341956404476434e-10,1.420598181312016e-07
1963,0.0,1.739368258313334e-07
1964,0.0,1.4844883367004513e-07
1965,1.0944086747954884e-09,1.8221903985704557e-07
1966,3.3234448526542337e-09,1.678339600630352e-07
1967,0.0,1.6122197621371015e-07
1968,8.982831700699023e-10,1.5944526410294202e-07
1969,4.5417578031781147e-10,1.353443792595499e-07
1970,2.2993624781975086e-09,1.338228940994668e-07
1971,0.0,1.3565369272328098e-07
1972,5.130146862875051e-10,1.333838213213312e-07
1973,1.102640756478479e-09,1.4499725864425272e-07
1974,0.0,1.3838906909313664e-07
1975,0.0,1.0509123171686952e-07
1976,0.0,1.2169812180218287e-07
1977,1.1753563677885381e-09,1.1812331734972759e-07
1978,0.0,1.473266593166045e-07
1979,1.7555920051037788e-09,1.4864012598536647e-07
1980,5.685150683554241e-10,1.2336776933352667e-07
1981,2.5302198114474095e-09,1.5181318246959563e-07
1982,0.0,1.4587629948437097e-07
1983,0.0,1.370423632351958e-07
1984,0.0,1.2235908286584163e-07
1985,0.0,1.16701826868848e-07
1986,0.0,1.2948088112807454e-07
1987,0.0,1.2282741579383583e-07
1988,0.0,1.1153590406820513e-07
1989,0.0,1.2348274935902737e-07
1990,5.44865097484859e-10,2.2284982037490408e-07
1991,1.1722930404189924e-09,1.4653663527042227e-07
1992,5.509944167592096e-10,1.4160556816023018e-07
1993,0.0,1.4180371010752424e-07
1994,5.274926606624319e-10,1.2396077408993733e-07
1995,0.0,1.203784023573462e-07
1996,0.0,1.3451992231239274e-07
1997,0.0,1.3329807302397967e-07
1998,4.768129224785866e-10,1.201568551323362e-07
1999,4.570201161957499e-10,1.4487537214336044e-07
2000,4.4180314962005696e-10,1.1310160630273458e-07
2001,0.0,1.1873083849422983e-07
2002,4.38122149670761e-10,1.5684773302382382e-07
2003,4.1669229178253886e-10,1.0750660806024825e-07
2004,0.0,1.1364361540699974e-07
2005,0.0,1.9185972632840276e-07
2006,8.235779835885637e-10,1.5565623812108242e-07
2007,3.994479469415779e-10,1.5218967064356548e-07
2008,0.0,1.1324789284117287e-07
2009,0.0,1.301716565649258e-07
2010,0.0,1.2707003804734995e-07
2011,0.0,1.1280717160389031e-07
2012,0.0,1.5217010229662264e-07
2013,0.0,1.414086341355869e-07
2014,0.0,1.810312113548207e-07
2015,6.649726325136385e-10,1.5250039098191337e-07
2016,0.0,1.4602947828734614e-07
2017,5.031222660711876e-10,1.0288850660344906e-07
2018,0.0,1.3036407153776963e-07
2019,0.0,1.510184688413574e-07
