year,grands_ADJ ans_NOUN,grands_ADJ vents_NOUN
1800,0.0,3.804439074883703e-07
1801,9.524730337773235e-09,2.7383600809116615e-07
1802,0.0,7.00443933965289e-07
1803,0.0,7.235758516799251e-07
1804,0.0,5.339198310139182e-07
1805,0.0,6.453332161981962e-07
1806,0.0,3.054569219784753e-07
1807,0.0,1.5942949005420815e-07
1808,0.0,2.0847880932706175e-07
1809,0.0,7.454800652340055e-07
1810,2.3401267590372754e-09,3.299578850146645e-07
1811,0.0,6.393045737240755e-07
1812,2.6672082320544632e-09,3.334010330036108e-07
1813,0.0,1.8979895344273245e-07
1814,0.0,2.391474538399052e-07
1815,0.0,3.020890346761007e-07
1816,0.0,2.897004947044479e-07
1817,1.556873407970727e-09,2.646684720275516e-07
1818,2.384235475716423e-09,2.22926018977887e-07
1819,0.0,1.604412744882211e-07
1820,0.0,2.444495237341471e-07
1821,0.0,1.5581152013055544e-07
1822,0.0,1.4837911521681235e-07
1823,0.0,2.0852469617693714e-07
1824,0.0,1.8526448286593222e-07
1825,8.805443041381977e-10,2.685660263068712e-07
1826,0.0,2.915442678386171e-07
1827,9.217273055917019e-10,1.640674582858992e-07
1828,9.172301251858528e-10,2.4398320874752244e-07
1829,0.0,1.8518059619054839e-07
1830,0.0,3.0162456710058905e-07
1831,0.0,2.977920416924462e-07
1832,0.0,1.0959275442701255e-07
1833,1.1583628500844156e-09,2.0503021858075954e-07
1834,0.0,1.8295681059044e-07
1835,0.0,3.1613706141797593e-07
1836,0.0,2.50011908065062e-07
1837,0.0,2.574419681877771e-07
1838,0.0,1.8683999769564252e-07
1839,0.0,2.1393914551026683e-07
1840,0.0,1.8281006930465082e-07
1841,6.420548537278137e-10,1.0658110483063865e-07
1842,0.0,1.6301083860525978e-07
1843,0.0,1.612586686405848e-07
1844,1.097712254427563e-09,1.6301027017107117e-07
1845,0.0,2.6673490083339857e-07
1846,0.0,2.019802991526376e-07
1847,1.0786447290911383e-09,1.65032645327301e-07
1848,1.6090443422100975e-09,1.7860392631519062e-07
1849,8.379414939696517e-10,1.8518507260978367e-07
1850,0.0,1.6225700960603717e-07
1851,3.2247193804124663e-09,2.0122249111409474e-07
1852,1.3021090872200602e-09,2.018269071868417e-07
1853,0.0,1.9767094272538088e-07
1854,1.558699391779328e-09,1.797699837879918e-07
1855,0.0,2.07501244631203e-07
1856,0.0,2.0864072780568677e-07
1857,4.881509085841174e-10,2.0404708322985243e-07
1858,0.0,1.5904447536740918e-07
1859,0.0,2.428966752177075e-07
1860,1.373155145145688e-09,1.8537595281031827e-07
1861,9.431927461278633e-10,2.490028805368638e-07
1862,0.0,1.671654956680868e-07
1863,0.0,2.6621327720022236e-07
1864,0.0,1.9562490649605024e-07
1865,0.0,2.3345947397501732e-07
1866,0.0,2.457134655742266e-07
1867,9.7056229719783e-10,2.6690463528211694e-07
1868,4.93987406535723e-10,2.3513800329055812e-07
1869,1.953407657850903e-09,2.1389813298355875e-07
1870,5.734048791339319e-10,1.5539272624209843e-07
1871,0.0,2.2304472224732308e-07
1872,0.0,2.2677522792946547e-07
1873,5.986004469882289e-10,2.1310175668531883e-07
1874,5.974609140757536e-10,2.6945485842588823e-07
1875,1.1443054281912168e-09,2.958029483579594e-07
1876,6.04601479992084e-10,2.56955615896004e-07
1877,6.184815992682502e-10,2.72750384056053e-07
1878,2.4156354694326865e-09,2.8806454110963386e-07
1879,6.10932526790009e-10,3.170739830693492e-07
1880,6.417846254436199e-10,2.2526640464093362e-07
1881,0.0,2.0987248205983633e-07
1882,0.0,2.8950924502169073e-07
1883,0.0,3.2228629720520985e-07
1884,6.601696966868076e-10,2.5482549403932353e-07
1885,0.0,2.481569651990867e-07
1886,0.0,3.16219740170709e-07
1887,0.0,2.64421458950892e-07
1888,6.340614699951175e-10,3.4619756661413703e-07
1889,6.265136742733546e-10,2.6689482979236345e-07
1890,0.0,2.890484438466956e-07
1891,6.374220040683554e-10,3.1679874723522516e-07
1892,0.0,2.2315903436265216e-07
1893,0.0,1.964534845910748e-07
1894,2.520615716150587e-09,3.037341969047702e-07
1895,0.0,2.5338366071991913e-07
1896,0.0,2.0049898807883437e-07
1897,5.826713556089658e-10,2.3306854757265683e-07
1898,0.0,2.2180751102496288e-07
1899,0.0,2.7748444608732825e-07
1900,5.191053142894475e-10,2.0452749538435455e-07
1901,0.0,2.17960817394669e-07
1902,0.0,2.5484374077677785e-07
1903,5.400220270956879e-10,2.602906192805676e-07
1904,5.374625189347171e-10,1.967112837064633e-07
1905,0.0,1.9817315433101612e-07
1906,5.144184522798412e-10,2.7006967684428673e-07
1907,0.0,2.447993381338165e-07
1908,4.911389073214423e-10,2.2936187349387183e-07
1909,5.500983557560346e-10,2.48644454359237e-07
1910,5.344150677544235e-10,2.506406531210814e-07
1911,0.0,2.5112166213148157e-07
1912,0.0,2.57345419640842e-07
1913,0.0,2.4446782731502026e-07
1914,0.0,2.236712361991522e-07
1915,1.1780761921542648e-09,2.2972486135586223e-07
1916,0.0,2.0986053073102084e-07
1917,0.0,2.094587046030938e-07
1918,2.2972752589112133e-09,2.0330885774910712e-07
1919,9.207848372660976e-10,2.0165188630016928e-07
1920,0.0,3.1727651617075026e-07
1921,0.0,2.347551770753853e-07
1922,0.0,3.017575522790139e-07
1923,1.0615948120573648e-09,2.685834772364615e-07
1924,0.0,2.707241151256312e-07
1925,0.0,2.551577154008555e-07
1926,0.0,2.1734969379849645e-07
1927,0.0,3.445110507982463e-07
1928,1.1426041224282812e-09,2.2395040844003233e-07
1929,0.0,2.09439633636066e-07
1930,0.0,2.1532387961542554e-07
1931,0.0,2.2696659129906038e-07
1932,0.0,2.0603928874152189e-07
1933,2.2941324395731044e-09,1.8123645872947236e-07
1934,0.0,2.0488502627813432e-07
1935,1.196828414151696e-09,1.9388620842164528e-07
1936,0.0,1.8793308242948115e-07
1937,2.5182236296217297e-09,2.2538101518421172e-07
1938,0.0,2.541181913784385e-07
