year,anciennes_ADJ îles_NOUN,anciennes_ADJ iles_NOUN,anciennes_ADJ villes_NOUN
1800,1.8864987794131594e-08,0.0,4.904896400148573e-07
1801,2.3811825844433088e-09,0.0,5.452907885228342e-07
1802,1.5664880947952042e-08,0.0,4.856112809648039e-07
1803,2.5354410126965377e-08,0.0,4.212732847008738e-07
1804,2.2246657849223084e-08,0.0,7.687456218263833e-07
1805,2.842877711017877e-09,0.0,5.42989653240511e-07
1806,0.0,0.0,5.561621492233826e-07
1807,2.562259560079383e-08,0.0,4.868293217441533e-07
1808,1.3596443970698147e-08,0.0,4.781416009791428e-07
1809,6.7770917766551975e-09,0.0,5.918660122006258e-07
1810,0.0,0.0,5.639705591420352e-07
1811,2.5070767684098882e-09,0.0,4.3873842514585704e-07
1812,0.0,0.0,3.4673706750254496e-07
1813,3.4508900625951355e-08,0.0,4.888760827270744e-07
1814,4.405347908686963e-08,3.1466771410748606e-09,9.754699021868873e-07
1815,0.0,0.0,6.041780693522014e-07
1816,2.3176038865813098e-09,2.3176038865813098e-09,2.248075787747439e-07
1817,0.0,0.0,3.0981780696492933e-07
1818,1.1921177378582115e-09,0.0,3.0518214089170215e-07
1819,3.1053151161586356e-09,0.0,4.17147305142862e-07
1820,0.0,0.0,3.749808001884958e-07
1821,2.9584463767662328e-09,0.0,4.477115567169676e-07
1822,9.023054303725075e-09,0.0,3.8799134927103296e-07
1823,0.0,0.0,2.3421968364800705e-07
1824,2.5263338088166165e-09,0.0,2.930547111645865e-07
1825,8.805443041381977e-10,0.0,4.490775893373211e-07
1826,6.1655889282974385e-09,0.0,4.3423364104455686e-07
1827,0.0,0.0,4.774547619490477e-07
1828,1.8344602503717056e-09,0.0,3.43044064265996e-07
1829,1.800366966620004e-08,8.57317605795771e-10,5.495405730471248e-07
1830,5.218417697960831e-09,0.0,3.7676977626688313e-07
1831,0.0,0.0,3.96016645254349e-07
1832,2.705993873419743e-09,0.0,3.747801429199171e-07
1833,1.1583628500844156e-09,0.0,5.154714699528995e-07
1834,3.360431222176885e-08,9.334530925997342e-10,4.3312223851899034e-07
1835,6.806779140333674e-09,7.563087933704082e-10,4.2882709294644883e-07
1836,2.016225053580456e-08,2.016224964762614e-09,4.4222534256732615e-07
1837,4.174734336004349e-09,2.0873671680021744e-09,3.7503031080632354e-07
1838,5.680945491803868e-09,0.0,5.396898359322222e-07
1839,9.788065469251706e-09,6.9914751765765e-10,3.8173453731360496e-07
1840,1.2739377330817092e-09,6.369688665408546e-10,4.605284971148649e-07
1841,2.5682194149112547e-09,1.926164561183441e-09,4.0000017520469555e-07
1842,5.366612043644636e-09,6.708265054555795e-10,3.8371277355508937e-07
1843,5.31621990873532e-09,0.0,3.29014937960892e-07
1844,2.5796238034558883e-08,5.488561383160118e-09,3.6224503219273174e-07
1845,9.48638767539478e-09,1.674068439427856e-09,3.0021627139831253e-07
1846,1.6392604607062822e-08,1.7563503984519002e-09,3.553682290657889e-07
1847,1.7258315665458213e-08,5.393223645455691e-10,3.030991706509667e-07
1848,2.413566457803995e-09,0.0,3.0652293503408146e-07
1849,0.0,0.0,3.0082100010986323e-07
1850,4.073397619208663e-09,6.788996032014438e-10,3.0686263130519364e-07
1851,5.8044946626978344e-09,6.449438760824933e-10,3.418202538796322e-07
1852,4.557382027314816e-09,6.510545436100301e-10,2.8320872047515877e-07
1853,8.360704129017904e-09,1.1943863675867306e-09,4.514780584941036e-07
1854,8.832629738719788e-09,5.195664454227256e-10,3.034268161172804e-07
1855,1.2736649068756378e-08,0.0,3.4654300407055416e-07
1856,6.212626857404757e-09,3.1063134287023786e-09,2.7594418838816637e-07
1857,2.2943092758964667e-08,9.763018171682347e-10,2.9484314723049465e-07
1858,7.34051397444091e-09,1.4681028059904122e-09,2.5985420393226377e-07
1859,2.34239969643113e-08,1.018434669930457e-09,2.3525841186256002e-07
1860,9.612086238064421e-09,1.8308735638683515e-09,2.7371558530830953e-07
1861,4.715963730639317e-10,1.8863854922557266e-09,2.3579818275720754e-07
1862,4.066187830886747e-09,0.0,4.540576128420071e-07
1863,7.491931519609807e-09,0.0,2.5522513169562444e-07
1864,6.712618905169165e-09,9.589455896019672e-10,2.593947954210307e-07
1865,6.118897832863013e-09,0.0,2.6734875291367644e-07
1866,2.432806400776144e-09,0.0,2.6809527753357543e-07
1867,3.88224918879132e-09,4.85281148598915e-10,2.2274404898325884e-07
1868,7.903798504571569e-09,1.975949626142892e-09,2.9194654871389503e-07
1869,1.0255390314739543e-08,4.883519366671862e-09,2.392924329797097e-07
1870,7.454262984651905e-09,5.734048791339319e-10,3.205333314326708e-07
1871,4.248470908407853e-09,0.0,2.0498872288499115e-07
1872,1.8142017887967654e-09,0.0,2.527787898998213e-07
1873,4.190203295451056e-09,5.986004469882289e-10,2.556024014666036e-07
1874,2.6885741633009275e-08,0.0,2.5810311399254715e-07
1875,1.1443054503956773e-08,3.4329163400848017e-09,2.168458763662784e-07
1876,4.836811839936672e-08,3.627608879952504e-09,2.841626951521903e-07
1877,1.36065949618569e-08,0.0,2.3997085918381345e-07
1878,2.113680963589104e-08,0.0,2.2827755685739248e-07
1879,9.774920428640144e-09,4.887460103297769e-09,2.7736336960515473e-07
1880,2.5671385017744797e-08,6.417846254436199e-10,2.5992278551711934e-07
1881,1.1853263259808955e-08,0.0,2.844783182354149e-07
1882,1.5972924316542958e-08,0.0,2.049858665031934e-07
1883,3.6020232130340446e-08,1.8958017378167824e-09,2.824744456120243e-07
1884,3.300848305798354e-08,4.621187876807653e-09,3.208424743661453e-07
1885,1.740321664556177e-08,1.2891271383708158e-09,3.751360111436952e-07
1886,7.098810428374236e-09,5.808117542471791e-09,2.620106442918768e-07
1887,2.7421483750345033e-08,2.6115699047757346e-09,1.8607434526529687e-07
1888,1.3315291091942072e-08,3.804368819970705e-09,2.067040441033896e-07
1889,1.628935564212952e-08,0.0,1.9923135141652892e-07
1890,2.0974036729626278e-08,1.9663159434024635e-09,1.500954454058956e-07
1891,6.3742202627281586e-09,3.1871099093194744e-09,1.3258377862257475e-07
1892,6.8953633913793055e-09,6.268512375839919e-10,1.761451926540758e-07
1893,7.390100087434348e-09,1.2316833108982905e-09,1.9152675179157086e-07
1894,2.3945849747519787e-08,3.150769645188234e-09,1.663606354895819e-07
1895,2.2268872967856623e-08,5.416753046105782e-09,1.552802473270276e-07
1896,1.1204354777305525e-08,1.179405795248556e-09,1.9578136800646462e-07
1897,9.905413378419325e-09,0.0,1.8179346739088942e-07
1898,1.640922953072277e-08,2.26334195829736e-09,1.5503891859225405e-07
1899,8.844125432005967e-09,1.1055156790007459e-09,1.5035013234410144e-07
1900,4.2047531678690575e-08,0.0,1.884352229808428e-07
1901,1.1736351446245408e-08,4.470991188387785e-09,1.6375004463498044e-07
1902,8.838511256215043e-09,9.820567692386817e-10,1.713689101734417e-07
1903,2.052083658554693e-08,2.1600881083827517e-09,1.2852524378104135e-07
1904,1.289910045443321e-08,0.0,1.3651548158577498e-07
1905,1.2901897328276846e-08,5.160759042333041e-10,1.4346909438245348e-07
1906,1.6461390472954918e-08,2.0576738091193647e-09,1.563832086048933e-07
1907,3.599990305858114e-09,5.142843373384665e-10,2.1342799527701573e-07
1908,5.40252820258047e-09,9.822778146428846e-10,1.6649609335672721e-07
1909,1.265226234892225e-08,1.1001967115120692e-09,1.5732813096747122e-07
1910,1.2291546447329438e-08,1.068830135508847e-09,1.7742580382673623e-07
1911,1.3832972989291648e-08,1.5961122423746588e-09,1.3034916435117339e-07
1912,5.2094213387476884e-09,0.0,1.3284024191762e-07
1913,7.954484182448596e-09,0.0,1.2674145466462505e-07
1914,1.5402511266415786e-08,2.0090231700464756e-09,1.3259553099942423e-07
1915,7.068456930880984e-09,1.1780761921542648e-09,1.6610874808975495e-07
1916,4.394984820521586e-09,0.0,8.24059682713596e-08
1917,2.0836205649743533e-08,0.0,1.6888293430383783e-07
1918,1.2635013924011673e-08,2.2972752589112133e-09,1.7689019671252026e-07
1919,1.2890987832747669e-08,9.207848372660976e-10,1.6482049147725775e-07
1920,1.2872794385998532e-08,0.0,1.1282624967634547e-07
