year,pas_ADV ôté_VERB,pas_ADV oté_VERB,pas_ADV voté_VERB
1855,1.422259146011129e-07,1.0613874223963649e-09,1.5443187351138477e-07
1856,1.0147290652184893e-07,5.177189232874468e-10,2.526468279029359e-07
1857,1.2740738952743413e-07,1.9526036343364694e-09,1.1032210522898822e-07
1858,1.2283126693546365e-07,1.468102750479261e-09,1.438740753201273e-07
1859,9.67512931993042e-08,1.018434669930457e-09,1.5734815406176494e-07
1860,1.6157459015175846e-07,6.408057362516928e-09,2.0780414899945754e-07
1861,1.3016060051995737e-07,4.715963730639317e-10,1.8345099306316115e-07
1862,1.3870217685507669e-07,3.162590411776023e-09,2.606878126698575e-07
1863,1.238665987557397e-07,4.994620828036034e-10,2.3224987444336875e-07
1864,1.2753976363910624e-07,1.4384183844029508e-09,2.52202681849667e-07
1865,1.25672741546623e-07,2.353422234868674e-09,2.3016468730929773e-07
1866,9.536601197623895e-08,9.731225825149181e-10,2.573909227976401e-07
1867,1.1937916610804677e-07,1.455843445796745e-09,2.1206786016136903e-07
1868,7.903798859842937e-08,1.4819622196071691e-09,2.469936930538097e-07
1869,1.1671610877783678e-07,0.0,2.666401428541576e-07
1870,8.658413719331293e-08,1.7202146374017957e-09,2.4885773086680274e-07
1871,7.222400455475508e-08,1.0621177271019633e-09,5.3743156058772e-07
1872,9.131482414659331e-08,6.047339295989218e-10,3.7130664054529916e-07
1873,8.919146665675726e-08,1.7958013409646867e-09,3.358148603638256e-07
1874,7.229277088072195e-08,3.5847653734322193e-09,3.297984108030505e-07
1875,6.350894921069994e-08,5.1493745933939294e-09,2.998080219640542e-07
1876,1.1185127135604489e-07,1.209202959984168e-09,4.2382563947285234e-07
1877,9.091679231687522e-08,3.7108897066318036e-09,3.3892791861944715e-07
1878,7.911206267863236e-08,1.2078177347163432e-09,3.5207887094657053e-07
1879,6.720257772485638e-08,4.887460214320072e-09,2.5048234419955406e-07
1880,7.508879917850209e-08,0.0,2.650570536388841e-07
1881,1.1295462343241525e-07,3.486253785656146e-09,4.2811197431547043e-07
1882,1.3843201429608598e-07,3.3276925659464496e-09,2.855160232684284e-07
1883,9.289428248848708e-08,1.8958017378167824e-09,4.233957042742986e-07
1884,6.271611852071146e-08,1.3203393933736152e-09,3.0301788456199574e-07
1885,6.574548194748786e-08,2.5782542767416317e-09,3.255046010508522e-07
1886,5.420909587883216e-08,2.5813854942491332e-09,3.2396388860433945e-07
1887,7.63884173693441e-08,1.3057849246322917e-09,3.2514043368792045e-07
1888,5.326116436776829e-08,1.268122939990235e-09,3.7853470757909236e-07
1889,6.515742256851809e-08,1.2530273485467092e-09,2.9195535944381845e-07
1890,4.9813337454907014e-08,2.6217545912032847e-09,3.696673900321912e-07
1891,5.5455714687013824e-08,2.5496880162734215e-09,3.493072711080458e-07
1892,5.4536059224119526e-08,4.387958441043338e-09,3.479024428543198e-07
1893,3.510297474917934e-08,6.158416554491453e-10,4.7358224719573627e-07
1894,4.4740929183717526e-08,1.8904617871129403e-09,3.6233851119504834e-07
1895,3.7315409429083957e-08,3.611168697403855e-09,4.2972908431693213e-07
1896,4.1868904787634165e-08,2.948514543632541e-09,3.5912907492274826e-07
1897,3.26295968022805e-08,2.330685422435863e-09,4.649717482152482e-07
1898,2.998928039232851e-08,1.13167097914868e-09,4.1984992549259914e-07
1899,4.477338677588705e-08,3.3165470370022376e-09,3.8914151900826255e-07
1900,2.9589003247565415e-08,1.038210628578895e-09,3.4312861885155144e-07
1901,2.9061443029831935e-08,5.588738916095792e-10,4.510112319167092e-07
1902,4.517461249520238e-08,1.9641135384773634e-09,4.1148177842842415e-07
1903,2.970121215639665e-08,5.400220270956879e-10,4.5739867005067936e-07
1904,3.6009989656804464e-08,1.0749250378694342e-09,4.525434462721023e-07
1905,2.0126959654476195e-08,2.0643036724443675e-09,3.9583022726219497e-07
1906,4.423998589686562e-08,5.144184522798412e-10,3.5854966995430004e-07
1907,3.9085609415678846e-08,2.0571372938427146e-09,3.908560870513611e-07
1908,4.0273391732625896e-08,1.964555629285769e-09,4.3318451048435236e-07
1909,4.8958753495753626e-08,2.200393367512987e-09,3.586641241781763e-07
1910,4.542528131423751e-08,1.6032452032632705e-09,3.9760482195561053e-07
1911,3.458243114096149e-08,4.25629931299909e-09,3.5061265180047485e-07
1912,3.229841283314272e-08,5.209421227725386e-10,3.542406545875565e-07
1913,3.712092677687906e-08,1.5908969142053309e-09,3.775728600885486e-07
1914,4.620753202289052e-08,0.0,4.406457492223126e-07
1915,2.709575319670421e-08,1.1780761921542648e-09,2.992313454797113e-07
1916,7.1418504887788e-08,4.394984820521586e-09,1.9447807630967873e-07
1917,4.276905585243185e-08,2.1932848870420685e-09,2.862236669898266e-07
1918,4.2499593178035866e-08,0.0,2.6533530217420775e-07
1919,2.6702760891339494e-08,1.8415696745321952e-09,2.9280957392074924e-07
1920,3.7861159540852896e-08,2.2716695191604686e-09,3.2787764325803437e-07
1921,4.998013380941302e-08,7.572747429129834e-10,3.7409373021546344e-07
1922,5.2383342108441866e-08,2.951174193910333e-09,3.2831812291078677e-07
1923,3.927900849021171e-08,1.0615948120573648e-09,4.256995111973083e-07
1924,3.480738541838946e-08,2.578324886925998e-09,4.576526748678589e-07
1925,3.959344141435395e-08,0.0,4.6632274575131305e-07
1926,4.7928395474627905e-08,1.1146138456652466e-09,4.346993875969929e-07
1927,8.027441822378023e-08,1.1149224876660924e-09,3.2667227856109093e-07
1928,4.6846768242403414e-08,0.0,3.587776973290602e-07
1929,3.8991423423340166e-08,0.0,3.364402800798416e-07
1930,5.566909777598994e-08,2.100720708497761e-09,3.707772009420296e-07
1931,5.018356930008849e-08,0.0,4.6990069790808775e-07
1932,5.150982218538047e-08,1.0959536611565568e-09,4.3180574493817403e-07
1933,3.670611903316967e-08,0.0,3.1314908710555756e-07
1934,2.3963160344919743e-08,2.3963160344919743e-09,3.11521091589384e-07
1935,6.223507398317452e-08,0.0,3.051912358387199e-07
1936,3.758661648589623e-08,1.2124714565686645e-09,3.8192851548046747e-07
1937,3.777335422228134e-08,1.2591118148108649e-09,4.066931182933331e-07
1938,3.8895642262559704e-08,0.0,2.8782775984836917e-07
1939,5.047036566452334e-08,3.058810094103137e-09,2.4164600631593203e-07
1940,4.3108308034334186e-08,0.0,1.52146981236001e-07
1941,5.312704587367989e-08,2.9515025978810172e-09,1.3872062254449702e-07
1942,5.461581054078124e-08,0.0,7.888950648293758e-08
1943,7.548411673496958e-08,0.0,1.451617634984359e-07
1944,6.42637232317611e-08,0.0,2.217098398205053e-07
1945,3.703456741277478e-08,0.0,2.2002890887051763e-07
1946,5.568441707737293e-08,0.0,4.204173364996677e-07
1947,5.602809238780537e-08,0.0,5.912751817049866e-07
1948,5.6533817627268945e-08,2.174377566888097e-09,5.968666414446488e-07
1949,4.0249734212238764e-08,0.0,4.771065960085252e-07
1950,4.2541444145172136e-08,0.0,5.221962737778085e-07
1951,4.584402901741669e-08,0.0,4.541757050446904e-07
1952,5.799642011083961e-08,0.0,3.80667415811331e-07
1953,4.740483916521043e-08,1.0773827385790469e-09,3.673875141885219e-07
1954,6.352148318455875e-08,4.886268278880834e-09,2.716764981869346e-07
1955,3.9419553843345057e-08,0.0,2.9846233928765287e-07
1956,5.4943193106282706e-08,3.488456634670456e-09,3.1919378784550645e-07
1957,5.1243219445495924e-08,0.0,3.198283593519591e-07
1958,5.707848060865217e-08,8.272243445794913e-10,2.5230343680959777e-07
1959,4.650448559573306e-08,1.5501495642666896e-09,4.2086560370080406e-07
1960,4.567749911643659e-08,2.7683333403416555e-09,3.3289208545284055e-07
1961,7.156604198144123e-08,0.0,3.161412394092622e-07
1962,5.834600003140622e-08,1.2683912808952869e-09,3.031455264590477e-07
1963,6.53071410283701e-08,0.0,2.7868688334820035e-07
1964,7.604960217122425e-08,6.083968329129164e-10,2.877717122373724e-07
1965,5.034279837445865e-08,0.0,2.664885130343464e-07
1966,5.9822006903687e-08,0.0,2.5812087756094115e-07
1967,4.289391952738697e-08,4.930335584241163e-10,2.0214375240357185e-07
1968,4.8058151236318736e-08,8.982831700699023e-10,3.067636953346664e-07
1969,4.7688455850902756e-08,4.5417578031781147e-10,2.793181010929402e-07
1970,4.598724956395017e-08,4.5987250119061684e-10,3.987094601143326e-07
1971,5.652237078379585e-08,1.0276794970565106e-09,2.615444429920899e-07
1972,4.6171322765076184e-08,0.0,3.0319168331516266e-07
1973,3.528450420731133e-08,5.513203782392395e-10,2.883405443299125e-07
1974,2.981553137715309e-08,0.0,2.396493528067367e-07
1975,4.226495420311949e-08,2.2845920710778955e-09,2.415956146251119e-07
1976,3.428116102099921e-08,5.713526873840635e-10,2.5196652586600976e-07
1977,4.58388988988645e-08,5.876781838942691e-10,3.437917257542722e-07
1978,4.099008066305032e-08,1.1881182704343018e-09,2.5960383709389134e-07
1979,5.734933949952392e-08,2.925986564150662e-09,2.481236833773437e-07
1980,3.979605622816962e-08,0.0,2.2456345050159143e-07
1981,4.99718417756867e-08,0.0,2.7769161192736647e-07
1982,5.338451813940992e-08,1.2415004579935385e-09,2.65060350557178e-07
1983,4.736487113632393e-08,0.0,3.0818742402516364e-07
1984,3.653375202361531e-08,5.799008495621649e-10,2.499372726560978e-07
1985,4.511668549866954e-08,2.4062232206745193e-09,2.4242697804766067e-07
1986,5.2152024920815165e-08,0.0,2.205970588420314e-07
1987,3.972030881982391e-08,6.110816852533674e-10,2.3771077906076243e-07
1988,4.257553243292023e-08,0.0,2.9982768978698005e-07
1989,4.9941910162942804e-08,1.0976244357863152e-09,2.804430323521956e-07
1990,4.304434142454738e-08,1.089730194969718e-09,2.5881092824420193e-07
1991,4.4547135757966316e-08,1.1722930404189924e-09,2.3504475166191696e-07
1992,4.0773585396891576e-08,5.509944167592096e-10,2.501514586583653e-07
1993,4.5421501226883265e-08,1.1078414852150331e-09,2.7917604938920704e-07
1994,4.589186275438806e-08,5.274926606624319e-10,2.473940696745558e-07
1995,4.0668382439434936e-08,5.422450821690461e-10,2.8901663995384297e-07
1996,5.97866289808735e-08,1.067618438099771e-09,2.295379601946479e-07
1997,5.178485906753849e-08,4.79489448146353e-10,2.421421640974586e-07
1998,4.5297227302398824e-08,0.0,2.4412821630903636e-07
1999,4.707307255102933e-08,0.0,2.2119773745998828e-07
2000,4.9923755796044134e-08,1.7672125984802278e-09,2.27086815129951e-07
2001,5.695575211461801e-08,0.0,2.225655606480359e-07
2002,4.8631559224077137e-08,0.0,2.948561927951232e-07
2003,4.5419458416517955e-08,4.1669229178253886e-10,2.1376314407461905e-07
2004,5.109557932314601e-08,0.0,2.2596579185574228e-07
2005,4.909087181204086e-08,0.0,2.2518747755384538e-07
2006,5.68268809786332e-08,8.235779835885637e-10,2.4130835640789883e-07
2007,5.152878657099791e-08,0.0,2.9359424047470384e-07
2008,5.875266850807748e-08,1.2772318758180745e-09,2.1883239753606176e-07
2009,5.48342136141855e-08,4.76819250749827e-10,2.2982688108186267e-07
2010,9.353109930998471e-08,4.723793023408973e-10,2.196563713141586e-07
2011,9.559929736724371e-08,3.82397197240536e-10,1.6557798687699687e-07
2012,1.1302118707590125e-07,0.0,1.9982962840003893e-07
2013,1.115650007932345e-07,0.0,1.8212986674370768e-07
2014,1.2754472322740185e-07,0.0,2.2260776688654005e-07
2015,1.3210789973072679e-07,0.0,1.8220249842215708e-07
2016,1.1392370424800902e-07,0.0,1.8331358830891986e-07
2017,9.936664469023526e-08,0.0,2.090473003590887e-07
2018,1.2649186942326196e-07,5.162933414126769e-10,1.703768077732093e-07
2019,1.14539346895981e-07,0.0,1.8367111920269963e-07
