year,certains_DET yeux_NOUN,certains_DET vieux_NOUN
1861,3.112536212102057e-08,4.715963730639317e-10
1862,2.5752521892741242e-08,0.0
1863,3.1466110828048954e-08,4.994620828036034e-10
1864,2.7809422320501653e-08,1.4384183844029508e-09
1865,4.000817765970055e-08,9.41368871743009e-10
1866,2.4814625021463144e-08,0.0
1867,3.833720896295745e-08,9.7056229719783e-10
1868,2.173544610961642e-08,9.87974813071446e-10
1869,4.150991372853241e-08,0.0
1870,2.5229815125982213e-08,2.8670243956696595e-09
1871,3.717412155879174e-08,0.0
1872,4.837871592222598e-08,6.047339295989218e-10
1873,2.7535620339413924e-08,5.986004469882289e-10
1874,3.5847656565390906e-08,0.0
1875,7.49520032705675e-08,8.010138330405425e-09
1876,2.720706704373299e-08,7.255217759905008e-09
1877,6.246664119302636e-08,0.0
1878,4.710489148740393e-08,6.039088673581716e-10
1879,5.6205791576502406e-08,0.0
1880,3.401458670282409e-08,6.417846254436199e-10
1881,2.998178416646624e-08,6.972507571312292e-10
1882,3.194584929921973e-08,9.317538740560849e-09
1883,4.297150574261721e-08,2.5277355764075082e-09
1884,3.1688145440966764e-08,0.0
1885,5.027595945117369e-08,1.933690763067375e-09
1886,4.646494122795275e-08,0.0
1887,3.9173548849191775e-08,9.79338704576449e-09
1888,3.36052567995182e-08,1.9021844099853524e-09
1889,3.884384947028252e-08,1.2530273485467092e-09
1890,3.342737198153145e-08,4.5880703680722945e-09
1891,4.908149509041948e-08,0.0
1892,3.447681962143179e-08,4.387958441043338e-09
1893,3.202376586131095e-08,1.847525021858587e-09
1894,3.528861869384059e-08,3.150769645188234e-09
1895,3.7315410761351586e-08,6.6204757231957956e-09
1896,3.7740985669998395e-08,5.89702897624278e-10
1897,2.6220211779559577e-08,2.330685422435863e-09
1898,4.074015658162011e-08,1.13167097914868e-09
1899,2.819064981451902e-08,7.185851913504848e-09
1900,4.256663455048937e-08,7.786579714341713e-09
1901,3.8003424518429085e-08,5.588738916095792e-10
1902,4.9593867235131484e-08,1.4730852093691738e-09
1903,3.2401319849384436e-08,2.1600881083827517e-09
1904,3.9772227289347484e-08,3.2247751136083025e-09
1905,4.5930754311029887e-08,1.0321518084666081e-09
1906,6.070137636982054e-08,0.0
1907,4.4228454398886896e-08,7.1999805006939255e-09
1908,4.9605029861510275e-08,1.4734167219643268e-09
1909,4.510806483892793e-08,5.500983557560346e-10
1910,4.0615543372979346e-08,3.206490406526541e-09
1911,6.810078856389623e-08,1.1172786029689519e-08
1912,5.46989227245831e-08,1.0418842122383865e-08
1913,5.249959678099714e-08,1.1666577703906e-08
1914,4.2859159332664376e-08,2.0090231700464756e-09
1915,3.7698437704847265e-08,3.534228465440492e-09
1916,4.9443579452912445e-08,8.789969641043172e-09
1917,6.141197417264266e-08,4.386569774084137e-09
1918,5.054005569604669e-08,3.44591288836682e-09
1919,4.1435317399418636e-08,3.6831393490643904e-09
1920,5.3005621225565847e-08,1.0601124866838063e-08
1921,4.316466079012926e-08,5.300923255902035e-09
1922,4.721878654745382e-08,8.853522359686394e-09
1923,5.095655009057509e-08,1.5923922180860473e-08
1924,3.480738541838946e-08,5.156649662829693e-09
1925,3.739380427525418e-08,6.598906754362588e-09
1926,7.133528523439736e-08,1.0031524610987219e-08
1927,4.459689784130916e-08,1.1149224765638621e-08
1928,4.4561561107769876e-08,9.140832868403947e-09
1929,4.233354422567004e-08,6.684243603061191e-09
1930,3.781297164273667e-08,4.201441416995522e-09
1931,2.737285687004487e-08,3.4216069977333063e-09
1932,3.06867030674951e-08,1.0959536944632475e-08
1933,5.391211210792335e-08,5.735331320977366e-09
1934,3.9539214569117576e-08,2.3963160344919743e-09
1935,3.949533677882755e-08,1.0771455727365264e-08
1936,3.3949199451654977e-08,6.0623572828433225e-09
1937,3.27369078512163e-08,2.5182236296217297e-09
1938,2.7226949583791793e-08,1.2965214457594243e-09
1939,3.364691281149135e-08,1.070583532936098e-08
1940,2.5357829391836617e-08,2.5357829169792012e-09
1941,2.066051862925633e-08,0.0
1942,4.8547388331598995e-08,9.102635312174812e-09
1943,5.2258234184421326e-08,1.4516175816936538e-08
1944,2.5705489292704442e-08,3.2131861615880553e-09
1945,2.6142048970001497e-08,8.714016175304096e-09
1946,5.8468637043063154e-08,1.80974355501462e-08
1947,4.291513522325374e-08,5.960435478513659e-09
1948,3.479004218043258e-08,2.0656587107481528e-08
1949,4.319483837278426e-08,1.570721286370258e-08
1950,4.3604982735701014e-08,1.2762433776458693e-08
1951,3.091806555222121e-08,1.2793681780642885e-08
1952,3.057993147592697e-08,9.490323638061682e-09
1953,2.4779802321184263e-08,7.541679392097933e-09
1954,3.811289217559022e-08,1.3681551003230652e-08
1955,2.3464019616170617e-08,1.0324168631115072e-08
1956,3.4012452632126156e-08,1.744228361744149e-08
1957,3.887416683001632e-08,6.184526335495377e-09
1958,3.8052320405768114e-08,5.790570356545288e-09
1959,2.2477167904710882e-08,1.2401196958222727e-08
1960,3.598833281381886e-08,1.5917916651453368e-08
1961,4.863711611235999e-08,1.250668635321972e-08
1962,3.361236844412474e-08,1.0781326054143392e-08
1963,2.9743845164631466e-08,1.2932106496776896e-08
1964,2.494427064902993e-08,9.734349326606662e-09
1965,2.2435377999840966e-08,1.2585699593614663e-08
1966,3.212663335361299e-08,2.0494576258300867e-08
1967,4.289391819511934e-08,1.380493974689756e-08
1968,3.503304357721504e-08,9.881114926280077e-09
1969,1.8621207575897358e-08,8.629339853793994e-09
1970,1.9774516912818285e-08,1.3336302950861523e-08
1971,3.1858063742618015e-08,1.2332154297745035e-08
1972,2.5650733759263744e-08,9.234264020108185e-09
1973,2.8117339345712367e-08,1.0475086797967492e-08
1974,1.4626486743996026e-08,1.518904335640059e-08
1975,1.599214449754527e-08,1.9419032604162112e-08
1976,1.7711933031350213e-08,1.1998406490576485e-08
1977,2.2331770210826107e-08,1.7630345183761165e-08
1978,2.2574247471318643e-08,2.613860150546543e-08
1979,1.3459538261706427e-08,1.1703946700691858e-08
1980,3.0131299455504745e-08,1.591842169190727e-08
1981,1.7711538513598413e-08,1.3916209240516508e-08
1982,1.9243256987877544e-08,1.800175675192861e-08
1983,1.768288515613392e-08,2.2103606944767762e-08
1984,1.4497521627632182e-08,2.609553906296469e-08
1985,2.285912126254175e-08,2.4663788233958428e-08
1986,3.117132341134976e-08,1.558566264936445e-08
1987,2.505434903987691e-08,2.5665431557797547e-08
1988,1.3792074038398994e-08,2.038828328387865e-08
1989,1.5915555096057687e-08,2.0854863613806174e-08
1990,1.0897302171741785e-08,1.471135746555774e-08
1991,2.2859715009815318e-08,1.4653662727681649e-08
1992,1.652983172562017e-08,1.7080827197091253e-08
1993,1.938722604677423e-08,2.5480354381990367e-08
1994,1.1604838756618108e-08,2.32096768471024e-08
1995,1.7351841741231055e-08,2.006306826229931e-08
1996,1.7615703784557013e-08,2.028474987980644e-08
1997,1.2466725873849782e-08,1.5343662784772505e-08
1998,1.096669710598519e-08,1.8595703643597972e-08
1999,1.0054442389773044e-08,1.5995703650517612e-08
2000,9.277866475088103e-09,2.164835388729358e-08
2001,1.708672597855454e-08,1.2267392879294903e-08
2002,5.6955880012310445e-09,1.621051959332931e-08
2003,1.916784508892988e-08,2.3334768617377932e-08
2004,1.5857248847339633e-08,2.5988268426146988e-08
2005,1.5763123695222703e-08,1.8915748634107388e-08
2006,2.47073390635677e-08,1.5647982021249618e-08
2007,1.118454290294224e-08,1.997239751361235e-08
2008,2.086145434176956e-08,2.1287198753716652e-08
2009,2.098004658890318e-08,2.5271419623607017e-08
2010,1.1337103700270745e-08,2.0784689969133296e-08
2011,1.9119860139582556e-08,2.1031846264563114e-08
2012,1.565956214699682e-08,2.655317210553676e-08
2013,1.7850400713115278e-08,2.5102125711384815e-08
2014,2.663497555843719e-08,2.9016964830930192e-08
2015,2.881547933597517e-08,2.105746643721318e-08
2016,2.5891750965456595e-08,2.1334803257389012e-08
2017,1.6603034946882644e-08,1.9873330092678998e-08
2018,2.0135439759982887e-08,2.4007640320178325e-08
2019,2.1683395745597522e-08,1.8367111664918667e-08
