year,leurs_DET ânes_NOUN,leurs_DET anes_NOUN,leurs_DET vannes_NOUN
1863,4.145535115185339e-08,9.989241656072068e-10,2.2475793670651e-08
1864,4.3632024215867204e-08,4.794727948009836e-10,1.2945765348604255e-08
1865,7.248540612181387e-08,1.882737743486018e-09,2.8241066374334878e-08
1866,8.514822269489741e-08,1.9462451650298362e-09,1.9462451650298362e-09
1867,7.036576477048584e-08,2.91168689159349e-09,1.94112459439566e-09
1868,6.174842326345242e-08,4.93987406535723e-10,2.222943251695142e-08
1869,8.155476649562843e-08,9.767038289254515e-10,8.790334682373668e-09
1870,4.472558146062511e-08,1.1468097582678638e-09,2.064257564882155e-08
1871,4.991953161948004e-08,0.0,3.18635318130589e-09
1872,3.507456725060365e-08,3.023669647994609e-09,1.8142017887967654e-09
1873,6.644464889404844e-08,5.986004469882289e-10,2.454261860407314e-08
1874,5.914862910572083e-08,1.1949218281515073e-09,3.5847653734322193e-09
1875,6.751402281679475e-08,4.00506905418041e-09,1.602027666081085e-08
1876,3.748529309177684e-08,6.04601479992084e-10,2.478866001354163e-08
1877,6.80329748092845e-08,1.2369631985365004e-09,9.27722432209066e-09
1878,6.703388777395958e-08,6.039088673581716e-10,1.69094480639842e-08
1879,7.819936342912115e-08,1.832797580370027e-09,3.1157558311178946e-08
1880,1.1552123169167317e-07,1.2835692508872398e-09,2.6954953824542827e-08
1881,7.460582907015123e-08,1.3945015142624584e-09,1.324776466304911e-08
1882,7.387477296560974e-08,6.655385131892899e-10,8.652000893505374e-09
1883,8.594300737740923e-08,6.319338941018771e-10,2.5277355764075082e-09
1884,7.459917839014452e-08,1.3203393933736152e-09,5.281357573494461e-09
1885,4.576401479994274e-08,0.0,5.80107206715752e-09
1886,3.613939725255477e-08,3.2267318816892043e-09,1.355227396970804e-08
1887,5.549586035158427e-08,2.6115699047757346e-09,5.876032105334161e-09
1888,4.375024076352929e-08,6.340614699951175e-10,1.7119660356001987e-08
1889,6.703696442400542e-08,6.265136742733546e-10,2.0048437576747347e-08
1890,4.260351360585446e-08,1.3108772956016423e-09,9.831579994568074e-09
1891,5.16311828846483e-08,0.0,1.2748440525456317e-08
1892,6.080456671497814e-08,6.268512375839919e-10,6.8953633913793055e-09
1893,5.357822274731916e-08,1.8475249663474358e-09,4.926733243593162e-09
1894,5.608369946230596e-08,6.301539290376468e-10,1.8904617871129403e-09
1895,8.185315891751088e-08,0.0,2.166701307260155e-08
1896,5.484237064479203e-08,0.0,9.435246361988447e-09
1897,4.7196380137393135e-08,5.826713556089658e-10,1.5149455023788505e-08
1898,4.356933303029109e-08,0.0,1.3014216371232123e-08
1899,5.085372123403431e-08,5.527578395003729e-10,2.7637891975018647e-09
1900,4.3085741197046445e-08,5.191053142894475e-10,7.26747462209687e-09
1901,7.32124831870351e-08,6.147612696683069e-09,3.912117296778206e-09
1902,4.075535642300565e-08,0.0,8.347482705062248e-09
1903,4.968202560462487e-08,0.0,1.0260418292773466e-08
1904,4.944655174199397e-08,2.6873125946735854e-09,1.3974025492302644e-08
1905,5.8316576456718394e-08,1.0321518084666081e-09,1.1353670004154992e-08
1906,7.613392938310426e-08,1.5432553568395235e-09,1.2860461140462576e-08
1907,4.319988278211895e-08,5.142843373384665e-10,1.697138252154673e-08
1908,4.862275204686739e-08,9.822778146428846e-10,2.3083527977973972e-08
1909,4.7308457595818254e-08,1.1001967115120692e-09,1.3752458727367411e-08
1910,5.237267686197811e-08,1.6032452032632705e-09,9.619471441624228e-09
1911,2.8730021028877673e-08,0.0,1.0640748726586935e-08
1912,5.3136098188133474e-08,1.5628263683176158e-09,7.814131564032323e-09
1913,2.969674284258872e-08,0.0,6.363587878865928e-09
1914,6.763711013491047e-08,1.3393487430235496e-09,1.0045115850232378e-08
1915,4.5944972271172446e-08,1.1780761921542648e-09,7.068456930880984e-09
1916,4.2851102222130066e-08,2.197492410260793e-09,1.0987462051303964e-09
1917,8.334482259897413e-08,1.0966424435210342e-09,1.2063066989753679e-08
1918,1.252014953934122e-07,0.0,8.040463406189247e-09
1919,6.813807829075813e-08,0.0,7.366278698128781e-09
1920,5.982062845077962e-08,7.572231730534895e-10,1.3630017114962811e-08
1921,9.39020665668977e-08,7.572747429129834e-10,1.3630945261411398e-08
1922,5.82856891639949e-08,7.377935484775833e-10,6.640141769764796e-09
1923,5.201814445854325e-08,4.246379248229459e-09,9.554353752605493e-09
1924,6.574728672603669e-08,0.0,7.734974438733389e-09
1925,4.6192347724627325e-08,0.0,3.299453377181294e-09
1926,4.681378129589575e-08,1.1146138456652466e-09,3.343841648018042e-09
1927,3.7907366134959375e-08,1.1149224876660924e-09,3.3447675740205796e-09
1928,7.198406137831626e-08,0.0,3.4278122562625413e-09
1929,5.013182757807044e-08,0.0,5.570202965543558e-09
1930,4.516549623190258e-08,0.0,1.05036033204442e-08
1931,3.42160717536899e-08,2.2810713318222042e-09,3.4216069977333063e-09
1932,4.055028668403793e-08,1.0959536611565568e-09,4.383814644626227e-09
1933,4.473558234963093e-08,0.0,3.4411986593596566e-09
1934,4.672816089623666e-08,2.3963160344919743e-09,3.5944740517379614e-09
1935,4.787313656606784e-08,0.0,4.787313656606784e-09
1936,4.122403041151301e-08,0.0,8.487299751891442e-09
1937,4.658713592675667e-08,0.0,3.777335333410292e-09
1938,5.0564334941327616e-08,1.2965214457594243e-09,5.186085783037697e-09
1939,2.9058696782158222e-08,0.0,1.3764645423464117e-08
1940,2.5357829613881222e-08,0.0,2.5357829169792012e-09
1941,3.246652724442356e-08,0.0,2.9515025978810172e-09
1942,3.6410540360520827e-08,0.0,3.034211770724937e-09
1943,6.967764676346633e-08,0.0,0.0
1944,3.534504600111177e-08,0.0,6.4263723231761105e-09
1945,6.317661416233022e-08,0.0,2.178504043826024e-09
1946,4.872386583087973e-08,0.0,6.960552134671616e-09
1947,5.364391952866754e-08,2.3841741914054637e-09,1.1920870957027319e-09
1948,4.022598432129598e-08,0.0,5.435944139264848e-09
1949,4.810334175431308e-08,0.0,1.9634016634739737e-09
1950,3.722376362702562e-08,0.0,5.317680518146517e-09
1951,4.371174711081949e-08,0.0,1.3859822622919182e-08
1952,4.323369751091377e-08,2.1089607837865287e-09,1.1599284199803606e-08
1953,4.417269394707546e-08,2.1547654771580937e-09,1.0773827163745864e-08
1954,2.443134050622575e-08,0.0,9.772536113672459e-10
1955,4.598947711542678e-08,1.8771215692936494e-09,7.508486277174597e-09
1956,2.7907653077363648e-08,0.0,2.616342476002842e-09
1957,3.8874166108371355e-08,0.0,8.835037590415595e-09
1958,3.3088973339090444e-08,0.0,4.1361216673863055e-09
1959,4.2629114460623896e-08,0.0,7.750747599288843e-09
1960,4.15249985508126e-08,2.0762500052562416e-09,8.305000243069571e-09
1961,3.890969324515936e-08,0.0,4.16889545107324e-09
1962,6.088278325933061e-08,0.0,6.976152100435229e-09
1963,4.4615767080813384e-08,0.0,3.2330267352165265e-09
1964,4.076258619534201e-08,0.0,3.6503808864551957e-09
1965,3.447387442179206e-08,0.0,1.3132904541635071e-08
1966,3.0464910594218964e-08,0.0,2.215629901769489e-09
1967,4.240088458118407e-08,4.930335584241163e-10,4.437302081328198e-09
1968,3.5931325470528463e-08,4.4914158503495116e-10,4.491415683816058e-09
1969,4.5871754394966047e-08,4.5417578031781147e-10,7.72098829315837e-09
1970,4.046878032681889e-08,0.0,4.1388523719376735e-09
1971,3.802414028086787e-08,5.138397485282553e-10,2.569198631618974e-09
1972,2.0007572487656944e-08,0.0,5.643161493651405e-09
1973,3.583582497412863e-08,0.0,1.102640756478479e-09
1974,4.219178606490459e-08,0.0,5.625571564138454e-09
1975,4.454954449784054e-08,0.0,5.140332159925265e-09
1976,3.94233339306993e-08,5.713526873840635e-10,5.713526984862938e-09
1977,3.467301112891619e-08,2.3507127355770763e-09,1.7630346071939584e-09
1978,3.6237608469491533e-08,0.0,3.5643548113029055e-09
1979,3.6867433550469286e-08,0.0,5.266775904289034e-09
1980,3.467942022439274e-08,0.0,4.548120546843393e-09
1981,2.213942273954217e-08,6.325549528618524e-10,2.5302198114474095e-09
1982,4.903926864585628e-08,1.2415004579935385e-09,4.966001831974154e-09
1983,2.5892795463278162e-08,0.0,5.68378455412244e-09
1984,5.683028447833749e-08,5.799008495621649e-10,4.059305780401701e-09
1985,4.992913105184016e-08,0.0,1.8046674155058895e-09
1986,3.2969669661042644e-08,5.994485463567401e-10,6.593933843390687e-09
1987,3.666490044906823e-08,6.110816852533674e-10,4.277571630240118e-09
1988,3.47800117594943e-08,0.0,1.1993107618124554e-09
1989,4.225854155492925e-08,0.0,2.7440609784434855e-09
1990,3.705082818328265e-08,0.0,5.448650863826288e-09
1991,3.9271817797725816e-08,0.0,1.1722930404189924e-09
1992,2.644773289262048e-08,0.0,5.509944056569793e-09
1993,3.822053074031828e-08,5.539207426075166e-10,3.877445031719162e-09
1994,2.637463225596548e-08,0.0,4.747434001473039e-09
1995,3.470368525881895e-08,5.422450821690461e-10,1.626735190995987e-09
1996,3.4163790019192675e-08,5.338092190498855e-10,4.270473752399084e-09
1997,4.123609187445254e-08,0.0,5.274384040632185e-09
1998,3.5284156041370807e-08,4.768129224785866e-10,1.9072516899143466e-09
1999,3.6104587763929885e-08,4.570201161957499e-10,4.113180906983871e-09
2000,3.269343196166119e-08,0.0,3.5344251969604557e-09
2001,3.329720854594598e-08,0.0,2.190605918883648e-09
2002,4.687906951517107e-08,4.38122149670761e-10,1.752488598683044e-09
2003,4.750292248445476e-08,0.0,3.7502307925763034e-09
2004,4.757174565384048e-08,4.404791253964646e-10,2.2023955992267474e-09
2005,3.1075870765562286e-08,0.0,1.8014998381943315e-09
2006,3.5413854959642777e-08,0.0,4.941467679486777e-09
2007,3.435252438066527e-08,0.0,7.988958827809256e-09
2008,3.278228533076799e-08,0.0,2.554463751636149e-09
2009,4.672828524121542e-08,0.0,3.337734755248789e-09
2010,3.3066552163063534e-08,4.723793023408973e-10,5.668551850135373e-09
2011,4.627005978363741e-08,0.0,6.118355155848576e-09
2012,6.127655183263414e-08,0.0,7.829781267787439e-09
2013,5.80137999861563e-08,0.0,2.7891249310130206e-09
2014,5.976628614234869e-08,0.0,6.279790909502481e-09
2015,6.893549198139226e-08,2.2165753954528356e-10,6.871383906315032e-09
2016,7.601818197144894e-08,0.0,8.285359953674742e-09
2017,1.6351474130260613e-07,0.0,8.049956257139002e-09
2018,5.162933547353532e-08,5.162933414126769e-10,1.1358453733123497e-08
2019,4.7448370565916775e-08,0.0,1.020395146156261e-08
