year,tes_DET yeux_NOUN,tes_DET vieux_ADJ
1871,1.235242944375159e-06,3.6112004275778986e-08
1872,1.2342618944671813e-06,2.237515550618241e-08
1873,1.0307899529493625e-06,5.9860045809045914e-09
1874,1.0879763649995766e-06,1.4936522685360387e-08
1875,1.3542854233605794e-06,1.7736734747586524e-08
1876,1.3264956137959416e-06,2.9020871927798453e-08
1877,1.5672323385729214e-06,2.5976227391311113e-08
1878,1.169771493891858e-06,1.268208649207736e-08
1879,1.2884567226478794e-06,4.27652757650776e-09
1880,1.3644341620988598e-06,2.5029600170256572e-08
1881,1.1232710050990136e-06,2.440377727674914e-08
1882,1.1547092952923776e-06,2.1297232422057277e-08
1883,1.1438003824082443e-06,4.423537092179686e-09
1884,1.2747876994012586e-06,1.8484752395409032e-08
1885,1.0557951455325565e-06,1.9336907408629145e-08
1886,1.182919916686842e-06,2.0651084398082276e-08
1887,1.0896775037849693e-06,1.6975203687152884e-08
1888,1.2795360859740867e-06,1.0779044989916997e-08
1889,1.1715805641188126e-06,1.628935564212952e-08
1890,1.1293207862195231e-06,1.8352281749844934e-08
1891,1.1199504328374132e-06,2.1672347472190268e-08
1892,1.2085691381003016e-06,1.191017373614045e-08
1893,1.1639407446750738e-06,1.0469308309168923e-08
1894,1.1676752649236732e-06,1.8904617427040193e-08
1895,1.1971024491685966e-06,9.027921965554242e-09
1896,1.243683428242548e-06,2.4177819080151153e-08
1897,1.211956451641072e-06,2.330685378026942e-08
1898,1.105642489562797e-06,1.2448380548590876e-08
1899,1.2940061395738667e-06,1.9346524382513053e-08
1900,1.3475973332788271e-06,1.3496738504592543e-08
1901,1.1160711750335395e-06,2.4031576728589243e-08
1902,1.0159377410445813e-06,1.0311596021495006e-08
1903,1.3052332832330649e-06,1.2420506401156217e-08
1904,1.143182764451467e-06,9.13686282189019e-09
1905,1.3159935008388857e-06,1.083759376685478e-08
1906,1.3282284214710671e-06,1.4918135171626545e-08
1907,1.5675386748625897e-06,9.771402131875107e-09
1908,1.4699786987648622e-06,2.406580734692909e-08
1909,1.725108404571074e-06,1.4852655105812573e-08
1910,1.786549532312165e-06,3.099607459589038e-08
1911,1.5482288517887355e-06,2.3409646332517298e-08
1912,1.7055644860874963e-06,3.54240631272873e-08
1913,1.5834727662422665e-06,2.6514948459066545e-08
1914,1.4297547323849358e-06,2.276892807628883e-08
1915,9.153652058557782e-07,3.1808056522031336e-08
1916,1.230595771062326e-06,4.0653608035512434e-08
1917,1.49911026881e-06,1.973956464951243e-08
1918,1.6804568048200963e-06,4.9391418954769506e-08
1919,1.729233972014299e-06,3.1306683911935806e-08
1920,1.6143998209372512e-06,2.4988365154854364e-08
1921,1.968157050669106e-06,4.846558276927482e-08
1922,1.8644043393578613e-06,2.21338065653498e-08
1923,2.4565303533563565e-06,2.5478275045287546e-08
1924,2.4661677002768556e-06,2.3204923316200166e-08
1925,2.1501436719972844e-06,3.629398648286042e-08
1926,1.985127255466068e-06,2.1177663400706592e-08
1927,1.925471096342335e-06,3.010290783311831e-08
1928,1.6876263089216081e-06,1.4853853258500749e-08
1929,1.7267630028072745e-06,2.1166771890790415e-08
1930,1.521972194495902e-06,1.4705045403573536e-08
1931,1.3492536368175934e-06,1.7108034988666532e-08
1932,1.2044530990351632e-06,1.2055489939655217e-08
1933,1.15280157331199e-06,1.8353059516584835e-08
1934,1.3539186056732433e-06,1.9170528275935794e-08
1935,1.3560065923456932e-06,1.0771455727365264e-08
1936,1.3228063977521742e-06,2.667437248859983e-08
1937,1.2679256116143733e-06,2.2664012888640173e-08
1938,1.702332710351584e-06,2.2040865133021725e-08
1939,1.2005830001271534e-06,1.6823455517567254e-08
1940,1.1334949761021562e-06,2.028626333583361e-08
1941,1.9037191805182374e-06,3.246652724442356e-08
1942,2.0389903596651493e-06,6.068423541449874e-09
1943,2.5780728378776985e-06,2.3225881884414434e-08
1944,2.339199596690378e-06,1.6065930807940276e-08
1945,2.1654329316334042e-06,3.0499057057653545e-08
1946,2.241297778482476e-06,3.201853981948943e-08
1947,2.2292027921366753e-06,2.0265479960812627e-08
1948,1.9699860303035166e-06,3.696441863709765e-08
1949,1.4588074179755495e-06,2.257911879688379e-08
1950,2.323826507222293e-06,3.1906084663191336e-08
1951,1.6034747716275888e-06,2.4521223385143287e-08
1952,1.7198575221755164e-06,2.4253048791500476e-08
1953,1.6613242053153954e-06,1.7238123040108633e-08
1954,1.7522157236271596e-06,2.0522326282801373e-08
1955,1.4885574586287476e-06,1.407841176970237e-08
1956,1.6230044508347419e-06,1.657016923672927e-08
1957,1.5620346829336995e-06,2.1204090594473257e-08
1958,1.7156633447257263e-06,2.7298403371123214e-08
1959,1.6695111355602421e-06,3.1002990952266885e-08
1960,2.0181150119924496e-06,1.7302082544468078e-08
1961,1.852379227784695e-06,2.2928925591525484e-08
1962,2.083966847976626e-06,2.473362936683543e-08
1963,2.093061368668714e-06,3.62098977468861e-08
1964,2.0156187048314678e-06,2.3119079761713124e-08
1965,1.934367304556872e-06,1.586892572902343e-08
1966,1.889378410169229e-06,1.8832853942996053e-08
1967,2.326625292425888e-06,2.5144710980029572e-08
1968,2.7038324503791955e-06,2.8295920051490953e-08
1969,1.8117071931555984e-06,1.7712855182594467e-08
1970,1.8183358463375043e-06,2.2533753363251918e-08
1971,2.4967473564174725e-06,2.1581268994097513e-08
1972,1.6308737400549944e-06,2.3085660494359672e-08
1973,1.714055002821624e-06,1.7642251326499547e-08
1974,1.4874011782239904e-06,2.362740070260827e-08
1975,1.5917895694883555e-06,1.0851812781709214e-08
1976,1.466662361337967e-06,1.65692282116936e-08
1977,1.4292333787579992e-06,1.704266816560107e-08
1978,1.9134644162477343e-06,2.7326719997944338e-08
1979,1.5800327588522123e-06,2.282269595532682e-08
1980,1.5622794222736047e-06,1.8192481354706302e-08
1981,1.6788008849744074e-06,1.7711539568310286e-08
1982,1.7256856637004603e-06,1.3035754586887549e-08
1983,1.8428092545264008e-06,1.64198213914446e-08
1984,1.7576794704154963e-06,1.971662860755785e-08
1985,1.514115993472842e-06,2.5265343595037848e-08
1986,1.7276106802910363e-06,1.6185110363053923e-08
1987,1.5032609681497888e-06,2.6887593707058954e-08
1988,1.3264377471955413e-06,2.0388282950811742e-08
1989,1.5092335701183401e-06,3.018467120696755e-08
1990,1.515269843821443e-06,1.2531897408685211e-08
1991,1.4301975284070068e-06,2.4032006884500134e-08
1992,1.4215656420901723e-06,1.2672871751995274e-08
1993,1.5487624267507272e-06,2.7142116110212555e-08
1994,1.4595722035437575e-06,1.793475012945578e-08
1995,1.705360773485154e-06,2.4943274112843028e-08
1996,1.5822104870721887e-06,2.1352368095861607e-08
1997,1.5434765572308606e-06,1.7741109359370455e-08
1998,1.595416080135692e-06,2.288702072306137e-08
1999,1.5817466305634298e-06,2.1022925844604856e-08
2000,1.6019782549392403e-06,2.0322944216388805e-08
2001,1.6022091529066529e-06,1.6210484149459248e-08
2002,1.7678228942941132e-06,2.102986274010732e-08
2003,1.5300940674478625e-06,1.916784508892988e-08
2004,1.4861765151863437e-06,2.7750184039554426e-08
2005,1.5682056186960835e-06,2.432024803766808e-08
2006,1.638508408063899e-06,2.3471972365740612e-08
2007,1.966482216175791e-06,2.955914868429943e-08
2008,2.152987221393232e-06,3.235654166822144e-08
2009,2.262984068579499e-06,3.099325240896178e-08
2010,2.793651106003381e-06,4.912744921981016e-08
2011,2.7345223259089835e-06,4.8946840136565584e-08
2012,3.5662952484472044e-06,5.344676723417763e-08
2013,3.7904210046235676e-06,6.05240151330122e-08
2014,4.074501617878923e-06,7.275895819169875e-08
2015,4.217034529574448e-06,6.450234568688984e-08
2016,4.481965788727393e-06,7.104696164716984e-08
2017,6.119224508438492e-06,6.792150841761213e-08
2018,4.946606509292906e-06,7.253921330274693e-08
2019,4.526217708189506e-06,5.99482135044127e-08
