year,les_DET oeufs_NOUN,les_DET voeux_NOUN
1918,2.83713492699178e-07,2.733757424877581e-07
1919,2.9649270938403305e-07,2.605821138867981e-07
1920,3.7936880126210326e-07,2.3549640237874314e-07
1921,2.726189037294269e-07,1.961341524747695e-07
1922,2.847883099899029e-07,2.1469791966488572e-07
1923,4.554241823662153e-07,2.494747795012131e-07
1924,3.699896127251634e-07,2.5396500324958993e-07
1925,5.290123736845231e-07,2.4855882330143686e-07
1926,4.6813781517940356e-07,2.385273566440915e-07
1927,4.2701530234001694e-07,2.698112524512908e-07
1928,5.633038279162506e-07,2.0795395350159396e-07
1929,8.789780379103718e-07,2.0609751838485124e-07
1930,5.840003525214854e-07,2.825469427314431e-07
1931,7.481913923967909e-07,3.375985571096862e-07
1932,6.257895375227918e-07,2.794681717155356e-07
1933,7.387106162326518e-07,2.8676655983161936e-07
1934,8.950240175664703e-07,3.810142619187218e-07
1935,8.114496772293478e-07,2.633022440079458e-07
1936,7.638570274082213e-07,3.5767909034589707e-07
1937,6.408879105190834e-07,2.757454791169067e-07
1938,5.28980734770812e-07,3.0208949575172284e-07
1939,1.049171872935517e-06,3.624689890457944e-07
1940,8.063789493917284e-07,2.2314888958874235e-07
1941,1.0005593633621856e-06,2.8039275612457004e-07
1942,6.614581877784076e-07,3.550027698473457e-07
1943,3.629043916486552e-07,3.367752750005337e-07
1944,3.566636674889878e-07,3.341713679105851e-07
1945,7.014783127701207e-07,2.744915175156848e-07
1946,6.180970544278352e-07,2.310903282065624e-07
1947,3.8504414412443566e-07,2.9921386746067924e-07
1948,1.057834707829386e-06,2.0656586996459225e-07
1949,5.566243777010982e-07,2.1499247804257493e-07
1950,4.626382323902334e-07,2.4674039034167095e-07
1951,7.633563519071629e-07,3.177097760431735e-07
1952,7.497355831720398e-07,3.163441038012138e-07
1953,6.011795739002679e-07,2.230182266638181e-07
1954,5.511710292616101e-07,2.7558553261641805e-07
1955,8.034080436480906e-07,2.0272912415464361e-07
1956,5.764674670949432e-07,2.468083042383995e-07
1957,7.72182288777401e-07,2.9597374900935947e-07
1958,6.501983400575284e-07,2.6057566709924984e-07
1959,4.828715949312112e-07,3.5343409188204333e-07
1960,5.22522918933177e-07,2.55378755531499e-07
1961,6.982899829477418e-07,3.571353910380992e-07
1962,5.898019761474416e-07,2.923641961860568e-07
1963,6.737627499253662e-07,2.877393767697356e-07
1964,8.268112994258559e-07,3.273174951079483e-07
1965,5.554124030138219e-07,2.839990461689368e-07
1966,8.103666230274698e-07,2.4316537694524243e-07
1967,4.595072743418527e-07,3.081459620801752e-07
1968,5.124705322046008e-07,2.160371048165466e-07
1969,4.777929254462521e-07,2.2617953460146722e-07
1970,6.718737441957501e-07,3.030559849737102e-07
1971,5.662513892223942e-07,2.420185238882766e-07
1972,5.740634398954114e-07,2.4368197459878616e-07
1973,5.204464335606396e-07,2.740062337025506e-07
1974,6.328768321073319e-07,2.565260682763082e-07
1975,7.544865474606866e-07,3.049930437093451e-07
1976,6.833378223269904e-07,3.5252462216028846e-07
1977,7.73384478236494e-07,3.3145049926908143e-07
1978,6.986135150377493e-07,3.861384367809251e-07
1979,6.419614724251232e-07,3.961786001482892e-07
1980,6.111537174113835e-07,3.467942004675706e-07
1981,6.717733417316296e-07,3.719423125048138e-07
1982,6.362689918271158e-07,3.798991272674357e-07
1983,6.062703232778688e-07,3.4418472516506426e-07
1984,7.82866140802696e-07,3.1198666744503e-07
1985,6.677269133170682e-07,3.5612102899929e-07
1986,6.695840271686571e-07,3.854454152518727e-07
1987,7.125212542757886e-07,4.790880391292163e-07
1988,9.246686110131463e-07,4.095646302104683e-07
1989,6.519889432787807e-07,4.939309915519274e-07
1990,5.889991832597197e-07,4.7294291427579793e-07
1991,7.238909756068779e-07,4.067856764766731e-07
1992,5.835030778555961e-07,4.3693858109428163e-07
1993,6.00450086096771e-07,4.730482994208529e-07
1994,6.646407415544786e-07,4.473137900085078e-07
1995,5.975540732228168e-07,4.234934154467851e-07
1996,6.448415177384703e-07,3.955526310939206e-07
1997,5.341512370193868e-07,4.0181215976708984e-07
1998,4.1673448558654513e-07,4.4915776165055377e-07
1999,3.482493194650882e-07,3.5281953958410384e-07
2000,3.4107201796196307e-07,2.880556485562735e-07
2001,3.4085828362617754e-07,3.193903297393774e-07
2002,2.812744225866304e-07,2.668163832098003e-07
2003,2.537656054180104e-07,2.0751276502695148e-07
2004,2.6076363504601296e-07,1.4844146326020713e-07
2005,2.1122585680544148e-07,2.170807241741457e-07
2006,1.8818757102634365e-07,1.5977413170276122e-07
2007,1.7855323841686754e-07,1.1743769490202283e-07
2008,2.0435710545996244e-07,1.3666382042698544e-07
2009,9.679430590381344e-08,1.4447623630786666e-07
2010,1.610813472052719e-07,5.999217173036087e-08
2011,4.672893813839618e-07,5.2006020156980526e-08
2012,1.0689353249770939e-07,5.6170170792402274e-08
2013,1.2021129158767963e-07,6.13607525346005e-08
2014,1.6305802340299547e-07,1.1433550861639219e-07
2015,9.863760744299732e-08,8.600312334516858e-08
2016,5.136923367787816e-07,5.074783154812579e-08
2017,1.3383052352433644e-07,7.11917996776279e-08
2018,1.6314870038280915e-07,7.228107029577657e-08
2019,1.8596700579465164e-07,9.183555843561564e-08
