year,les_DET airs_NOUN,les_DET verts_ADJ
1858,6.3020758886978e-06,5.236233313610228e-08
1859,6.959473168421937e-06,8.045633670406005e-08
1860,7.022773090170631e-06,5.584164275429515e-08
1861,7.099411860167493e-06,2.9238975240986065e-08
1862,6.448973493888843e-06,3.524029434931464e-08
1863,6.414591609882336e-06,6.293222210018712e-08
1864,6.506445842546782e-06,5.418042547944424e-08
1865,5.8444885695507764e-06,4.142023168896003e-08
1866,5.933615113917767e-06,5.108893685878968e-08
1867,6.235862642256507e-06,2.232293283555009e-08
1868,5.725807923795401e-06,4.495285244043856e-08
1869,5.786481651171016e-06,3.271957993433716e-08
1870,6.216282130822037e-06,3.956493532797367e-08
1871,5.228805733281661e-06,1.4869648623516696e-08
1872,5.312587347816589e-06,4.958818244915619e-08
1873,4.743908711191125e-06,2.8134220286801792e-08
1874,5.086184728497756e-06,3.106796703233883e-08
1875,5.059546225538725e-06,4.63443683429432e-08
1876,5.622189149789847e-06,4.353130833578689e-08
1877,5.453770590690965e-06,3.401648740464225e-08
1878,5.661645488430622e-06,3.381889746023603e-08
1879,4.9705468612160075e-06,3.23794249190712e-08
1880,5.092560776631672e-06,2.0537108236240442e-08
1881,4.6862222120580554e-06,3.277078497454511e-08
1882,4.654776411427974e-06,3.261138559196297e-08
1883,4.673151266842979e-06,3.222862893226264e-08
1884,4.776327870104069e-06,8.054070566032578e-08
1885,4.115538224880311e-06,3.7384687789909776e-08
1886,4.749103958090473e-06,2.7104548716572197e-08
1887,4.286238905137907e-06,6.39834616400492e-08
1888,4.136617135941378e-06,3.6775563483359974e-08
1889,4.393740184127637e-06,3.320522468097664e-08
1890,3.71699246670687e-06,2.6872984115744458e-08
1891,3.5829491729089114e-06,4.6531806408012244e-08
1892,3.7648685022872996e-06,3.510367041492657e-08
1893,3.584814301405004e-06,4.249307400394642e-08
1894,3.7456348422892916e-06,3.4028311279854506e-08
1895,3.4932039127966164e-06,2.7083764564395096e-08
1896,3.2740304334311077e-06,2.5357223876198987e-08
1897,3.1312759176671534e-06,2.6220211113425762e-08
1898,3.361628749587453e-06,2.82917743676947e-08
1899,3.362978596044286e-06,3.040168117252051e-08
1900,3.5008463044050586e-06,3.06272133210328e-08
1901,3.4393098715668202e-06,3.241468515824408e-08
1902,3.139144510555525e-06,2.9461703132671602e-08
1903,3.284413992332702e-06,3.29413452071492e-08
1904,2.8754244212336744e-06,2.3648349944949132e-08
1905,2.86680175776155e-06,2.0643036835465978e-08
1906,2.9651078818915266e-06,3.137952475640304e-08
1907,3.1772486011050205e-06,2.2114226894132116e-08
1908,3.5833495246606617e-06,3.6835419159331195e-08
1909,3.83418556992865e-06,2.6954819265512242e-08
1910,4.158283601896073e-06,2.6186338097922146e-08
1911,3.5673109337608366e-06,3.1922244847493175e-08
1912,3.4496786867066476e-06,1.7712032729377825e-08
1913,3.7995920649791515e-06,2.3333154297588976e-08
1914,3.5224870913452833e-06,2.343860350251248e-08
1915,3.3504486083302254e-06,1.6493066468115103e-08
1916,3.2621775183372392e-06,3.186363883855847e-08
1917,3.5257055444049e-06,3.618920141335025e-08
1918,3.842192910497033e-06,2.6418664589300533e-08
1919,3.598427042561525e-06,9.207848317149825e-09
1920,3.47338261974528e-06,1.817335570919454e-08
1921,3.3978916675891924e-06,2.6504615391331754e-08
1922,3.2521939488106e-06,2.287159944769357e-08
1923,3.3121758917786792e-06,1.9108707061121777e-08
1924,3.4781603801548044e-06,2.4494086758863887e-08
1925,3.682189920084511e-06,3.5194170022734284e-08
1926,3.2412969517281454e-06,2.7865345586519652e-08
1927,3.245539367924266e-06,3.790736535780326e-08
1928,3.1455890976417322e-06,1.0283437101854531e-08
1929,3.111515525233699e-06,3.119313762844911e-08
1930,3.3779589330151794e-06,2.5208648724017735e-08
1931,2.9756575230521776e-06,2.3951248984133144e-08
1932,2.972226369024611e-06,3.9454330025279205e-08
1933,2.59695791271497e-06,1.6058926854967126e-08
1934,2.801293334186994e-06,2.3963160344919743e-08
1935,2.5468508866310913e-06,4.308582290946106e-08
1936,3.1948622023492135e-06,2.5461900587941955e-08
1937,2.445195036671066e-06,2.2664012666595568e-08
1938,2.598229063011104e-06,2.2040864577910213e-08
1939,2.720811654199906e-06,3.823512795264605e-08
1940,2.842612751408069e-06,2.2822046474857416e-08
1941,3.3233918941277807e-06,1.7709016475464523e-08
1942,3.5469934971388284e-06,4.8547388331598995e-08
1943,3.6464634760591252e-06,2.322588166236983e-08
1944,3.6148344975117652e-06,3.213186161588055e-08
1945,3.5596755836309057e-06,3.485606470121638e-08
1946,3.1893250564962727e-06,4.733175540394541e-08
1947,2.9229974742861486e-06,2.3841742358143847e-08
1948,3.0191232767151632e-06,2.8266908591589868e-08
1949,2.5946352124606165e-06,1.7670614971265763e-08
1950,2.7098902108946277e-06,3.190608444114673e-08
1951,2.9883909462569136e-06,2.5587365115598004e-08
1952,2.2639694776671604e-06,2.1089607837865287e-08
1953,2.347617026998705e-06,2.0470271810957286e-08
1954,2.7832183491227624e-06,2.5408593673503788e-08
1955,2.5031416512888427e-06,3.378818691501806e-08
1956,2.667797218691703e-06,2.1802852856467325e-08
1957,2.60545267138923e-06,2.2971097468627022e-08
1958,2.5495054600810363e-06,3.9706768095726375e-08
1959,2.1237049807609765e-06,3.0227917280356564e-08
1960,2.7551836652150996e-06,3.668041692606039e-08
1961,2.3227696104299866e-06,2.848745372929784e-08
1962,2.598933818376281e-06,2.0928456134772233e-08
1963,2.8651081862562933e-06,2.2631186591404173e-08
1964,2.677554412855443e-06,2.555266664927558e-08
1965,2.7135862268323763e-06,2.7360217647043328e-08
1966,2.6227519995813964e-06,3.212663335361299e-08
1967,3.0997019209166865e-06,3.0568081177406725e-08
1968,3.874295273931239e-06,3.593132669177379e-08
1969,2.6033354814103404e-06,2.906724971829533e-08
1970,2.76521328146373e-06,3.0351584356935746e-08
1971,3.0943429010221735e-06,3.494110334401057e-08
1972,3.6531776146375705e-06,2.924183739594355e-08
1973,2.7147015728701263e-06,2.866865994599621e-08
1974,2.1073391138770603e-06,1.800182980460363e-08
1975,2.064700005632858e-06,5.882824716252344e-08
1976,2.120289774865114e-06,4.342280579550106e-08
1977,2.1050632454944207e-06,3.290997785398986e-08
1978,2.7017809429707995e-06,3.683166571732954e-08
1979,2.590083479248051e-06,3.6867432662290867e-08
1980,2.4861163652190044e-06,3.0699812914036784e-08
1981,2.3834669704569933e-06,4.74416224083285e-08
1982,2.230976434702825e-06,3.041676110981939e-08
1983,2.3897155401186865e-06,3.72603627951662e-08
1984,2.6808815292156396e-06,3.7113656148335394e-08
1985,2.4356993861829324e-06,3.308556917325234e-08
1986,2.50089924236363e-06,4.2560848179107325e-08
1987,2.3923847791706976e-06,4.0942471635219135e-08
1988,2.2888845663260327e-06,3.8377943933909364e-08
1989,2.4295917810945866e-06,3.0733483757927615e-08
1990,2.481860441605477e-06,3.814055649087322e-08
1991,2.812917117012148e-06,2.1687420748151e-08
1992,2.4552311685965833e-06,2.1488782753209534e-08
1993,2.629461711478598e-06,3.378916524354736e-08
1994,2.501897675699638e-06,3.639699341917435e-08
1995,2.6591697732669672e-06,3.958389171998533e-08
1996,2.4144190717834135e-06,4.003569120669681e-08
1997,2.427655047654298e-06,4.315405055521637e-08
1998,2.6777814383649456e-06,3.0516027926807965e-08
1999,2.632435851523951e-06,3.016332850158676e-08
2000,2.6777688617585227e-06,2.915900831901297e-08
2001,2.6076973185240604e-06,2.7163512550387736e-08
2002,2.7203005288356508e-06,2.5411084514370685e-08
2003,2.9714327283159037e-06,2.3334768783911386e-08
2004,2.8291974274452514e-06,2.5107310452909815e-08
2005,2.84321721011338e-06,3.2877371936024247e-08
2006,3.0950060931900225e-06,4.241426476703225e-08
2007,3.3805279358034568e-06,3.1556387503073324e-08
2008,3.5519819263640784e-06,3.5336751080805584e-08
2009,3.661018190825871e-06,3.242370794076521e-08
2010,4.531534784746327e-06,5.3378861109010245e-08
2011,4.854914891438966e-06,4.818204657475178e-08
2012,6.316590933863608e-06,5.548932047183541e-08
2013,7.086329823380311e-06,5.4387939041333766e-08
2014,6.7843399875755495e-06,5.608503184095781e-08
2015,7.366123313090611e-06,6.782720518572205e-08
2016,8.214520626381727e-06,6.027599663838146e-08
2017,7.32973659722802e-06,4.4777880292556915e-08
2018,8.429521308528365e-06,3.9238294835541865e-08
2019,8.10168209142148e-06,4.132600195383418e-08
