year,premières_ADJ allées_NOUN,premières_ADJ vallées_NOUN
1899,5.527578395003729e-09,6.080336234504102e-09
1900,5.191053142894475e-10,5.191053142894475e-10
1901,0.0,0.0
1902,1.4730852093691738e-09,1.3748794991386148e-08
1903,2.7001101354784396e-09,4.320176216765503e-09
1904,2.1498500757388683e-09,8.599400302955473e-09
1905,0.0,8.257214467732865e-09
1906,1.0288369045596824e-09,4.115347618238729e-09
1907,1.5428529565042481e-09,1.0799970695529737e-08
1908,9.822778146428846e-10,5.40252820258047e-09
1909,1.1001967115120692e-09,9.351672325408344e-09
1910,6.947395991829808e-09,8.01622590529405e-09
1911,5.320374141248863e-10,6.916486494645824e-09
1912,1.0418842455450772e-09,7.814131564032323e-09
1913,1.590896969716482e-09,2.6514948014977335e-09
1914,1.3393487430235496e-09,5.357394972094198e-09
1915,3.534228465440492e-09,7.068456930880984e-09
1916,2.197492410260793e-09,6.592477230782379e-09
1917,1.0966424435210342e-09,0.0
1918,0.0,9.189101035644853e-09
1919,1.8415696745321952e-09,8.287063479883727e-09
1920,2.2716695191604686e-09,3.786115865267448e-09
1921,1.5145494858259667e-09,4.543648568500203e-09
1922,7.377935484775833e-10,8.115729421831475e-09
1923,0.0,4.246379248229459e-09
1924,3.867487219366694e-09,5.156649773851996e-09
1925,3.299453377181294e-09,1.4297631523163545e-08
1926,3.343841648018042e-09,0.0
1927,1.2264147031260109e-08,1.1149224876660924e-09
1928,0.0,1.1426041224282812e-09
1929,0.0,2.2280812750352652e-09
1930,5.2518016602221e-09,0.0
1931,0.0,1.1405356659111021e-09
1932,2.1919073223131136e-09,3.287861094491973e-09
1933,0.0,9.176529758292418e-09
1934,0.0,5.990790086229936e-09
1935,0.0,0.0
1936,3.6374143697059935e-09,1.2124714565686645e-09
1937,0.0,3.777335333410292e-09
1938,1.2965214457594243e-09,3.8895642262559704e-09
1939,0.0,1.2235240376412548e-08
1940,0.0,2.5357829169792012e-09
1941,0.0,2.9515025978810172e-09
1942,0.0,1.2136847082899749e-08
1943,0.0,1.4516175816936538e-08
1944,0.0,3.2131861615880553e-09
1945,0.0,6.535512131478072e-09
1946,1.3921104269343232e-09,1.3921104269343232e-09
1947,7.152522574216391e-09,1.1920870957027319e-09
1948,7.610321262063735e-09,3.2615663503321457e-09
1949,0.0,4.908504269707237e-09
1950,1.0635361480382244e-09,1.0635361480382244e-09
1951,0.0,3.1984206394497505e-09
1952,0.0,3.1634410646574906e-09
1953,0.0,5.386913581872932e-09
1954,0.0,1.2704297169818801e-08
1955,3.754243138587299e-09,1.1262729415761896e-08
1956,8.72114158667614e-10,0.0
1957,2.6505113659425206e-09,4.417518795207798e-09
1958,8.272243445794913e-10,1.1581140491045971e-08
1959,0.0,3.8753737996444215e-09
1960,1.3841666701708277e-09,3.460416619915918e-09
1961,4.16889545107324e-09,6.948159270159238e-10
1962,1.2683912808952869e-09,1.9025869768540815e-09
1963,6.466053248388448e-10,3.2330267352165265e-09
1964,1.8251904432275978e-09,3.041984220075733e-09
1965,1.6416130677043839e-09,2.73602163147757e-09
1966,1.1078149508847446e-09,5.539074754423723e-10
1967,2.9582012395223956e-09,1.9721342336964653e-09
1968,3.5931326802796093e-09,7.186265360559219e-09
1969,4.5417578031781147e-10,6.358460868938209e-09
1970,9.197450023812337e-10,1.3796175313274261e-09
1971,1.0276794970565106e-09,1.541519245584766e-09
1972,1.5390440033513642e-09,1.0260293725750103e-09
1973,5.513203782392395e-10,1.102640756478479e-09
1974,0.0,1.1251143350321513e-09
1975,0.0,4.569184142155791e-09
1976,1.7140580066410394e-09,2.285410749536254e-09
1977,2.938390863960194e-09,2.938390863960194e-09
1978,0.0,2.3762365408686037e-09
1979,2.3407893401383717e-09,2.925986564150662e-09
1980,2.2740602734216964e-09,1.7055452605774235e-09
1981,2.5302198114474095e-09,3.1627747087981106e-09
1982,4.345251713999687e-09,8.690503427999374e-09
1983,1.89459470334441e-09,1.2630632095778083e-09
1984,2.3196033982486597e-09,3.479405208395292e-09
1985,1.8046674155058895e-09,1.8046674155058895e-09
1986,2.3977941854269602e-09,2.997242676272549e-09
1987,3.0554083707556856e-09,3.0554083707556856e-09
1988,4.797243047249822e-09,3.597932174415064e-09
1989,5.488122178931576e-10,3.841685636274406e-09
1990,5.44865097484859e-10,5.448650863826288e-09
1991,4.10302547493302e-09,2.344586080837985e-09
1992,6.060938417817852e-09,2.2039776670368383e-09
1993,1.661762283333701e-09,4.985286850001103e-09
1994,1.0549853213248639e-09,1.5824779264761446e-09
1995,2.7112254663563817e-09,0.0
1996,5.338092190498855e-10,1.067618438099771e-09
1997,1.917957792585412e-09,1.917957792585412e-09
1998,1.9072516899143466e-09,1.9072516899143466e-09
1999,2.7421207526856506e-09,2.285100553223174e-09
2000,1.7672125984802278e-09,8.836062992401139e-10
2001,4.3812117822561447e-10,1.3143635069212678e-09
2002,2.1906108038649563e-09,0.0
2003,1.2500769308587678e-09,2.5001538617175356e-09
2004,0.0,1.3214374039449694e-09
2005,1.3511248786457486e-09,1.3511248786457486e-09
2006,4.1178899179428186e-10,3.294311934354255e-09
2007,2.7961355453243186e-09,2.7961355453243186e-09
2008,2.1287198670449925e-09,0.0
2009,1.907277002999308e-09,2.860915504498962e-09
2010,9.447586046817946e-10,2.8342759250676863e-09
2011,3.823971805871906e-09,3.059177577924288e-09
2012,1.7021263287730903e-09,3.4042526575461807e-09
2013,2.2313000336282585e-09,5.578250084070646e-10
2014,2.815078836704288e-09,1.7323561474213989e-09
2015,3.103205470367243e-09,2.438232948875907e-09
2016,3.72841224560716e-09,2.4856081637381067e-09
2017,3.018733707449428e-09,1.509366853724714e-09
2018,1.4972506789945328e-08,2.0651733656507076e-09
2019,4.591778068885333e-09,1.7856913725466939e-09
