year,premiers_ADJ oeufs_NOUN,premiers_ADJ voeux_NOUN
1800,9.432493897065797e-09,3.144164484325529e-09
1801,9.524730337773235e-09,1.6668277424969347e-08
1802,1.1189200677108602e-08,1.1189200677108602e-08
1803,1.950339223455444e-09,3.900678446910888e-09
1804,9.887403784603066e-09,1.4831105232815389e-08
1805,1.7057265822018053e-08,2.842877755426798e-08
1806,5.76333825108577e-09,1.729001475325731e-08
1807,2.8469551160981155e-09,8.540865792383556e-09
1808,0.0,4.5321479902327155e-09
1809,0.0,1.3554183553310395e-08
1810,1.8721014072298203e-08,2.106114038724627e-08
1811,2.5070767684098882e-09,2.5070767684098882e-09
1812,0.0,2.6672082320544632e-09
1813,0.0,1.4378708002027452e-08
1814,3.776012391654149e-08,0.0
1815,0.0,2.697223555614414e-09
1816,0.0,2.3176038865813098e-09
1817,0.0,1.5568733857662664e-08
1818,7.152706427149269e-09,4.768470951432846e-09
1819,1.0351049795076506e-08,0.0
1820,0.0,2.1359666035891678e-08
1821,9.86148829262845e-10,1.97229765852569e-09
1822,0.0,7.017931125119503e-09
1823,0.0,1.3835761869529506e-08
1824,0.0,6.736890156844311e-09
1825,0.0,6.163809906922779e-09
1826,8.807984341885344e-10,6.1655889282974385e-09
1827,9.217273055917019e-10,5.530363722527909e-09
1828,1.8344602503717056e-09,3.668920500743411e-09
1829,0.0,8.57317605795771e-10
1830,1.0436835840010872e-09,2.0873671680021744e-09
1831,0.0,0.0
1832,0.0,1.3529969367098715e-09
1833,0.0,0.0
1834,0.0,4.667265685043276e-09
1835,2.2689263801112247e-09,3.025235173481633e-09
1836,6.720750067579218e-10,2.016224964762614e-09
1837,0.0,6.262101948095733e-09
1838,1.8936485712828244e-09,5.049729523420865e-09
1839,0.0,1.3982950353153e-09
1840,0.0,9.554533164646273e-09
1841,0.0,6.420548537278137e-10
1842,0.0,3.3541325272778977e-09
1843,0.0,8.860366662588604e-09
1844,3.2931368743049916e-09,1.097712254427563e-09
1845,2.2320911785556063e-09,2.2320911785556063e-09
1846,0.0,1.7563503984519002e-09
1847,5.393223645455691e-10,1.6179670936367074e-09
1848,0.0,8.04522137798358e-09
1849,0.0,1.6758829879393033e-09
1850,0.0,2.1045888587423178e-08
1851,0.0,2.579775504329973e-09
1852,0.0,1.2370036550635177e-08
1853,5.971931837933653e-10,5.971931837933653e-10
1854,5.195664454227256e-10,5.195664454227256e-10
1855,5.306937111981824e-10,2.653468555990912e-09
1856,0.0,1.5531567143511893e-09
1857,0.0,1.4644527812635033e-09
1858,4.893676019968041e-10,0.0
1859,0.0,5.092173349652285e-09
1860,4.577183909670879e-10,0.0
1861,9.431927461278633e-10,4.715963730639317e-10
1862,0.0,9.035972525772706e-10
1863,0.0,2.4973103585068657e-09
1864,2.8768367688059016e-09,1.4384183844029508e-09
1865,0.0,1.882737743486018e-09
1866,4.865612912574591e-10,9.731225825149181e-10
1867,0.0,1.455843445796745e-09
1868,1.4819622196071691e-09,2.4699371437009177e-09
1869,4.883519144627257e-10,4.883519144627257e-10
1870,2.2936195165357276e-09,1.7202146374017957e-09
1871,2.1242354542039266e-09,1.0621177271019633e-09
1872,0.0,2.4189357183956872e-09
1873,5.986004469882289e-10,0.0
1874,1.1949218281515073e-09,3.5847653734322193e-09
1875,2.8607636259891933e-09,5.721527251978387e-09
1876,0.0,1.813804439976252e-09
1877,0.0,1.2369631985365004e-09
1878,0.0,3.0195443923020093e-09
1879,1.832797580370027e-09,1.221865053580018e-09
1880,1.2835692508872398e-09,0.0
1881,4.183504653809678e-09,6.972507571312292e-10
1882,0.0,2.6621540527571597e-09
1883,1.2638677882037541e-09,3.791603475633565e-09
1884,6.601696966868076e-10,3.9610181801208455e-09
1885,0.0,2.5782542767416317e-09
1886,6.453463874400711e-10,2.5813855497602844e-09
1887,2.6115698492645834e-09,1.3057849246322917e-09
1888,6.340614699951175e-10,1.268122939990235e-09
1889,6.265136742733546e-10,1.8795409673089125e-09
1890,6.554386366985909e-09,3.2771931834929546e-09
1891,1.9122659011827636e-09,5.099376032546843e-09
1892,0.0,6.268512375839919e-10
1893,1.4780200174868696e-08,1.539604177480669e-08
1894,0.0,3.780923574225881e-09
1895,6.018614495673091e-10,3.0093072478365457e-09
1896,5.89702897624278e-10,4.1279202278587945e-09
1897,0.0,0.0
1898,0.0,1.6975064687230201e-09
