year,petites_ADJ oies_NOUN,petites_ADJ voix_NOUN
1970,1.0577067582895339e-08,2.897196688111947e-08
1971,1.9012070140433934e-08,3.083038579987374e-08
1972,6.669190977248718e-09,2.4111690422046195e-08
1973,6.064524049609332e-09,4.5759591671412636e-08
1974,1.0688586071783135e-08,2.1377172032543967e-08
1975,1.1422960355389478e-08,3.655347313724633e-08
1976,1.3712464830284432e-08,2.2282755196556536e-08
1977,5.876781727920388e-09,2.174409347022177e-08
1978,1.2475242172627077e-08,3.207919463399378e-08
1979,1.8141118163228498e-08,3.511183954696406e-08
1980,6.822180653731635e-09,3.752199534412526e-08
1981,3.1627747087981106e-09,3.226030315106598e-08
1982,1.3035754697909852e-08,2.793376052689922e-08
1983,6.94684787472255e-09,3.726036490458995e-08
1984,6.958810416790584e-09,4.349256199631668e-08
1985,1.6843562544721635e-08,3.0077790924565306e-08
1986,5.9944854635674005e-09,3.7765259808253404e-08
1987,2.1387859316934765e-08,2.994300346559342e-08
1988,7.195864737408186e-09,3.298104533921986e-08
1989,9.329808037250586e-09,2.6891798676764722e-08
1990,1.0352437129768077e-08,3.5961096434000694e-08
1991,8.20605094986604e-09,3.3996498893795746e-08
1992,1.322386644631024e-08,3.30596639508407e-08
1993,1.0524493720964756e-08,4.043621526506058e-08
1994,1.1604838645595805e-08,3.7979471734228554e-08
1995,1.1929391696696712e-08,4.066837955285507e-08
1996,9.074756723848054e-09,4.3238548297352963e-08
1997,1.006927830005111e-08,3.164630291152548e-08
1998,1.4781200263769279e-08,4.100591122213615e-08
1999,2.1936965133306785e-08,4.5244991087045605e-08
2000,1.6346715980830595e-08,4.550572274553133e-08
2001,2.0591695903959817e-08,2.4096664746897645e-08
2002,1.5334274738876275e-08,4.8631558668965624e-08
2003,1.791776843562687e-08,4.6669536346577445e-08
2004,1.4535811221350059e-08,4.845270337727747e-08
2005,1.3511249008502091e-08,3.738112031026475e-08
2006,1.0706513675629026e-08,6.835697358154036e-08
2007,8.38840705230659e-09,5.632216187878569e-08
2008,3.8316958494988285e-09,5.364374028316021e-08
2009,8.582746957586096e-09,5.435739458548028e-08
2010,1.4643758206034363e-08,8.266637507858832e-08
2011,7.647943611743813e-09,1.2542627458866917e-07
2012,1.1574459224394928e-08,1.1370203903404708e-07
2013,1.1993237514218436e-08,1.1546977646270662e-07
2014,1.3425759975982388e-08,1.2083183892341864e-07
2015,1.751094576285528e-08,1.205817043159474e-07
2016,9.942432044329763e-09,1.4768654638119827e-07
2017,1.106868996458843e-08,1.2351651726416613e-07
2018,1.4972507067501084e-08,1.6934422264469617e-07
2019,1.862220994075514e-08,1.7168147681267953e-07
