year,petites_ADJ oies_NOUN,petites_ADJ voix_NOUN
1800,3.144164484325529e-09,1.2576657937302116e-08
1801,1.6668277424969347e-08,0.0
1802,4.475680270843441e-09,0.0
1803,0.0,0.0
1804,0.0,0.0
1805,0.0,0.0
1806,2.881669125542885e-09,0.0
1807,0.0,0.0
1808,0.0,0.0
1809,0.0,0.0
1810,0.0,4.680253518074551e-09
1811,0.0,7.521229861140455e-09
1812,0.0,2.6672082320544632e-09
1813,0.0,8.627225156487839e-09
1814,0.0,3.1466771410748606e-09
1815,2.4275012222574333e-08,3.236668177919455e-08
1816,4.6352077731626196e-09,2.3176038865813098e-09
1817,0.0,1.556873407970727e-09
1818,0.0,1.1921177378582115e-09
1819,0.0,4.140420006848444e-09
1820,0.0,1.1866481131050932e-09
1821,0.0,9.86148829262845e-10
1822,0.0,7.017931125119503e-09
1823,0.0,2.9648061783404955e-09
1824,0.0,0.0
1825,0.0,1.7610886082763955e-09
1826,0.0,8.807984341885344e-10
1827,0.0,4.608636583469661e-09
1828,0.0,9.172301251858528e-10
1829,0.0,1.714635211591542e-09
1830,3.1310507520032616e-09,1.5655253093882493e-08
1831,0.0,1.5591206103948707e-09
1832,0.0,1.3529969367098715e-09
1833,9.266902800675325e-09,2.89590715851773e-08
1834,5.600718555598405e-09,1.5868701908061666e-08
1835,0.0,1.663879345414898e-08
1836,0.0,1.008112526790228e-08
1837,3.478945576063097e-09,1.3219993100221927e-08
1838,0.0,2.9667161172142187e-08
1839,2.0974426639952526e-09,4.754203075663099e-08
1840,1.9109065441114126e-09,1.9746034141121527e-08
1841,3.852329122366882e-09,2.3113974734201292e-08
1842,0.0,1.609983613093391e-08
1843,0.0,2.126487963494128e-08
1844,0.0,1.920996517412732e-08
1845,5.580227946389016e-10,3.124927516751086e-08
1846,1.1709002656346001e-09,3.102885770545072e-08
1847,4.853901280910122e-09,1.1865092020002521e-08
1848,0.0,7.24069959545659e-09
1849,8.379414939696517e-10,1.75967720394965e-08
1850,1.3577992064028876e-09,2.1724787302446202e-08
1851,1.2898877521649865e-09,2.3217978650791338e-08
1852,0.0,1.6927417689771573e-08
1853,5.971931837933653e-10,1.4929829816878737e-08
1854,0.0,1.2989160858012383e-08
1855,0.0,4.776243400783642e-08
1856,5.177189232874468e-10,3.2616291889553395e-08
1857,1.4644527812635033e-09,4.002837528105374e-08
1858,4.893676019968041e-10,3.327699715782728e-08
1859,0.0,3.055303920973529e-08
1860,0.0,4.943358788978003e-08
1861,2.8295783494058924e-09,2.6880993708733314e-08
1862,5.873382252774562e-09,3.7951085829490694e-08
1863,9.989241656072068e-10,1.8480097452311384e-08
1864,4.794727948009836e-10,2.349416661218129e-08
1865,9.41368871743009e-10,2.9653119071326728e-08
1866,3.8924903300596725e-09,2.6274308950746672e-08
1867,0.0,4.998396008204509e-08
1868,1.4819622196071691e-09,2.3711395513714706e-08
1869,3.4184632902167778e-09,2.2952539424636598e-08
1870,0.0,2.465641024684828e-08
1871,0.0,2.442870794538976e-08
1872,3.628403577593531e-09,6.107812566824578e-08
1873,5.387403856360606e-09,3.71132280463371e-08
1874,8.364452408482492e-09,5.855116924635695e-08
1875,4.00506905418041e-09,2.4030413214859436e-08
1876,1.209203004393089e-08,2.9020871039620033e-08
1877,6.184815992682502e-10,1.7317484335421796e-08
1878,6.039088673581716e-10,1.3285995414946683e-08
1879,1.0385853066452455e-08,3.665595116331133e-08
1880,0.0,4.043243251317108e-08
1881,0.0,3.067903264764027e-08
1882,0.0,2.994923420374107e-08
1883,6.319338941018771e-10,3.033282780506852e-08
1884,1.3203393933736152e-09,3.762967182296961e-08
1885,1.4180398189012067e-08,1.740321664556177e-08
1886,6.4534639854230136e-09,4.001147502208369e-08
1887,6.528924512139156e-09,3.7867764035581786e-08
1888,6.340614699951175e-10,5.833365435137239e-08
1889,8.771191772893872e-09,4.9494580878217675e-08
1890,1.1797895549392479e-08,1.9007721618891082e-08
1891,1.0198752065093686e-08,4.6531805963923034e-08
1892,2.5074049503359674e-09,2.4447198043731078e-08
1893,1.2316833108982905e-09,4.310891554837326e-08
1894,5.671385139294216e-09,5.041231432301174e-08
1895,1.023164486468886e-08,2.5278181325916194e-08
1896,1.1794058174530164e-08,3.656158042986135e-08
1897,5.2440420894583895e-09,2.505486840220783e-08
1898,9.05336783318944e-09,6.90319306162479e-08
1899,7.185851913504848e-09,4.919544949189003e-08
1900,7.26747462209687e-09,4.5162163786471865e-08
1901,6.14761275219422e-09,3.24146860464225e-08
1902,1.3748794991386148e-08,4.2228439411928775e-08
1903,3.7801539676252105e-09,5.994244389739833e-08
1904,2.1498500757388683e-08,3.9772228177525903e-08
1905,1.7030505006232488e-08,4.902721073563043e-08
1906,1.6975809202790515e-08,3.395161785046952e-08
1907,1.131425531042396e-08,4.885701088142014e-08
1908,1.3260750719723546e-08,6.826830833972508e-08
1909,1.7603147384193107e-08,4.34577707153494e-08
1910,1.817011197058349e-08,4.80973554317643e-08
1911,1.5961122201701983e-08,5.958818938278654e-08
1912,8.335073964360618e-09,3.698689060582794e-08
1913,1.1666577037772186e-08,5.515109435805243e-08
1914,1.4063161857258422e-08,6.428874144148722e-08
1915,1.767114277129167e-08,1.0484878032457345e-07
1916,1.538244687182555e-08,6.922101336570563e-08
1917,1.864292187292449e-08,8.55381117048637e-08
1918,2.412139021856774e-08,1.424310651643168e-07
1919,4.5118457636661446e-08,5.248473655683483e-08
1920,5.6791737979011714e-08,4.316171953178127e-08
1921,5.452377993542257e-08,7.724202710779338e-08
1922,3.762747152746826e-08,7.746832064725595e-08
1923,1.1677542932631013e-08,4.671016995416721e-08
1924,3.093989897617888e-08,3.9964035636330664e-08
1925,1.8696901804560184e-08,4.8391983309414854e-08
1926,1.0031524944054127e-08,5.127223801082437e-08
1927,2.1183527820767267e-08,5.686104742608222e-08
1928,6.8556245125250825e-09,5.713020456710183e-08
1929,2.3394852943781075e-08,6.350031500623743e-08
1930,1.260432402894196e-08,6.827342291515492e-08
1931,1.1405356659111021e-08,4.334035530462188e-08
1932,1.4247398039124448e-08,3.3974563717897865e-08
1933,1.261772819560747e-08,4.244144946596862e-08
1934,1.677421224144382e-08,4.553000465534751e-08
1935,9.574627313213568e-09,6.462873081147791e-08
1936,1.6974599503782883e-08,3.273672888326473e-08
1937,1.3850230295986421e-08,3.14777944820932e-08
1938,1.0372171566075394e-08,5.575042116845452e-08
1939,1.6823456405745674e-08,3.058810182920979e-08
1940,1.7750480196809804e-08,5.32514401463402e-08
1941,1.4757512545315876e-08,4.7224042010185485e-08
1942,0.0,3.034211815133858e-08
1943,5.806470415592457e-09,5.8064703267746154e-08
1944,1.2852744646352221e-08,4.4984606262232774e-08
1945,2.178504088234945e-08,3.485606470121638e-08
1946,3.201854070766785e-08,4.733175629212383e-08
1947,3.5762612871081956e-09,4.5299308082391576e-08
1948,1.3046265179283978e-08,3.805160786463091e-08
1949,2.945102384188658e-09,4.22131343214005e-08
1950,8.508289184305795e-09,4.1477908219178516e-08
1951,1.0661401650402524e-08,5.437314953837813e-08
1952,4.2179215675730575e-09,4.956057686467119e-08
1953,7.54167928107563e-09,3.339886434083894e-08
1954,2.4431340062136542e-08,5.2771695457920487e-08
1955,3.0972505449256005e-08,3.003394466460918e-08
1956,1.2209598665435806e-08,3.6628795108129e-08
1957,6.272876690305296e-08,3.534015108330735e-08
1958,1.6544486669545222e-08,4.7151786142229923e-08
1959,2.712761748568937e-08,4.960478605653407e-08
1960,6.2287499602575735e-09,4.567750155892725e-08
1961,2.709782043197606e-08,4.446821932901912e-08
1962,6.341956293454132e-09,4.439369405417892e-08
1963,5.819448034571906e-09,4.396916053472921e-08
1964,7.909158994401366e-09,3.467861892092472e-08
1965,7.113656441681826e-09,4.541796150281385e-08
1966,8.862519385033352e-09,2.9357095532311916e-08
1967,1.6763141097442258e-08,2.613077831892241e-08
1968,1.3025105854991281e-08,6.602381236175958e-08
1969,4.995933389206897e-09,3.451735849924198e-08
