year,jolies_ADJ îles_NOUN,jolies_ADJ villes_NOUN
1861,1.4147891747029462e-09,2.87673795895671e-08
1862,0.0,3.930648162508987e-08
1863,0.0,2.097740825490746e-08
1864,0.0,3.3563097190381086e-08
1865,4.706844358715045e-10,3.106517354467542e-08
1866,9.731225825149181e-10,1.8002767276925624e-08
1867,0.0,2.038180824115443e-08
1868,0.0,3.803702952609456e-08
1869,4.883519144627257e-10,3.613804011592947e-08
1870,0.0,3.7844721134661086e-08
1871,0.0,8.496941816815706e-09
1872,0.0,2.660829245826335e-08
1873,0.0,1.6760813181804224e-08
1874,0.0,2.8678122987457755e-08
1875,0.0,2.4030413214859436e-08
1876,6.04601479992084e-10,1.934724735974669e-08
1877,6.184816214727107e-09,2.6594708657512456e-08
1878,0.0,2.3552445327368332e-08
1879,0.0,2.443730195977878e-08
1880,6.417846254436199e-10,2.2462462112571302e-08
1881,6.972507571312292e-10,2.719277958362909e-08
1882,6.655385131892899e-10,1.7969540522244642e-08
1883,0.0,2.401348808689363e-08
1884,0.0,3.630933420595284e-08
1885,0.0,1.0313017106966527e-08
1886,0.0,2.6459201052375647e-08
1887,0.0,3.0685946228459215e-08
1888,0.0,1.6485598663962264e-08
1889,0.0,2.8193115397812107e-08
1890,6.554386478008212e-10,2.5562107097698572e-08
1891,6.374220040683554e-10,2.4859458491732767e-08
1892,0.0,3.5103667528346705e-08
1893,0.0,2.8328715373504565e-08
1894,0.0,2.2685540557176864e-08
1895,0.0,4.5741469278937075e-08
1896,0.0,4.0689499769541726e-08
1897,0.0,2.6220211779559577e-08
1898,0.0,2.3765091228256097e-08
1899,1.1055156790007459e-09,1.9899282222013426e-08
1900,0.0,1.0901211489056095e-08
1901,0.0,1.676621685930968e-08
1902,9.820567692386817e-10,1.718599307309887e-08
1903,1.0800440541913758e-09,1.5660639007819555e-08
1904,1.0749250378694342e-09,1.3974025492302644e-08
1905,0.0,2.37394921498435e-08
1906,0.0,3.600929332492342e-08
1907,0.0,1.902852098112362e-08
1908,0.0,2.504808449543816e-08
1909,0.0,2.475442606453271e-08
1910,0.0,3.2599320576309765e-08
1911,0.0,2.8730021028877673e-08
1912,5.209421227725386e-10,3.125652625612929e-08
1913,0.0,2.0681659052002033e-08
1914,0.0,5.089525245693949e-08
1915,0.0,4.358881966481931e-08
1916,0.0,1.538244731591476e-08
1917,0.0,2.1932848426331475e-08
1918,0.0,3.5607765624945387e-08
1919,0.0,2.9465114792515124e-08
1920,0.0,1.817335615328375e-08
1921,0.0,2.9533714140939082e-08
1922,1.4755870969551665e-09,3.6889677978990676e-09
1923,0.0,1.4862327368803108e-08
1924,0.0,1.675911143195208e-08
1925,0.0,2.5295809891190402e-08
1926,0.0,1.89484357093761e-08
1927,0.0,2.6758140592164636e-08
1928,1.1426041224282812e-09,1.5996457491951332e-08
1929,0.0,2.0052731031228177e-08
1930,0.0,2.520864939015155e-08
1931,0.0,2.0529641986399838e-08
1932,1.0959536611565568e-09,2.082311922890767e-08
1933,0.0,2.1794258842078307e-08
1934,0.0,2.156684431042777e-08
1935,0.0,7.180970484910176e-09
1936,0.0,1.576212937948185e-08
1937,0.0,1.888667711114067e-08
1938,0.0,2.3337385357535823e-08
1939,1.5294050470515685e-09,1.8352860564618823e-08
1940,0.0,7.607348528892999e-09
1941,0.0,5.9030051957620344e-09
1942,0.0,9.102635090130207e-09
1943,0.0,1.4516175816936538e-08
1944,0.0,6.4263723231761105e-09
1945,0.0,2.178504043826024e-09
1946,0.0,1.2528993842408909e-08
1947,0.0,2.26496545963073e-08
1948,0.0,4.348755133776194e-09
1949,0.0,6.8719057111366055e-09
1950,0.0,1.1698897850465073e-08
1951,2.1322803522849654e-09,8.529121409139861e-09
1952,0.0,2.5307528517259925e-08
1953,0.0,1.939288907237824e-08
1954,0.0,1.9545072227344917e-09
1955,0.0,6.569925492527773e-09
1956,0.0,6.104799332717903e-09
1957,0.0,4.417518795207798e-09
1958,0.0,4.9633461784992505e-09
1959,0.0,1.3176271629333769e-08
1960,0.0,7.612916519406099e-09
1961,0.0,9.03260666262895e-09
1962,0.0,6.341956293454132e-09
1963,6.466053248388448e-10,1.4225316924409981e-08
1964,0.0,8.517555549758526e-09
1965,0.0,6.0192477668863376e-09
1966,1.1078149508847446e-09,7.754704434148607e-09
1967,0.0,7.395503320850594e-09
1968,0.0,1.5719955115400808e-08
1969,4.5417578031781147e-10,5.450109252791435e-09
1970,4.5987250119061684e-10,1.103694025061941e-08
1971,0.0,1.3359833239690033e-08
1972,1.0260293725750103e-09,1.4364410994005539e-08
1973,0.0,7.718485406371656e-09
1974,1.1251143350321513e-09,7.313243344242437e-09
1975,5.711480177694739e-10,3.998036124386317e-09
1976,0.0,9.712995741040231e-09
1977,5.876781838942691e-10,7.639816779203557e-09
1978,5.940591352171509e-10,5.346532105932056e-09
1979,5.851973350345929e-10,7.022368020415115e-09
1980,1.7055452605774235e-09,1.4212877097463661e-08
1981,0.0,3.795329828193417e-09
1982,0.0,1.3656505259973528e-08
1983,0.0,3.78918940668882e-09
1984,0.0,3.479405208395292e-09
1985,0.0,9.02333674446254e-09
1986,0.0,4.7955883708539204e-09
1987,0.0,3.6664902225425067e-09
1988,0.0,1.0793796967334401e-08
1989,1.0976244357863152e-09,7.134558721588746e-09
1990,0.0,7.083246433836621e-09
1991,0.0,5.2753188484189195e-09
1992,0.0,1.65298330578878e-09
1993,5.539207426075166e-10,3.877445031719162e-09
1994,0.0,4.2199412852994556e-09
1995,0.0,4.337960657352369e-09
1996,0.0,6.939520069693117e-09
1997,0.0,1.1987236092636522e-08
1998,0.0,9.536258005482523e-09
1999,1.3710603763428253e-09,7.312321859131998e-09
2000,4.4180314962005696e-10,5.743440834038438e-09
2001,0.0,7.886181485616817e-09
2002,4.38122149670761e-10,9.63868718173444e-09
2003,0.0,1.0000615446870142e-08
2004,0.0,4.404791198453495e-09
2005,0.0,5.404499514582994e-09
2006,4.1178899179428186e-10,4.529678854225949e-09
2007,3.994479469415779e-10,9.98619853476157e-09
2008,4.257439678578834e-10,8.940623352771127e-09
2009,4.76819250749827e-10,1.2874119548200724e-08
2010,4.723793023408973e-10,8.97520635589899e-09
2011,3.82397197240536e-10,2.2943831723409858e-08
2012,2.0425516833455504e-09,2.5531894820574053e-08
2013,5.578250084070646e-10,2.5102124823206395e-08
2014,6.496335691608124e-10,1.8622827724357194e-08
2015,6.649726325136385e-10,2.6155589694099035e-08
2016,6.214020409345267e-10,3.06558334273177e-08
2017,2.515611330355938e-10,1.4087423672037858e-08
2018,7.744400121190154e-10,2.478208038780849e-08
2019,0.0,2.9081260066732284e-08
