year,vous_PRON irez_VERB,vous_PRON virer_VERB
1998,3.661923173581272e-07,3.337690568372409e-09
1999,3.8755306519533406e-07,4.113180906983871e-09
2000,4.276654479440367e-07,3.5344251969604557e-09
2001,3.921184656974219e-07,4.3812117822561447e-10
2002,3.9956739072977143e-07,4.381221607729913e-09
2003,4.1335874811920803e-07,4.583615265119079e-09
2004,4.4003863308716973e-07,3.9643119897903034e-09
2005,4.521764651599369e-07,4.503749373441224e-09
2006,4.87969955997869e-07,5.353256948836815e-09
2007,5.839928860496002e-07,1.1983438241713884e-08
2008,6.454278747014541e-07,1.3198063086861112e-08
2009,6.317855110182791e-07,1.192048149079028e-08
2010,7.992657771183076e-07,1.9367551118421034e-08
2011,1.1116286486867466e-06,1.9884653923440965e-08
2012,1.3804244645143626e-06,3.234040235611246e-08
2013,1.333201709030618e-06,2.621777461797592e-08
2014,1.3616319165521418e-06,2.7284610126798725e-08
2015,1.5050547403916426e-06,2.5268960257562867e-08
2016,1.5232634211770346e-06,2.5270349368611278e-08
2017,1.2127762545333098e-06,3.2199825028556006e-08
2018,1.4221300261851866e-06,3.5624239558273985e-08
2019,1.4257470866141375e-06,3.418323757387043e-08
