year,vous_PRON irez_VERB,vous_PRON virer_VERB
1800,7.38878682682298e-07,0.0
1801,8.143644123492777e-07,0.0
1802,7.384872731108771e-07,0.0
1803,6.884697540954221e-07,0.0
1804,8.404293083685843e-07,0.0
1805,1.0632362688056674e-06,0.0
1806,9.423057889534903e-07,0.0
1807,6.007075299407916e-07,0.0
1808,5.597202701324022e-07,0.0
1809,6.754501313821493e-07,0.0
1810,9.032889067839278e-07,0.0
1811,6.443187317017873e-07,0.0
1812,6.774708936063689e-07,0.0
1813,6.125329718997818e-07,0.0
1814,5.097616906368785e-07,0.0
1815,7.282503702299437e-07,0.0
1816,8.204317936133521e-07,0.0
1817,8.640647592983441e-07,0.0
1818,8.511720608339601e-07,0.0
1819,7.432054047740166e-07,0.0
1820,9.74238133721883e-07,0.0
1821,1.5019046486486332e-06,0.0
1822,1.4216323620530602e-06,0.0
1823,9.862921785952494e-07,0.0
1824,1.0181125276176317e-06,0.0
1825,1.0408033546127626e-06,0.0
1826,8.050497939393608e-07,0.0
1827,7.668771218050097e-07,0.0
1828,8.768720221041804e-07,0.0
1829,1.0022042573609724e-06,0.0
1830,1.0864746116112656e-06,0.0
1831,9.853642239932014e-07,0.0
1832,1.067514588726226e-06,0.0
1833,9.869251300642645e-07,0.0
1834,9.325196117515588e-07,0.0
1835,1.185135886316857e-06,0.0
1836,1.0591902253054286e-06,0.0
1837,9.093963200257349e-07,0.0
1838,8.67291021222627e-07,0.0
1839,8.669429263363782e-07,0.0
1840,9.153242359616343e-07,0.0
1841,7.85233062572388e-07,0.0
1842,1.0766765399239375e-06,0.0
1843,9.20887430311268e-07,0.0
1844,9.517165437955555e-07,0.0
1845,1.0027669503642755e-06,0.0
1846,9.074476849946223e-07,0.0
1847,7.129841463893172e-07,0.0
1848,8.672748776916706e-07,0.0
1849,7.491196925002441e-07,0.0
1850,8.737437724448682e-07,0.0
1851,8.158539799296705e-07,0.0
1852,8.03401306370688e-07,6.510545436100301e-10
1853,8.462227185646043e-07,0.0
1854,9.471696529317342e-07,0.0
1855,1.1197637093118828e-06,0.0
1856,9.500142255092214e-07,0.0
1857,8.503589015163016e-07,0.0
1858,1.0413742330683817e-06,0.0
1859,9.028423164636479e-07,0.0
1860,1.2706262850770145e-06,0.0
1861,1.2087014908956917e-06,0.0
1862,1.124526761486777e-06,0.0
1863,1.09631926648035e-06,0.0
1864,1.2130661843912094e-06,0.0
1865,1.0919878832282848e-06,0.0
1866,8.694850208712523e-07,0.0
1867,1.2952153838341474e-06,0.0
1868,1.108013719886003e-06,0.0
1869,1.2067175987340306e-06,0.0
1870,8.813233023374778e-07,0.0
1871,7.572899534125099e-07,0.0
1872,8.429990856484437e-07,0.0
1873,7.446589762594158e-07,0.0
1874,8.866320229117264e-07,0.0
1875,1.0481837762199575e-06,0.0
1876,9.927556448019459e-07,0.0
1877,8.714405623777566e-07,0.0
1878,6.926834998921549e-07,0.0
1879,9.603859183471286e-07,0.0
1880,9.447069970747179e-07,0.0
1881,9.280407482492592e-07,0.0
1882,8.239366593443265e-07,0.0
1883,7.374668484771973e-07,0.0
1884,7.671171999845683e-07,0.0
1885,7.057971203039415e-07,0.0
1886,6.789043851540555e-07,0.0
1887,8.618180658004349e-07,0.0
1888,6.289889569188745e-07,0.0
1889,6.697431444990798e-07,0.0
1890,6.108688239692128e-07,0.0
1891,6.163870693853823e-07,0.0
1892,6.563132473047517e-07,0.0
1893,5.930555033728524e-07,0.0
1894,6.648123900276914e-07,0.0
1895,6.734829867127701e-07,0.0
1896,5.643456830739524e-07,0.0
1897,6.904655833750439e-07,0.0
1898,6.116681561252335e-07,0.0
1899,6.870779856171794e-07,0.0
1900,6.821043569971152e-07,0.0
1901,5.756401009193723e-07,0.0
1902,4.831719309095206e-07,0.0
1903,5.362418846743822e-07,0.0
1904,5.245634113748565e-07,5.374625189347171e-10
1905,6.373537217996272e-07,0.0
1906,6.723449246237578e-07,0.0
1907,6.582839660040918e-07,0.0
1908,6.571438717628553e-07,0.0
1909,6.722202101627772e-07,0.0
1910,6.642779482035621e-07,0.0
1911,5.905615267920439e-07,0.0
1912,6.475310669884493e-07,0.0
1913,6.151468170401131e-07,0.0
1914,6.321726004898665e-07,0.0
1915,5.701888881048944e-07,0.0
1916,5.713480106805946e-07,0.0
1917,5.285816655486997e-07,0.0
1918,4.893196177135906e-07,0.0
1919,6.279752682303297e-07,0.0
1920,6.03506862262293e-07,0.0
1921,6.997218520155002e-07,0.0
1922,6.802456624654951e-07,0.0
1923,6.804822731965032e-07,0.0
1924,7.54159998450632e-07,0.0
1925,7.324786537310501e-07,1.0998177923937646e-09
1926,6.999775052918267e-07,0.0
1927,7.43653274071221e-07,0.0
1928,6.935606933211602e-07,0.0
1929,7.452931924945005e-07,0.0
1930,6.69079540216444e-07,0.0
1931,5.965001435015438e-07,0.0
1932,5.348253750980803e-07,0.0
1933,5.655036403595659e-07,0.0
1934,6.242403145506614e-07,0.0
1935,5.804617870808215e-07,0.0
1936,4.898384702300973e-07,0.0
1937,5.502318600747458e-07,0.0
1938,5.36759884539606e-07,0.0
1939,4.924684162688209e-07,0.0
1940,5.451933304811973e-07,0.0
1941,6.227670610314817e-07,0.0
1942,6.25047633207032e-07,0.0
1943,6.880667200448443e-07,0.0
1944,7.454591752775741e-07,0.0
1945,7.45048367889467e-07,0.0
1946,7.628765104072954e-07,0.0
1947,8.010825069959537e-07,0.0
1948,7.110214568228912e-07,0.0
1949,6.557761480507907e-07,0.0
1950,6.99806790294133e-07,2.1270722960764488e-09
1951,6.5461006215628e-07,0.0
1952,6.69595038971238e-07,0.0
1953,6.690546570098377e-07,0.0
1954,6.684415012614409e-07,0.0
1955,6.006789163848225e-07,1.8771215692936494e-09
1956,6.933307616918682e-07,0.0
1957,6.343557004129252e-07,0.0
1958,6.90732335328903e-07,8.272243445794913e-10
1959,5.859565277432921e-07,7.750747821333448e-10
1960,7.58523327704097e-07,0.0
1961,7.135759716447865e-07,0.0
1962,7.293249666417978e-07,1.9025869768540815e-09
1963,6.563044081531189e-07,6.466053248388448e-10
1964,7.361601603861345e-07,0.0
1965,6.353042323326008e-07,1.6416130677043839e-09
1966,6.945999757590471e-07,1.1078149508847446e-09
1967,6.61157983472549e-07,4.930335584241163e-10
1968,6.126291225427849e-07,8.982831700699023e-10
1969,5.913368710253053e-07,0.0
1970,6.272661181583317e-07,0.0
1971,6.248291271049311e-07,1.541519245584766e-09
1972,5.140407068893182e-07,2.0520587451500205e-09
1973,5.292675808732383e-07,2.7566018356850464e-09
1974,4.292311288622841e-07,1.1251143350321513e-09
1975,4.963276154512641e-07,0.0
1976,4.410842677771143e-07,1.142705374768127e-09
1977,4.04910267093328e-07,1.7630346071939584e-09
1978,4.6633642369897643e-07,0.0
1979,5.161440554957153e-07,2.925986564150662e-09
1980,4.622027631739911e-07,3.411090521154847e-09
1981,5.218578280619113e-07,2.5302198114474095e-09
1982,4.593551778953042e-07,2.483000915987077e-09
1983,4.313360761898366e-07,1.89459470334441e-09
1984,4.1752862500743504e-07,5.799008495621649e-10
1985,4.3432328311610036e-07,4.812446441349039e-09
1986,4.801582775826319e-07,2.997242676272549e-09
1987,4.503671888755889e-07,6.110816852533674e-10
1988,4.659322172528846e-07,1.798966087207532e-09
1989,4.2148778334194503e-07,1.6464366536794728e-09
1990,4.0592449579435197e-07,1.089730194969718e-09
1991,4.48402076358434e-07,1.7584396161396398e-09
1992,4.1655178506516677e-07,3.30596661157756e-09
1993,4.763718379763304e-07,2.7696036575264316e-09
1994,5.116678920558115e-07,3.6924485691258724e-09
1995,4.202399352948305e-07,7.591431483433553e-09
1996,3.987554961781825e-07,4.270473752399084e-09
1997,3.730427948767101e-07,2.876936688878118e-09
