year,quels_DET ans_NOUN,quels_DET vents_NOUN
1800,0.0,9.432493897065797e-09
1801,0.0,1.904946067554647e-08
1802,0.0,2.2378401354217203e-09
1803,0.0,1.3652374120098898e-08
1804,0.0,3.707776485839531e-08
1805,0.0,5.685755422035754e-09
1806,0.0,2.881669125542885e-09
1807,2.8469551160981155e-09,1.7081730696588693e-08
1808,0.0,4.758755522971114e-08
1809,0.0,1.3554183553310395e-08
1810,0.0,2.574139479349924e-08
1811,0.0,2.5070767684098882e-09
1812,0.0,0.0
1813,0.0,2.8757417114277928e-08
1814,0.0,0.0
1815,0.0,1.8880564667256294e-08
1816,0.0,9.270415546325239e-09
1817,0.0,1.0898113522728181e-08
1818,0.0,1.0729059640723904e-08
1819,0.0,3.1053151161586356e-09
1820,0.0,0.0
1821,0.0,1.3806083387635226e-08
1822,0.0,3.0076847679083585e-09
1823,0.0,2.2730180071484085e-08
1824,9.263223965660927e-09,2.2737005167527968e-08
1825,0.0,3.169959494897512e-08
1826,0.0,1.056958154332932e-08
1827,0.0,1.7512819638909605e-08
1828,0.0,9.172301251858528e-10
1829,0.0,6.858540679832714e-09
1830,0.0,1.461157062010443e-08
1831,0.0,0.0
1832,0.0,6.764984572527055e-09
1833,0.0,8.108540172635514e-09
1834,0.0,8.401078055442213e-09
1835,0.0,3.781543966852041e-09
1836,0.0,8.736975143364134e-09
1837,6.957890930081589e-10,1.461157062010443e-08
1838,6.312161904276081e-10,1.3886756633496589e-08
1839,0.0,9.788065580274008e-09
1840,0.0,1.9746034585210737e-08
1841,6.420548537278137e-10,9.630822361827995e-09
1842,0.0,4.695785538189057e-09
1843,0.0,1.7130041496393744e-08
1844,0.0,2.6345094994439933e-08
1845,0.0,5.580227835366713e-09
1846,0.0,5.854501328173001e-09
1847,0.0,9.168480197274675e-09
1848,0.0,2.0113054111092765e-08
1849,0.0,1.005529792763582e-08
1850,0.0,1.0862393651223101e-08
1851,0.0,8.384270167027807e-09
1852,0.0,2.278690836021724e-08
1853,5.3747388761848924e-09,8.957897534855874e-09
1854,0.0,1.558699391779328e-09
1855,1.0613874223963649e-09,9.552486801567284e-09
1856,0.0,1.2942972915652717e-08
1857,0.0,8.786716465536415e-09
1858,0.0,2.4468380654951716e-09
1859,0.0,9.165912029374113e-09
1860,1.373155145145688e-09,2.6089948867991097e-08
1861,0.0,6.6023493339173456e-09
1862,0.0,3.162590411776023e-09
1863,0.0,1.1987089820753027e-08
1864,4.794727948009836e-10,1.6781547707012123e-08
1865,3.765475486972036e-09,2.588764314026548e-08
1866,0.0,6.3252967308358166e-09
1867,9.7056229719783e-10,7.279217228983725e-09
1868,0.0,4.939874287401835e-09
1869,0.0,2.4417595723136287e-09
1870,2.2936195165357276e-09,9.1744776220537e-09
1871,0.0,1.0621177271019633e-09
1872,0.0,1.5723081947527362e-08
1873,0.0,2.9930022349411445e-09
1874,0.0,7.766991494406739e-09
1875,0.0,8.58229043387837e-09
1876,0.0,4.836811839936672e-09
1877,0.0,5.566334393414252e-09
1878,0.0,4.2273621270183526e-09
1879,0.0,7.94212295929242e-09
1880,0.0,1.7328184664933133e-08
1881,2.091752326904839e-09,1.9523021421719022e-08
1882,0.0,1.3976308776975088e-08
1883,1.2638677882037541e-09,8.215140678835553e-09
1884,0.0,1.914492209209584e-08
1885,2.5782542767416317e-09,5.156508553483263e-09
1886,0.0,4.5174246565693466e-09
1887,0.0,5.223139698529167e-09
1888,0.0,1.0779045211961602e-08
1889,1.8795409673089125e-09,8.771191328804662e-09
1890,0.0,7.865263995654459e-09
1891,0.0,1.3385862196457765e-08
1892,0.0,6.2685125978845235e-09
1893,0.0,8.005941687372342e-09
1894,1.2603078580752936e-09,6.9316934414587195e-09
1895,0.0,2.4074457982692365e-09
1896,0.0,2.94851448812139e-09
1897,5.826713334045053e-09,1.165342733422392e-08
1898,0.0,7.921696743018458e-09
1899,0.0,3.3165470370022376e-09
1900,0.0,4.6719478286050276e-09
1901,0.0,3.353243460679778e-09
1902,0.0,7.856454153909453e-09
1903,5.400220270956879e-10,7.560308379339631e-09
1904,0.0,4.837162670412454e-09
1905,0.0,7.2250627702885595e-09
1906,0.0,5.144184633820714e-09
1907,0.0,1.028568674676933e-09
1908,0.0,9.822777702339636e-09
1909,0.0,3.850688656825696e-09
1910,0.0,1.6032452032632705e-09
1911,0.0,7.980560989828689e-09
1912,0.0,1.4065436815258181e-08
1913,5.30298971401777e-10,1.0605979205990934e-08
1914,0.0,4.018046340092951e-09
1915,0.0,1.0602685840410686e-08
1916,1.0987462051303964e-09,1.098746182925936e-08
1917,0.0,5.483212217605171e-09
1918,0.0,2.2972752589112133e-09
1919,0.0,8.287063479883727e-09
1920,0.0,3.786115865267448e-09
1921,0.0,4.543648568500203e-09
1922,0.0,2.287159944769357e-08
1923,1.0615948120573648e-09,1.0615948120573648e-08
1924,0.0,3.867487219366694e-09
1925,0.0,5.499088961968823e-09
1926,0.0,7.802296586589819e-09
1927,0.0,6.689535148041159e-09
1928,0.0,0.0
1929,0.0,5.570203187588163e-09
1930,0.0,9.453243521306831e-09
1931,0.0,1.1405356659111021e-09
1932,0.0,3.287861094491973e-09
1933,0.0,6.882397318719313e-09
1934,0.0,3.5944740517379614e-09
1935,0.0,1.196828414151696e-09
1936,0.0,6.0623572828433225e-09
1937,0.0,1.888667666705146e-08
1938,0.0,0.0
1939,0.0,4.588215141154706e-09
1940,0.0,0.0
1941,0.0,8.854508237732261e-09
1942,0.0,3.034211770724937e-09
1943,0.0,0.0
1944,0.0,1.6065930807940276e-08
1945,0.0,1.089252021913012e-08
1946,0.0,1.1136883415474585e-08
1947,1.1920870957027319e-09,1.1920871401116528e-08
1948,1.0871887834440486e-09,6.523132700664291e-09
1949,9.817008317369869e-10,9.817008317369869e-10
1950,0.0,2.1270722960764488e-09
1951,0.0,3.1984206394497505e-09
1952,0.0,2.1089607837865287e-09
1953,2.1547654771580937e-09,2.1547654771580937e-09
1954,0.0,8.795282724349818e-09
1955,0.0,1.220129064449793e-08
1956,0.0,5.232684952005684e-09
1957,0.0,8.835037590415595e-09
1958,8.272243445794913e-10,3.3088974338291166e-09
1959,0.0,7.750747821333448e-10
1960,0.0,6.920833461876441e-09
1961,2.08444772553662e-09,9.72742286720063e-09
1962,6.341956404476434e-10,5.0735651235811474e-09
1963,0.0,7.1126584622049904e-09
1964,0.0,7.300761994954996e-09
1965,1.0944086747954884e-09,6.5664522708175355e-09
1966,5.539074754423723e-10,1.6617224263271169e-09
1967,0.0,7.888537156830466e-09
1968,1.3474247273492779e-09,7.63540675130514e-09
1969,2.7250546263957176e-09,7.720988071113766e-09
1970,4.5987250119061684e-10,4.1388525939822784e-09
1971,3.083038491169532e-09,7.70759622792383e-09
1972,1.0260293725750103e-09,4.617132121076395e-09
1973,0.0,6.064523994098181e-09
1974,0.0,1.1251143350321513e-09
1975,0.0,4.569184142155791e-09
1976,5.713526873840635e-10,3.9994687561772935e-09
1977,0.0,4.701425304620699e-09
1978,1.1881182704343018e-09,4.158413835497754e-09
1979,5.851973350345929e-10,6.437170685380522e-09
1980,0.0,5.685150794576543e-09
1981,0.0,4.427884614521815e-09
1982,0.0,3.103751144983846e-09
1983,0.0,9.47297396081126e-09
1984,0.0,9.858314165001048e-09
1985,1.2031116103372597e-09,3.6093347199894765e-09
1986,5.994485463567401e-10,6.593933843390687e-09
1987,0.0,5.49973533381376e-09
1988,0.0,1.7989661427186832e-09
1989,0.0,2.1952488715726304e-09
1990,5.44865097484859e-10,6.538381169818308e-09
1991,0.0,6.4476117778156095e-09
1992,0.0,8.26491608485469e-09
1993,0.0,5.539207592608619e-09
1994,0.0,6.329912094482637e-09
1995,0.0,7.59143092832204e-09
1996,0.0,3.2028553142993132e-09
1997,4.79489448146353e-10,6.7128522740489416e-09
1998,4.768129224785866e-10,8.582632826659164e-09
1999,4.570201161957499e-10,2.7421206694189237e-09
2000,0.0,5.3016375733960786e-09
2001,4.3812117822561447e-10,6.571817756650944e-09
2002,0.0,1.182929815213285e-08
2003,0.0,7.083768904792009e-09
2004,4.404791253964646e-10,5.726228602398464e-09
2005,4.5037495954858286e-10,9.908248888024218e-09
2006,0.0,5.353256671281059e-09
2007,0.0,7.589511019645556e-09
2008,0.0,4.683183785214595e-09
2009,0.0,6.675469510497578e-09
2010,0.0,2.8342757585342326e-09
2011,0.0,3.0591775224131368e-09
2012,0.0,5.4468044519140335e-09
2013,0.0,5.578250084070646e-09
2014,4.330890368553497e-10,7.145968927702029e-09
2015,0.0,7.314698957650023e-09
2016,2.0713400439298368e-10,9.942432210863217e-09
2017,0.0,5.785906087574233e-09
2018,0.0,1.1616600015251777e-08
2019,2.55098775436835e-10,9.948852519592322e-09
