year,fausses_ADJ voies_NOUN
1921,7.572747762196741e-09
1922,4.426761179843197e-09
1923,1.1677542488541803e-08
1924,3.867487219366694e-09
1925,1.2097995494286806e-08
1926,1.5604593173179637e-08
1927,1.0034302277972529e-08
1928,2.0566874425753667e-08
1929,6.684243825105796e-09
1930,2.4158287814657342e-08
1931,2.0529641986399838e-08
1932,3.3974561830518724e-08
1933,3.0970788600370724e-08
1934,1.677421224144382e-08
1935,4.308582290946106e-08
1936,4.243650053581405e-08
1937,9.317427185351335e-08
1938,1.4261735792331365e-08
1939,2.5999884911698246e-08
1940,2.5357829169792012e-09
1941,2.066051862925633e-08
1942,3.6410540360520827e-08
1943,1.4516175816936538e-08
1944,1.6065930807940276e-08
1945,8.714016175304096e-09
1946,1.5313215584455975e-08
1947,1.4305045148432782e-08
1948,1.4133454406817236e-08
1949,5.890204768377316e-09
1950,5.317680518146517e-09
1951,1.3859822622919182e-08
1952,2.741649041126948e-08
1953,1.723812381726475e-08
1954,1.07497895029951e-08
1955,1.8771215692936494e-08
1956,2.2674967681268754e-08
1957,9.718541527092839e-09
1958,3.1434524316864554e-08
1959,1.705164542897819e-08
1960,1.591791587429725e-08
1961,1.250668635321972e-08
1962,1.2049716779927166e-08
1963,2.7157422977097667e-08
1964,1.520992043424485e-08
1965,1.0396882466068291e-08
1966,2.1048483844765542e-08
1967,1.0846738618397467e-08
1968,8.533690198930799e-09
1969,1.1808570121729645e-08
1970,1.241655755990223e-08
1971,8.735275613958038e-09
1972,9.234264020108185e-09
1973,7.718485406371656e-09
1974,1.518904291231138e-08
1975,1.0851811893530794e-08
1976,5.713526984862938e-09
1977,1.2928920156696222e-08
1978,1.0099005187669263e-08
1979,1.2289143924704149e-08
1980,8.527726080842513e-09
1981,5.69299452024552e-09
1982,4.966001831974154e-09
1983,5.052252838311233e-09
1984,7.538710988796993e-09
1985,3.609334831011779e-09
1986,5.994485352545098e-09
1987,4.888653482026939e-09
1988,1.4391728697660255e-08
1989,1.0976243913773942e-08
1990,3.814055737905164e-09
1991,6.4476117778156095e-09
1992,4.4079553340736766e-09
1993,7.200969598386564e-09
1994,4.747434001473039e-09
1995,8.133675954979935e-09
1996,6.939520069693117e-09
1997,8.630809844589749e-09
1998,8.582632382569955e-09
1999,9.140402212892695e-09
2000,9.277866475088103e-09
2001,4.381211837767296e-09
2002,8.324320788233308e-09
2003,5.416999737661854e-09
2004,9.250062049659391e-09
2005,5.854874363109275e-09
2006,4.529678854225949e-09
2007,9.18730247434496e-09
2008,6.3861596011349775e-09
2009,6.198650481792356e-09
2010,9.447586046817946e-10
2011,3.059177577924288e-09
2012,3.063827413996023e-09
2013,5.857162754807632e-09
2014,4.114345752981308e-09
2015,9.309617077235544e-09
2016,8.078226088059637e-09
2017,6.037467414898856e-09
2018,4.130346731301415e-09
2019,4.08158040698936e-09
