year,ses_DET airs_NOUN,ses_DET verres_NOUN
1800,3.018397904952508e-07,6.917161954334006e-08
1801,4.143257559263702e-07,5.476719877606229e-08
1802,2.4616241489638924e-07,2.0364345232337655e-07
1803,4.21273259831878e-07,3.315576790896557e-08
1804,7.464990119387949e-07,3.460591457837836e-08
1805,3.098736751638853e-07,1.1371510844071508e-08
1806,5.503988118604752e-07,5.187004514795035e-08
1807,2.4768510797912313e-07,2.2775640928784924e-08
1808,3.512414803452657e-07,5.211970277585465e-08
1809,2.868968715930009e-07,1.129515236897305e-08
1810,4.422839516848853e-07,5.616304221689461e-08
1811,5.114436874009698e-07,5.0141537144554604e-08
1812,6.134579066952028e-07,9.601949813031752e-08
1813,7.620715223310981e-07,2.8757416004054903e-08
1814,2.832009533548785e-07,7.237357380063258e-08
1815,1.7531953111493692e-07,7.282503466932155e-08
1816,3.569109896517375e-07,4.8669683394564345e-08
1817,3.3939841515007174e-07,2.8023721676539992e-08
1818,3.6598014663269396e-07,2.1458118837358597e-08
1819,3.0949639295840825e-07,1.75967855842174e-08
1820,3.548077778248171e-07,3.4412794391869284e-08
1821,2.504818059634317e-07,5.621048160264763e-08
1822,4.661911532366503e-07,2.90742860897808e-08
1823,5.297120146963152e-07,3.5577674140085946e-08
1824,2.5937027459121964e-07,4.54740085586991e-08
1825,3.2492083512636327e-07,4.402721387464226e-08
1826,2.1051082210732375e-07,1.145037931138404e-08
1827,2.2213627737244224e-07,3.594736419643141e-08
1828,2.5315550056248526e-07,9.172301140836225e-09
1829,2.9491725683783443e-07,2.0575622983187714e-08
1830,4.039055490068222e-07,2.0873670791843324e-08
1831,2.8064169654840043e-07,4.2096257146795324e-08
1832,2.273034804822771e-07,2.0294953273491956e-08
1833,2.8495726667188137e-07,4.6334513115198206e-08
1834,2.174945723520949e-07,1.4935249481595747e-08
1835,2.8134687113379186e-07,3.781543966852041e-08
1836,3.461186359743351e-07,1.7473950453261722e-08
1837,2.1847777098571441e-07,3.131051051763478e-08
1838,2.3165634388533363e-07,2.1461350030449466e-08
1839,2.929428202236295e-07,5.942753933396716e-08
1840,2.3695241679888568e-07,1.7198158619446957e-08
1841,3.017657759230019e-07,1.7977535904378783e-08
1842,3.474881253850981e-07,5.1653639587811995e-08
1843,3.904468250937043e-07,3.5441466650354414e-08
1844,3.534633599144854e-07,3.512679214168202e-08
1845,2.812434836130251e-07,2.3436957263811564e-08
1846,2.8452876144058337e-07,2.2832555401919308e-08
1847,1.9361672976003774e-07,1.5640349459999925e-08
1848,2.856053598065955e-07,6.75798647598036e-08
1849,3.0584863974780774e-07,1.9272654583346593e-08
1850,2.0910107512150944e-07,2.511928620663184e-08
1851,2.1154158513780885e-07,1.9993260380601896e-08
1852,2.975319315368097e-07,4.8178036005097624e-08
1853,3.3084501804836464e-07,1.970737528722566e-08
1854,3.205725054300501e-07,2.7017454939937124e-08
1855,4.24554979616687e-07,4.9354515141430966e-08
1856,3.6861587382475136e-07,3.4169449492083004e-08
1857,3.6220798094177553e-07,4.344543236278753e-08
1858,3.9002598661852517e-07,4.600055447667728e-08
1859,3.890420323671151e-07,6.008764530385236e-08
1860,3.972995692436143e-07,4.165237355024942e-08
1861,3.2634468283276874e-07,3.584132457490341e-08
1862,3.117410560804501e-07,6.099281793514599e-08
1863,3.6310894024893514e-07,4.844782353075061e-08
1864,3.605635559011944e-07,3.643993196078554e-08
1865,3.652511124663249e-07,3.247722446531043e-08
1866,3.14805156165221e-07,3.6492095234486044e-08
1867,3.799751358002368e-07,4.755755256269367e-08
1868,3.5171902101893693e-07,5.680854986422901e-08
1869,3.731008497709354e-07,5.127695268392074e-08
1870,3.635387013645186e-07,5.390006041494644e-08
1871,3.2500803737178785e-07,5.6292238648225634e-08
1872,3.2837051566758646e-07,4.8983450073869506e-08
1873,4.477531332369722e-07,6.824045362119335e-08
1874,3.172517573091227e-07,2.7483202824640784e-08
1875,3.341371748177835e-07,3.261270603571731e-08
1876,3.766667333593432e-07,5.441413364337677e-08
1877,3.3892790440859244e-07,6.246663986075873e-08
1878,4.1971667208429153e-07,3.865016834359025e-08
1879,3.8366562193914433e-07,4.3987143594215183e-08
1880,3.529815550962212e-07,6.546203223933844e-08
1881,4.0440544069042517e-07,4.044054563445698e-08
1882,3.4009017646496886e-07,5.124646662579835e-08
1883,3.444039791133946e-07,5.371438049905919e-08
1884,4.152467312223962e-07,6.469663027530714e-08
1885,3.7706968569750643e-07,7.02574283195645e-08
1886,3.9753338043624353e-07,4.904632433522238e-08
1887,3.6627267441247113e-07,6.985949202453767e-08
1888,3.734621962792062e-07,6.530833474016617e-08
1889,3.35811327190072e-07,7.455513073573172e-08
1890,3.480379096032493e-07,3.146105653772935e-08
1891,3.2189810639238203e-07,3.187110075852928e-08
1892,2.9336638940336e-07,6.581937839200691e-08
1893,2.6542775843907407e-07,3.202376674948937e-08
1894,2.671852543656428e-07,3.843938856107343e-08
1895,3.3403309451784935e-07,3.8519132772307785e-08
1896,2.8836471965831834e-07,5.307326134129653e-08
1897,2.3656457681653364e-07,3.962165284754349e-08
1898,2.6028431676650143e-07,4.4701003787395166e-08
1899,2.758261761215408e-07,5.472302788689376e-08
1900,2.797977547430719e-07,8.66905907059845e-08
1901,2.425512741766056e-07,5.1416396473769055e-08
1902,2.587719691860002e-07,4.566564087982172e-08
1903,2.5381036650173883e-07,7.992325912198339e-08
1904,2.98829173850379e-07,7.094505249938265e-08
1905,2.332663022741599e-07,5.160758931310738e-08
1906,2.9270411161519405e-07,6.790323681116206e-08
1907,3.162848578597277e-07,4.165703160197154e-08
1908,4.066630143739758e-07,4.911388984396581e-08
1909,3.762672777796183e-07,4.950885101884239e-08
1910,3.270620183570827e-07,5.183826157217908e-08
1911,2.803837286791122e-07,3.8838731342139e-08
1912,2.906857154982845e-07,3.959160288502517e-08
1913,3.399216428334739e-07,6.204498248507662e-08
1914,3.127379333278668e-07,3.683209170990409e-08
1915,2.155879403886729e-07,8.010918151057922e-08
1916,1.8678684909900767e-07,5.164107208521784e-08
1917,1.9849227905766043e-07,5.483212106582869e-08
1918,2.802675931334875e-07,9.533692502117219e-08
1919,3.020174208501203e-07,4.9722380102146246e-08
1920,3.150048288880214e-07,6.209230241083219e-08
1921,3.5819095334233e-07,6.058198209757393e-08
1922,4.124265977623054e-07,7.304156213194801e-08
1923,3.290944050604594e-07,5.201814445854325e-08
1924,3.3518223752082577e-07,5.9301473953610184e-08
1925,3.4534278370301763e-07,6.158979659609543e-08
1926,3.1655033794208975e-07,6.018914655570029e-08
1927,4.5934807424430346e-07,6.912519401325312e-08
1928,3.462090392147843e-07,6.969884935870141e-08
1929,4.3558989482050947e-07,8.132496986945625e-08
1930,3.256117029337702e-07,7.982738736700412e-08
1931,3.0110142468231516e-07,5.474571285191132e-08
1932,3.1015487511609763e-07,7.342889318806556e-08
1933,3.131490657892755e-07,9.520649513206081e-08
1934,3.6783452550537277e-07,7.30876426047189e-08
1935,3.0638806425287157e-07,7.30065305987182e-08
1936,4.510393734058482e-07,7.032334670142859e-08
1937,2.8455927836290584e-07,5.162358363008934e-08
1938,2.917173134164841e-07,4.40817279345751e-08
1939,2.309401638811437e-07,7.188203898778056e-08
1940,2.535782828161359e-07,5.325144059042941e-08
1941,3.128592642731576e-07,8.854507882460894e-08
1942,3.0948960283438964e-07,8.799214401555844e-08
1943,3.01936453617202e-07,9.580676185727555e-08
1944,3.148922420592726e-07,9.960877278558655e-08
1945,3.2895411239408645e-07,1.0456819410364915e-07
1946,4.051041377906017e-07,1.0997672639234679e-07
1947,3.540498747511833e-07,1.2278496797080152e-07
1948,4.163933002843123e-07,1.4350891630598994e-07
1949,3.1218087470641365e-07,7.85360690924719e-08
1950,2.690746514488751e-07,1.393232396118549e-07
1951,2.825271465667356e-07,9.701875414158678e-08
1952,2.0878712359007068e-07,9.279427359842884e-08
1953,3.2429219665175424e-07,1.1958948065160513e-07
1954,3.1369841035910895e-07,1.1531592902791488e-07
1955,2.778139780446054e-07,7.883910546624406e-08
1956,3.4622931632810605e-07,1.3430558087890176e-07
1957,2.783037000853028e-07,9.806891726471534e-08
1958,3.217902624363944e-07,8.603133094808868e-08
1959,2.8212721403519936e-07,9.533420097795897e-08
1960,3.335841540774709e-07,8.789458605384937e-08
1961,2.4596482628425065e-07,8.754680641542834e-08
1962,3.0060874589565856e-07,1.2747332300833136e-07
1963,2.7933350033038096e-07,9.699080161240659e-08
1964,2.895968895799683e-07,1.0099387626194556e-07
1965,2.746965828137604e-07,7.60614029537976e-08
1966,2.980022166809704e-07,9.970334247100254e-08
1967,3.2096484048338425e-07,1.1191861748471865e-07
1968,3.876091945187454e-07,8.982831983805895e-08
1969,2.529759104419327e-07,7.448482530758582e-08
1970,2.441923028229098e-07,1.0393118810014812e-07
1971,3.088176994126002e-07,8.735276058047248e-08
