year,ses_DET airs_NOUN,ses_DET verres_NOUN
1972,4.022035220430098e-07,7.951727520882912e-08
1973,2.558126541707395e-07,7.939013602076272e-08
1974,2.0533337030670396e-07,8.88840303581162e-08
1975,1.7591359346980084e-07,5.882824716252344e-08
1976,2.2968377733079137e-07,8.91310187878247e-08
1977,2.1685324647080506e-07,6.993370044172664e-08
1978,2.697028369524901e-07,7.782174393788921e-08
1979,2.574868407378972e-07,1.0123914084836372e-07
1980,2.8084645453674284e-07,8.357171688011533e-08
1981,2.4732899239765516e-07,9.36181308031081e-08
1982,2.5140385639943474e-07,8.504278392607034e-08
1983,2.911360601487445e-07,7.704685844878156e-08
1984,2.8183180766916394e-07,8.292581965552159e-08
1985,2.424270011402996e-07,9.203803907897878e-08
1986,2.649562569345676e-07,9.051673377502567e-08
1987,3.0126327388302343e-07,1.0143955653241221e-07
1988,2.758414856529612e-07,7.015967884438368e-08
1989,2.820894806632168e-07,1.0427431873516468e-07
1990,2.838747201749925e-07,1.0352437018745775e-07
1991,3.2062213728423217e-07,7.971592863587063e-08
1992,2.6833428190542463e-07,8.760811254227008e-08
1993,3.22381882966738e-07,9.472044421032777e-08
1994,3.048907606384432e-07,1.0338856482050574e-07
1995,3.399876735699081e-07,1.0085758539446488e-07
1996,2.807836549933995e-07,7.366567333910723e-08
1997,3.342041541287699e-07,8.630810244270037e-08
1998,2.9610082297182316e-07,7.91509461306461e-08
1999,2.883796819119766e-07,7.86074607628251e-08
2000,3.4593186448717006e-07,6.582867273507986e-08
2001,2.9704614989967126e-07,8.674799650831844e-08
2002,3.2552475470737363e-07,9.20056506537037e-08
2003,3.55021846143444e-07,1.050064577512444e-07
2004,3.470975600272652e-07,1.1144122114004062e-07
2005,3.2607145872276533e-07,1.0763961200144223e-07
2006,3.6525684521393487e-07,1.1735986182870306e-07
2007,4.809353253421023e-07,1.1743769978700414e-07
2008,5.20259151315372e-07,1.2346574584931602e-07
2009,5.163952465636612e-07,1.5878081693898594e-07
2010,6.608586202716538e-07,2.2957634193687682e-07
2011,6.611647318521818e-07,2.412926352057809e-07
2012,8.180419168724029e-07,3.2068061983636653e-07
2013,7.829073780385443e-07,3.3357934148270374e-07
2014,9.523628090590819e-07,3.724565598162144e-07
2015,9.234253326440012e-07,3.327079785009346e-07
2016,9.399741180970977e-07,3.0427984709646694e-07
2017,8.636093760117092e-07,3.209919920976745e-07
2018,9.961880245157317e-07,3.572750038038919e-07
2019,1.0020280143407945e-06,3.2142445771654593e-07
