year,nos_DET ans_NOUN,nos_DET vents_NOUN
1920,2.8017257402979112e-08,2.2716695191604686e-09
1921,2.120369302360814e-08,3.0290989716519334e-09
1922,4.205423248526685e-08,2.951174193910333e-09
1923,7.006525448716161e-08,4.246379248229459e-09
1924,8.121723371612433e-08,9.02413699321869e-09
1925,3.4094350676028284e-08,4.399271169575059e-09
1926,4.346993842663238e-08,4.458455382660986e-09
1927,2.5643217327342427e-08,1.4493992672726108e-08
1928,2.5137291137511397e-08,4.570416489713125e-09
1929,4.0105462062456354e-08,8.912325100141061e-09
1930,4.9366935983563565e-08,2.100720708497761e-09
1931,3.193499864551086e-08,4.5621426636444085e-09
1932,1.6439305028370654e-08,0.0
1933,2.982372171445036e-08,2.2941324395731044e-09
1934,2.156684431042777e-08,2.3963160344919743e-09
1935,1.555876849579363e-08,1.196828414151696e-09
1936,3.8799087942464894e-08,6.0623572828433225e-09
1937,1.6368453259474336e-08,1.2591118148108649e-09
1938,4.148868626430158e-08,1.2965214457594243e-09
1939,2.4470481641003516e-08,1.5294050470515685e-09
1940,3.0429394115571995e-08,1.7750480640899013e-08
1941,5.607854847156091e-08,2.9515025978810172e-09
1942,4.2478965012193726e-08,9.102635312174812e-09
1943,4.3548528783077245e-08,0.0
1944,2.5705489292704442e-08,3.2131861615880553e-09
1945,3.267756198965799e-08,0.0
1946,5.986074924635432e-08,4.1763312808029696e-09
1947,2.8610089852776355e-08,2.3841741914054637e-09
1948,3.0441285714388755e-08,5.435944139264848e-09
1949,2.1597417965146803e-08,0.0
1950,8.295581821471387e-08,7.444753258312176e-09
1951,4.371174844308712e-08,2.1322803522849654e-09
1952,2.1089607171731473e-08,1.0544803918932644e-09
1953,1.939288907237824e-08,3.232148326759443e-09
1954,4.104465145537972e-08,1.0749790169128914e-08
1955,1.8771216581114913e-08,3.754243138587299e-09
1956,1.4825940475304833e-08,2.616342476002842e-09
1957,1.6786571077620493e-08,1.7670075402875796e-09
1958,3.3916197239580725e-08,4.1361216673863055e-09
1959,2.40273188012452e-08,3.100299128533379e-09
1960,5.1906251297140216e-08,2.076250060767393e-09
1961,4.5163034867456986e-08,3.47407969059077e-09
1962,4.819886784135363e-08,1.2683912808952869e-09
1963,4.0736133799512686e-08,1.939815863494232e-09
1964,4.9888540409881443e-08,9.734349326606662e-09
1965,4.3776346048129966e-08,3.2832261354087677e-09
1966,3.6003986569888013e-08,4.985167390003653e-09
1967,3.993571850990918e-08,9.860671168482327e-10
1968,5.569355751577909e-08,9.431973424511852e-09
1969,3.406318194176805e-08,8.629339798282842e-09
1970,3.2650948611490094e-08,5.518470125309705e-09
1971,2.774734608745888e-08,2.569198631618974e-09
1972,2.2059630899740057e-08,3.5911027485013847e-09
1973,2.5360736732871203e-08,1.102640756478479e-09
1974,1.8001828638869455e-08,5.063014507644681e-09
1975,1.5420996479775795e-08,5.140332159925265e-09
1976,2.4568166112626244e-08,2.8567634369203176e-09
1977,1.3516598063034735e-08,2.3507127355770763e-09
1978,1.7227714810275074e-08,1.7821774056514528e-09
1979,1.345953837272873e-08,1.7555920051037788e-09
1980,1.4212876431329846e-08,2.8425752862659692e-09
1981,2.024175771442316e-08,1.2651099057237047e-09
1982,1.8622506203769262e-08,2.483000915987077e-09
1983,2.9681985536100797e-08,4.4207211225000265e-09
1984,2.4355835570588624e-08,0.0
1985,1.924978509926234e-08,4.210890636180409e-09
1986,2.6975184141964093e-08,2.997242676272549e-09
1987,1.833245094617908e-08,1.2221633705067347e-09
1988,1.6190695006912392e-08,5.99655392008458e-09
1989,2.030605161795762e-08,2.744061089465788e-09
1990,1.1987032311200352e-08,2.724325431913144e-09
1991,2.9307326621097474e-08,1.1722930404189924e-09
1992,2.093778761480536e-08,4.4079553340736766e-09
1993,2.437251228615267e-08,5.539207426075166e-10
1994,1.4769794220992338e-08,5.274926606624319e-10
1995,1.9520823790752928e-08,4.337960657352369e-09
1996,2.56228422923499e-08,3.2028553142993132e-09
1997,1.870008814464086e-08,4.79489448146353e-10
1998,3.0516027038629545e-08,3.814503490850996e-09
1999,3.473352708227573e-08,8.226361924990044e-09
2000,2.032294532661183e-08,2.6508187866980393e-09
2001,1.6648604800328926e-08,1.3143635069212678e-09
2002,1.9277373808357368e-08,2.1906108038649563e-09
2003,2.4584844826591734e-08,8.333845835650777e-10
2004,1.4535811138083332e-08,4.404791253964646e-10
2005,2.0717248361279417e-08,2.7022496462691947e-09
2006,1.2765458912156191e-08,2.8825228870488218e-09
2007,1.797515847279385e-08,3.5950314392074745e-09
2008,1.3198063086861112e-08,3.405951826129794e-09
2009,1.1920481268745675e-08,3.814554005998616e-09
2010,1.511613750837526e-08,1.0392344762522043e-08
2011,1.1471915861704929e-08,1.453109360616267e-08
2012,1.361701096325163e-08,7.1489305863980945e-09
2013,1.3108887808588321e-08,2.3149738126448938e-08
2014,1.7973194821330196e-08,2.3819896333154844e-09
2015,1.4851054830344879e-08,5.098123367908158e-09
2016,2.1749071099641526e-08,1.2220906203674886e-08
2017,7.295272969054523e-09,4.779661388898404e-09
2018,1.2907333535316923e-08,7.2281069463109304e-09
2019,1.5561025135113482e-08,2.5509878098795014e-09
