year,véritables_ADJ oies_NOUN,véritables_ADJ voies_NOUN
1800,0.0,0.0
1801,0.0,0.0
1802,0.0,4.475680270843441e-09
1803,0.0,1.950339223455444e-09
1804,0.0,9.887403784603066e-09
1805,0.0,0.0
1806,0.0,0.0
1807,0.0,1.1387820464392462e-08
1808,0.0,0.0
1809,0.0,9.036122072814123e-09
1810,7.020380277111826e-09,0.0
1811,0.0,2.5070767684098882e-09
1812,0.0,0.0
1813,0.0,0.0
1814,0.0,0.0
1815,0.0,5.394447111228828e-09
1816,0.0,9.270415546325239e-09
1817,0.0,3.113746815941454e-09
1818,0.0,1.0729059418679299e-08
1819,0.0,0.0
1820,0.0,8.306536791735653e-09
1821,0.0,3.155676253641104e-08
1822,0.0,1.804610860745015e-08
1823,0.0,3.4589405117912975e-08
1824,0.0,6.736890156844311e-09
1825,0.0,5.283265824829186e-09
1826,0.0,1.2331177856594877e-08
1827,0.0,4.7929820112813104e-08
1828,0.0,2.0179061976932644e-08
1829,0.0,2.1432940755516938e-08
1830,0.0,1.982998831806526e-08
1831,0.0,7.795603274018958e-09
1832,0.0,2.976593194148336e-08
1833,0.0,2.7800709290204395e-08
1834,0.0,2.7070139907436896e-08
1835,0.0,2.7227116561334697e-08
1836,0.0,1.9490174807401672e-08
1837,0.0,2.6439986200443855e-08
1838,0.0,2.3354999711955315e-08
1839,1.3982950353153e-09,3.8453112694014635e-08
1840,0.0,4.395085184683012e-08
1841,0.0,2.0545755319290038e-08
1842,0.0,3.219967226186782e-08
1843,0.0,4.016699506337318e-08
1844,0.0,2.9638231424655714e-08
1845,0.0,5.0780073479472776e-08
1846,0.0,5.561776106333127e-08
1847,2.6966118227278457e-09,2.1033571329098777e-08
1848,0.0,5.953464210506354e-08
1849,8.379414939696517e-10,3.100383594301093e-08
1850,0.0,5.363306954109248e-08
1851,0.0,4.772584816237213e-08
1852,0.0,3.190167419120371e-08
1853,0.0,4.41922942684414e-08
1854,0.0,2.7017454939937124e-08
1855,0.0,2.0697054736729115e-08
1856,0.0,3.520488789376941e-08
1857,0.0,3.026535466688074e-08
1858,0.0,2.5936483183386372e-08
1859,3.055304009791371e-09,2.4442432078330967e-08
1860,0.0,2.3801355553132453e-08
1861,0.0,1.744906619194353e-08
1862,0.0,2.5752521892741242e-08
1863,0.0,2.3474717281146695e-08
1864,3.835782358407869e-09,3.7398876884253696e-08
1865,1.4120533631256649e-09,1.8827376990770972e-08
1866,0.0,3.989802621617855e-08
1867,0.0,2.135237053835226e-08
1868,0.0,3.556709415875048e-08
1869,0.0,3.41846337903462e-08
1870,0.0,2.695002976338401e-08
1871,0.0,3.504988654867702e-08
1872,0.0,2.4189358072135292e-08
1873,0.0,2.8134220286801792e-08
1874,0.0,1.0156835372754358e-08
1875,0.0,3.3757011408397375e-08
1876,0.0,3.083467703390852e-08
1877,0.0,1.7317484335421796e-08
1878,0.0,3.2611080058586595e-08
1879,0.0,2.3826368433788048e-08
1880,0.0,1.4761046607247863e-08
1881,0.0,1.4642266066289267e-08
1882,0.0,2.1297232422057277e-08
1883,0.0,3.159669503816076e-08
1884,6.601696966868076e-10,1.7164412113856997e-08
1885,0.0,5.80107206715752e-09
1886,0.0,3.1621972595985426e-08
1887,0.0,1.4363633837888301e-08
1888,0.0,2.028996703984376e-08
1889,0.0,1.628935564212952e-08
1890,0.0,2.94947390955258e-08
1891,0.0,2.4859458491732767e-08
1892,0.0,1.6298132621272998e-08
1893,0.0,1.6011883374744684e-08
1894,0.0,1.5123694296903523e-08
1895,0.0,1.444467478961542e-08
1896,0.0,3.4202766840962795e-08
1897,0.0,3.088158351260972e-08
1898,1.6975064687230201e-09,3.734514208986184e-08
1899,0.0,1.2713430308508578e-08
1900,0.0,2.28406342728249e-08
1901,0.0,1.7325090695408107e-08
1902,0.0,2.6024505217492333e-08
1903,0.0,1.1340462791054051e-08
1904,0.0,1.666133897515465e-08
1905,1.5482277682110634e-09,1.909480928929952e-08
1906,3.600929110447737e-09,2.6749759740596346e-08
1907,0.0,7.71426478252124e-09
1908,0.0,1.7189861978295085e-08
1909,0.0,2.2003934674330594e-08
1910,0.0,1.7101282168141552e-08
1911,0.0,2.3941684190731394e-08
1912,0.0,5.2094213387476884e-09
1913,0.0,2.0681659052002033e-08
1914,0.0,1.2054139020278853e-08
1915,0.0,2.3561524287174507e-08
1916,0.0,9.888715624128963e-09
1917,0.0,1.0966424213165737e-08
1918,0.0,2.8715941624568586e-08
1919,9.207848372660976e-10,1.2890987832747669e-08
1920,7.572231730534895e-10,1.0601124422748853e-08
1921,0.0,1.741731914250977e-08
1922,0.0,2.8036154731125862e-08
1923,0.0,2.5478275489376756e-08
1924,0.0,5.156649773851996e-09
1925,0.0,1.0998178368026856e-08
1926,0.0,1.0031524944054127e-08
1927,0.0,1.6723836537835268e-08
1928,0.0,2.170947865920425e-08
1929,0.0,7.798284684668033e-09
1930,0.0,1.2604324695075775e-08
1931,0.0,1.4826963656844327e-08
1932,0.0,8.767629289252454e-09
1933,0.0,5.735331320977366e-09
1934,0.0,1.677421224144382e-08
1935,0.0,1.4361940969820353e-08
1936,0.0,1.091224355320719e-08
1937,0.0,1.0072894518486919e-08
1938,0.0,1.6854778905894818e-08
1939,0.0,1.070583532936098e-08
1940,0.0,3.0429394115571995e-08
1941,0.0,1.4757512545315876e-08
1942,0.0,1.2136847082899749e-08
1943,0.0,1.1612940831184915e-08
1944,0.0,0.0
1945,0.0,1.742803235060819e-08
1946,0.0,1.3921104269343232e-08
1947,0.0,1.1920871401116528e-08
1948,0.0,1.195907639583993e-08
1949,0.0,1.3743811422273211e-08
1950,0.0,1.2762433776458693e-08
1951,0.0,2.3455083209000804e-08
1952,0.0,1.4762725264461096e-08
1953,0.0,7.54167928107563e-09
1954,0.0,1.6613311615287785e-08
1955,0.0,1.1262729415761896e-08
1956,0.0,1.657016923672927e-08
1957,0.0,3.534015080575159e-09
1958,0.0,1.2408365002158916e-08
1959,0.0,1.1626121398933265e-08
1960,0.0,4.844583401109048e-09
1961,6.948159270159238e-10,1.181187059273725e-08
1962,0.0,1.4586500007851555e-08
1963,1.939815863494232e-09,7.1126584622049904e-09
1964,0.0,1.1559539991878864e-08
1965,0.0,9.849678406226303e-09
1966,0.0,5.539074976468328e-09
1967,0.0,9.367637332502454e-09
1968,0.0,6.287982134978165e-09
1969,0.0,1.2262746373892242e-08
1970,4.5987250119061684e-10,8.7375777724219e-09
1971,0.0,1.5415192677892264e-08
1972,0.0,1.1799337507056862e-08
1973,0.0,7.718485406371656e-09
1974,0.0,1.0688586016271984e-08
1975,0.0,2.2845920710778955e-09
1976,0.0,1.3712464053128315e-08
1977,0.0,1.1165885105413054e-08
1978,0.0,2.970295565063452e-09
1979,0.0,5.851973128301324e-09
1980,5.685150683554241e-10,9.096241093686785e-09
1981,0.0,6.325549417596221e-09
1982,0.0,5.586751949948621e-09
1983,0.0,6.946847541655643e-09
1984,0.0,8.118611560803402e-09
1985,6.015558051686298e-10,1.0226449020933615e-08
1986,0.0,1.0790073723399018e-08
1987,0.0,3.6664902225425067e-09
1988,0.0,1.2592763276586538e-08
1989,0.0,9.878619700032232e-09
1990,5.44865097484859e-10,1.7435683119515488e-08
1991,0.0,7.033758464558559e-09
1992,0.0,1.1570882918476855e-08
1993,0.0,9.416652346772025e-09
1994,0.0,8.967375286772494e-09
1995,0.0,7.591431483433553e-09
1996,0.0,5.3380921904988554e-09
1997,0.0,9.58978851883785e-09
1998,4.768129224785866e-10,6.675381136744818e-09
1999,0.0,1.0511462811280126e-08
2000,0.0,8.83606254831193e-09
2001,0.0,7.886181485616817e-09
2002,0.0,8.324320788233308e-09
2003,4.1669229178253886e-10,1.0833999475323708e-08
2004,0.0,1.189293641346012e-08
2005,4.5037495954858286e-10,8.106749049829887e-09
2006,0.0,7.000412693969338e-09
2007,0.0,6.7906151812735516e-09
2008,0.0,6.3861596011349775e-09
2009,0.0,5.245011536203492e-09
2010,4.723793023408973e-10,1.2281861749841028e-08
2011,0.0,1.1089518636708817e-08
2012,0.0,5.446804340891731e-09
2013,0.0,5.29933741333366e-09
2014,0.0,4.7639794331644225e-09
2015,0.0,1.0196246513771712e-08
2016,2.0713400439298368e-10,7.871092222444531e-09
2017,2.515611330355938e-10,5.7859059765519305e-09
2018,0.0,4.64663996169179e-09
2019,0.0,3.826481798085979e-09
