year,plusieurs_DET oies_NOUN,plusieurs_DET voix_NOUN
1996,0.0,5.44485400766348e-07
1997,4.79489448146353e-10,5.447000166469707e-07
1998,0.0,5.020839992653237e-07
1999,1.3710603763428253e-09,6.375430467997489e-07
2000,0.0,6.074793237331733e-07
2001,0.0,6.825928080544941e-07
2002,2.6287327870022636e-09,5.95846116224763e-07
2003,8.333845835650777e-10,5.929531186055215e-07
2004,4.404791253964646e-10,6.281232516336388e-07
2005,4.5037495954858286e-10,6.237693119803822e-07
2006,8.235779835885637e-10,6.180952700773901e-07
2007,1.1983438685803094e-09,5.923813177766135e-07
2008,8.514879357157668e-10,5.343086519893347e-07
2009,4.76819250749827e-10,5.368984676845656e-07
2010,2.3618964561933353e-09,5.035563322985936e-07
2011,1.529588788962144e-09,4.894684060285925e-07
2012,6.808505426114664e-10,4.830634492414276e-07
2013,1.6734750252211938e-09,5.299337620945366e-07
2014,1.0827225782605865e-09,4.3720337816743893e-07
2015,2.21657536769726e-09,5.426176281631001e-07
2016,2.4856081637381067e-09,4.965002187162781e-07
2017,2.0124890642847504e-09,4.140696230336971e-07
2018,1.5488800242380307e-09,4.832505786644958e-07
2019,2.806086474294034e-09,4.688715371514718e-07
