year,plusieurs_DET oies_NOUN,plusieurs_DET voix_NOUN
1800,0.0,5.030663174920846e-07
1801,0.0,1.1262993666605325e-06
1802,1.5664880947952042e-08,7.787683671267587e-07
1803,0.0,4.778331117449852e-07
1804,0.0,8.849226289520118e-07
1805,3.1271653710973624e-08,7.448339507387658e-07
1806,0.0,9.336608286503179e-07
1807,5.693910232196231e-09,3.7010417486271763e-07
1808,2.039466551195801e-08,2.1754310708388402e-07
1809,1.129515236897305e-08,3.343365051478031e-07
1810,2.3401266702194334e-08,3.463387621138736e-07
1811,0.0,3.1087750684832827e-07
1812,0.0,2.400487417730801e-07
1813,0.0,3.4508900981222723e-07
1814,6.293354282149721e-09,6.828289258464793e-07
1815,0.0,1.2730895093682193e-06
1816,4.6352077731626196e-09,6.257530422715263e-07
1817,1.556873407970727e-09,6.274199790823332e-07
1818,0.0,6.735465110097039e-07
1819,0.0,7.815042692982388e-07
1820,4.746592452420373e-09,1.3254859219102855e-06
1821,0.0,1.1074451435888477e-06
1822,0.0,7.579365615129063e-07
1823,0.0,6.285388840510109e-07
1824,0.0,6.442151141428099e-07
1825,1.7610886082763955e-09,6.560055167970091e-07
1826,0.0,6.834996000293359e-07
1827,3.6869092223668076e-09,7.244776725201518e-07
1828,0.0,3.2277327832730407e-06
1829,0.0,5.795467075131455e-07
1830,9.39315203396518e-09,6.961369436453424e-07
1831,0.0,7.873558871551722e-07
1832,1.3529969367098715e-09,7.698552337842557e-07
1833,0.0,6.91542602737627e-07
1834,1.8669061851994684e-09,2.603400689693558e-06
1835,2.2689263801112247e-09,2.180438272603169e-06
1836,2.016224964762614e-09,2.175506837787111e-06
1837,1.3915781860163179e-09,8.196395508974774e-07
1838,1.2624323808552163e-09,1.3779449390405318e-06
1839,0.0,9.060951620121216e-07
1840,0.0,2.5956481550792887e-06
1841,1.926164561183441e-09,1.6417342827423909e-06
1842,0.0,2.7228846679605567e-06
1843,6.497602011990011e-09,7.383639015756671e-07
1844,0.0,7.508351735907581e-07
1845,5.580227946389016e-10,6.188472729817818e-07
1846,0.0,1.0380030790457795e-06
1847,0.0,2.503534425102316e-06
1848,8.045221711050488e-10,4.332351826619174e-06
1849,2.513824481908955e-09,5.864752678164109e-06
1850,0.0,2.5601304631805988e-06
1851,6.449438760824933e-10,9.151753763703141e-07
1852,0.0,5.091246499944191e-07
1853,1.0152284346531815e-08,5.858464877661618e-07
1854,0.0,6.572515420799618e-07
1855,0.0,3.900598741779504e-07
1856,0.0,4.840671827821552e-07
1857,0.0,5.237859284079605e-07
1858,4.893676019968041e-10,7.041999743329086e-07
1859,1.5276520048956854e-09,8.071094939055001e-07
1860,0.0,1.2106651254839562e-06
1861,4.715963730639317e-10,1.6652068524081187e-06
1862,9.035972525772706e-10,3.1756924561143762e-06
1863,6.99246927027275e-09,1.2081987375012204e-06
1864,4.794727948009836e-10,1.0006597417344665e-06
1865,2.3534221238463715e-09,7.35209095381606e-07
1866,4.865612912574591e-10,7.351941206934498e-07
1867,0.0,7.279217086875178e-07
1868,4.44588676984381e-09,7.869219613709788e-07
1869,0.0,9.596115368992741e-07
1870,0.0,1.3807589569481138e-06
1871,0.0,2.1529126490449357e-06
1872,6.047339295989218e-10,1.230028807697181e-06
1873,5.387403856360606e-09,1.2253351187041517e-06
1874,0.0,1.0252429136770047e-06
1875,1.1443054281912168e-09,1.3359765560494452e-06
1876,6.04601479992084e-10,2.366410182474965e-06
1877,6.184815992682502e-10,2.274156727821719e-06
1878,1.8117265465633636e-09,1.4578360065797824e-06
1879,0.0,7.94212283494744e-07
1880,1.2835692508872398e-09,9.684529960196642e-07
1881,3.4862537301449947e-09,1.3805565082236626e-06
1882,3.3276925659464496e-09,7.280991445313134e-07
1883,5.687405213450347e-09,6.6921798769215e-07
1884,0.0,5.888713667800971e-07
1885,0.0,9.397736784322319e-07
1886,6.453463874400711e-10,7.608633936229126e-07
1887,0.0,9.369006603865415e-07
1888,6.340614699951175e-10,9.59969061575805e-07
1889,3.132568426877924e-09,1.4159208889807928e-06
1890,0.0,1.5258611192336957e-06
1891,6.374220040683554e-10,9.446594146922394e-07
1892,6.268512375839919e-10,1.1408692364156536e-06
1893,0.0,1.4860259094362505e-06
1894,6.301539290376468e-10,1.0492062809674962e-06
1895,1.8055843487019274e-09,9.485336582848447e-07
1896,1.179405795248556e-09,6.327511992143542e-07
1897,0.0,6.386078155173891e-07
1898,5.6583548957434e-10,5.120811099601497e-07
1899,0.0,5.20697888362065e-07
1900,1.038210628578895e-09,4.5006431470540065e-07
1901,0.0,6.13084655265439e-07
1902,6.874397495693074e-09,4.046073902586045e-07
1903,0.0,4.050165145486062e-07
1904,0.0,5.030649106174678e-07
1905,5.160759042333041e-10,5.093669290801017e-07
1906,0.0,4.233663810637722e-07
1907,0.0,5.122272179747256e-07
1908,0.0,4.980148569089238e-07
1909,1.1001967115120692e-09,4.307270229375604e-07
1910,0.0,5.456377856205563e-07
1911,1.0640748282497725e-09,4.3999493293256364e-07
1912,2.0837684910901544e-09,4.4592645842556067e-07
1913,1.590896969716482e-09,3.256035743248731e-07
1914,0.0,2.1697449792412726e-07
1915,0.0,1.1780761788315885e-07
1916,2.197492410260793e-09,1.7689814102439527e-07
1917,0.0,2.226184179221491e-07
1918,0.0,2.595920989278966e-07
1919,0.0,2.541366175279336e-07
1920,7.572231730534895e-10,3.468082088176061e-07
1921,0.0,3.7863738455712337e-07
1922,1.4755870969551665e-09,2.641300893557741e-07
1923,0.0,2.6964508537119514e-07
1924,0.0,3.9964036613326925e-07
1925,0.0,3.0684916119128047e-07
1926,0.0,3.1432109715012757e-07
1927,1.1149224876660924e-09,3.255573597371608e-07
1928,1.1426041224282812e-09,2.5937114100926806e-07
1929,0.0,2.5288722271810116e-07
1930,0.0,3.434678488289933e-07
1931,0.0,2.999608765819062e-07
1932,0.0,3.572808879859224e-07
1933,4.588264879146209e-09,2.6841349320960717e-07
1934,3.5944740517379614e-09,2.1806475558605598e-07
1935,0.0,2.1064180444341218e-07
1936,1.2124714565686645e-09,2.2309475022908032e-07
1937,0.0,2.2538101518421172e-07
1938,0.0,2.7745559216807436e-07
1939,0.0,1.9270503681667606e-07
1940,0.0,1.5468275549324062e-07
1941,2.9515025978810172e-09,2.597322326103324e-07
1942,3.034211770724937e-09,3.125238015044829e-07
1943,0.0,2.0612969908739842e-07
1944,0.0,2.1528346927368602e-07
1945,0.0,3.703456901149593e-07
1946,1.3921104269343232e-09,3.410670608161581e-07
1947,1.1920870957027319e-09,4.637218760095152e-07
1948,1.0871887834440486e-09,4.6422959254499574e-07
1949,0.0,3.5439399148629036e-07
1950,0.0,5.221962400270286e-07
1951,4.264560704569931e-09,4.0086870978228717e-07
1952,0.0,3.553598779681977e-07
1953,0.0,2.7473259323063104e-07
1954,9.772536113672459e-10,3.7819713494258167e-07
1955,0.0,4.561405457792489e-07
1956,0.0,3.662879395349705e-07
1957,8.835037701437898e-10,3.931591650019328e-07
1958,8.272243445794913e-10,2.663662444502002e-07
1959,7.750747821333448e-10,3.983884324654241e-07
1960,1.3841666701708277e-09,3.9033501053609143e-07
1961,6.948159270159238e-10,3.210049603907805e-07
1962,6.341956404476434e-10,2.7397253044014747e-07
1963,0.0,5.024123348462695e-07
1964,6.083968329129164e-10,2.683029953765015e-07
1965,1.0944086747954884e-09,3.14095303544093e-07
1966,0.0,3.0520301053105214e-07
1967,4.930335584241163e-10,3.288533714229658e-07
1968,0.0,4.2398965405254785e-07
1969,1.3625273131978588e-09,7.126017820269226e-07
1970,1.3796175313274261e-09,3.357069289222636e-07
1971,1.0276794970565106e-09,3.298851219968313e-07
1972,3.0780880067027283e-09,5.248140118041533e-07
1973,5.513203782392395e-10,3.5615295090885013e-07
1974,5.625571675160757e-10,2.925297257760917e-07
1975,0.0,3.198428815132104e-07
1976,5.713526873840635e-10,3.073877347659071e-07
1977,0.0,3.079433586461455e-07
1978,1.7821774056514528e-09,3.5287113442361573e-07
1979,1.1703946700691858e-09,3.8798582557841854e-07
1980,0.0,4.138789759799977e-07
1981,6.325549528618524e-10,3.9597940415525557e-07
1982,0.0,4.301799129136086e-07
1983,0.0,3.7134059827081956e-07
1984,0.0,4.082502029767454e-07
1985,0.0,4.4154197187395994e-07
1986,5.994485463567401e-10,3.8964155213427887e-07
1987,0.0,4.155355375345948e-07
1988,1.1993107618124554e-09,4.461435982872075e-07
1989,1.0976244357863152e-09,4.6209988979750705e-07
1990,1.6345953479657283e-09,5.067245369971829e-07
1991,5.861465202094962e-10,4.5778042156996435e-07
1992,0.0,4.925890024765067e-07
1993,5.539207426075166e-10,5.926951680557124e-07
1994,1.5824779264761446e-09,4.837107563382403e-07
1995,5.422450821690461e-10,6.772640845364997e-07
