year,quelques_DET oies_NOUN,quelques_DET voix_NOUN
1800,5.0306631749208464e-08,2.672539736181534e-07
1801,1.6668277424969347e-08,7.881714481072777e-07
1802,2.9091921760482364e-08,3.177732992298843e-07
1803,4.4857802805609026e-08,2.8474953239765455e-07
1804,2.4718509905596875e-08,3.633620764276202e-07
1805,5.4014676953428875e-08,1.1371511021707192e-07
1806,5.76333825108577e-09,2.651135631026591e-07
1807,5.693910232196231e-09,1.7366425453246848e-07
1808,3.852325747288887e-08,3.059199897847975e-07
1809,3.162642769893864e-08,2.4397529174713384e-07
1810,1.2870697219113936e-07,2.410330495195012e-07
1811,0.0,1.4290336869393627e-07
1812,0.0,1.4669645054254943e-07
1813,0.0,1.8692320225000003e-07
1814,0.0,5.664018800644044e-07
1815,4.315557688983063e-08,8.226531775790136e-07
1816,1.8540831092650478e-08,5.608601441053906e-07
1817,1.2454987263765815e-08,4.670620228353073e-07
1818,3.695565098382758e-08,5.400293472401785e-07
1819,1.035105001712111e-09,5.610269084854735e-07
1820,3.5599443393152796e-09,7.499615835016016e-07
1821,9.861488514673056e-09,4.467254273166077e-07
1822,1.804610860745015e-08,3.398683787736445e-07
1823,8.894418535021487e-09,3.5083538563185357e-07
1824,1.431589158329416e-08,5.936884406310128e-07
1825,3.522177216552791e-09,4.4115270014799535e-07
1826,1.8496766784892316e-08,3.831473103232952e-07
1827,1.013900030599757e-08,5.862185687988131e-07
1828,1.0089530988466322e-08,8.493551222343854e-07
1829,9.430493552731178e-09,4.500917505367852e-07
1830,9.39315203396518e-09,5.020118054588352e-07
1831,3.1182412207897414e-09,6.314438412147183e-07
1832,1.0823975493678972e-08,7.468543059552246e-07
1833,2.0850531967653296e-08,5.490639989336188e-07
1834,1.8669061851994684e-08,7.570304489945556e-07
1835,7.563087933704082e-09,6.572323485443121e-07
1836,1.949017514046858e-08,8.380775287086806e-07
1837,1.7394727436226276e-08,5.461944314610889e-07
1838,3.787297142565649e-09,7.322107633545016e-07
1839,4.894032734625853e-09,5.264580844599465e-07
1840,4.458782232319436e-09,9.293375938801418e-07
1841,4.494383976094696e-09,7.120388048065251e-07
1842,6.708265054555795e-10,8.955533590260245e-07
1843,1.594865972620596e-08,6.6689028971334e-07
1844,4.9397050894128824e-09,7.716916972100307e-07
1845,1.562463802784464e-08,6.696273880391068e-07
1846,8.196302303531411e-09,7.30641781743202e-07
1847,1.0786447290911383e-08,8.731629019820275e-07
1848,1.6090443422100975e-09,1.67421063679285e-06
1849,4.189707469848258e-09,2.202110238158639e-06
1850,1.8330290174617403e-08,1.6592306906204612e-06
1851,9.029214709244116e-09,9.016315454246637e-07
1852,1.9531636308300904e-09,5.410263408389682e-07
1853,2.388772735173461e-09,5.195580841110825e-07
1854,8.832629572186335e-09,5.013816166687945e-07
1855,2.1227748447927297e-09,5.232640027941216e-07
1856,3.1063135952358323e-09,4.2194092431113717e-07
1857,0.0,5.071888011798364e-07
1858,8.80861672492017e-09,5.368362525626225e-07
1859,3.055304009791371e-09,5.362058459468244e-07
1860,1.327383358784573e-08,7.04428608555574e-07
1861,1.8863854922557266e-09,6.941898629264642e-07
1862,4.066187636597718e-09,8.769411224962553e-07
1863,6.493007298491449e-09,6.128399570037857e-07
1864,1.102787461348953e-08,6.813308445208222e-07
1865,0.0,6.38718766377e-07
1866,8.758103242634263e-09,7.57089390734933e-07
1867,5.338092634588065e-09,6.231010143409321e-07
1868,2.3711396401893126e-08,5.888329843717344e-07
1869,9.767038400276817e-09,7.872232710148808e-07
1870,3.4404292748035914e-09,8.595339009431768e-07
1871,8.496941816815706e-09,1.3754424088574524e-06
1872,5.442605477412599e-09,8.889588833937978e-07
1873,5.986004469882289e-10,9.398026845630625e-07
1874,6.572069888299836e-09,8.197163889889225e-07
1875,5.721527251978387e-09,8.34770821356301e-07
1876,3.02300739996042e-09,7.382183966342382e-07
1877,6.80329748092845e-09,6.302327477669678e-07
1878,9.058632954861423e-09,6.878521943143312e-07
1879,7.94212295929242e-09,7.288425010187893e-07
1880,6.417846032391594e-09,6.976198840824566e-07
1881,1.3945015142624584e-09,5.480391180867628e-07
1882,5.989846396659004e-09,6.542243538021353e-07
1883,6.319338829996468e-09,3.974864233313724e-07
1884,7.2618666635548834e-09,4.324111397835395e-07
1885,6.445635636342928e-09,4.07364183496739e-07
1886,1.0325542088018835e-08,4.0269615808607995e-07
1887,1.0446279397058333e-08,5.425536279135557e-07
1888,1.141310668195672e-08,5.75727829188466e-07
1889,3.7590820456401275e-09,7.148521061206559e-07
1890,7.209825181320184e-09,9.67427450704328e-07
1891,1.0836173736095134e-08,6.246735742010401e-07
1892,8.149066088591894e-09,5.735688888286461e-07
1893,3.0792082772457263e-09,5.936713594056897e-07
1894,6.301539290376468e-09,6.503188507700486e-07
1895,3.0093072478365457e-09,4.706556377964688e-07
1896,6.486731818355906e-09,4.3343163230735726e-07
1897,8.157398867503218e-09,4.7312914785990756e-07
1898,7.355861253444118e-09,4.085332316883239e-07
1899,6.080336234504102e-09,4.118046064149894e-07
1900,4.6719478286050276e-09,3.6596925001575187e-07
1901,7.265360535413379e-09,4.73925052313362e-07
1902,3.928227076954727e-09,3.5845073043105913e-07
1903,3.2401321625741275e-09,3.9367605664253347e-07
1904,1.0211787859759625e-08,4.1438359676959635e-07
1905,5.160758931310738e-09,3.9428199660740404e-07
1906,7.716276506641861e-09,4.259384791538423e-07
1907,1.131425531042396e-08,3.080563111268475e-07
1908,5.893666887857307e-09,3.344656054338202e-07
1909,8.251475669407426e-09,3.2785862091877505e-07
1910,1.0688301688155377e-08,3.5698925038296636e-07
1911,3.7242618988742038e-09,3.506126490249173e-07
1912,6.772247651554153e-09,3.8132964297332705e-07
1913,1.1136278676993072e-08,3.3461865062145435e-07
1914,2.678697486047099e-09,3.301494642116154e-07
1915,2.3561523843085297e-09,2.8745060021151403e-07
1916,0.0,3.7467244595745797e-07
1917,2.1932848870420685e-09,3.344759562651234e-07
1918,3.44591288836682e-09,3.3999672943707537e-07
1919,7.366278753639932e-09,3.342448877674542e-07
1920,5.300562211374427e-09,3.172765046244308e-07
1921,1.5145494858259667e-09,2.8624985404235304e-07
1922,1.180469710870824e-08,3.349582744505142e-07
1923,3.1847844361720945e-09,2.908769896059482e-07
1924,2.578324886925998e-09,3.454955428416895e-07
1925,3.299453377181294e-09,2.947511539286296e-07
1926,7.802297030679028e-09,2.786534496479476e-07
1927,1.3379070296082318e-08,3.03258929079675e-07
1928,0.0,2.8793623263467794e-07
1929,4.4561625500705304e-09,3.6429129224302415e-07
1930,3.1510810627466412e-09,3.329642279670253e-07
1931,4.5621426636444085e-09,2.531989231613352e-07
1932,8.767629400274757e-09,2.761803232775861e-07
1933,1.3764794637438627e-08,2.408839030465515e-07
1934,1.0783422155213884e-08,2.576039808133146e-07
1935,1.196828414151696e-08,2.369720295547495e-07
1936,2.424942913137329e-09,2.15819925042382e-07
1937,5.0364472592434595e-09,1.762756551837441e-07
1938,6.482607117774819e-09,1.9318168931192758e-07
1939,3.058810094103137e-09,1.850580106932398e-07
1940,1.5214697501875207e-08,1.6229011379209624e-07
1941,1.1806010391524069e-08,1.88896170261188e-07
1942,1.2136847082899749e-08,2.366685141197422e-07
1943,1.4516176261025748e-08,2.9032351633873077e-07
1944,1.6065930807940276e-08,2.4098896744817466e-07
1945,8.714016175304096e-09,3.790596920794087e-07
1946,2.7842208538686464e-09,2.895589643614471e-07
1947,5.960435700558264e-09,2.920613464407751e-07
1948,4.348755133776194e-09,3.000641086714495e-07
1949,1.0798709482173763e-08,2.5916901136291415e-07
1950,2.1270722960764488e-09,2.97790130332487e-07
1951,6.396841278899501e-09,2.3774925139719016e-07
1952,6.326882129314981e-09,2.467484095936001e-07
1953,9.696444758233724e-09,2.424111197329992e-07
1954,5.863521668203475e-09,2.5994946262208884e-07
1955,4.6928039232341234e-09,2.03667692488807e-07
1956,4.36057079333807e-09,2.6076212700232304e-07
1957,2.6505113659425206e-09,2.2971097735080548e-07
1958,6.617794590102477e-09,2.3658615672106365e-07
1959,1.3176271185244559e-08,1.9764406755662378e-07
1960,6.920833239831836e-09,2.0762499680637703e-07
1961,9.032606829162404e-09,2.5916634793787807e-07
1962,2.5367825617905737e-09,2.5621504634587566e-07
1963,8.405868778815773e-09,2.153195717280454e-07
1964,1.2776333657704697e-08,2.439671218379402e-07
1965,6.0192477668863376e-09,2.5937485514937464e-07
1966,7.200797069728537e-09,2.1768563940316454e-07
1967,4.930335695263466e-09,2.603217169605543e-07
1968,7.635406917838594e-09,3.215853654481293e-07
1969,7.720988265402795e-09,2.815889885710021e-07
1970,4.59872487312829e-09,2.428126812947795e-07
1971,7.193756479395574e-09,2.1889572832112236e-07
1972,2.5650733759263744e-09,2.205963234302999e-07
1973,2.7566018356850464e-09,2.7786546674679613e-07
1974,4.500457340128605e-09,2.3121099990142113e-07
1975,1.7134440533084216e-09,1.8333850926310902e-07
1976,6.856232359631065e-09,2.5939411640862886e-07
1977,2.3507127355770763e-09,2.8384856315399887e-07
1978,2.3762365408686037e-09,2.6079196524531056e-07
1979,5.851973350345929e-09,2.8089471448833336e-07
1980,4.548120602354544e-09,2.336596907070998e-07
1981,5.69299452024552e-09,2.454313197119973e-07
1982,9.932003885992913e-09,2.4581709701099186e-07
1983,2.526126308133314e-09,2.557703018268853e-07
1984,5.219107646059484e-09,2.313804386422369e-07
1985,7.820225467192188e-09,2.3761454670534476e-07
1986,4.795588426365072e-09,2.4217721161789996e-07
1987,3.055408426266837e-09,2.3098887569350524e-07
1988,1.7989661427186832e-09,2.8783457745040764e-07
1989,6.036934285802431e-09,2.8428473053399017e-07
1990,9.262707045820662e-09,2.5826605487555554e-07
1991,6.447611611282156e-09,2.8310876543091723e-07
1992,6.611932834577061e-09,2.732932331550586e-07
1993,7.75489034099408e-09,2.9191622097357595e-07
1994,4.2199412852994556e-09,2.859010339584245e-07
1995,4.337960546330066e-09,3.3022725176579115e-07
1996,3.2028553142993132e-09,2.4928890574038576e-07
1997,2.876936688878118e-09,3.0639377102126275e-07
1998,5.2449422582867555e-09,2.908558859315846e-07
1999,7.769341975327748e-09,2.9980520110939324e-07
2000,5.743440834038438e-09,3.211908934375174e-07
2001,4.381211921034023e-09,2.7163512789085686e-07
2002,5.695587723675288e-09,3.0712364207374776e-07
2003,5.000307723435071e-09,3.1376928433246576e-07
2004,3.9643121285681815e-09,2.9379958377262483e-07
2005,5.404499625605297e-09,3.1256022881009926e-07
2006,2.4707338397433887e-09,2.882522863734138e-07
2007,5.991719120856942e-09,3.123682994488064e-07
2008,5.960415716543821e-09,3.2015945192198636e-07
2009,6.675469732542183e-09,3.065947709046668e-07
2010,9.919965127114239e-09,2.706733361890201e-07
2011,1.56782850591064e-08,2.4435181161797104e-07
2012,1.3957436206801788e-08,2.747231959976393e-07
2013,1.3666712872506537e-08,2.923002979660083e-07
2014,1.2776126934177512e-08,3.170211626546404e-07
2015,1.0639561565106703e-08,3.1697026825483476e-07
2016,1.5120782848043746e-08,3.3245007302618035e-07
2017,7.798395401659164e-09,2.407440013174611e-07
2018,1.3165480483579017e-08,2.555652018898513e-07
2019,9.693753133532823e-09,3.0713893339751053e-07
