year,véritables_ADJ îles_NOUN,véritables_ADJ iles_NOUN,véritables_ADJ villes_NOUN
1800,0.0,0.0,0.0
1801,4.7623651688866175e-09,0.0,0.0
1802,1.1189200677108602e-08,0.0,0.0
1803,3.900678446910888e-09,0.0,5.851017448321727e-09
1804,1.730295728918918e-08,0.0,0.0
1805,0.0,0.0,0.0
1806,2.881669125542885e-09,0.0,4.610670600868616e-08
1807,0.0,0.0,0.0
1808,1.5862518409903714e-08,9.064295980465431e-09,9.064295980465431e-09
1809,0.0,0.0,6.7770917766551975e-09
1810,0.0,0.0,0.0
1811,0.0,0.0,2.5070767684098882e-09
1812,5.3344164641089264e-09,0.0,0.0
1813,0.0,0.0,0.0
1814,0.0,0.0,0.0
1815,0.0,0.0,0.0
1816,0.0,0.0,2.3176038865813098e-09
1817,0.0,0.0,1.556873407970727e-09
1818,0.0,0.0,0.0
1819,0.0,0.0,0.0
1820,0.0,0.0,1.1866481131050932e-08
1821,2.9584463767662328e-09,0.0,6.903041693817613e-09
1822,0.0,0.0,0.0
1823,0.0,0.0,0.0
1824,1.6842225392110777e-09,0.0,8.421112696055388e-10
1825,0.0,2.641632912414593e-09,8.805443041381977e-10
1826,2.642395191543301e-09,0.0,5.284790383086602e-09
1827,0.0,0.0,1.8434546111834038e-09
1828,7.337841001486822e-09,9.172301251858528e-10,1.8344602503717056e-09
1829,2.571952872898464e-09,4.286587973467704e-09,0.0
1830,0.0,0.0,5.218417697960831e-09
1831,0.0,0.0,1.091384405071949e-08
1832,0.0,0.0,2.1647950987357945e-08
1833,1.7375443306377747e-08,0.0,2.3167257001688313e-09
1834,3.733812370398937e-09,0.0,2.8003592777992026e-09
1835,1.2100940693926532e-08,0.0,5.294161553592858e-09
1836,4.032449929525228e-09,0.0,1.0753200108126748e-08
1837,6.957890930081589e-10,0.0,2.0177884252348122e-08
1838,6.312161904276081e-09,0.0,1.3255539776935166e-08
1839,1.3982949909063791e-08,1.3982950353153e-09,2.027527834513876e-08
1840,1.9109065441114126e-09,1.2739377330817092e-09,1.7835128929277744e-08
1841,1.926164561183441e-09,0.0,1.4125206782011901e-08
1842,4.695785538189057e-09,0.0,6.708265054555795e-09
1843,1.7720733769266417e-09,0.0,2.4218335781256428e-08
1844,8.232841963717874e-09,1.097712254427563e-09,7.1351298203126134e-09
1845,2.0646844234306627e-08,5.580227946389016e-10,2.4553003186156275e-08
1846,5.854501328173001e-09,2.3418005312692003e-09,2.8101606375230404e-08
1847,1.77976389181822e-08,0.0,1.7258315665458213e-08
1848,3.218088684420195e-09,0.0,6.43617736884039e-09
1849,0.0,0.0,1.0893239199560867e-08
1850,2.7155984128057753e-09,6.788996032014438e-10,4.0055077477063605e-08
1851,2.192809134271556e-08,1.2898877521649865e-09,1.2253933867611977e-08
1852,7.161600201754936e-09,0.0,9.765818376195057e-09
1853,5.971931837933653e-09,0.0,1.2541057081705276e-08
1854,1.9743524148907454e-08,5.195664454227256e-10,1.1430461910322265e-08
1855,4.776243400783642e-09,0.0,1.8574279891936385e-08
1856,3.054541508618058e-08,0.0,6.212626857404757e-09
1857,2.147863931156735e-08,0.0,2.2943092758964667e-08
1858,7.34051397444091e-09,3.4255731584664773e-09,1.6149130033227266e-08
1859,1.3748867822016564e-08,5.092173349652285e-10,1.9350258284589472e-08
1860,1.1442959468865865e-08,0.0,2.4716793944890014e-08
1861,5.187560159214399e-09,4.715963730639317e-10,3.8670901147952463e-08
1862,8.584174260306554e-09,1.8071945051545413e-09,1.9427341513278407e-08
1863,8.490855130105501e-09,0.0,1.9479021062807078e-08
1864,1.2945765348604255e-08,4.794727948009836e-10,6.712618905169165e-09
1865,1.4591217123438582e-08,2.3534221238463715e-09,1.7886009118228685e-08
1866,7.298419202328432e-09,0.0,2.1895258939252926e-08
1867,9.7056229719783e-09,1.455843445796745e-09,2.717574432153924e-08
1868,2.420538258718352e-08,0.0,3.062721987134864e-08
1869,1.953407657850903e-09,4.883519144627257e-10,1.2208797528501236e-08
1870,1.548193218070537e-08,5.734048791339319e-10,1.6055336615750093e-08
1871,7.434824311758348e-09,0.0,3.292564798584863e-08
1872,2.3584624031514068e-08,0.0,2.2979889990892843e-08
1873,1.616221290134945e-08,5.986004469882289e-10,1.4366410283628284e-08
1874,1.7326366119618797e-08,0.0,2.7483201492373155e-08
1875,2.345826111138649e-08,1.1443054281912168e-09,9.7265964171811e-09
1876,1.9951848173604958e-08,6.04601479992084e-10,2.0556450763820067e-08
1877,2.6594708657512456e-08,1.2369631985365004e-09,3.216104360603822e-08
1878,3.01954443671093e-08,1.2078177347163432e-09,2.1740719446938783e-08
1879,1.710611030603104e-08,0.0,2.3215436684154156e-08
1880,1.7328185109022343e-08,0.0,2.9522093214495726e-08
1881,1.324776466304911e-08,0.0,4.5321300490286376e-08
1882,9.317538740560849e-09,0.0,3.1945848633085916e-08
1883,1.64302811356265e-08,1.8958017378167824e-09,3.222862687835004e-08
1884,3.564916539744445e-08,6.601696966868076e-09,3.6969503014461225e-08
1885,9.023890079618013e-09,3.2228177904158883e-09,2.4493415295978593e-08
1886,1.097088819790315e-08,1.936039106809062e-09,2.5168509054651622e-08
1887,5.876032105334161e-09,0.0,3.0685946228459215e-08
1888,1.2047167707862627e-08,6.340614699951175e-10,2.53624587998047e-08
1889,1.3156786771162388e-08,0.0,4.573549716724301e-08
1890,1.7041404731799048e-08,6.554386478008212e-10,3.47382496102e-08
1891,6.3742202627281586e-09,0.0,1.5935549768641977e-08
1892,1.7551833764173352e-08,1.2537024751679837e-09,2.1312942521944933e-08
