year,ces_DET yeux_NOUN,ces_DET vieux_ADJ
1872,1.168346003055376e-06,1.6720892617172467e-06
1873,1.1786442470906877e-06,1.5809037776648438e-06
1874,1.1973117324259874e-06,1.5468263114826186e-06
1875,1.219829584897525e-06,1.607749169352246e-06
1876,1.3778868179770143e-06,1.6826058697461121e-06
1877,1.2920080507683451e-06,1.628462044322987e-06
1878,1.0544248709720705e-06,1.6957761346247935e-06
1879,1.2243088320929019e-06,1.768649667610589e-06
1880,1.0043929279390795e-06,1.571730514626779e-06
1881,1.1978767631148912e-06,1.6322639879717826e-06
1882,1.2944724545604913e-06,1.6944610905511581e-06
1883,1.2379585569988194e-06,1.5779389883618933e-06
1884,1.2219741307717413e-06,1.5401759156929984e-06
1885,1.1202515253216916e-06,1.4554245453268777e-06
1886,1.1241934529948594e-06,1.6101392645850865e-06
1887,1.455950183526511e-06,1.5865286684402236e-06
1888,1.280170074835496e-06,1.5039938006111697e-06
1889,1.3676793599870507e-06,1.6746710755910499e-06
1890,1.267618358724576e-06,1.4354105957181673e-06
1891,1.379381174615446e-06,1.4647957300439884e-06
1892,1.3665356775049986e-06,1.6185298647997115e-06
1893,1.3991922429568149e-06,1.4632397693503663e-06
1894,1.5779054081122013e-06,1.4417922002962769e-06
1895,1.302428181304549e-06,1.4829866046284224e-06
1896,1.3162168173153077e-06,1.557995062739792e-06
1897,1.2667274944533347e-06,1.632645094673535e-06
1898,1.2448380246610213e-06,1.4824889547071507e-06
1899,1.434959330026686e-06,1.4426979362269776e-06
1900,1.445708264213863e-06,1.3974315535847381e-06
1901,1.3267666361116426e-06,1.4396591865306618e-06
1902,1.3635858522320632e-06,1.0571841215778477e-06
1903,1.3403346628138024e-06,1.3279141626298951e-06
1904,1.2173525760772463e-06,1.4721098438030822e-06
1905,1.427466003178779e-06,1.389276349073043e-06
1906,1.4794674996210233e-06,1.3554925857306444e-06
1907,1.241482422642548e-06,1.4482247081559763e-06
1908,1.382064894528412e-06,1.4198826079336868e-06
1909,1.5078196042850323e-06,1.453359828929024e-06
1910,1.6155366893144674e-06,1.493690149345639e-06
1911,1.4668271859363813e-06,1.4939610508690748e-06
1912,1.4190463133445519e-06,1.4706196083125178e-06
1913,1.5304428018225735e-06,1.3575654236319679e-06
1914,1.4089948336959424e-06,1.5476174937134601e-06
1915,1.2134184999013087e-06,1.172185783104851e-06
1916,1.5151710073268987e-06,1.4536412749066585e-06
1917,1.3444836781673075e-06,1.4903371123864417e-06
1918,1.5483635849022903e-06,1.6379572542746246e-06
1919,1.7669860596924991e-06,1.5377107303038429e-06
1920,1.7211682177276089e-06,1.424336844024765e-06
1921,1.7379455385935216e-06,1.339619046802909e-06
1922,1.9234277885971096e-06,1.3959054427914452e-06
1923,1.8121423295269778e-06,1.5308197021113301e-06
1924,1.8061166144889285e-06,1.6050072417783667e-06
1925,1.9125831727251352e-06,1.5419445560382883e-06
1926,1.9929295547171932e-06,1.5236771702120677e-06
1927,2.164064483167749e-06,1.5374781270338644e-06
1928,1.776749357418339e-06,1.3459876413435268e-06
1929,2.0643173286316596e-06,1.383638476681881e-06
1930,1.6102024460451503e-06,1.224720158177206e-06
1931,1.4074210596959347e-06,1.202124543908667e-06
1932,1.4521386049182183e-06,1.2165085507831463e-06
1933,1.4372739371992793e-06,1.2686552679497254e-06
1934,1.2029506137878343e-06,1.1346556476610203e-06
1935,1.3560066349782574e-06,1.2040093793075357e-06
1936,1.2561204698613437e-06,1.252483045277586e-06
1937,1.1785287057364258e-06,1.1193503510753544e-06
1938,1.3198588675322753e-06,1.0942641353040017e-06
1939,1.3336412081343951e-06,1.2112887475268508e-06
1940,1.054885657936211e-06,1.1766033196636272e-06
1941,1.3429336860326657e-06,1.2130675628441168e-06
1942,1.4776611720890287e-06,1.4958663712150155e-06
1943,1.6548440129326991e-06,1.2629073040670846e-06
1944,1.8636479808264994e-06,1.3398986027368665e-06
1945,2.0042237025563736e-06,1.2787818235437953e-06
1946,1.852898975585049e-06,1.1262173700288258e-06
1947,1.9991300206356755e-06,1.4674591710672757e-06
1948,1.7188454819461185e-06,1.187210102671088e-06
1949,1.4107040442468133e-06,1.0406029105070047e-06
1950,2.013273942225169e-06,1.1028869693063825e-06
1951,1.703691978605093e-06,1.0895952726741598e-06
1952,1.6302267056289566e-06,1.059752804621894e-06
1953,1.3553474644822927e-06,8.812990870410431e-07
1954,1.594877886645918e-06,1.005593979641617e-06
1955,1.2642413906860384e-06,8.174864589705066e-07
1956,1.5881198720535394e-06,9.924659138960124e-07
1957,1.2642939282159205e-06,8.251925081026457e-07
1958,1.3955274624777303e-06,8.58658864899553e-07
1959,1.3199524033780108e-06,8.89010777882504e-07
1960,1.4824425562665056e-06,9.260075088945996e-07
1961,1.473009817232196e-06,1.000534915363005e-06
1962,1.393962023144013e-06,9.138759295979071e-07
1963,1.4386968274493483e-06,8.573986818305457e-07
1964,1.5167332634291597e-06,9.442318784635972e-07
1965,1.4172592415206964e-06,9.855150224780118e-07
1966,1.269002027015631e-06,1.0153123852774115e-06
1967,1.3499259381433149e-06,9.624015007148046e-07
1968,1.5338185619384603e-06,9.82272645444482e-07
1969,1.129989321668745e-06,8.197872602977441e-07
1970,1.1561194668274766e-06,8.374277982170497e-07
1971,1.1869697686961445e-06,8.678753360413793e-07
1972,1.0342376128846809e-06,8.926455521418575e-07
1973,1.0023004364256849e-06,8.457254523364099e-07
1974,7.729535553835376e-07,7.037590279423966e-07
1975,7.893265419056661e-07,6.745258005480537e-07
1976,7.753256241471718e-07,6.839091639676553e-07
1977,7.769105891952677e-07,6.916972168369284e-07
1978,1.029504474558962e-06,7.954451959335529e-07
1979,9.83131535292614e-07,7.039924199148118e-07
1980,8.840409222443668e-07,6.600459840910844e-07
1981,9.678090790998795e-07,7.394567447249756e-07
1982,9.83889087535772e-07,7.070344949511309e-07
1983,9.605595536754663e-07,6.643712708864769e-07
1984,9.869912176441176e-07,6.84862882849302e-07
1985,8.848885642009918e-07,6.857736281062898e-07
1986,9.944851342424954e-07,6.306198656602646e-07
1987,8.976790084602726e-07,7.161877633166114e-07
1988,8.659023720269943e-07,6.050522856071439e-07
1989,8.682209298171983e-07,6.854664604816207e-07
1990,7.807916588831176e-07,6.636456646447186e-07
1991,7.965731185777258e-07,6.254183446685602e-07
1992,8.264916218081453e-07,6.116038093750831e-07
1993,8.901506447500651e-07,6.674744739143534e-07
1994,8.503181447849784e-07,6.345736593971196e-07
1995,9.256123334466793e-07,6.577433033783109e-07
1996,8.75980958880973e-07,6.122791731399957e-07
1997,8.151320756155656e-07,5.940874423515652e-07
1998,8.287008554930253e-07,5.99353864316754e-07
1999,8.080115847519664e-07,6.585659875213423e-07
2000,8.155686259669892e-07,6.688899745199706e-07
2001,8.306777772304486e-07,6.037309674411517e-07
2002,8.670437381397278e-07,6.554307461215103e-07
2003,8.425518274179922e-07,6.708745772243674e-07
2004,8.32065069289456e-07,6.42659067295881e-07
2005,8.696740181335372e-07,5.733273269470374e-07
2006,9.294077472077333e-07,6.872758291365244e-07
2007,1.0976829685205303e-06,7.04626188507973e-07
2008,1.118003652322841e-06,6.777844063776683e-07
2009,1.2001540881101391e-06,7.757849331824218e-07
2010,1.5786916520710292e-06,8.729569387355696e-07
2011,1.7406720331791803e-06,8.577168912893285e-07
2012,2.1783812940157077e-06,1.0791481557248517e-06
2013,2.5528862579449196e-06,1.1968135567030913e-06
2014,2.790392699125732e-06,1.2399339297530787e-06
2015,2.9950367661513155e-06,1.2774123945291649e-06
2016,2.8679773720341473e-06,1.3967045333629358e-06
2017,2.4479414548750356e-06,9.584478917190609e-07
2018,2.8721397598019394e-06,1.1250032088128137e-06
2019,2.7713931274320203e-06,1.2122293782113047e-06
