year,quels_DET yeux_NOUN,quels_DET vieux_ADJ
1907,1.141711205576712e-07,1.028568674676933e-09
1908,8.840500242968119e-08,9.822778146428846e-10
1909,1.2102163893246143e-07,5.500983557560346e-10
1910,1.1543365729949073e-07,1.6032452032632705e-09
1911,8.193376288545551e-08,1.0640748282497725e-09
1912,8.751827440534043e-08,2.6047106693738442e-09
1913,1.0871128708345168e-07,2.121195885607108e-09
1914,1.1250529752260263e-07,2.678697486047099e-09
1915,9.542416989916092e-08,2.3561523843085297e-09
1916,1.483307414673618e-07,1.0987462051303964e-09
1917,1.1185752768483326e-07,5.483212106582869e-09
1918,1.2520150249883955e-07,0.0
1919,1.906024635900394e-07,5.524709134618888e-09
1920,1.0146790430098918e-07,3.028892692213958e-09
1921,1.249503327471757e-07,3.7863738810983705e-09
1922,1.1878476158244666e-07,3.6889677978990676e-09
1923,1.2314499819865432e-07,2.1231896241147297e-09
1924,1.5727781743635205e-07,1.289162443462999e-09
1925,1.198801378166081e-07,3.299453377181294e-09
1926,1.3040981983181155e-07,3.343841648018042e-09
1927,2.08490497755065e-07,2.2298449753321847e-09
1928,1.23401246554522e-07,1.1426041224282812e-09
1929,1.3925508213219473e-07,5.570202965543558e-09
1930,1.113382008810504e-07,0.0
1931,1.0835088559701944e-07,0.0
1932,1.2713062602642822e-07,3.287861094491973e-09
1933,9.864769623391112e-08,1.1470662197865522e-09
1934,9.705080294963864e-08,1.1981580172459871e-09
1935,8.138433216231533e-08,0.0
1936,9.578524284847845e-08,6.0623572828433225e-09
1937,8.561960385122802e-08,0.0
1938,9.07565009811151e-08,0.0
1939,1.0094073132904668e-07,1.5294050470515685e-09
1940,3.296517814277422e-08,2.5357829169792012e-09
1941,5.607854891565012e-08,0.0
1942,7.585529537834645e-08,0.0
1943,1.1322617510245436e-07,0.0
1944,1.8315160588144863e-07,0.0
1945,1.6774481714776357e-07,6.535512131478072e-09
1946,1.0858461507723405e-07,1.1136883415474585e-08
1947,1.0371157976862833e-07,2.3841741914054637e-09
1948,1.0980607001442877e-07,3.2615663503321457e-09
1949,7.657266554161879e-08,0.0
1950,1.0741714895345922e-07,1.0635361480382244e-09
1951,1.2900295942586126e-07,1.0661401761424827e-09
1952,8.224947123380844e-08,3.1634410646574906e-09
1953,7.864894158160496e-08,3.232148326759443e-09
1954,9.381635024396928e-08,4.886268278880834e-09
1955,8.165479137289822e-08,2.815682353940474e-09
1956,8.110661831040034e-08,1.744228317335228e-09
1957,7.42143146936769e-08,2.6505113659425206e-09
1958,1.0588471344163963e-07,1.6544486891589827e-09
1959,8.913360005635695e-08,1.5501495642666896e-09
1960,1.1073333539002306e-07,1.3841666701708277e-09
1961,9.935867950616739e-08,6.948159270159238e-10
1962,1.0020290908130391e-07,1.2683912808952869e-09
1963,9.634419129156413e-08,1.2932106496776896e-09
1964,1.1255341192395463e-07,6.083968329129164e-10
1965,9.630796604653824e-08,0.0
1966,9.30564585388538e-08,4.431259692516676e-09
1967,1.0649524995187676e-07,4.930335584241163e-10
1968,1.0824311935664355e-07,1.3474247273492779e-09
1969,8.901844950059967e-08,2.7250546263957176e-09
1970,8.185730493437404e-08,0.0
1971,7.810364266447323e-08,5.138397485282553e-10
1972,6.925698414761428e-08,5.130146862875051e-10
1973,6.560712684233749e-08,1.102640756478479e-09
1974,4.2754343176909515e-08,3.937900283634832e-09
1975,5.425906213218923e-08,0.0
1976,5.1993093830304815e-08,0.0
1977,4.2312827908119743e-08,4.11374712072643e-09
1978,6.831680110508387e-08,2.3762365408686037e-09
1979,7.139407465217573e-08,3.5111840102075575e-09
1980,6.708477684469472e-08,0.0
1981,4.997184355204354e-08,0.0
1982,5.276376846552466e-08,1.2415004579935385e-09
1983,7.325766482324525e-08,0.0
1984,5.3930780730127026e-08,2.3196033982486597e-09
1985,3.789801494846756e-08,4.812446441349039e-09
1986,6.533989171941812e-08,1.1988970927134801e-09
1987,7.638521104524898e-08,1.2221633705067347e-09
1988,4.677311959966346e-08,2.99827696004229e-09
1989,5.927171820019339e-08,0.0
1990,5.121732105095589e-08,1.089730194969718e-09
1991,3.751337729340776e-08,1.1722930404189924e-09
1992,4.573253598039173e-08,2.754972139307199e-09
1993,5.428423133224669e-08,0.0
1994,4.589186186620964e-08,5.274926606624319e-10
1995,4.66330787318725e-08,1.0844901643380922e-09
1996,5.871901453957662e-08,1.6014276571496566e-09
1997,4.171558209975501e-08,3.3564261370244708e-09
1998,4.4343602567664675e-08,2.86087753487152e-09
1999,4.570201017628506e-08,9.140402323914998e-10
2000,5.434178618202168e-08,1.3254094488601709e-09
2001,5.2136421402337874e-08,4.3812117822561447e-10
2002,5.914648859572935e-08,4.381221607729913e-09
2003,5.5420076527923356e-08,1.6667691671301554e-09
2004,4.8893181947562425e-08,2.2023955992267474e-09
2005,3.783149615799175e-08,9.007499190971657e-10
2006,5.3532566823832894e-08,2.0589450144825605e-09
2007,5.1129337208521974e-08,0.0
2008,4.9386299494358354e-08,2.5544638071473003e-09
2009,5.8171947259211265e-08,1.430457752249481e-09
2010,4.534841391290456e-08,1.4171379625338432e-09
2011,5.6594783970354e-08,1.529588788962144e-09
2012,8.442546750586644e-08,1.3617010852229328e-09
2013,1.1184391723872977e-07,2.2313000891394097e-09
2014,1.208318387568852e-07,2.598534165620947e-09
2015,1.4030922557140002e-07,3.1032055813895454e-09
2016,1.4292246675040587e-07,1.864206039536853e-09
2017,8.704015463933956e-08,3.0187335964271256e-09
2018,1.228778145900833e-07,4.646640072714092e-09
2019,1.1785563458488468e-07,3.571382800604539e-09
