year,ces_DET airs_NOUN,ces_DET verts_ADJ
1923,2.6964508137439225e-07,8.492758496458919e-09
1924,3.0166401998599213e-07,7.734974438733389e-09
1925,3.1894715490921044e-07,2.639562790562877e-08
1926,3.35498771875109e-07,1.3375366259005261e-08
1927,3.7015426102016136e-07,8.919379901328739e-09
1928,2.685119735446051e-07,1.4853853258500749e-08
1929,3.130454260258375e-07,1.1140405931087116e-08
1930,3.445182059635954e-07,1.6805765667982087e-08
1931,2.919771411313832e-07,1.2545892325022123e-08
1932,2.1590287069273018e-07,0.0
1933,2.2253084708268034e-07,2.2941324395731044e-09
1934,2.1447027975796118e-07,3.5944740517379614e-09
1935,2.5492445665520336e-07,1.3165112555668657e-08
1936,3.0918022098092024e-07,4.849885826274658e-09
1937,1.586480848914107e-07,5.0364472592434595e-09
1938,1.970712553145404e-07,2.5930428915188486e-09
1939,1.529405118105842e-07,4.588215141154706e-09
1940,1.3946805843545462e-07,0.0
1941,3.5418031529843574e-07,1.1806010391524069e-08
1942,1.8205270713167465e-07,9.102635090130207e-09
1943,1.9451676003257035e-07,2.9032352077962287e-09
1944,2.7954719428180397e-07,1.2852744646352221e-08
1945,2.091363882072983e-07,8.714016175304096e-09
1946,2.0324812055605435e-07,6.960552134671616e-09
1947,1.8954184177744082e-07,5.960435700558264e-09
1948,2.58750922910167e-07,1.3046265179283978e-08
1949,2.130290823743053e-07,9.817008317369869e-10
1950,1.7441992206101986e-07,1.3825969702452312e-08
1951,2.1855874088316796e-07,9.595261474260042e-09
1952,1.6660790080891275e-07,1.0544803918932644e-09
1953,1.853098279269716e-07,6.464296320451979e-09
1954,2.277000969996834e-07,9.772535891627854e-09
1955,2.017905682549781e-07,1.0324168187025862e-08
1956,2.2936601773437815e-07,5.232684952005684e-09
1957,1.899533081939353e-07,1.0602045463770082e-08
1958,1.7537156615787808e-07,1.4890038202430844e-08
1959,1.8524288059040828e-07,3.8753737996444215e-09
1960,2.159299992143815e-07,6.228750071279876e-09
1961,1.9732772749136984e-07,5.558527305105088e-09
1962,1.953322588121864e-07,1.4586500007851555e-08
1963,2.3342452060148844e-07,1.5518527685109973e-08
1964,1.898198114247407e-07,7.909158661334459e-09
1965,1.931631334883832e-07,9.849678406226303e-09
1966,1.9275980278621319e-07,2.769537488234164e-09
1967,2.760987953820404e-07,7.88853687927471e-09
1968,3.265259405083043e-07,3.5931326802796093e-09
1969,1.7349514536135757e-07,8.175163657142548e-09
1970,1.9590568989258372e-07,5.518470125309705e-09
1971,2.3585244868229438e-07,9.762954999992246e-09
1972,3.539801411989174e-07,5.643161493651405e-09
1973,1.6429347304836028e-07,3.859242703185828e-09
1974,1.4176440465973883e-07,2.812785782069227e-09
1975,1.2565256346519504e-07,2.2845920710778955e-09
1976,1.142705370327235e-07,3.4281160132820787e-09
1977,1.3575366342166717e-07,4.113747398282186e-09
1978,1.841583285866477e-07,4.158414057542359e-09
1979,1.4805492387637287e-07,7.607565244427406e-09
1980,1.4553986193988067e-07,6.253665585376211e-09
1981,1.3030631418331495e-07,4.427884725544118e-09
1982,1.502215489779246e-07,8.690503316977072e-09
1983,1.591459621863578e-07,7.57837881337764e-09
1984,2.1456332177649529e-07,3.479405208395292e-09
1985,1.3715471602893103e-07,4.812446441349039e-09
1986,1.492626822141574e-07,5.994485352545098e-09
1987,1.796580146873339e-07,8.55514348252484e-09
1988,1.3192418135687944e-07,4.197587610832443e-09
1989,1.388494963450171e-07,6.036934507847036e-09
1990,1.422097835046543e-07,8.172976295739431e-09
1991,1.9460065026066786e-07,5.861465368628416e-09
1992,1.3885059324536542e-07,3.30596661157756e-09
1993,1.5066644287742292e-07,2.2156830259412175e-09
1994,1.329281484885314e-07,4.219941174277153e-09
1995,1.5887781223966613e-07,4.337960657352369e-09
1996,1.564061022918395e-07,3.2028553142993132e-09
1997,1.3138010679369927e-07,8.630809955612051e-09
1998,1.320771794155462e-07,4.7681290027412615e-09
1999,1.5584385515410304e-07,5.027221139375371e-09
2000,1.586073281600875e-07,3.5344251969604557e-09
2001,1.349413158990842e-07,7.0099388516098315e-09
2002,1.5991459179076628e-07,1.2267419968736704e-08
2003,1.6084323029019743e-07,6.667076501987168e-09
2004,1.6870350627584685e-07,8.369103104977071e-09
2005,1.4186810837202302e-07,1.3511248786457486e-09
2006,1.8365789244967345e-07,9.47114670024618e-09
2007,1.633742110485059e-07,4.7933754743212376e-09
2008,1.8775308419094472e-07,6.811903485726134e-09
2009,1.7165492316451036e-07,1.430457752249481e-09
2010,1.620261036450188e-07,6.61331012175026e-09
2011,1.5181169388256421e-07,8.795135258976572e-09
2012,1.9846793719580091e-07,9.191482575054977e-09
2013,1.676264123062765e-07,8.08846234434668e-09
2014,2.7154682591401524e-07,4.76397932214212e-09
2015,2.4138505594351045e-07,7.093041445860315e-09
2016,2.479394041188243e-07,8.492494485423663e-09
2017,1.5395541641538557e-07,6.289028520178874e-09
2018,2.1632690661022025e-07,6.453666601125008e-09
2019,2.522926862980057e-07,9.18355586021491e-09
