year,trois_DET allées_NOUN,trois_DET vallées_NOUN
1800,2.2009151834367913e-08,9.432493897065797e-09
1801,6.429193177837078e-08,2.8574191901498125e-08
1802,1.5664880947952042e-08,6.713520406265161e-09
1803,2.5354409016742352e-08,3.1205427131197894e-08
1804,6.673997887673977e-08,7.415552971679062e-08
1805,7.391481915419718e-08,2.2743021688143017e-08
1806,1.7001848107156547e-07,3.458002950651462e-08
1807,2.562259560079383e-08,5.4092147649953404e-08
1808,9.290903335568146e-08,9.064295980465431e-09
1809,1.0391540428145163e-07,4.51806094758922e-08
1810,1.8721014072298203e-08,1.1700633351097167e-08
1811,3.008491944456182e-08,4.011322829455821e-08
1812,2.400487453257938e-08,2.6672082320544632e-09
1813,3.163315653864629e-08,1.7254450312975678e-08
1814,7.552024783308298e-08,2.2026739543434815e-08
1815,3.236668177919455e-08,4.045835311217161e-08
1816,4.6352077731626196e-09,4.1716869958463576e-08
1817,2.3353100786493997e-08,6.227493631882908e-09
1818,1.668964877410417e-08,2.1458118837358597e-08
1819,4.140420006848444e-09,4.140420029052905e-08
1820,1.1866481131050932e-09,5.3399165977907614e-08
1821,3.35290586406245e-08,2.7612166775270452e-08
1822,4.411270992932259e-08,1.804610860745015e-08
1823,2.17419104941996e-08,3.261286707356703e-08
1824,1.0947446504872005e-08,3.536867332343263e-08
1825,2.993850567456491e-08,1.937197424695114e-08
1826,8.80798456392995e-09,1.4973573381205085e-08
1827,2.3964910056406552e-08,3.5025638167596185e-08
1828,2.3847982477676055e-08,1.7427372100975447e-08
1829,1.5431716904323878e-08,4.4580517055692326e-08
1830,4.5922078584226256e-08,4.2791025167687735e-08
1831,1.247296466111436e-08,4.2096256702706114e-08
1832,6.3590853471851e-08,3.3824925083081325e-08
1833,2.432561996279503e-08,5.79181431703546e-08
1834,3.5471217296745294e-08,4.200539072130027e-08
1835,2.8739734148075513e-08,5.294161553592858e-08
1836,1.68018754465038e-08,6.384712669671444e-08
1837,2.0873673012289373e-08,5.0792604344707115e-08
1838,2.3986215902382924e-08,4.7341213615936795e-08
1839,5.663094748697972e-08,2.3071868193724754e-08
1840,1.1465439264668476e-08,4.331388447909035e-08
1841,1.4125206782011901e-08,3.14606891649305e-08
1842,1.6770663080478698e-08,8.117000716012512e-08
1843,4.0757687447268154e-08,2.7171790151214736e-08
1844,1.2623690537338916e-08,5.0494763093045236e-08
1845,3.627148004170522e-08,4.1293688468613254e-08
1846,3.454155717008689e-08,4.8006911335107816e-08
1847,2.1572893693644346e-08,3.28986633491013e-08
1848,2.815827571112095e-08,2.25266200692964e-08
1849,1.8434713311421547e-08,1.9272654583346593e-08
1850,2.1724787302446202e-08,3.190828223864628e-08
1851,1.4833709593986555e-08,5.997978291816253e-08
1852,1.6927417689771573e-08,2.864639969679672e-08
1853,1.3138250043454036e-08,4.3595103305094085e-08
1854,1.7665259477439577e-08,4.0006614743237634e-08
1855,3.131092896069276e-08,4.2986190607052777e-08
1856,1.1907535402144731e-08,2.5368226352906476e-08
1857,1.903788604540324e-08,3.221796029961865e-08
1858,3.327699693578268e-08,2.055343872875426e-08
1859,1.7313389832906978e-08,3.2080691658720184e-08
1860,9.15436793036406e-09,4.531412045594152e-08
1861,1.226150558863992e-08,4.0557289970877264e-08
1862,2.5752521920496818e-08,4.382446772144277e-08
1863,1.897955836938081e-08,2.297525603101036e-08
1864,3.643993284896396e-08,5.4659897052999895e-08
1865,3.906680734466761e-08,2.447559133145205e-08
1866,2.0435574343835583e-08,2.9680237823015432e-08
1867,2.91168689159349e-08,7.182160821628258e-08
1868,3.1121207610951274e-08,4.297690381349639e-08
1869,1.1720445503016208e-08,3.5161336509048624e-08
1870,3.4977698071259056e-08,5.9060702994884196e-08
1871,2.1242353653860846e-08,3.504988499436479e-08
1872,2.7817761427684218e-08,3.749350341308855e-08
1873,2.1549616757710055e-08,2.2148216372031015e-08
1874,1.7326366119618797e-08,3.0470507006441494e-08
1875,2.345826199956491e-08,3.776207924133246e-08
1876,9.06902175579205e-09,2.5997864305793428e-08
1877,2.72131899237138e-08,3.7727377222296354e-08
1878,1.9325083755461492e-08,2.9591534334016956e-08
1879,2.3826368877877258e-08,2.3826368433788048e-08
1880,1.4761046829292468e-08,3.465636866373245e-08
1881,4.1137793838075254e-08,3.974329487732575e-08
1882,1.1979693681496428e-08,5.590523666221259e-08
1883,1.8958017378167824e-08,4.613117576823811e-08
1884,1.0562715146988921e-08,4.357120086950772e-08
1885,9.668453648803421e-09,3.9962940068249964e-08
1886,2.1296430618988893e-08,4.9046325445445405e-08
1887,1.958677448010704e-08,3.786776292535876e-08
1888,1.5851536749877937e-08,2.7898704901829774e-08
1889,2.5687060478674084e-08,3.3831737411560425e-08
1890,7.2098250147867304e-09,2.621754602305515e-08
1891,1.3385862196457765e-08,2.932141240918895e-08
1892,1.5044429257926595e-08,3.823792482648969e-08
1893,8.005941687372342e-09,3.510297474917934e-08
1894,6.301539068331863e-09,3.4028312612122136e-08
1895,2.7083764564395096e-08,3.4306101959202806e-08
1896,1.0614652268259306e-08,2.889544248318998e-08
1897,2.2141512179274514e-08,3.554295135987928e-08
1898,8.487532454637403e-09,3.508179968747527e-08
1899,1.492446166651007e-08,2.5979618456517528e-08
1900,2.0245106924221545e-08,3.0627213210010495e-08
1901,1.6207343078722403e-08,2.1237207548097103e-08
1902,1.4239823542538943e-08,2.3078333910575566e-08
1903,1.9440793419533975e-08,4.4281807332069434e-08
1904,2.418581335206227e-08,3.332267528577404e-08
1905,1.5482276793932215e-08,2.477164412484356e-08
1906,6.6874399351490865e-09,2.5720922947058966e-08
1907,1.851423608867364e-08,2.1085658274966335e-08
1908,2.406580601466146e-08,3.8799973456349335e-08
1909,8.801573692096554e-09,1.4852655105812573e-08
1910,3.366815093386322e-08,3.740905629712188e-08
1911,2.181353453423185e-08,3.45824315850507e-08
1912,1.6670147928721235e-08,2.8651816363911564e-08
1913,3.4999732001494976e-08,4.083301963220265e-08
1914,1.4732835840192138e-08,2.0090231700464756e-08
1915,8.246533234057551e-09,1.8849219074468238e-08
1916,1.2086208478478966e-08,2.7468654462126096e-08
1917,1.5352994098272177e-08,2.3029492091097836e-08
1918,4.594550517822427e-09,3.216185273657857e-08
1919,2.2098836538475553e-08,2.4861190439651182e-08
1920,1.2115571212945042e-08,3.407504234331782e-08
1921,2.044641889131782e-08,3.180553975745681e-08
1922,2.2133805899215986e-08,4.0578644444622114e-08
1923,2.017030231726835e-08,2.0170300985000722e-08
1924,1.933743609683347e-08,3.4807385307367156e-08
1925,2.4195991876752032e-08,3.959344141435395e-08
1926,4.012609911008269e-08,3.009457361091705e-08
1927,2.2298449531277242e-08,3.4562597672760376e-08
1928,1.4853853702589959e-08,2.2852082781632532e-08
1929,2.1166771890790415e-08,3.230717782187753e-08
1930,1.05036033204442e-08,1.57554049806663e-08
1931,1.0264820993199919e-08,2.0529641986399838e-08
1932,1.9727165900818022e-08,1.9727165678773417e-08
1933,1.9500125958415992e-08,2.1794258842078307e-08
1934,1.1981580172459871e-08,1.7972370258689807e-08
1935,1.555876849579363e-08,2.154291145473053e-08
1936,2.9099314957647948e-08,4.364897110420429e-08
1937,1.7627565185307503e-08,2.3923124592428735e-08
1938,1.037217134403079e-08,1.5558256905023882e-08
1939,1.5294050470515685e-08,1.988226561167039e-08
1940,1.2678914806940611e-08,2.2822046474857416e-08
1941,5.9030051957620344e-09,3.246652724442356e-08
1942,1.8205270180260413e-08,2.730790527039062e-08
1943,1.4516175816936538e-08,2.322588166236983e-08
1944,1.6065930807940276e-08,3.534504777746861e-08
1945,1.3071024707045353e-08,3.485606470121638e-08
1946,1.80974355501462e-08,2.3665877257883494e-08
1947,1.0728783861324587e-08,1.6689219783927456e-08
1948,1.848220909650422e-08,5.435943917220243e-09
1949,2.5524221847206263e-08,3.730463127293859e-08
1950,3.1906084663191336e-08,2.5524867997006595e-08
1951,9.595261918349252e-09,3.3050345127350056e-08
1952,2.5307529849527555e-08,2.9525450528922192e-08
1953,6.464296320451979e-09,2.2625036955048472e-08
1954,1.4658804392553293e-08,3.4203876397853605e-08
1955,1.6894095011821264e-08,2.62797024142003e-08
1956,9.593255523299149e-09,3.1396109267944894e-08
1957,1.9437083054185678e-08,2.5621609722747962e-08
1958,2.647117886001027e-08,1.737171084759126e-08
1959,2.945284249822322e-08,4.1854040233602063e-08
1960,2.2146665945577126e-08,2.906749951847587e-08
1961,1.5285950449861474e-08,2.0149661827950638e-08
1962,2.1562651220108364e-08,1.775747771048941e-08
1963,2.71574245314099e-08,3.814971361038033e-08
1964,9.125952382671443e-09,2.6769461203279832e-08
1965,2.0246560428205385e-08,3.119064762024948e-08
1966,1.8278946356531378e-08,2.824928047040487e-08
1967,1.6763140209263838e-08,2.1200442679170095e-08
1968,2.335536292141782e-08,3.7278749864810834e-08
1969,1.9075382107214267e-08,2.3162964213341297e-08
1970,1.1956684753400282e-08,1.7015282738341853e-08
1971,1.2845993713206383e-08,2.569198764845737e-08
1972,1.7442498556619057e-08,1.7442499000708267e-08
1973,1.8744893248712202e-08,2.095017381797959e-08
1974,2.418995859176931e-08,2.644018703978901e-08
1975,9.709516302081056e-09,2.627280837330659e-08
1976,1.4855170205052559e-08,2.8567633481024757e-08
1977,1.3516598340590491e-08,1.8218023367655434e-08
1978,1.0693064322886414e-08,1.841583363582089e-08
1979,6.437170463335917e-09,2.165230061912382e-08
1980,1.5349906679062997e-08,3.069981446834902e-08
1981,1.2651099057237047e-08,3.099519318983113e-08
1982,1.6760255405756652e-08,2.855451031180678e-08
1983,1.1999100379966876e-08,1.64198213914446e-08
1984,1.275781880138993e-08,2.5515638157891374e-08
1985,9.023337299574052e-09,2.4062232428789798e-08
1986,1.3187867742292525e-08,2.8174081290188724e-08
1987,1.0388388649307245e-08,2.9331920892161634e-08
1988,1.199310784016916e-08,1.9788627625416666e-08
1989,2.250130037850795e-08,2.6342985570693145e-08
1990,1.4166492867673242e-08,2.288433331720796e-08
1991,8.792197470075536e-09,2.4618153959821143e-08
1992,7.162927584403178e-09,2.0386794252758023e-08
1993,2.049506742096696e-08,2.65881958672054e-08
1994,1.0549853435293244e-08,1.529728688165477e-08
1995,1.301388213859056e-08,1.6267352576093685e-08
1996,1.1209993822092201e-08,1.2811420813108043e-08
1997,1.7261620355313312e-08,1.8220598807516808e-08
1998,1.1920323061964666e-08,3.146965354972053e-08
1999,9.140402129625969e-09,2.69641859951264e-08
2000,1.3695897305154858e-08,1.9439337695104086e-08
2001,1.70867264781549e-08,1.4896119893137438e-08
2002,1.0953053575235572e-08,1.5772397610192e-08
2003,1.0000615002780933e-08,1.666769233743537e-08
2004,1.2333415178034102e-08,1.1452457315819231e-08
2005,1.4411999149643862e-08,2.432024759357887e-08
2006,1.5236193084966487e-08,1.976587071794711e-08
2007,1.3581230029480196e-08,2.436632479119183e-08
2008,9.36636757042919e-09,2.3841662422086074e-08
2009,1.5258216023994464e-08,2.4317782454374992e-08
2010,9.447586268862551e-09,2.4091344918986124e-08
2011,1.491349077564763e-08,3.250376212626804e-08
2012,1.0553183327211002e-08,2.9276573942915718e-08
2013,1.9244962956577183e-08,2.119735054151306e-08
2014,1.862282883458022e-08,2.1004818884229337e-08
2015,1.9727521616275112e-08,2.34957000522229e-08
2016,1.9884864865815643e-08,3.293430705930689e-08
2017,1.4590545882597894e-08,1.7609278701868902e-08
2018,1.4198066500270556e-08,1.936100102462035e-08
2019,1.6836519289853413e-08,2.0663001532028602e-08
