year,aux_ADP ânes_NOUN,aux_ADP anes_NOUN,aux_ADP vannes_NOUN
1863,1.0788380677695386e-07,5.9935452156878455e-09,1.0988165932701577e-08
1864,9.973034309496143e-08,1.0548401374599337e-08,3.452204211384924e-08
1865,9.366620190576214e-08,2.1651484438667268e-08,4.28322831091954e-08
1866,1.0315099530089356e-07,1.3623716599298064e-08,2.092213513549268e-08
1867,9.317398053099168e-08,3.591080321996287e-08,2.3778776281346836e-08
1868,7.459210138449635e-08,7.409811209058148e-09,4.0012979929393566e-08
1869,8.83916939642404e-08,1.3185501801515898e-08,1.0255390314739543e-08
1870,7.97032768673489e-08,9.17447806614291e-09,9.17447806614291e-09
1871,1.083360103848463e-07,3.18635318130589e-09,1.5931766128574054e-08
1872,9.494322483760698e-08,1.148994488442412e-08,2.237515550618241e-08
1873,7.302925553176465e-08,1.1373408159709442e-08,2.21482157058972e-08
1874,1.0634803970788198e-07,7.169530746864439e-09,2.1508592240593316e-08
1875,7.952922942422447e-08,8.58229043387837e-09,4.2911454556371353e-08
1876,8.1621202241422e-08,2.8416270225761764e-08,5.683253823107748e-08
1877,7.978412952525105e-08,6.80329748092845e-09,2.4120782149417153e-08
1878,7.790424660925055e-08,2.0532902322845104e-08,2.5968081018845623e-08
1879,9.347267848625052e-08,3.2379423919870476e-08,1.710611030603104e-08
1880,9.370055664703614e-08,3.3372801411246655e-08,2.1178893305773272e-08
1881,7.321133210780317e-08,1.3945015531202642e-08,2.3009274485730202e-08
1882,7.320923600673268e-08,1.3976308554930483e-08,1.1979693681496428e-08
1883,6.635305993540896e-08,1.7062215307284134e-08,2.9068958795619437e-08
1884,7.790002598540013e-08,8.582206056928499e-09,2.5086448474098688e-08
1885,1.1022036972008209e-07,1.740321670107292e-08,4.189663216358497e-08
1886,8.002295004416737e-08,1.8069698515255084e-08,1.742435251639307e-08
1887,7.442974236937516e-08,2.350412908747046e-08,7.442974236937516e-08
1888,6.530833474016617e-08,1.7119659911912777e-08,1.775372027168487e-08
1889,1.0462778021746999e-07,9.39770516961147e-09,2.756660116842724e-08
1890,8.913965388046563e-08,7.865263662587552e-09,4.588070573463554e-08
1891,6.629188931128738e-08,1.1473596073230397e-08,2.039750413018737e-08
1892,7.459529882680727e-08,3.761107425503951e-09,2.2566645441202127e-08
1893,6.035248389935077e-08,1.2316833108982905e-09,1.7243566685642975e-08
1894,7.687877712214686e-08,1.071261657159539e-08,2.0164925951249302e-08
1895,7.402896073926968e-08,7.22233739480771e-09,2.347259631108045e-08
1896,7.13540515562272e-08,2.358811646008263e-08,2.0049899240870417e-08
1897,6.5259193604561e-08,2.330685378026942e-08,9.905413378419325e-09
1898,6.450524381307332e-08,2.0370077402631637e-08,2.546259736391221e-08
1899,5.140648084989152e-08,1.6582735185011188e-08,1.2713430308508578e-08
1900,5.3467847038746186e-08,1.0382106063744345e-08,5.19105292084987e-09
1901,7.712459648701042e-08,1.1177477665658131e-08,8.941982265753268e-09
1902,4.8611809688736685e-08,1.2766737722547106e-08,5.155797921929661e-08
1903,6.966283905285309e-08,1.296052865029651e-08,1.8900770726304472e-08
1904,5.374625189347171e-08,2.042357571951925e-08,3.869730136329963e-08
1905,6.708986433068276e-08,8.257214301199411e-09,2.0643035392176046e-08
1906,9.61962527412652e-08,2.0576737980171345e-08,1.6975808314612095e-08
1907,6.017126708002252e-08,9.25711779453664e-09,1.6971383187680544e-08
1908,8.693158548567226e-08,4.4202501658929805e-09,2.3083527977973972e-08
1909,5.721022944271681e-08,1.1001966837564936e-08,2.9155213354670195e-08
1910,6.947395547740598e-08,3.2064905175488434e-09,2.2979847358328698e-08
1911,6.490856208074547e-08,5.852411666396051e-09,2.3409646332517298e-08
1912,6.303399402440846e-08,1.4586379548653383e-08,4.532196484774431e-08
1913,6.257528184505645e-08,1.4848371032716301e-08,2.227255713194154e-08
1914,7.969124737883249e-08,2.276892807628883e-08,9.37544086809794e-09
1915,5.890380805340101e-08,1.531499083107235e-08,2.238344798399794e-08
1916,5.493730981243061e-08,0.0,1.0987462051303964e-09
1917,7.018511638534619e-08,2.1932848870420685e-09,1.0966424213165737e-08
1918,6.776961924970237e-08,1.033773866510046e-08,3.6756403254400993e-08
1919,5.4326307008523145e-08,0.0,2.025726608678724e-08
1920,6.13350792377787e-08,6.815008557481406e-09,4.391894270483476e-08
1921,5.376650591415455e-08,1.0601846622826372e-08,1.1359120755116692e-08
1922,5.2383342108441866e-08,1.8444837990294616e-08,2.87739485571592e-08
1923,6.900366145146108e-08,2.0170301873179142e-08,9.554353752605493e-09
1924,6.703644572780831e-08,6.445812328337297e-09,2.5783249091304583e-08
1925,7.258797296572084e-08,1.8696902470694e-08,2.5295809891190402e-08
1926,8.359603498320212e-08,1.2260752413340015e-08,3.12091874565823e-08
1927,5.1286434654684854e-08,2.118352704361115e-08,2.0068604555945058e-08
1928,6.855624690160766e-08,7.998228745975666e-09,1.7139061725401916e-08
1929,4.4561623724348465e-08,1.1140406375176326e-09,1.1140405931087116e-08
1930,7.247486166761519e-08,7.352522590764465e-09,9.453243521306831e-09
1931,8.89617837174228e-08,5.7026783295555106e-09,1.3686427990933225e-08
1932,7.562080384104775e-08,5.4797681947604815e-09,1.6439305028370654e-08
1933,6.423570653169008e-08,1.0323596200123575e-08,1.0323596200123575e-08
1934,5.751158482780738e-08,7.188948103475923e-09,8.38710612072191e-09
1935,1.1010821765466972e-07,1.555876938397205e-08,2.2739739868882225e-08
1936,7.274828561776303e-08,8.487300195980652e-09,4.00115567344983e-08
1937,5.791914503561202e-08,3.777335333410292e-09,8.813782592653752e-09
1938,5.186085871855539e-08,1.2965214457594243e-09,1.9447821131279852e-08
1939,8.411727492330101e-08,7.647025235257843e-09,1.988226472349197e-08
1940,5.0715659227762444e-08,3.0429394115571995e-08,2.028626333583361e-08
1941,7.37875680556499e-08,8.854508237732261e-09,2.3612020783048138e-08
1942,1.0012898599143227e-07,2.1239482173029955e-08,1.2136847082899749e-08
1943,9.290352664947932e-08,5.806470415592457e-09,1.4516175816936538e-08
1944,6.7476911169706e-08,9.639558484764166e-09,2.2492303131116387e-08
1945,7.406913482554955e-08,1.089252021913012e-08,6.535512131478072e-09
1946,7.65660743695662e-08,2.227376771912759e-08,1.1136883415474585e-08
1947,1.001353169272079e-07,3.099426493236024e-08,8.344609447874518e-09
1948,7.501602539150554e-08,1.6307831529616124e-08,1.6307831529616124e-08
1949,7.951776836989666e-08,8.835307485632882e-09,1.0798709482173763e-08
1950,7.976520777219775e-08,9.040057058484763e-08,2.339779503479633e-08
1951,7.462980988748313e-08,1.3859822178829972e-08,2.8785784422780125e-08
1952,8.963083075741451e-08,1.687168627029223e-08,3.1634410646574906e-08
1953,7.433941107137798e-08,8.619061908632375e-09,2.154765532669245e-08
1954,6.156697907044872e-08,1.9545072005300312e-08,2.931760767488356e-08
1955,6.194500912215517e-08,1.2201290200408721e-08,2.9095383879962355e-08
1956,7.151336234301198e-08,9.593255301254544e-09,4.7094165012140365e-08
1957,6.626278548083064e-08,7.068030161150318e-09,3.8874166108371355e-08
1958,4.3015667472445784e-08,9.099467845885556e-09,2.398950516013798e-08
1959,6.743150748889093e-08,3.4878365084978213e-08,3.0227917280356564e-08
1960,7.889750008871488e-08,1.1765416529918582e-08,2.0070416439921246e-08
1961,8.754680891343014e-08,1.0422238516660798e-08,2.0149662549595604e-08
1962,8.117704197729836e-08,4.43936931660005e-09,2.0928456134772233e-08
1963,5.496145405459174e-08,6.466053470433053e-09,1.6811738556832267e-08
1964,9.490990748872719e-08,1.5209921100378665e-08,3.285342831116367e-08
1965,8.974151199936387e-08,8.208065005455012e-09,2.4624195404943094e-08
1966,5.760637833418514e-08,1.495550217001096e-08,2.0494577035456985e-08
1967,9.219727559184321e-08,1.7749207881223583e-08,3.1554146351364665e-08
1968,9.56671541985088e-08,1.4821672639220296e-08,1.661823828547071e-08
1969,7.312230110301243e-08,1.2716922015432175e-08,2.1346261508403686e-08
1970,7.219998110485903e-08,1.0577067666162066e-08,1.8394900547225035e-08
1971,8.838043896730596e-08,3.083038491169532e-09,1.6956711590410123e-08
1972,7.849124727954404e-08,1.333838212103089e-08,2.46247051083337e-08
1973,8.931390027555608e-08,9.372446430067072e-09,2.2604134675141552e-08
1974,6.63817445456516e-08,5.063014507644681e-09,1.8564386528030496e-08
1975,8.510105686809766e-08,2.227477269300948e-08,1.484984890609553e-08
1976,6.170608912725584e-08,8.5702901442275e-09,1.7140580454988452e-08
1977,9.52038661239385e-08,1.7630345516828072e-09,1.1753563455840776e-08
1978,8.316828115084718e-08,8.910887250301869e-09,1.544553773769053e-08
1979,7.607565066791722e-08,8.192762579461998e-09,1.462993370893173e-08
1980,7.788656120055748e-08,6.822180820265089e-09,1.364436130746327e-08
1981,6.958104137311238e-08,1.2018543993352893e-08,1.4548763971333756e-08
1982,7.262777756977812e-08,7.449002858983533e-09,1.6760255405756652e-08
1983,6.315315914662278e-08,6.94684787472255e-09,8.841442022955448e-09
1984,9.22042318052263e-08,1.1598016769198694e-08,1.9136727757995686e-08
1985,8.842870613534615e-08,9.624892660653472e-09,7.820225356169885e-09
1986,8.272390061847545e-08,2.9972427317837003e-09,7.1933827783254856e-09
1987,7.210763897091965e-08,9.166225334311662e-09,7.332980445085013e-09
1988,8.814934204792735e-08,8.395175499220642e-09,1.0793796856312099e-08
1989,8.890757641211167e-08,9.87861958900993e-09,6.036934507847036e-09
1990,1.476584401416403e-07,6.538381114307157e-09,6.538381391862913e-09
1991,8.147436858507717e-08,5.2753188484189195e-09,9.964490843561435e-09
1992,8.154717079378315e-08,1.0468893751891528e-08,7.713921945651236e-09
1993,8.696555653386895e-08,8.86273210376487e-09,3.877445031719162e-09
1994,8.123387118530445e-08,5.274926662135471e-09,6.329911705904578e-09
1995,9.218166496793856e-08,3.79571546416102e-09,5.964695848348356e-09
1996,8.48756656068872e-08,8.007137841659073e-09,5.871901409548741e-09
1997,1.1124155463448915e-07,1.054876763717516e-08,8.151320507465698e-09
1998,8.43958858354199e-08,5.721755180765342e-09,6.198568103243929e-09
1999,1.0785674930957612e-07,1.0511462811280126e-08,2.7421207526856506e-09
2000,1.2237947544235794e-07,7.068850282898609e-09,8.836062659334232e-09
2001,8.236678183948243e-08,1.7524846851468823e-09,5.257454027685071e-09
2002,1.0383494952748151e-07,4.8193434798449175e-09,4.81934359086722e-09
2003,1.1250691756004016e-07,4.58361532063023e-09,5.833692307000149e-09
2004,8.67743850108127e-08,6.607186797680242e-09,7.928623979580607e-09
2005,8.917424310084243e-08,9.457874483587148e-09,4.954124666056714e-09
2006,1.0912408043850519e-07,8.647568661146465e-09,7.412201963319376e-09
2007,9.506861431418656e-08,5.192823282484937e-09,5.592271090648637e-09
2008,1.0132706762533417e-07,8.940623352771127e-09,1.7881246705542253e-08
2009,9.441021120437654e-08,8.105927262747059e-09,7.629107789952627e-09
2010,9.589300020707014e-08,5.196172381261022e-09,9.447585824773341e-09
2011,1.0324724541987962e-07,1.108951874773112e-08,1.2619107508937688e-08
2012,1.1165948876623588e-07,9.531907513293802e-09,9.19148204769904e-09
2013,9.53880743281843e-08,3.3469500504423877e-09,8.646287241731443e-09
2014,1.0047665455203969e-07,3.897801303942572e-09,9.527958783062118e-09
2015,1.0883385215265662e-07,7.314698902138872e-09,6.871383823048305e-09
2016,1.1806638156031113e-07,7.042556315894899e-09,1.014956665934541e-08
2017,9.986977289599963e-08,1.5093667982135628e-09,1.2074934802042137e-08
2018,8.518840388660465e-08,3.097759937453759e-09,1.5488799576246493e-08
2019,9.489674113183355e-08,2.295888978931515e-09,1.2754938494285994e-08
