year,six_DET îles_NOUN,six_DET iles_NOUN,six_DET villes_NOUN
1887,4.57024718070187e-09,0.0,4.504957828999068e-08
1888,2.53624587998047e-09,0.0,3.6775565703806024e-08
1889,8.14467782106476e-09,0.0,5.763925736701481e-08
1890,4.5880705901168994e-09,3.2771931834929546e-09,4.260351266216489e-08
1891,3.824532135432435e-09,0.0,4.653180496472231e-08
1892,4.387958663087943e-09,6.268512375839919e-10,3.322311670217459e-08
1893,7.3900996988562895e-09,0.0,4.92673315477532e-08
1894,6.9316934414587195e-09,3.150769645188234e-09,5.293292915098391e-08
1895,3.611168697403855e-09,4.213029924926559e-09,4.1528440686278145e-08
1896,2.948514543632541e-09,5.89702897624278e-10,6.368791261035511e-08
1897,3.496028022631492e-09,5.826713556089658e-10,5.360576338375722e-08
1898,3.960848538042683e-09,0.0,4.2437662273187016e-08
1899,4.9748205555033564e-09,5.527578395003729e-10,3.316546859366554e-08
1900,4.15284251431558e-09,0.0,4.204753145664597e-08
1901,3.353243460679778e-09,4.470991132876634e-09,3.017919070202879e-08
1902,1.0311596021495006e-08,4.910283846193408e-10,2.9952730795645977e-08
1903,7.020286574288548e-09,1.6200660812870638e-09,3.0781256210588026e-08
1904,6.449550227216605e-09,1.0749250378694342e-09,3.2247751136083025e-08
1905,3.096455536422127e-09,5.160759042333041e-10,3.251278291038773e-08
1906,6.68743965759333e-09,1.0288369045596824e-09,3.9095803039401744e-08
1907,8.228549397415463e-09,5.142843373384665e-10,3.188562902600722e-08
1908,8.840499887696751e-09,4.911389073214423e-10,1.866327870025941e-08
1909,9.351672325408344e-09,1.1001967115120692e-09,4.1807476591770865e-08
1910,3.206490406526541e-09,5.344150677544235e-10,3.6340223164010865e-08
1911,4.788336838146279e-09,3.1922244847493175e-09,4.8947441655400326e-08
1912,1.0418842455450772e-09,0.0,3.490312233678239e-08
1913,3.181793939432964e-09,0.0,3.977242241104406e-08
1914,3.3483718020477227e-09,0.0,3.6832090544169915e-08
1915,1.1780761921542648e-09,0.0,1.5314990164938536e-08
1916,3.2962386153911893e-09,1.0987462051303964e-09,3.625862521339229e-08
1917,1.2063066989753679e-08,1.0966424435210342e-09,4.6058983849128765e-08
1918,1.1486376294556067e-09,0.0,2.756730310693456e-08
1919,5.524709134618888e-09,0.0,3.9593747835908744e-08
1920,5.300562211374427e-09,0.0,3.028892692213958e-08
1921,5.300923255902035e-09,0.0,2.574734203619755e-08
1922,3.6889677978990676e-09,0.0,2.287160039138314e-08
1923,0.0,1.0615948120573648e-09,4.4586980774141693e-08
1924,3.867487219366694e-09,0.0,1.5469948877466777e-08
1925,7.698724324711748e-09,0.0,3.409435000989447e-08
1926,0.0,0.0,3.789686919830615e-08
1927,5.574612438330462e-09,1.1149224876660924e-09,3.2332752919472796e-08
1928,0.0,0.0,2.285208267061023e-08
1929,5.570202965543558e-09,0.0,2.4508893359254103e-08
1930,4.201441528017824e-09,0.0,3.046045071730674e-08
1931,7.983749661377715e-09,1.1405356659111021e-09,3.763767697506637e-08
1932,8.767629289252454e-09,0.0,4.493409921924041e-08
1933,3.4411986593596566e-09,1.1470662197865522e-09,2.1794258175944492e-08
1934,1.4377896206951846e-08,1.1981580172459871e-09,2.7557634396657704e-08
1935,9.574627313213568e-09,0.0,2.0346082152400413e-08
1936,7.274828739411987e-09,0.0,3.031178641421661e-08
1937,0.0,2.5182236296217297e-09,3.1477796036405437e-08
1938,6.482607339819424e-09,0.0,3.2413036477052515e-08
1939,3.058810094103137e-09,0.0,1.6823456405745674e-08
1940,2.5357829169792012e-09,0.0,3.2965177032551196e-08
1941,0.0,0.0,4.132103814669108e-08
1942,1.2136847082899749e-08,0.0,1.8205270180260413e-08
1943,2.9032352077962287e-09,0.0,1.4516175816936538e-08
1944,3.2131861615880553e-09,3.2131861615880553e-09,1.2852744646352221e-08
1945,6.535512131478072e-09,0.0,3.0499055725385915e-08
1946,5.568441707737293e-09,0.0,3.3410650246423756e-08
1947,5.960435478513659e-09,0.0,3.2186352250107575e-08
1948,3.2615663503321457e-09,0.0,3.1528474941922013e-08
1949,6.8719059331812105e-09,3.9268033269479474e-09,6.675565744629353e-08
1950,2.1270722960764488e-09,0.0,5.3176808956223454e-08
1951,1.0661401761424827e-09,2.1322803522849654e-09,3.5182626589858046e-08
1952,1.0544803918932644e-09,0.0,2.319856839960721e-08
1953,0.0,0.0,3.016671756839173e-08
1954,6.840775279570721e-09,1.9545072227344917e-09,3.224936939716372e-08
1955,8.447047061821422e-09,1.8771215692936494e-09,4.6928039676430444e-08
1956,6.104799110673298e-09,0.0,2.9651881838788086e-08
1957,8.835037701437898e-10,0.0,2.473810578607072e-08
1958,3.3088973783179654e-09,0.0,4.3842891317424915e-08
1959,7.750747821333448e-10,0.0,2.4802393472356243e-08
1960,2.076250060767393e-09,0.0,2.9759583464183947e-08
1961,2.779263708063695e-09,6.948159270159238e-10,4.0299324044479334e-08
1962,8.24454354786397e-09,0.0,4.566208533507421e-08
1963,8.405868889838075e-09,0.0,7.823924519367864e-08
1964,7.909158661334459e-09,0.0,5.4147319072939126e-08
1965,1.0944086747954884e-09,0.0,4.76067774091149e-08
1966,3.3234448526542337e-09,5.539074754423723e-10,7.366969390076861e-08
1967,2.465167847631733e-09,9.860671168482327e-10,4.240088657958552e-08
1968,1.796566312384229e-09,4.4914158503495116e-10,6.198153990055744e-08
1969,4.541757636644661e-09,4.5417578031781147e-10,1.0446042963963009e-07
1970,5.058597540852361e-09,0.0,6.024329840537135e-08
1971,2.0553589941130213e-09,1.541519245584766e-09,5.343933473511697e-08
1972,4.1041173792777386e-09,2.5650733759263744e-09,5.130146751852749e-08
1973,7.1671650836435674e-09,0.0,5.127279667505036e-08
1974,6.188128898187983e-09,0.0,6.469407543008288e-08
1975,4.569184142155791e-09,0.0,5.5401357279549757e-08
1976,3.9994687561772935e-09,0.0,6.284879261464482e-08
1977,1.7630346071939584e-09,1.1753563677885381e-09,8.403798301692689e-08
1978,4.1584139465200565e-09,0.0,6.950492015267429e-08
1979,2.3407893401383717e-09,0.0,7.197926965574197e-08
1980,5.116635559687666e-09,5.685150683554241e-10,6.026259713465265e-08
1981,6.325549417596221e-09,0.0,4.933928732242521e-08
1982,1.1794254461960918e-08,6.207502289967692e-10,5.7729772073855656e-08
1983,1.1999100379966876e-08,1.89459470334441e-09,7.199460583251494e-08
1984,7.538710988796993e-09,5.799008495621649e-10,5.8569987082535135e-08
1985,1.2031116103372597e-09,1.2031116103372597e-09,6.07571355448755e-08
1986,1.1988970705090196e-08,5.994485463567401e-10,5.454981666375147e-08
1987,1.8332451112712533e-09,6.110816852533674e-10,5.133086161679401e-08
1988,1.679035033230747e-08,0.0,5.276967457445991e-08
1989,9.329808037250586e-09,1.0976244357863152e-09,4.61002245266684e-08
1990,7.628111253765724e-09,1.634595292454577e-09,3.8685423087159165e-08
1991,8.7921980806982e-09,1.1722930404189924e-09,7.326831763521113e-08
1992,1.4876849085965205e-08,1.1019888335184191e-09,7.218027064936905e-08
1993,9.416652346772025e-09,0.0,7.31175389123706e-08
1994,9.494868002946077e-09,0.0,6.751906028723553e-08
1995,5.422450655157007e-09,5.422450821690461e-10,7.04918612370875e-08
1996,5.3380921904988554e-09,0.0,7.580090932712835e-08
1997,6.233362936924891e-09,0.0,8.055422551223046e-08
1998,5.72175506974304e-09,0.0,6.818424658217026e-08
1999,1.0511462644746672e-08,0.0,6.306877531336852e-08
2000,7.95245647111642e-09,4.4180314962005696e-10,7.422292747083503e-08
2001,8.762423675534592e-09,0.0,5.739387595737888e-08
2002,4.81934359086722e-09,4.38122149670761e-10,6.484208003865177e-08
2003,7.083768960303161e-09,0.0,6.042038402931382e-08
2004,5.285749615779878e-09,4.404791253964646e-10,8.10481595170387e-08
2005,5.854874363109275e-09,0.0,5.179311934888631e-08
2006,8.64756888319107e-09,1.2765458912156191e-08,5.6826880867610896e-08
2007,7.589511241690161e-09,0.0,6.031664079308996e-08
2008,7.2376473703172906e-09,0.0,6.726754797625745e-08
2009,9.059565542202108e-09,0.0,5.912558864729078e-08
2010,7.085689368580006e-09,0.0,4.2514136655569246e-08
2011,1.0707121411712706e-08,0.0,3.938691217619805e-08
2012,1.4297861339329643e-08,3.404252713057332e-10,3.9148905700558956e-08
2013,1.0598675437289984e-08,0.0,3.263276426856976e-08
2014,1.2559581652471508e-08,0.0,3.053277641829055e-08
2015,1.1526192111865896e-08,0.0,3.081039734453839e-08
2016,1.3463710590855271e-08,0.0,3.231290551797272e-08
2017,1.0314006537726073e-08,0.0,9.383230370474394e-08
2018,8.776986804015507e-09,0.0,3.484980221069023e-08
2019,9.183556137770665e-09,0.0,3.6989324214697916e-08
