year,six_DET îles_NOUN,six_DET iles_NOUN,six_DET villes_NOUN
1800,4.087413785214267e-08,3.144164484325529e-09,7.231578535993322e-08
1801,8.572257037542386e-08,0.0,5.000483582762172e-08
1802,2.6854081625060644e-08,0.0,1.1412984690650774e-07
1803,7.801356893821776e-09,0.0,5.460949736857401e-08
1804,4.2021465418429216e-08,9.887403784603066e-09,1.829169686828891e-07
1805,2.2743021688143017e-08,2.842877711017877e-09,1.4214388510680465e-07
1806,8.645007376628655e-09,0.0,2.1612517908664586e-07
1807,4.27043254092041e-08,2.8469551160981155e-09,1.1387820109121094e-07
1808,1.1330369531492579e-08,0.0,7.25143656232774e-08
1809,1.581321384946932e-08,0.0,1.219876493152583e-07
1810,0.0,0.0,1.0998595456612748e-07
1811,1.2535384286138651e-08,2.5070767684098882e-09,8.524060746140094e-08
1812,2.6672082320544632e-09,0.0,5.3344166417446104e-08
1813,6.901780125190271e-08,0.0,4.888760862797881e-08
1814,1.8880061958270744e-08,0.0,4.72001566720337e-08
1815,4.315557688983063e-08,0.0,1.9689731800554e-07
1816,7.879853569647821e-08,0.0,4.6352075955269356e-08
1817,2.6466848268569265e-08,0.0,6.85024303948012e-08
1818,1.1921176934492905e-08,0.0,1.2874872123980197e-07
1819,2.173720581311045e-08,0.0,5.900098543065724e-08
1820,1.1866481131050932e-08,0.0,1.1510486697119404e-07
1821,1.97229765852569e-09,0.0,7.987805217268829e-08
1822,1.7043547018147365e-08,1.0025615893027862e-09,1.4336630727029842e-07
1823,4.941343334508019e-09,0.0,7.214361374963119e-08
1824,3.452656116564867e-08,2.5263338088166165e-09,1.2294824447423025e-07
1825,3.522177216552791e-09,0.0,6.163809995740621e-08
1826,2.8185549894033102e-08,5.284790383086602e-09,8.984144139745354e-08
1827,2.7651818612639545e-09,9.217273055917019e-10,3.96342727526644e-08
1828,2.5682442839070063e-08,9.172301251858528e-10,8.89713192009367e-08
1829,6.001223351592699e-09,0.0,5.744028097609544e-08
1830,1.1480519646056564e-08,1.0436835840010872e-09,6.366470017837855e-08
1831,5.9246584527272717e-08,1.5591206103948707e-09,1.434390912713468e-07
1832,1.2176972319366541e-08,4.058990921151917e-09,1.285347051016572e-07
1833,5.3284690437749305e-08,5.791814139399776e-09,8.803557760561631e-08
1834,2.8003592333902816e-08,0.0,5.7874093295495754e-08
1835,1.4369867074037757e-08,7.563087933704082e-10,4.310960122211327e-08
1836,1.4113575197427508e-08,0.0,9.005805379214138e-08
1837,5.5663127440652715e-09,1.3915781860163179e-09,8.697363895748822e-08
1838,4.418513555037862e-09,0.0,1.3255540309842218e-07
1839,4.894032734625853e-09,0.0,9.298661940437825e-08
1840,1.9109066329292546e-08,6.369688665408546e-10,1.4777677659338906e-07
1841,2.247191943638427e-08,1.2841097074556274e-09,5.457466212277495e-08
1842,2.1466448174578545e-08,6.708265054555795e-10,6.171603805782411e-08
1843,2.4218335781256428e-08,4.7255288571079745e-09,8.860366307317236e-08
1844,1.8112252364588244e-08,5.488561272137815e-10,9.604982076361068e-08
1845,1.0044410636567136e-08,0.0,7.477505459263512e-08
1846,1.6978054517835517e-08,5.854501328173001e-10,6.849766265304424e-08
1847,1.294373674909366e-08,5.393223645455691e-10,5.2314271137277046e-08
1848,1.287235473768078e-08,8.045221711050488e-10,9.252005295223853e-08
1849,6.703531951757213e-09,8.379414939696517e-10,3.0165894004952065e-08
1850,1.0862393651223101e-08,0.0,5.4311967367937086e-08
1851,1.2898877521649865e-08,1.2898877521649865e-09,8.577753618510542e-08
1852,7.161599979710331e-09,0.0,6.250123862905355e-08
1853,7.763511611358354e-09,5.971931837933653e-10,7.046879679784013e-08
1854,3.117398783558656e-09,5.195664454227256e-10,6.286754095086167e-08
1855,1.0613874223963649e-08,0.0,6.04990830765928e-08
1856,6.212626857404757e-09,5.177189232874468e-10,6.419714315697433e-08
1857,1.1715621583974212e-08,0.0,3.709946860830371e-08
1858,2.4468380654951716e-09,4.893676019968041e-10,6.557525789041563e-08
1859,3.5645213447565993e-09,0.0,4.9903299048636995e-08
1860,4.57718396518203e-09,0.0,5.30953334632045e-08
1861,1.0375120318428799e-08,9.431927461278633e-10,5.187559948272025e-08
1862,2.2589932147099034e-09,4.517986262886353e-10,8.358274827813261e-08
1863,1.7481172620570362e-08,4.9946209945694875e-09,7.042415062219476e-08
1864,4.794728170054441e-09,0.0,5.3221480555976086e-08
1865,3.294791106611683e-09,0.0,9.084209828813528e-08
1866,1.4596839292835284e-09,2.432806400776144e-09,5.936047919874454e-08
1867,3.88224918879132e-09,0.0,5.580733031251839e-08
1868,2.9639244392143382e-09,9.87974813071446e-10,4.5940829807022965e-08
1869,8.790334682373668e-09,0.0,4.444002588144258e-08
1870,3.4404292748035914e-09,0.0,6.307453759291093e-08
1871,6.37270636261178e-09,0.0,4.991953161948004e-08
1872,3.0236697590169115e-09,0.0,5.2007119721864115e-08
1873,2.3944017879529156e-09,0.0,4.3099231017418305e-08
1874,7.169530746864439e-09,0.0,5.138163883255942e-08
1875,6.865832347102696e-09,1.716458086775674e-09,5.034943972859196e-08
1876,7.255217759905008e-09,0.0,6.348315650939185e-08
1877,1.608052180301911e-08,0.0,7.854716255195626e-08
1878,9.058632954861423e-09,0.0,4.227362238040655e-08
1879,8.55305515301552e-09,0.0,4.09324791839083e-08
1880,8.984985200299889e-09,1.2835692508872398e-09,5.2626337954109204e-08
1881,4.183504653809678e-09,0.0,4.2532297683806064e-08
1882,4.6587693702804245e-09,1.3310770263785798e-09,5.1912002696496984e-08
1883,1.1374810426900694e-08,0.0,5.181857898328701e-08
1884,1.9805090900604227e-09,6.601696966868076e-10,6.205595060038149e-08
1885,2.5782542767416317e-09,0.0,5.4787904435471546e-08
1886,5.808117542471791e-09,1.2906927748801422e-09,4.323820901319664e-08
