year,dernières_ADJ oies_NOUN,dernières_ADJ voies_NOUN
1860,0.0,1.327383358784573e-08
1861,0.0,1.650587222457034e-08
1862,0.0,2.1686334505943705e-08
1863,0.0,1.2486552236623538e-08
1864,0.0,2.0617330065419992e-08
1865,0.0,1.1767110841276462e-08
1866,0.0,1.2650593461671633e-08
1867,0.0,2.2808213984149006e-08
1868,0.0,1.0373735648272486e-08
1869,0.0,1.953407746668745e-08
1870,0.0,6.307453670473251e-09
1871,0.0,2.442870794538976e-08
1872,0.0,1.2094679036067646e-08
1873,0.0,2.6338419445437466e-08
1874,0.0,1.6131444624534197e-08
1875,0.0,2.345826111138649e-08
1876,0.0,2.1161051577678336e-08
1877,0.0,1.2369632429454214e-08
1878,0.0,1.0266450800600069e-08
1879,0.0,2.1993571408529533e-08
1880,0.0,1.5402831010646878e-08
1881,0.0,1.5339516323820135e-08
1882,0.0,1.8635077481121698e-08
1883,0.0,1.7694148368718743e-08
1884,0.0,7.922036360241691e-09
1885,0.0,1.5469526104539e-08
1886,6.453463874400711e-10,7.098810428374236e-09
1887,0.0,2.3504128421336645e-08
1888,0.0,3.043495055976564e-08
1889,1.8795409673089125e-09,2.255449160770695e-08
1890,0.0,2.1629475099871343e-08
1891,0.0,1.4023283867459213e-08
1892,6.268512375839919e-10,1.56712811616444e-08
1893,0.0,2.586534897375259e-08
1894,0.0,6.301539290376468e-09
1895,0.0,1.5046536461227333e-08
1896,0.0,2.240870955461105e-08
1897,0.0,2.155884004650943e-08
1898,0.0,1.867257104493092e-08
1899,0.0,1.8241008703512307e-08
1900,0.0,1.764958135197503e-08
1901,0.0,9.500856101851696e-09
1902,0.0,9.329538919189417e-09
1903,0.0,1.9440793863623185e-08
1904,0.0,1.3436562973367927e-08
1905,0.0,7.2250627702885595e-09
1906,0.0,1.2346042410626978e-08
1907,0.0,1.902852098112362e-08
1908,4.911389073214423e-10,1.7189861978295085e-08
1909,0.0,1.320236009405562e-08
1910,1.068830135508847e-09,1.60324518105881e-08
1911,5.320374141248863e-10,1.755723388896513e-08
1912,0.0,2.1879568379290504e-08
1913,0.0,3.3939134169713725e-08
1914,0.0,3.616241528447972e-08
1915,0.0,2.4739600590351074e-08
1916,0.0,1.3184954461564757e-08
1917,0.0,1.2063066989753679e-08
1918,0.0,3.101321510712296e-08
1919,0.0,2.6702760891339494e-08
1920,0.0,2.2716694303426266e-08
1921,0.0,1.3630945261411398e-08
1922,0.0,1.8444838545406128e-08
1923,0.0,1.3800733000834953e-08
1924,1.289162443462999e-09,2.1915761649893284e-08
1925,1.0998177923937646e-09,1.3197813508725176e-08
1926,0.0,1.2260752413340015e-08
1927,0.0,8.919379901328739e-09
1928,0.0,1.5996457491951332e-08
1929,0.0,2.4508894469477127e-08
1930,0.0,1.6805765667982087e-08
1931,0.0,1.2545892325022123e-08
1932,0.0,7.6716757391182e-09
1933,0.0,8.02946331646126e-09
1934,0.0,1.1981580172459871e-08
1935,0.0,1.4361940969820353e-08
1936,0.0,9.699771652549316e-09
1937,0.0,7.554670666820584e-09
1938,5.186085783037697e-09,7.779128452511941e-09
1939,0.0,2.4470480752825097e-08
1940,0.0,1.0143131667916805e-08
1941,2.9515025978810172e-09,1.4757512545315876e-08
1942,0.0,1.2136847082899749e-08
1943,0.0,1.4516175816936538e-08
1944,0.0,2.2492303131116387e-08
1945,0.0,6.535512131478072e-09
1946,0.0,9.744772988540262e-09
1947,0.0,9.536696765621855e-09
1948,0.0,5.435944139264848e-09
1949,0.0,1.2762110479513922e-08
1950,0.0,2.1270722960764488e-09
1951,0.0,4.264560704569931e-09
1952,0.0,1.1599284199803606e-08
1953,0.0,8.619061908632375e-09
1954,0.0,4.886268278880834e-09
1955,0.0,7.508486277174597e-09
1956,0.0,7.849027205963921e-09
1957,0.0,3.534015080575159e-09
1958,8.272243445794913e-10,8.272243334772611e-09
1959,2.325224457422337e-09,1.0851047171911432e-08
1960,0.0,1.3841666479663672e-08
1961,6.948159270159238e-10,1.459113452284555e-08
1962,0.0,6.341956293454132e-09
1963,0.0,7.759263453976928e-09
1964,1.2167936658258327e-09,5.475571551727398e-09
1965,0.0,6.5664522708175355e-09
1966,5.539074754423723e-10,7.754704434148607e-09
1967,0.0,7.395503320850594e-09
1968,0.0,1.257596426995633e-08
1969,1.3625273131978588e-09,1.2716921737876419e-08
1970,9.197450023812337e-10,8.7375777724219e-09
1971,3.083038491169532e-09,6.679916619845017e-09
1972,0.0,9.234264020108185e-09
1973,5.513203782392395e-10,6.064523994098181e-09
1974,0.0,1.012602890426706e-08
1975,5.711480177694739e-10,6.282628195464213e-09
1976,0.0,1.0284348483935446e-08
1977,1.7630346071939584e-09,3.526069214387917e-09
1978,0.0,1.0693064211864112e-08
1979,0.0,3.5111840102075575e-09
1980,0.0,1.6486936260662333e-08
1981,0.0,6.958104314946922e-09
1982,6.207502289967692e-10,7.449002747961231e-09
1983,0.0,6.315316269933646e-09
1984,5.799008495621649e-10,8.118611560803402e-09
1985,0.0,7.218669662023558e-09
1986,0.0,7.792831269171074e-09
1987,0.0,1.0388388815840699e-08
1988,0.0,1.199310784016916e-08
1989,0.0,5.488121956886971e-09
1990,5.44865097484859e-10,6.538381391862913e-09
1991,0.0,5.8614650910726596e-09
1992,0.0,8.815910668147353e-09
1993,5.539207426075166e-10,7.200969598386564e-09
1994,0.0,5.274926717646622e-09
1995,0.0,7.591431483433553e-09
1996,1.067618438099771e-09,7.473328622609188e-09
1997,4.79489448146353e-10,4.794894259418925e-09
1998,0.0,1.0013071261028017e-08
1999,9.140402323914998e-10,5.0272213059088244e-09
2000,8.836062992401139e-10,8.83606254831193e-09
2001,4.3812117822561447e-10,9.638665865452367e-09
2002,0.0,8.324320788233308e-09
2003,4.1669229178253886e-10,1.0417307017007715e-08
2004,0.0,7.047666006343434e-09
2005,0.0,4.053374524914943e-09
2006,0.0,1.070651389767363e-08
2007,3.994479469415779e-10,7.190063211481856e-09
2008,0.0,5.960415716543821e-09
2009,9.53638501499654e-10,4.76819250749827e-09
2010,9.447586046817946e-10,5.196172381261022e-09
2011,7.64794394481072e-10,9.55992973672437e-09
2012,1.0212758416727752e-09,4.425528388196653e-09
2013,2.789125042035323e-10,6.693900100884775e-09
2014,4.330890368553497e-10,4.547434873103384e-09
2015,8.866301581811342e-10,4.211493376260478e-09
2016,2.0713400439298368e-10,4.142679976837371e-09
2017,0.0,6.5405894034142875e-09
2018,2.5814667070633845e-10,4.904786798931582e-09
2019,0.0,5.101975730781305e-09
