year,autres_ADJ yeux_NOUN,autres_ADJ vieux_NOUN
1855,1.772517066456203e-07,5.306937111981824e-10
1856,1.8586109717944055e-07,0.0
1857,1.9867742651058506e-07,1.4644527812635033e-09
1858,2.0210882212268189e-07,1.468102750479261e-09
1859,1.6193111207485344e-07,1.018434669930457e-09
1860,1.6157459015175846e-07,4.119465657481669e-09
1861,1.5185403867690184e-07,8.488734437595014e-09
1862,2.706273676267301e-07,2.710791813242963e-09
1863,1.7531118601255002e-07,1.9978483312144135e-09
1864,2.1911907310823153e-07,4.315255264231155e-09
1865,1.882737734604234e-07,1.3649848362717876e-08
1866,1.7078301084438863e-07,9.731225825149181e-10
1867,1.5917221674044413e-07,3.396968040192405e-09
1868,1.975949572852187e-07,6.421836395986702e-09
1869,2.0901461539324373e-07,1.953407657850903e-09
1870,1.4392462333034928e-07,0.0
1871,1.5719342627562582e-07,1.0621177271019633e-09
1872,1.6388290191571286e-07,3.023669647994609e-09
1873,1.436641099417102e-07,3.591602570907071e-09
1874,1.3980584867567813e-07,2.9873046258899194e-09
1875,2.0883574336494348e-07,0.0
1876,2.15238131318074e-07,6.04601479992084e-10
1877,2.0533589406568353e-07,0.0
1878,1.7392575557551027e-07,2.4156354694326865e-09
1879,1.7900323712183308e-07,1.221865053580018e-09
1880,1.5659544772006484e-07,4.492492600149944e-09
1881,1.6455118156954995e-07,6.972507571312292e-10
1882,1.9167509890394285e-07,5.324308105514319e-09
1883,1.7314988554062438e-07,1.2006744043446815e-08
1884,1.2609241650807235e-07,1.3203393933736152e-09
1885,1.3987029490181158e-07,1.160214413431504e-08
1886,1.3681344057658862e-07,3.2267319372003556e-09
1887,1.2992559561553207e-07,1.3057849246322917e-09
1888,1.3759134276369878e-07,8.876860135842435e-09
1889,1.4597767972190923e-07,5.01210956072029e-09
1890,1.3043229785125732e-07,1.3108772956016423e-09
1891,1.4150768379295187e-07,4.461953917456185e-09
1892,1.2850451014401187e-07,1.2537024751679837e-09
1893,1.2932675019783346e-07,1.847525021858587e-09
1894,1.506067945911127e-07,1.8904617871129403e-09
1895,1.5828956634322822e-07,1.2037228991346183e-09
1896,1.9224314939947362e-07,1.0024949093079272e-08
1897,1.2877036681402387e-07,4.661370955894029e-09
1898,1.5390725138786365e-07,7.921697076085366e-09
1899,1.7190768630825914e-07,3.8693048765026106e-09
1900,1.4586859720111534e-07,5.191053031872173e-09
1901,1.2462888321351784e-07,1.1177477832191585e-09
1902,1.3405075094397034e-07,1.0802624572647801e-08
1903,1.0746438050546203e-07,1.0800440541913758e-09
1904,1.2737861254663585e-07,2.6873125946735854e-09
1905,1.6824074577925785e-07,4.1286072338664326e-09
1906,1.7798878104713367e-07,2.0576738091193647e-09
1907,1.5325673530242057e-07,3.599990305858114e-09
1908,1.2867839416230709e-07,7.858222517143076e-09
1909,1.6667979707563063e-07,6.0510818578052294e-09
1910,1.7689139042431634e-07,3.206490406526541e-09
1911,1.4205399168076838e-07,3.7242618988742038e-09
1912,1.8701821602462587e-07,2.0837684910901544e-09
1913,1.9515002236403234e-07,8.484783542428431e-09
1914,1.553644608520699e-07,2.0090231700464756e-09
1915,1.4843760709482012e-07,1.5314990164938536e-08
1916,1.5052823698624707e-07,7.691223435912775e-09
1917,1.6997957175135525e-07,1.2063066656686772e-08
1918,1.7689019671252026e-07,9.189101035644853e-09
1919,1.1233574781499556e-07,2.762354567309444e-09
1920,2.2338083738304704e-07,1.2872794385998532e-08
1921,2.05221454052662e-07,6.815472630705699e-09
1922,1.5788782548042946e-07,8.115729421831475e-09
1923,2.1338055944397638e-07,4.246379248229459e-09
1924,1.7790441120268952e-07,1.1602462102189293e-08
1925,2.1666410532361624e-07,6.598906754362588e-09
1926,1.972866527921724e-07,7.802296586589819e-09
1927,2.0291589919452235e-07,4.4596899506643695e-09
1928,1.5653677110094577e-07,3.4278122562625413e-09
1929,1.7044821731815318e-07,8.912325100141061e-09
1930,1.7541017882649612e-07,4.201441416995522e-09
1931,1.6309660111346602e-07,5.7026783295555106e-09
1932,1.8302425530691835e-07,6.575722188983946e-09
1933,1.7435407073662645e-07,2.2941324395731044e-09
1934,1.6894027510261367e-07,4.7926320689839486e-09
1935,1.48406726907524e-07,1.196828414151696e-09
1936,1.7095847226755723e-07,6.0623572828433225e-09
1937,1.3346584637474734e-07,8.813782592653752e-09
1938,1.5947213682920847e-07,1.2965214457594243e-09
1939,1.8046979732844193e-07,0.0
1940,9.889553354014424e-08,0.0
1941,1.682356440824151e-07,5.9030051957620344e-09
1942,1.9722376976005762e-07,9.102635312174812e-09
1943,2.0032322822771675e-07,8.709705845433291e-09
1944,2.4098895323731995e-07,0.0
1945,1.5903079031431844e-07,0.0
1946,2.7285364012641367e-07,0.0
1947,2.6583541057334514e-07,3.5762612871081956e-09
1948,2.0874024642125732e-07,0.0
1949,2.2775459740387305e-07,9.817008317369869e-10
1950,2.605663667054614e-07,1.0635361480382244e-09
1951,2.526752211906569e-07,6.396841278899501e-09
1952,1.8664303524928982e-07,5.272401959466322e-09
1953,1.8746459318208508e-07,6.464296653518886e-09
1954,2.0717776294532086e-07,6.840775057526116e-09
1955,1.9428208020144666e-07,5.631364707880948e-09
1956,2.0145837709151238e-07,1.744228317335228e-09
1957,2.0408937473348487e-07,3.534015080575159e-09
1958,2.1425110219297494e-07,2.481673033738474e-09
1959,1.852428681559104e-07,1.5501495642666896e-09
1960,1.972437502217872e-07,6.228750015768725e-09
1961,2.0774996301042847e-07,4.16889545107324e-09
1962,2.2577364688913804e-07,9.512934440181198e-09
1963,2.444168103465927e-07,4.526237162849611e-09
1964,2.1537248073855153e-07,4.258777774879263e-09
1965,2.0629603625366144e-07,4.377634699181954e-09
1966,1.8057383499581192e-07,8.308612242657887e-09
1967,2.03129829401405e-07,5.423369309198733e-09
1968,1.8774117904740706e-07,8.98283178396575e-09
1969,1.594157055251344e-07,5.904285005353671e-09
1970,1.8486873898382328e-07,4.1388523719376735e-09
1971,2.1272965966545598e-07,5.652237122788506e-09
1972,1.7493800896772882e-07,3.0780880067027283e-09
1973,1.6649875078655896e-07,8.269805285010534e-09
1974,1.3501372109203658e-07,7.313243344242437e-09
1975,1.2108337443805794e-07,7.996072248772634e-09
1976,1.6226415766595892e-07,5.142174019923118e-09
1977,1.7218971493093704e-07,9.990529126202574e-09
1978,1.5089102589627146e-07,7.128709622605811e-09
1979,1.8024077519385173e-07,4.096381456264453e-09
1980,1.4610837695272494e-07,3.411090521154847e-09
1981,1.4865041464418027e-07,9.488323904349727e-09
1982,1.5518756413257506e-07,1.4898005495922462e-08
1983,1.5914596929178515e-07,8.209910973278056e-09
1984,1.5889283133674326e-07,9.858314442556804e-09
1985,1.726465228557572e-07,8.421781272360818e-09
1986,1.7084283854273963e-07,7.792831269171074e-09
1987,1.478817637234897e-07,5.49973533381376e-09
1988,1.876921373877849e-07,7.795519729736355e-09
1989,1.5531385599842906e-07,5.488121956886971e-09
1990,1.329470791233689e-07,8.717841171179685e-09
1991,1.5005350917363103e-07,5.8614650910726596e-09
1992,1.3003467813632597e-07,5.509944056569793e-09
1993,1.5177428736024012e-07,9.97057303386839e-09
1994,1.339831356972354e-07,5.274926717646622e-09
1995,1.5237087325203902e-07,1.0302656505700725e-08
1996,1.5747372117402847e-07,5.3380921904988554e-09
1997,1.4912122026089492e-07,6.7128522740489416e-09
1998,1.2730905041280494e-07,9.059445305048541e-09
1999,1.371060278643199e-07,1.416762396289073e-08
2000,1.2944832405992202e-07,7.510653543540968e-09
2001,1.3275071353291423e-07,4.381211837767296e-09
2002,1.3976097079648753e-07,1.0514931148009055e-08
2003,1.8167783366607182e-07,7.500461585152607e-09
2004,1.277389429787945e-07,7.488145131739898e-09
2005,1.3781473739982175e-07,5.854874252086972e-09
2006,1.5647981399524724e-07,7.000412693969338e-09
2007,1.7176262190332636e-07,5.592271368204393e-09
2008,1.3921827246576868e-07,8.089135361544209e-09
2009,1.5973445499639638e-07,1.0490023738540799e-08
2010,1.7147368680525688e-07,9.447585824773341e-09
2011,1.5984203116659046e-07,1.070712138395713e-08
2012,2.0221261820552172e-07,1.1914884689989691e-08
2013,2.3344976796124683e-07,1.5619100401931263e-08
2014,2.3451771369309427e-07,1.2992670939127038e-08
2015,2.4847810209394083e-07,1.4629397249166232e-08
2016,2.6306017275601334e-07,1.180663800059989e-08
2017,1.899286559137181e-07,1.1571811953103861e-08
2018,2.207154068400996e-07,1.032586693927584e-08
2019,2.0918099608024932e-07,7.908062371608793e-09
