year,six_DET iles_NOUN,six_DET villes_NOUN
1850,0.0,5.4311967367937086e-08
1851,1.2898877521649865e-09,8.577753618510542e-08
1852,0.0,6.250123862905355e-08
1853,5.971931837933653e-10,7.046879679784013e-08
1854,5.195664454227256e-10,6.286754095086167e-08
1855,0.0,6.04990830765928e-08
1856,5.177189232874468e-10,6.419714315697433e-08
1857,0.0,3.709946860830371e-08
1858,4.893676019968041e-10,6.557525789041563e-08
1859,0.0,4.9903299048636995e-08
1860,0.0,5.30953334632045e-08
1861,9.431927461278633e-10,5.187559948272025e-08
1862,4.517986262886353e-10,8.358274827813261e-08
1863,4.9946209945694875e-09,7.042415062219476e-08
1864,0.0,5.3221480555976086e-08
1865,0.0,9.084209828813528e-08
1866,2.432806400776144e-09,5.936047919874454e-08
1867,0.0,5.580733031251839e-08
1868,9.87974813071446e-10,4.5940829807022965e-08
1869,0.0,4.444002588144258e-08
1870,0.0,6.307453759291093e-08
1871,0.0,4.991953161948004e-08
1872,0.0,5.2007119721864115e-08
1873,0.0,4.3099231017418305e-08
1874,0.0,5.138163883255942e-08
1875,1.716458086775674e-09,5.034943972859196e-08
1876,0.0,6.348315650939185e-08
1877,0.0,7.854716255195626e-08
1878,0.0,4.227362238040655e-08
1879,0.0,4.09324791839083e-08
1880,1.2835692508872398e-09,5.2626337954109204e-08
1881,0.0,4.2532297683806064e-08
1882,1.3310770263785798e-09,5.1912002696496984e-08
1883,0.0,5.181857898328701e-08
1884,6.601696966868076e-10,6.205595060038149e-08
1885,0.0,5.4787904435471546e-08
1886,1.2906927748801422e-09,4.323820901319664e-08
1887,0.0,4.504957828999068e-08
1888,0.0,3.6775565703806024e-08
1889,0.0,5.763925736701481e-08
1890,3.2771931834929546e-09,4.260351266216489e-08
1891,0.0,4.653180496472231e-08
1892,6.268512375839919e-10,3.322311670217459e-08
1893,0.0,4.92673315477532e-08
1894,3.150769645188234e-09,5.293292915098391e-08
1895,4.213029924926559e-09,4.1528440686278145e-08
1896,5.89702897624278e-10,6.368791261035511e-08
1897,5.826713556089658e-10,5.360576338375722e-08
1898,0.0,4.2437662273187016e-08
1899,5.527578395003729e-10,3.316546859366554e-08
1900,0.0,4.204753145664597e-08
1901,4.470991132876634e-09,3.017919070202879e-08
1902,4.910283846193408e-10,2.9952730795645977e-08
1903,1.6200660812870638e-09,3.0781256210588026e-08
1904,1.0749250378694342e-09,3.2247751136083025e-08
1905,5.160759042333041e-10,3.251278291038773e-08
1906,1.0288369045596824e-09,3.9095803039401744e-08
1907,5.142843373384665e-10,3.188562902600722e-08
1908,4.911389073214423e-10,1.866327870025941e-08
1909,1.1001967115120692e-09,4.1807476591770865e-08
1910,5.344150677544235e-10,3.6340223164010865e-08
1911,3.1922244847493175e-09,4.8947441655400326e-08
1912,0.0,3.490312233678239e-08
1913,0.0,3.977242241104406e-08
1914,0.0,3.6832090544169915e-08
1915,0.0,1.5314990164938536e-08
1916,1.0987462051303964e-09,3.625862521339229e-08
1917,1.0966424435210342e-09,4.6058983849128765e-08
1918,0.0,2.756730310693456e-08
1919,0.0,3.9593747835908744e-08
1920,0.0,3.028892692213958e-08
1921,0.0,2.574734203619755e-08
1922,0.0,2.287160039138314e-08
1923,1.0615948120573648e-09,4.4586980774141693e-08
1924,0.0,1.5469948877466777e-08
1925,0.0,3.409435000989447e-08
1926,0.0,3.789686919830615e-08
1927,1.1149224876660924e-09,3.2332752919472796e-08
1928,0.0,2.285208267061023e-08
1929,0.0,2.4508893359254103e-08
1930,0.0,3.046045071730674e-08
1931,1.1405356659111021e-09,3.763767697506637e-08
1932,0.0,4.493409921924041e-08
1933,1.1470662197865522e-09,2.1794258175944492e-08
1934,1.1981580172459871e-09,2.7557634396657704e-08
1935,0.0,2.0346082152400413e-08
1936,0.0,3.031178641421661e-08
1937,2.5182236296217297e-09,3.1477796036405437e-08
1938,0.0,3.2413036477052515e-08
1939,0.0,1.6823456405745674e-08
1940,0.0,3.2965177032551196e-08
1941,0.0,4.132103814669108e-08
1942,0.0,1.8205270180260413e-08
1943,0.0,1.4516175816936538e-08
1944,3.2131861615880553e-09,1.2852744646352221e-08
1945,0.0,3.0499055725385915e-08
1946,0.0,3.3410650246423756e-08
1947,0.0,3.2186352250107575e-08
1948,0.0,3.1528474941922013e-08
1949,3.9268033269479474e-09,6.675565744629353e-08
1950,0.0,5.3176808956223454e-08
1951,2.1322803522849654e-09,3.5182626589858046e-08
1952,0.0,2.319856839960721e-08
1953,0.0,3.016671756839173e-08
1954,1.9545072227344917e-09,3.224936939716372e-08
1955,1.8771215692936494e-09,4.6928039676430444e-08
1956,0.0,2.9651881838788086e-08
1957,0.0,2.473810578607072e-08
1958,0.0,4.3842891317424915e-08
1959,0.0,2.4802393472356243e-08
1960,0.0,2.9759583464183947e-08
1961,6.948159270159238e-10,4.0299324044479334e-08
1962,0.0,4.566208533507421e-08
1963,0.0,7.823924519367864e-08
1964,0.0,5.4147319072939126e-08
1965,0.0,4.76067774091149e-08
1966,5.539074754423723e-10,7.366969390076861e-08
1967,9.860671168482327e-10,4.240088657958552e-08
1968,4.4914158503495116e-10,6.198153990055744e-08
1969,4.5417578031781147e-10,1.0446042963963009e-07
1970,0.0,6.024329840537135e-08
1971,1.541519245584766e-09,5.343933473511697e-08
1972,2.5650733759263744e-09,5.130146751852749e-08
1973,0.0,5.127279667505036e-08
1974,0.0,6.469407543008288e-08
1975,0.0,5.5401357279549757e-08
1976,0.0,6.284879261464482e-08
1977,1.1753563677885381e-09,8.403798301692689e-08
1978,0.0,6.950492015267429e-08
1979,0.0,7.197926965574197e-08
1980,5.685150683554241e-10,6.026259713465265e-08
1981,0.0,4.933928732242521e-08
1982,6.207502289967692e-10,5.7729772073855656e-08
1983,1.89459470334441e-09,7.199460583251494e-08
1984,5.799008495621649e-10,5.8569987082535135e-08
1985,1.2031116103372597e-09,6.07571355448755e-08
1986,5.994485463567401e-10,5.454981666375147e-08
1987,6.110816852533674e-10,5.133086161679401e-08
1988,0.0,5.276967457445991e-08
1989,1.0976244357863152e-09,4.61002245266684e-08
1990,1.634595292454577e-09,3.8685423087159165e-08
1991,1.1722930404189924e-09,7.326831763521113e-08
1992,1.1019888335184191e-09,7.218027064936905e-08
1993,0.0,7.31175389123706e-08
1994,0.0,6.751906028723553e-08
1995,5.422450821690461e-10,7.04918612370875e-08
1996,0.0,7.580090932712835e-08
1997,0.0,8.055422551223046e-08
1998,0.0,6.818424658217026e-08
1999,0.0,6.306877531336852e-08
2000,4.4180314962005696e-10,7.422292747083503e-08
2001,0.0,5.739387595737888e-08
2002,4.38122149670761e-10,6.484208003865177e-08
2003,0.0,6.042038402931382e-08
2004,4.404791253964646e-10,8.10481595170387e-08
2005,0.0,5.179311934888631e-08
2006,1.2765458912156191e-08,5.6826880867610896e-08
2007,0.0,6.031664079308996e-08
2008,0.0,6.726754797625745e-08
2009,0.0,5.912558864729078e-08
2010,0.0,4.2514136655569246e-08
2011,0.0,3.938691217619805e-08
2012,3.404252713057332e-10,3.9148905700558956e-08
2013,0.0,3.263276426856976e-08
2014,0.0,3.053277641829055e-08
2015,0.0,3.081039734453839e-08
2016,0.0,3.231290551797272e-08
2017,0.0,9.383230370474394e-08
2018,0.0,3.484980221069023e-08
2019,0.0,3.6989324214697916e-08
