year,nos_DET yeux_NOUN,nos_DET vieux_ADJ
1800,1.3702268873316825e-05,5.03066324597512e-07
1801,1.178209149088616e-05,6.66731150289479e-07
1802,9.240042260216796e-06,4.2518962573012686e-07
1803,1.0352400678925733e-05,4.797834414205226e-07
1804,1.034716825643045e-05,6.426812344528798e-07
1805,1.0720491424365264e-05,3.5535972719991094e-07
1806,1.086389291060641e-05,6.426122034497439e-07
1807,9.508830103754917e-06,3.217059347804252e-07
1808,1.1658950370474486e-05,5.325273910727901e-07
1809,8.905097843125986e-06,4.834325224578606e-07
1810,1.2830914585038045e-05,6.973577626467886e-07
1811,8.218197663723004e-06,6.217550581055775e-07
1812,8.932480156431666e-06,6.481316248141411e-07
1813,1.0576977913956398e-05,6.930537246319091e-07
1814,1.0604302318029113e-05,6.04162035955369e-07
1815,1.0440952635804024e-05,7.20158716660535e-07
1816,1.0628531470047164e-05,4.287567136884718e-07
1817,1.1243739422184262e-05,7.161617929796193e-07
1818,1.1334655880546052e-05,6.806992303154402e-07
1819,1.095555158769912e-05,6.107119432385844e-07
1820,1.0494716008224714e-05,6.633362747976435e-07
1821,1.274202922729728e-05,6.390244635667841e-07
1822,1.0748462756282606e-05,5.524114499166899e-07
1823,9.387563906670948e-06,1.3213152243451987e-06
1824,1.1414818217758693e-05,9.221118393298866e-07
1825,1.110894731937151e-05,1.1138885014361222e-06
1826,1.049383278939331e-05,7.072811563091363e-07
1827,9.785057443423284e-06,6.747044096755417e-07
1828,1.0599511199416156e-05,7.438736417952896e-07
1829,1.0458417335712511e-05,1.3322715588515166e-06
1830,1.1697605714289239e-05,8.693884119281847e-07
1831,1.0639438997372963e-05,1.223909723790939e-06
1832,1.1097281159777594e-05,1.2636991684189525e-06
1833,1.2620363676774105e-05,1.0795942273489345e-06
1834,1.164856138302639e-05,1.2993667439786805e-06
1835,1.1613877489935476e-05,1.0974040165478982e-06
1836,1.0860060143613737e-05,1.0995147547987472e-06
1837,1.0456318179308255e-05,1.265640328540485e-06
1838,1.00666353972656e-05,1.0598119288829366e-06
1839,1.0630538305633763e-05,1.067598219606225e-06
1840,1.0036718137484968e-05,1.0624641006984348e-06
1841,1.2080261640790013e-05,1.1171754010774748e-06
1842,1.2005782224377981e-05,9.98189843670616e-07
1843,1.2522651289259557e-05,1.0218955779350836e-06
1844,1.2167591151523993e-05,1.0296540580156943e-06
1845,1.1453417599227578e-05,8.297798785861232e-07
1846,1.170549030860002e-05,1.0485411365834807e-06
1847,1.0977367459474863e-05,1.0004429924492797e-06
1848,1.1494208294493546e-05,9.815170258775652e-07
1849,1.2313549888176567e-05,1.0298301234001883e-06
1850,1.184476163018644e-05,9.545328154558774e-07
1851,1.0849245882127434e-05,1.1602540013200269e-06
1852,1.1594630684896856e-05,1.1777577100247072e-06
1853,1.1530606279563926e-05,9.507315468226807e-07
1854,1.3347662203955224e-05,8.728716203165732e-07
1855,1.2729749883533259e-05,1.0104408332267667e-06
1856,1.291915818057987e-05,1.1565840623006807e-06
1857,1.1972877388188863e-05,1.0417140146046222e-06
1858,1.2492086867155194e-05,1.0599701951718998e-06
1859,1.2371435218483384e-05,1.2694788367184628e-06
1860,1.2894384795458791e-05,1.1676395885729107e-06
1861,1.3321182748882165e-05,1.0148753943894917e-06
1862,1.2249164186073358e-05,1.2013325800808161e-06
1863,1.304644928268317e-05,1.2841169976240963e-06
1864,1.3764704846153109e-05,1.1095000225225249e-06
1865,1.3062905210858844e-05,1.1437631854960273e-06
1866,1.1889612153481721e-05,9.77988200645541e-07
1867,1.2295083038793564e-05,1.1797184527040372e-06
1868,1.2181729601934421e-05,1.1781599624782757e-06
1869,1.2334792458545962e-05,1.055816873929416e-06
1870,1.2445753000633886e-05,1.0550649989227168e-06
1871,1.201786186300069e-05,9.495332662368128e-07
1872,1.2294845859628367e-05,1.1574607938769077e-06
1873,1.1223159617657075e-05,1.0948402717758654e-06
1874,9.806723163308106e-06,1.1112773137256227e-06
1875,1.0738161847712036e-05,1.123707889405523e-06
1876,1.1007979537680512e-05,1.0943286454789813e-06
1877,1.0630461630967147e-05,9.227745394468911e-07
1878,9.942152033204366e-06,1.5695591955022792e-06
1879,1.0678489267945679e-05,9.512219349971929e-07
1880,9.911721733146805e-06,1.3041063979812861e-06
1881,1.0269109537830445e-05,1.0277476683029363e-06
1882,1.0130161683719052e-05,1.3823234681353824e-06
1883,9.624353204173985e-06,1.4155319760789098e-06
1884,9.695912282836616e-06,1.1618986945904908e-06
1885,9.253999522229606e-06,1.0429038042047978e-06
1886,9.192313996209123e-06,1.2448731396830226e-06
1887,8.772916409327536e-06,9.81297382907087e-07
1888,8.855302311872038e-06,1.147651293109675e-06
1889,9.90267488276686e-06,1.1972676574600882e-06
1890,8.333246704239627e-06,1.1122793956985788e-06
1891,8.677225402209388e-06,1.1836926887554e-06
1892,8.850512870139937e-06,1.281283950049783e-06
1893,9.15879742535708e-06,9.79188204297543e-07
1894,9.001118513651818e-06,9.85560724586776e-07
1895,9.148293955263398e-06,9.972844274841464e-07
1896,9.203493092968529e-06,1.3020639713090532e-06
1897,8.67655924707833e-06,9.474236044582085e-07
1898,8.696891427462106e-06,1.049058955260307e-06
1899,8.640158057460212e-06,9.03206291980041e-07
1900,8.815446747689748e-06,1.0013540965303491e-06
1901,8.385344294481456e-06,9.81382573428391e-07
1902,7.416492834977362e-06,8.642099622591104e-07
1903,8.470785459735453e-06,9.806799781131303e-07
1904,8.585963442442335e-06,1.1421078980333732e-06
1905,8.184963483870433e-06,1.039892893572869e-06
1906,8.367530661246292e-06,9.218378806963301e-07
1907,8.19460632328628e-06,9.509117369077558e-07
1908,8.695614482689962e-06,8.644044768857384e-07
1909,8.584834574776323e-06,9.148135617920161e-07
1910,8.559192082202571e-06,9.004893932740288e-07
1911,8.907902184773775e-06,9.587313911652018e-07
1912,8.978958121019787e-06,9.528031270633619e-07
1913,9.10152148492216e-06,9.927196806813754e-07
1914,8.823629272569633e-06,1.0286198275366587e-06
1915,8.644723536122001e-06,8.458586968629334e-07
1916,9.62062222242821e-06,9.427242702031435e-07
1917,9.812756900373643e-06,1.187663769997016e-06
1918,9.832338051296574e-06,1.2336368655496699e-06
1919,9.184828712704984e-06,1.1316445274189846e-06
1920,9.478919949401643e-06,1.0290663112755283e-06
1921,8.81543545006025e-06,1.0685146349942443e-06
1922,9.007720976228484e-06,1.0048748251278994e-06
1923,8.983215664670752e-06,1.0891962602954663e-06
1924,9.0202692888397e-06,8.663171371381395e-07
1925,8.975613127404358e-06,9.326455128189082e-07
1926,8.610392384866827e-06,9.295879550563768e-07
1927,8.767750401261765e-06,9.086618106834976e-07
1928,8.118201989759655e-06,7.027015609395448e-07
1929,8.275094188547882e-06,8.800920880958074e-07
1930,7.80207643202857e-06,7.310507896818308e-07
1931,7.849166237861027e-06,7.493319085227768e-07
1932,7.5302974948954216e-06,8.044300088272394e-07
1933,7.602754919844301e-06,6.859456256336216e-07
1934,7.63106849177575e-06,7.692174293083553e-07
1935,7.551987522447234e-06,7.061287696785712e-07
1936,7.590071305685342e-06,6.814089346107721e-07
1937,7.3041076760205215e-06,5.603047696922658e-07
1938,7.464074172958135e-06,6.132546666037797e-07
1939,7.460437970507883e-06,7.203497567331851e-07
1940,6.704609909036208e-06,5.730869503395297e-07
1941,7.124927186907826e-06,8.382267111528563e-07
1942,8.149893261588659e-06,8.313740167409378e-07
1943,8.280026918328076e-06,7.461314375234451e-07
1944,8.505304180062012e-06,7.069009306803764e-07
1945,9.670379526482975e-06,7.602978939758032e-07
1946,8.466815728525035e-06,6.66820920258715e-07
1947,8.95734285677463e-06,6.794896663109284e-07
1948,8.227845071928641e-06,5.631637627345754e-07
1949,7.115367480992063e-06,5.468073815961816e-07
1950,8.054159067683031e-06,5.136879721590049e-07
1951,7.762566767155477e-06,5.298716665436132e-07
1952,6.6811879122496975e-06,4.692437869380228e-07
1953,7.559994841699336e-06,4.84822237467597e-07
1954,7.83268775705892e-06,4.5540018689393946e-07
1955,7.783484548440356e-06,4.458163722631525e-07
1956,7.3868069705440575e-06,4.892560543368063e-07
1957,6.826833754303152e-06,4.2231479113752357e-07
1958,6.7939937267169626e-06,4.2353885376655853e-07
1959,6.37188993835025e-06,4.5961934880267563e-07
1960,7.019801145702331e-06,3.9448751287807227e-07
1961,7.676326291061741e-06,4.690007422425424e-07
1962,7.448627741268865e-06,4.065194190161492e-07
1963,7.558816079722419e-06,4.526237198376748e-07
1964,7.12311029360535e-06,4.885426498901779e-07
1965,8.326261109914412e-06,4.941255298263059e-07
1966,6.952646430136156e-06,6.923843685058273e-07
1967,7.381205449519257e-06,4.7232616218195744e-07
1968,8.217494340101439e-06,5.448087616599651e-07
1969,6.979773317539184e-06,4.759762255446276e-07
1970,7.182748532841288e-06,4.837858682549268e-07
1971,7.380280479196699e-06,4.994522431189807e-07
1972,7.078063688936709e-06,4.950591829810946e-07
1973,6.50613158370561e-06,3.633201259845009e-07
1974,5.945666565310148e-06,3.684749501076112e-07
1975,5.897674405730413e-06,3.0385074722971694e-07
1976,5.9557802742915555e-06,3.2795645488192804e-07
1977,6.507948135947572e-06,3.003035420334754e-07
1978,6.297620792850012e-06,3.1009887102584344e-07
1979,6.562403136456396e-06,2.9669505607898827e-07
1980,6.261056391565489e-06,3.1154625901308464e-07
1981,6.0712625185033176e-06,2.878125044958324e-07
1982,6.534017046533336e-06,2.7499234178662846e-07
1983,6.366470188368112e-06,3.113450919300931e-07
1984,6.316280085627568e-06,2.8125192130801224e-07
1985,6.177376668858869e-06,2.899498898756292e-07
1986,6.270831391930187e-06,2.589617675852196e-07
1987,6.392525470744204e-06,2.87208402838246e-07
1988,5.99415536584047e-06,2.572521520249893e-07
1989,6.133525445761734e-06,2.4422143773961125e-07
1990,6.249602449770464e-06,2.2938821153672961e-07
1991,6.2184283819988195e-06,2.432508079408535e-07
1992,6.165076456454699e-06,2.5235544676149857e-07
1993,6.722382060786458e-06,2.786221244832632e-07
1994,6.2650305352462965e-06,2.4581157376246665e-07
1995,6.414759170070283e-06,2.700380381526202e-07
1996,6.02136786653773e-06,2.7491176091132274e-07
1997,6.261652920613869e-06,2.474165583521426e-07
1998,6.09891426250897e-06,3.018225918083317e-07
1999,6.080652624973482e-06,2.3216622047073088e-07
2000,6.217937311703281e-06,2.6508190131835363e-07
2001,5.895358569318887e-06,2.3395671533421591e-07
2002,6.1713887546943624e-06,2.2081356654268802e-07
